GEL-Bone_SoftTissue_common_SBS127	GEL-Bone_SoftTissue_common_SBS8	GEL-Bone_SoftTissue_common_SBS122	GEL-Bone_SoftTissue_common_SBS1	GEL-Bone_SoftTissue_common_SBS100	GEL-Bone_SoftTissue_common_SBS5	GEL-Bone_SoftTissue_common_SBS18	GEL-Bone_SoftTissue_common_SBS13	GEL-Bone_SoftTissue_common_SBS3	GEL-Bone_SoftTissue_common_SBS17	GEL-Bone_SoftTissue_rare_SBS7a	GEL-Bone_SoftTissue_rare_SBS124_a	GEL-Bone_SoftTissue_rare_SBS31	GEL-Bone_SoftTissue_rare_SBS30	GEL-Bone_SoftTissue_rare_SBS57	GEL-Bone_SoftTissue_rare_SBS44	GEL-Bone_SoftTissue_rare_SBS26	GEL-Bone_SoftTissue_rare_SBS108	GEL-Bone_SoftTissue_rare_SBS124_b	GEL-Bone_SoftTissue_rare_SBS135	GEL-Bone_SoftTissue_rare_SBS5+8	GEL-Bone_SoftTissue_rare_SBS96	GEL-Bone_SoftTissue_rare_SBS129	GEL-Bone_SoftTissue_rare_SBS117	unassigned
GEL-2978243-11	657.673083092717	804.658753074537	893.452144155705	0	0	1100.6367233451	447.478558442947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	787.100737888994
GEL-2275790-12	292.224867724868	0	629.829365079365	0	0	384.978835978836	477.732804232804	0	747.018518518519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	861.215608465608
GEL-2847954-11	0	0	1634.26949120662	894.826248471739	1820.62917332832	0	0	2425.17398664535	2101.41775604251	743.440233236152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1005.24311106931
GEL-2431377-11	398.866231374519	661.436464088398	0	465.009877783358	245.032144650929	527.144818349238	283.615938389419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	411.894525364139
GEL-2682299-11	672.20017833259	507.273740526081	818.6348640214	468.790905037896	0	0	0	410.316986179224	683.69505127062	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	923.088274632189
GEL-2978792-11	0	291.422596572756	604.877142027302	241.349985477781	290.921870461807	656.952657566076	371.538774324717	410.094684867848	330.979959337787	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	249.862329363926
GEL-2165629-11	0	256	0	257	0	318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	559
GEL-2483174-11	261.136867325547	218.278526504942	0	224.258760107817	204.324648098233	210.304881701108	0	0	231.734052111411	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	313.962264150942
GEL-2997741-11	338.54011741683	375.425831702544	0	0	0	252.641878669276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	324.39217221135
GEL-2379842-11	0	0	0	124.23246492986	90.9018036072144	408.553106212425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	384.312625250501
GEL-2198925-11	270.941032608696	246.401086956522	191.311413043478	279.955706521739	174.283695652174	424.691304347826	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255.415760869565
GEL-2444152-11	828.602340172969	461.170086484653	0	513.302357130744	350.389011361709	410.040359504833	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	392.495845345092
GEL-2198123-11	1892.83024345187	1775.81526687339	892.427525235865	668.943986276968	689.534604473181	752.813089661543	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	939.635284027183
GEL-2736252-11	0	246.822816202811	0	239.267015706806	647.783962524111	0	0	207.028933590521	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	487.097271975751
GEL-2270200-11	0	2798.00578557223	1601.28945941059	641.615982643283	0	0	0	1038.68775989875	816.647622491412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1401.75338998374
GEL-2146097-11	0	244.634019588247	214.556066360184	463.200479712173	436.130321806916	298.273036178293	317.322406556066	304.789926044373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	229.093743753748
GEL-2241766-11	190.832112510987	168.851450336947	190.332552007032	137.379138587753	0	250.779372985643	368.176091415177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	398.649282156461
GEL-2651702-11	0	1496.85404992359	2158.11487519103	0	0	802.530183392766	0	0	1495.85213958227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1913.64875191034
GEL-2846776-12	0	688.663222473361	608.319179851469	554.922828543752	0	286.443978043268	346.826767839845	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	605.824023248305
GEL-2025865-11	1919.53041807703	1964.12405086451	1421.48467660781	0	0	0	1526.70560790413	934.963132375812	1789.25688409112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1397.93523007959
GEL-2389408-11	0	161.365355521936	142.32223903177	185.419818456884	0	439.495083207262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	396.397503782148
GEL-2340657-11	0	852.68378812199	348.279293739968	301.741974317817	452.362760834671	689.552969502408	413.831861958266	0	376.30176565008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	306.2455858748
GEL-2481700-13	181.920138888889	0	221.010416666667	268.119212962963	427.988425925926	210.486111111111	321.241898148148	206.978009259259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	327.255787037037
GEL-2521303-11	1919.91087937283	1891.87567487612	0	727.413430959249	570.716662968715	0	563.707861844538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1095.37548997855
GEL-2219698-14	0	1512.37456905293	641.02298384371	0	630.031163388089	622.037112147637	1049.21922530927	0	2042.48009193537	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	893.834854322994
GEL-2772860-11	0	1435.76698816309	1513.10455940377	0	763.331871985971	0	1144.99780797896	0	3053.82967996493	532.82573432705	0	0	0	0	0	0	0	0	0	0	0	0	0	0	720.143358176229
GEL-2065098-11	245.434838709677	158.721290322581	145.536774193548	105.983225806452	0	313.892903225806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	209.430967741936
GEL-2839118-11	524.872214941022	589.54128440367	0	507.326343381389	0	616.612057667104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	821.648099606815
GEL-2878112-11	0	0	0	269.266611064776	265.247706422018	423.994439810954	0	195.921601334445	218.025576869614	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	434.544064498193
GEL-2219698-12	0	1464.79079470199	665.996225165563	0	555.247417218543	699.571655629139	1060.38225165563	0	2124.77350993378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	996.238145695355
GEL-2743513-11	0	531.958406151695	636.540020971688	302.683327507864	0	415.812478154491	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	990.005767214262
GEL-2141580-11	278.245765765766	0	163.494774774775	255.397117117117	0	359.485405405405	106.627027027027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	245.74990990991
GEL-2141692-11	584.756369069854	1416.19902876354	0	608.226522226373	534.320508031378	1129.06417631677	615.217631677251	566.779230481883	0	437.443705640642	0	0	0	0	0	0	0	0	0	0	0	0	0	0	791.992827792309
GEL-2388414-13	316.554872695347	0	0	0	327.574187884109	344.103160667252	795.394205443371	444.278753292362	516.405179982441	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	678.689640035118
GEL-2409906-13	0	892.215189873418	603.173598553345	310.117540687161	0	411.482820976492	1227.42314647378	398.937613019892	721.098553345389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	430.551537070523
GEL-2521303-13	1874.3166411546	2076.7428383993	0	714.739412493622	576.789707704643	0	566.793352285152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1047.61804796268
GEL-2521303-12	2177.84741144414	2299.39470611133	0	807.314130011678	619.240949785909	0	560.718178279486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1245.48462436746
GEL-2582114-13	0	440.145753746694	146.214516602997	191.280634734058	0	417.111960035263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	509.247134880988
GEL-2534347-11	0	966.139009460211	1772.92003338898	0	1356.79087367835	0	716.861157484697	563.497829716194	0	1831.36794657763	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1769.42314969394
GEL-2409906-14	0	852.657992565056	454.684014869888	272.007434944238	0	337.75092936803	972.602230483271	329.721189591078	631.840148698885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	333.736059479554
GEL-2191596-11	0	570.533607938588	420.893652873994	0	0	296.277101666355	262.245272420895	0	390.865568245647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	732.184796854521
GEL-2196606-13	702.919708029197	0	361.472955268576	0	496.649822197267	589.271008796556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	524.686505708404
GEL-2694029-13	527.556418496697	1149.94322442421	1099.03427959293	0	0	649.338600249955	416.255490091055	399.784949116229	620.889484020711	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	728.197554008213
GEL-2852356-11	0	103.21503131524	0	0	0	482.004175365344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	374.780793319416
GEL-2063308-13	398.37535366237	1239.66802892172	919.36623703238	0	0	626.590380383527	0	0	613.077648538195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	978.922351461808
GEL-2395043-11	0	804.878552971576	0	0	259.638242894057	204.714768435699	375.976147883125	474.339097594912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	392.453190220631
GEL-2409906-15	0	852.189182861156	491.76328728635	291.74947319129	0	341.878248653711	986.534301100445	317.315148677125	644.656052446734	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	355.914305783189
GEL-2281810-11	0	0	0	0	0	0	0	0	0	0	87761.719539614	0	0	0	0	0	0	0	0	0	0	0	0	0	7429.280460386
GEL-2991127-11	0	238.821462190147	183.631628490744	412.418575462818	0	381.31157828679	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	382.816755569501
GEL-2351919-11	402.890020976925	0	220.678453700929	205.494156427929	0	222.703026670662	0	248.010188792328	198.408151033863	118.437518729398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72.3784836679661
GEL-2559895-12	0	1649.13350734725	1084.65496906419	0	0	612.265081206496	0	0	460.941028615623	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1342.00541376644
GEL-2409906-12	0	948.334639937283	476.176503527831	329.506103707022	0	341.05890917236	1041.25937954978	336.035950274387	646.454810169112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	366.173703662225
GEL-2275908-17	1019.33434848814	3417.26843593648	857.440069610616	771.496193169458	1393.09027626713	0	1475.53643680661	0	1528.00217533174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1022.83206438983
GEL-2582590-11	0	1086.61186039329	950.597858540101	354.036446000206	0	541.055698548337	0	350.536085658396	708.072892000412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	866.089158859258
GEL-2094710-12	0	850.665032359286	1114.18081976858	768.003235928613	384.753088840949	0	676.323788978231	329.645224553834	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	985.428809570507
GEL-2461871-11	392.302235929067	414.819583654588	449.346183500386	419.823438704703	240.685427910563	429.831148804934	0	0	374.788743253662	253.195065535852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	270.208172706245
GEL-2133929-13	0	1176.5	735.5	407	0	735.5	563.5	0	468.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	890.5
GEL-2582114-12	0	510.593926363881	188.457403923676	191.472722386455	0	484.461166353131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	495.014780972857
GEL-2419643-11	405.095625108075	348.818260418468	0	740.22479681826	547.563548331316	345.776240705516	0	281.893826733529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	262.627701884836
GEL-2912208-13	502.230289161639	796.157686706886	2611.79779488246	547.796546702725	0	0	0	594.864988558352	1250.3180778032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	917.834616184738
GEL-2893012-11	0	0	80.6595995288575	169.889281507656	83.6843345111896	217.780918727915	0	0	187.029446407538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116.956419316844
GEL-2330708-12	320.562143170839	299.525252525253	347.609574000878	0	0	0	337.59200702679	325.570926657883	257.45147123408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	392.688625384277
GEL-2582114-14	0	515.091295116773	168.356687898089	223.473460721868	0	430.912951167728	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	550.165605095542
GEL-2235349-18	516.905593239186	847.705215167352	565.303124652507	469.5059490715	736.939730901813	489.46369398421	0	315.332369620816	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	545.844323362616
GEL-2481700-11	234.052596089009	0	201.045178691841	242.554506630704	389.587547763542	272.561249719038	342.576983591818	223.550236008092	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	319.071701505956
GEL-2133929-14	0	1716.49647332172	912.529748568584	406.736121483694	0	926.037590241474	570.831383287694	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1496.36868309683
GEL-2415581-11	0	1557.50046376043	1330.99138730621	0	0	667.500198754472	884.487875977209	1400.1468133033	783.260368358288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	940.112892540091
GEL-2380714-12	200.413423777222	0	204.451981435202	317.026776151375	142.35915744377	271.593002499107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	278.155658693324
GEL-2873658-14	367.2047399605	0	523.216589861751	279.416721527321	367.2047399605	575.387755102041	721.868334430546	0	515.691902567479	271.892034233048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	188.117182356814
GEL-2481700-12	242.78717472119	0	221.217239776952	238.774163568773	424.37592936803	0	317.027881040892	218.207481412639	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	496.610130111524
GEL-2602365-11	146.618025751073	375.13991416309	0	140.551072961373	0	292.224892703863	100.104721030043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	123.361373390558
GEL-2709565-14	104.187895212285	167.301716350497	0	191.345076784101	0	219.896567299006	203.366757000903	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	222.901987353208
GEL-2383911-13	0	0	11940.6947640532	0	0	0	0	0	7402.03018113513	7735.18907149372	0	0	0	0	0	0	0	0	0	0	0	0	0	51221.4285576232	4523.65742569475
GEL-2835760-12	1622.72833408172	666.299057027391	828.872025145936	0	0	1111.49887741356	727.826672653795	784.852267624607	1200.03861697351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	855.884149079481
GEL-2364838-12	0	623.1640625	761.589439655172	0	341.316002155172	413.776939655172	0	0	628.661099137931	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	941.492456896553
GEL-2408632-12	0	2226.59611231102	968.019810828927	1262.08907425337	0	695.529008713786	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1585.7659938929
GEL-2822620-11	0	1231.99276298785	1109.14448177824	521.979839751874	0	0	699.483070560868	0	0	2530.17317136211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1667.22667355906
GEL-2219698-11	0	1402.68990463663	595.020059191056	0	703.840841828346	0	1081.71851364683	0	2491.39690891154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1315.3337717856
GEL-2354133-11	0	282.025515628322	0	443.255156283223	502.389538592388	515.530512438869	0	285.058048054433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	348.741229002765
GEL-2088888-12	0	380.255548083389	675.954270342972	0	0	584.392737054472	0	295.698722259583	736.494956287828	471.316745124412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	575.887020847344
GEL-2709565-11	140.550597609562	191.108366533865	0	240.149402390438	0	261.383665338645	271.495219123506	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	164.312749003984
GEL-2075883-11	0	2056.67242756103	1976.62679671458	737.920659365731	0	753.429500342231	1563.89151266256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1682.45910335387
GEL-2088888-11	438.999658469945	675.729849726776	784.605760473588	0	0	609.804986338798	0	349.601548269581	645.76400273224	484.947290528233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	397.546903460839
GEL-2903134-11	381.97799779978	1176.51228456179	558.429776310964	508.802713604694	616.578657865786	884.76530986432	429.098643197653	396.013934726806	432.60762742941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83.2130546387971
GEL-2637879-11	410.81912392232	1831.46459984325	913.486022816337	0	0	0	945.932247670469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1630.29800574762
GEL-2027604-11	0	703.323756906077	0	973.21546961326	0	304.506077348066	0	285.944751381215	314.539226519337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	596.470718232045
GEL-2388414-11	623.885378398237	0	0	348.935892725937	795.853783982366	0	1381.74614254225	768.858743570904	615.386939750184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	908.333119030122
GEL-2235349-16	322.033609958506	589.977593360996	519.360580912863	272.451452282158	635.553112033195	393.151452282158	0	273.953941908714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	614.51825726141
GEL-2703004-11	0	595.835209681959	0	713.40135097101	481.771038558964	516.790740219533	388.218406980017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	858.983253588517
GEL-2141692-13	415.92290585619	1139.52853965901	0	589.307635285397	593.316530763529	884.963676797628	412.415122312824	465.031875463306	0	345.767234988881	0	0	0	0	0	0	0	0	0	0	0	0	0	0	561.746478873235
GEL-2873658-13	381.419805589307	0	362.947904009721	299.544349939247	419.362089914945	437.833991494532	622.053766707169	0	422.85677399757	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	340.981318347509
GEL-2534347-12	0	1016.35506788759	1851.55773076518	0	1513.77355015262	0	743.125197347648	608.011525102621	0	1941.13309125355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1835.04383749079
GEL-2235349-14	526.54959027974	896.084392954695	699.06583780729	343.032306677969	1143.10765753038	478.545069228596	0	0	495.046623339927	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	727.568522181403
GEL-2796703-11	422.211586901763	992.399244332494	416.656171284635	260.599496221662	429.282115869018	388.879093198992	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	297.972292191436
GEL-2582114-11	165.952230215827	455.868776978417	147.457553956835	191.944748201439	0	452.369784172662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	323.40690647482
GEL-2388414-15	0	0	0	114.001611603546	165.453666398066	130.143432715552	239.100725221595	143.258662369057	240.109589041096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	219.932312651088
GEL-2208549-13	0	246.615356885364	113.977649603461	192.652487382841	0	484.657173756309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	361.097332372025
GEL-2377613-13	519.335364424654	0	528.358565737052	554.425591750644	0	738.398640731193	472.214202015468	0	464.69486758847	290.246308882119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	710.3264588704
GEL-2621906-12	0	1087.87698732856	1839.48289117745	0	1965.58454748232	0	831.670447534526	1174.94717858668	1763.92197807413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1880.51596981633
GEL-2752824-13	704.874616564417	0	472.410659509202	0	576.670245398773	415.042944785276	573.178297546012	905.911042944785	850.538726993865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	705.37346625767
GEL-2664621-12	262.474576271186	0	133.751412429379	133.751412429379	133.751412429379	313.762711864407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	268.50847457627
GEL-2547761-13	0	0	100.216471647165	217.555355535554	107.770477047705	343.95904590459	0	0	154.101710171017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	195.396939693969
GEL-2275908-14	914.857314373616	4034.28053127228	983.421566052602	795.24522567816	1722.61426481072	0	1787.6752335572	0	2127.99414700034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	972.911717255081
GEL-2377613-14	675.490550864495	0	711.570164857258	785.73381584238	0	721.592279855247	567.752814636108	0	430.449839163651	390.361379171693	0	0	0	0	0	0	0	0	0	0	0	0	0	0	702.049155609168
GEL-2094710-11	0	920.545969289827	1115.90460652591	813.073608445298	461.528502879079	0	594.11122840691	350.038483685221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	977.797600767755
GEL-2275908-16	972.633549261826	4105.95303555288	905.658782765893	0	1646.87951943356	0	1767.33413678819	0	1893.28668273576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1979.25429346189
GEL-2377613-11	639.72308475439	0	496.891829982184	720.694324255536	0	508.962076864342	429.499618223467	0	0	251.463476711631	0	0	0	0	0	0	0	0	0	0	0	0	0	0	904.76558920845
GEL-2445706-13	592.201223657376	1390.47246770904	1012.34398368457	392.63341264446	0	922.31339225017	498.669442556084	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1077.3660774983
GEL-2383911-12	0	0	10926.4405537981	0	0	0	0	0	6341.72051383855	7309.82276924653	0	0	0	0	0	0	0	0	0	0	0	0	0	48912.1901151398	4677.82604797703
GEL-2511428-12	0	275.920552677029	0	545.842832469775	627.81922855498	801.269286125504	0	516.35132412205	294.91508347726	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	410.881692573402
GEL-2769335-11	0	0	2179.77023735342	1546.30272474933	0	3065.01977001076	0	0	0	0	0	0	0	0	0	9588.28063218716	0	0	0	0	0	0	0	0	1328.62663569933
GEL-2621906-11	0	1127.76635640092	1975.71851252305	0	1897.63082872431	752.845361751877	875.98363235757	1378.04739421737	1943.18197760691	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1180.82593641799
GEL-2873658-11	262.920973557692	0	449.364933894231	277.416616586538	295.411207932692	452.364032451923	783.764423076923	0	413.875600961538	246.92578125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	144.956430288463
GEL-2664621-14	330.424627102507	152.581402729292	146.013329101872	170.264677880038	0	389.032053316407	0	131.361472548397	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	272.322437321487
GEL-2941441-12	0	502.080443828017	646.679611650485	0	465.428571428571	558.313453536755	0	686.846047156727	970.521497919556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	876.130374479889
GEL-2196606-12	820.601030744624	0	402.785853918607	0	525.525324329127	498.973520526035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	571.114270481607
GEL-2497831-12	680.892024734422	422.932931663231	421.433169494213	256.959251625178	397.936895512922	476.924369747899	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	495.921357222135
GEL-2917549-12	920.23332822321	457.607849149165	350.732331749195	285.001379733252	280.987275793347	588.066227196075	0	285.001379733252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	105.370228422504
GEL-2235349-13	401.723072963583	614.311928966671	539.955732852915	302.415133187492	725.596705700682	423.18157251319	0	317.885214258139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	552.930639557328
GEL-2945428-13	53.3651551312649	0	0	76.9689737470167	0	105.704057279236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	193.961813842482
GEL-2428003-14	0	1459.09329241	1198.57663533474	0	709.0453353795	1168.07468508217	0	720.046038749281	1162.07430142592	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1403.08971161839
GEL-2209768-12	0	446.600228963938	559.121579851173	758.77229536348	735.371837435604	636.293302804808	416.727303949628	0	355.487807670292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	440.625643961077
GEL-2415581-13	0	2000.39044959203	1498.41793987186	0	0	711.961009802311	1334.42692076009	1651.40956136028	807.955752697005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1125.43836591642
GEL-2219124-11	565.676967610702	1995.62431544359	1316.41182913472	794.748630887185	0	0	0	0	494.154592395556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1226.38366452825
GEL-2747168-13	353.334051724138	654.899387477314	1122.32565789474	1220.83700090744	349.815789473684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	729.788112522684
GEL-2829136-12	0	308.764958229849	0	231.072476857078	418.035673967035	520.790246105216	0	391.971099571009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	349.365545269813
GEL-2701532-13	0	0	0	5102.76985931881	0	0	0	0	0	0	0	0	0	0	0	11050.5844087159	0	0	0	0	0	0	0	0	2755.64573196529
GEL-2133929-12	421.239385898408	1226.69711902957	813.462282031842	399.226876421531	0	791.950056861259	529.300796057619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1097.12348369977
GEL-2582590-14	0	1152.5122441291	869.263468542007	338.297124199422	0	434.381514504584	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1190.54564862489
GEL-2275908-11	984.375259566894	3502.61435775734	836.243547908633	772.687036487689	1516.84870958173	0	1517.84959952536	0	1720.52981311184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	957.851676060514
GEL-2099513-12	0	355.808923076923	0	430.082153846154	774.348615384615	300.104	0	442.628307692308	347.779384615385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	611.248615384615
GEL-2747168-12	0	630.129156833298	1184.8238575413	1339.21304441107	374.154902381463	0	0	0	439.531431023386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	720.147607809483
GEL-2835760-11	1510.25924401454	589.686904026892	797.428894834328	0	0	1028.69829182959	703.819853193387	729.850174933114	1143.33182410647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	793.924813061679
GEL-2881915-11	0	154.315301852959	0	393.029587567244	170.29617453676	505.894500896593	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	447.464435146444
GEL-2835760-13	1522.92192253093	0	739.747718515514	0	500.153315757453	969.858176164402	697.319543027107	920.441830595552	1164.52862840533	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	869.028865003712
GEL-2235349-12	486.321336760925	742.227322805729	559.794344473008	263.903048108704	678.750642673522	376.861549761293	0	283.895703268454	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	691.246052148365
GEL-2330708-14	339.985081585082	307.197202797203	354.109090909091	0	0	0	316.781351981352	312.745920745921	228.001864801865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	305.179487179486
GEL-2701532-12	0	0	0	5151.76855906579	0	0	0	0	0	0	0	0	0	0	0	11189.5833072672	0	0	0	0	0	0	0	0	2841.64813366701
GEL-2606572-14	385.559991892987	634.453182002432	341.168220510742	455.389744629104	835.96189704094	746.180786380219	512.749898662343	0	603.528577219295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	407.007701661938
GEL-2419643-13	458.605195252021	368.183038018235	0	728.872527094444	500.069499397901	350.69809048684	0	296.244968174781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	201.326681575778
GEL-2591629-12	1003.60312687913	1208.72639807577	0	359.71617558629	0	819.49248346362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	768.46181599519
GEL-2835760-14	1499.60380754586	0	747.551748009692	0	0	938.564970578055	694.048044305988	911.563101419176	1092.57563170647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1339.09269643476
GEL-2578773-11	388.920281001833	0	335.726023213195	511.869273060476	284.539095907147	515.883934025657	580.11850946854	0	285.542761148442	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	383.40012217471
