GEL-Bone_SoftTissue_common_SBS127	GEL-Bone_SoftTissue_common_SBS8	GEL-Bone_SoftTissue_common_SBS122	GEL-Bone_SoftTissue_common_SBS1	GEL-Bone_SoftTissue_common_SBS100	GEL-Bone_SoftTissue_common_SBS5	GEL-Bone_SoftTissue_common_SBS18	GEL-Bone_SoftTissue_common_SBS13	GEL-Bone_SoftTissue_common_SBS3	GEL-Bone_SoftTissue_common_SBS17	GEL-Bone_SoftTissue_rare_SBS7a	GEL-Bone_SoftTissue_rare_SBS124_a	GEL-Bone_SoftTissue_rare_SBS31	GEL-Bone_SoftTissue_rare_SBS30	GEL-Bone_SoftTissue_rare_SBS57	GEL-Bone_SoftTissue_rare_SBS44	GEL-Bone_SoftTissue_rare_SBS26	GEL-Bone_SoftTissue_rare_SBS108	GEL-Bone_SoftTissue_rare_SBS124_b	GEL-Bone_SoftTissue_rare_SBS135	GEL-Bone_SoftTissue_rare_SBS5+8	GEL-Bone_SoftTissue_rare_SBS96	GEL-Bone_SoftTissue_rare_SBS129	GEL-Bone_SoftTissue_rare_SBS117	unassigned
GEL-2213531-11	0	712.96394686907	1175.38633776091	501.585199240987	906.267552182163	0	350.959013282732	0	0	653.717647058824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	991.120303605314
GEL-2146941-11	0	1704.00321794247	768.824670892248	405.144124817162	0	694.390053632374	0	0	508.05372988786	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1042.58420282789
GEL-2300410-11	681.64055731179	407.6869219061	680.642547711041	391.219763493736	380.740662685868	619.264957264957	0	293.414822620302	561.879405221871	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	245.510361784335
GEL-2218415-11	270.447576656775	0	439.666172106825	432.111770524233	958.905374216947	283.038245961095	0	338.940817672272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	331.890042861853
GEL-2217307-11	0	946.122387632408	1229.10764385915	1344.80604065273	1037.27870025766	0	428.234325794446	435.246349842542	527.905239049528	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1049.29931291154
GEL-2973074-11	0	0	0	202.647416413374	450.216673903604	748.198219713417	0	173.198653929657	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	724.739036039948
GEL-2823826-11	0	2590.51993608562	2388.862695552	0	1807.9097023522	1258.98168035376	1150.39701237412	0	1244.47036527814	1705.32971647282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1319.52889153134
GEL-2009534-11	0	0	305.572929100024	252.060157555502	383.091429935545	350.583671520649	164.039150155168	181.04320840296	235.55621866794	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	223.053234662212
GEL-2827759-11	0	428.494289747209	436.503528807905	257.296804824843	309.857436160657	0	495.571666880534	509.087257795457	827.454510458103	306.353394071603	0	0	0	0	0	0	0	0	0	0	0	0	0	0	330.381111253689
GEL-2707067-11	0	464.19218164794	414.063436329588	533.369850187266	0	764.463366104869	334.860018726592	420.580173220974	733.884831460674	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	617.586142322097
GEL-2412214-11	0	2051.07826948481	1056.63127476882	378.120541611625	0	519.53963011889	0	0	677.507760898283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1391.12252311757
GEL-2640829-14	158.501839587932	188.788815305372	0	230.181015452539	283.688005886681	253.401030169242	0	100.956585724798	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	156.482707873436
GEL-2187739-12	0	729.865042398185	0	332.982204705601	520.690314104861	656.978382897408	580.597157530156	341.469007524185	353.450376209244	302.529559297743	0	0	0	0	0	0	0	0	0	0	0	0	0	0	361.437955332617
GEL-2341837-11	604.27757744632	1565.10399934437	1421.68210129487	481.416161285035	0	642.891165382724	657.935420422882	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	745.693574823798
GEL-2867910-11	743.962802042839	1823.86035521	488.131717356506	0	446.577940391798	809.047031023706	763.988718652336	0	561.72696089641	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	930.704474426405
GEL-2905959-12	0	1315.76996303142	378.29011090573	334.814232902033	0	635.647319778189	879.512014787431	640.144824399261	612.660073937153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	610.161460258783
GEL-2867910-13	789.40599205136	1866.18786303883	535.632528278814	0	466.923112198105	831.032864567411	627.412259247936	0	531.620299602568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	913.785081014976
GEL-2640829-12	165.5	172.5	0	230.5	233	213.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	202
GEL-2187739-13	265.401093599228	497.876487616597	0	320.277259568993	409.076873592795	524.316822129302	371.162431650048	305.31103248633	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	408.577999356707
GEL-2630379-11	0	1605.92602720995	1830.12511109592	930.826553633691	0	0	461.910166131127	0	953.846995282697	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1537.36514664662
GEL-2391007-13	0	1148.76888307363	540.920304508148	280.199714523611	0	635.818603544665	0	398.073391221601	410.060544784109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	785.158558344236
GEL-2885105-11	0	0	226.682416107383	306.746845637584	301.742818791946	370.297986577181	149.12	0	292.235167785235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	217.174765100671
GEL-2643279-11	0	843.428421421071	467.850892544627	478.82394119706	418.970948547427	706.76408820441	313.230661533077	450.892544627231	407.997899894995	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	187.040602030102
GEL-2745063-11	936.545172547499	0	0	631.518999612253	0	718.883288096161	2930.4478480031	0	891.115742535867	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1616.48894920512
GEL-2905959-11	0	1265.86610878661	1096.25005705591	0	0	788.539520730316	554.379307721567	901.116546215291	953.152149106124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1017.69631038418
GEL-2845190-11	226.185714285714	0	0	114.614285714286	0	457.95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	337.25
GEL-2738891-11	1296.79753889018	0	910.218326754895	544.223202538503	0	0	862.021437969197	887.626035136599	1376.62363594149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	609.489822769136
GEL-2440419-11	0	0	270.360034453058	168.975021533161	243.522825150732	345.90180878553	0	0	271.850990525409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	430.38931955211
GEL-2453802-13	0	510.362790697674	0	189.879069767442	192.390697674419	194.902325581395	0	136.632558139535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	395.832558139535
GEL-2922962-12	1029.83937602393	1156.75795996866	632.59420186623	554.644205427737	0	910.915663508797	0	0	1234.2082769428	814.47752688938	0	0	0	0	0	0	0	0	0	0	0	0	0	0	681.562789372466
GEL-2983428-12	781.184510250569	0	505.766894457099	870.319665907365	464.7046317388	0	627.952164009112	352.534548215642	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	354.537585421413
GEL-2753340-11	153.640167364017	163.179916317992	0	209.874476987448	147.615062761506	308.786610878661	0	117.489539748954	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	219.414225941422
GEL-2889467-11	0	367.224190592547	360.219914477703	229.640195479536	355.216860109957	450.274893097129	494.802076970067	280.171044593769	433.264508246793	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	305.186316432499
GEL-2398391-11	0	1359.90473477295	1393.35319924791	675.459290068942	731.373141131559	0	863.170075779158	534.67620078628	1365.89550452966	813.746225286308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1024.42162839723
GEL-2643660-12	319	441.5	0	534	436	355.5	232	0	511	284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	272
GEL-2295504-11	0	1684.00023733238	0	289.827934021597	594.147264744274	713.576361694553	308.816660733357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	620.631541473839
GEL-2969630-11	0	389.5	475	260.5	0	229.5	360	0	344.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	561
GEL-2123676-14	484	912	265	0	0	762.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	856.5
GEL-2549800-11	0	922.768333333333	544.95375	0	707.08875	737.11375	0	330.275	636.53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	925.270416666667
GEL-2610891-13	0	541.802932977821	921.66476790692	0	303.389649739426	489.322021573143	314.385650224215	0	654.262028844988	254.407465761726	0	0	0	0	0	0	0	0	0	0	0	0	0	0	644.765482971761
GEL-2929051-13	0	240.983514274226	0	419.341375150784	504.512263771612	607.719340570969	0	316.635303578609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	402.8082026538
GEL-2326410-15	353.545226130653	699.043903729172	0	288.66992859032	0	543.644935202327	0	1483.07947632901	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	435.016530018518
GEL-2950986-11	0	1172.24046610169	580.614406779661	252.266949152542	0	689.729872881356	0	0	447.473516949153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	637.674788135598
GEL-2954867-11	0	0	504.561235460854	784.540318639429	0	0	1180.30397810576	762.581174860717	819.974391555078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1054.03890137816
GEL-2063086-11	0	0	0	332.586695747001	159.682297346419	412.427844420211	135.78080697928	0	194.263177026536	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	164.259178480553
GEL-2924108-12	0	0	340.266365688488	0	393.887133182844	286.645598194131	0	348.785553047404	525.182844243792	176.89841986456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	592.334085778781
GEL-2694682-11	0	0	0	487.925515055467	143.064580031696	0	205.812202852615	0	137.040808240887	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	293.156893819335
GEL-2077171-13	0	120.48322147651	0	195.785234899329	195.785234899329	158.636241610738	107.93288590604	125.001342281879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	218.375838926175
GEL-2919199-11	306.077842788095	0	857.218010684304	269.568557618926	0	425.608242177563	1001.25464258458	0	353.589926227423	264.567285677945	0	0	0	0	0	0	0	0	0	0	0	0	0	0	454.115492241164
GEL-2485954-11	0	338.535525543159	231.682129575259	226.189665296536	224.691720493247	496.319044822862	411.435505969857	183.248580935604	331.045801526718	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	107.852025836758
GEL-2452932-11	0	191.149745197962	244.691689533516	507.897883183065	254.699529596237	303.737945903567	264.206977655821	311.744217953744	302.236769894159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	172.635241081929
GEL-2352872-11	196.231838281744	276.234049273531	0	306.926721415035	136.859128237524	220.886607706886	130.821225521162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	325.040429564118
GEL-2692062-12	0	265.908571428571	205.201142857143	217.242285714286	229.283428571429	390.835428571429	0	314.574857142857	349.193142857143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	222.761142857142
GEL-2360551-11	734.153125705258	1436.73516136312	357.805687203791	457.029113067028	0	709.096705032724	398.898217106748	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	347.281990521331
GEL-2835582-12	0	0	0	0	0	1301.35396285482	0	0	0	0	0	0	12540.2286505524	0	0	0	0	0	0	0	0	0	0	0	2850.41738659278
GEL-2251925-11	530.996566421975	356.162325361118	427.594600994554	522.005091167416	369.150011839924	870.674520483069	357.16137816718	317.698792327729	405.115912858158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62.4408003788767
GEL-2608507-12	0	2045.09048507463	1077.99347014925	0	0	916.144589552239	0	0	631.410447761194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1755.36100746269
GEL-2583382-11	491.183464932652	910.767301439851	463.144449605202	609.347886669763	0	676.441244774733	299.917324663261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	861.198327914538
GEL-2842088-11	154.425918609245	127.351244567365	0	231.638877913868	0	271.749506124062	124.3429474516	0	158.436981430265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	201.054523903595
GEL-2570000-11	191.164655172414	220.690086206897	0	659.568103448276	453.390517241379	325.280172413793	191.164655172414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	280.741810344827
GEL-2310355-12	0	1635.03109965636	472.930498281787	365.559793814433	497.401030927835	496.402233676976	408.508075601375	460.445532646048	1183.57474226804	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	293.146993127146
GEL-2937841-11	0	410.584109703758	526.531456087093	597.304511671726	641.976865905998	972.251125300953	410.584109703758	393.518266513137	607.343242960327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	234.90631215325
GEL-2473332-11	0	3504.13646768158	3935.71485666533	0	0	0	1554.7824001744	811.147331322894	1909.84689169059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2048.37205246521
GEL-2483141-13	0	587.848576012836	180.72202166065	380.018251103089	0	342.869835539511	0	0	341.865824308063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	669.675491375851
GEL-2150472-12	0	0	288.49569707401	0	0	395.17900172117	220.378657487091	0	0	0	0	0	0	0	417.21686746988	0	0	0	0	0	0	0	0	0	715.729776247849
GEL-2224565-11	0	297.96251233147	0	253.24301216705	0	458.751726405788	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	518.042749095692
GEL-2216282-11	816.507124986403	1630.50962689003	348.643533123028	468.865441096486	0	568.549439791145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	771.924834112908
GEL-2905813-12	0	0	1095.79757732744	0	449.996800243791	577.848240134085	0	0	1359.55409111687	1709.38381837574	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1414.41947280207
GEL-2404872-11	0	926.104760279816	0	0	0	900.073707558437	0	0	0	0	4599.48677700051	0	0	0	0	0	0	0	0	0	0	0	0	0	2376.33475516124
GEL-2183613-12	478.802193784278	0	936.023156611822	456.719073735527	0	0	0	331.246800731261	943.049603900061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	972.159171237051
GEL-2073756-13	0	0	0	0	0	0	0	0	0	239.885148514851	0	0	0	0	0	0	0	2285.4603960396	0	0	0	0	0	0	1037.65445544555
GEL-2184375-11	0	1506.30846887269	1029.34408300617	1286.55524397084	922.963544587773	879.012899607403	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1499.81575995512
GEL-2191565-14	0	0	0	490.327319176114	279.757304806004	726.967906753952	0	0	887.903560593964	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	755.043908669966
GEL-2374510-12	0	667.445319802377	663.942983041795	620.413940445987	261.674589397783	361.741353985846	293.195620243023	0	337.224996661771	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	541.361196421418
GEL-2297813-11	0	0	0	0	0	0	0	0	0	3147.28550512445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	970.71449487555
GEL-2922826-12	0	0	0	200.841761363636	288.991761363636	467.796022727273	0	247.921875	280.978125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	276.470454545455
GEL-2016064-11	0	347.906854549797	0	234.448053498925	204.828278003344	491.487461189396	0	0	481.948889419632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	341.380463338906
GEL-2109571-12	292.514991181658	464.818342151675	491.865961199295	234.412698412698	0	256.451499118166	235.414462081129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	296.522045855379
GEL-2891302-11	0	1721.14317724981	1536.4668665766	939.897320987247	0	0	1928.34098922463	0	0	7072.25188651267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1989.89975944904
GEL-2866678-12	0	0	143.636590229312	151.196410767697	0	240.402293120638	0	0	191.01146560319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	284.753240279163
GEL-2072229-11	0	194.131359851989	0	168.853839037928	0	299.791396854764	0	0	0	86.95467160037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	343.268732654949
GEL-2960310-11	307.432829808661	242.341188318228	0	413.582275931521	450.634441087613	655.923464249748	182.256596173212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	233.829204431017
GEL-2888215-13	0	2039.21387283237	1012.60963391137	399.346050096339	0	443.828901734104	0	0	407.342967244701	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	885.658574181116
GEL-2417994-11	0	0	0	0	0	0	0	0	0	0	272691.536309586	0	0	0	0	0	0	0	0	0	0	0	0	0	9773.46369041398
GEL-2111964-11	0	1075.48389244985	761.696828435861	0	576.026970781653	936.857071505869	467.427620078249	0	1222.61849662865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	971.889120119868
GEL-2244216-11	0	985.776173285199	1028.35288808664	0	416.25	341.615523465704	426.768953068592	353.136281588448	394.210288808664	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	493.889891696753
GEL-2171351-11	675.350805886475	1573.98290119131	868.093622985284	446.56257883672	0	0	546.688717589348	1016.78093903294	1102.38878766643	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	914.151646811493
GEL-2616948-11	272.3297632469	402.705749718151	144.470687711387	327.198421645998	0	337.266065388952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	302.029312288612
GEL-2508303-11	409.195402298851	470.075693860387	762.001682085786	0	543.930473787496	0	461.093355761144	579.360807401177	1061.91197084385	583.851976450799	0	0	0	0	0	0	0	0	0	0	0	0	0	0	468.57863751051
GEL-2640829-13	162.352941176471	142.81045751634	0	166.36165577342	216.470588235294	264.575163398693	0	90.1960784313725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	107.23311546841
GEL-2747380-13	0	825.726965423991	0	409.60469383813	0	0	476.284527718756	0	700.890283948233	0	0	0	1430.85899169403	0	0	0	0	0	0	0	0	0	0	0	1347.63453737686
GEL-2680711-11	0	1335.08299349719	1027.87358095448	485.120246886366	0	462.568169293508	0	327.756861016202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	908.598148352254
GEL-2905959-13	0	1093.39168110919	337.083188908146	332.07452339688	0	548.949740034662	624.07972270364	596.031195840555	454.786828422877	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	637.60311958405
GEL-2533053-11	0	2453.01934305379	1313.81374563721	0	1230.26199562906	0	1095.1783279512	0	1354.33884594057	5087.15086277196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2804.23687901621
GEL-2265073-11	0	0	0	651.215709090909	724.683636363636	730.681018181818	0	277.878690909091	278.878254545455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	772.662690909091
GEL-2122359-13	682.047389558233	710.570281124498	0	359.288353413655	358.787951807229	884.209638554217	607.487550200803	0	829.665863453815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	551.94297188755
GEL-2377040-11	0	1838.24626865672	0	750.50881953867	507.343962008141	1026.19572591588	503.341248303935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1274.36397557665
GEL-2742701-11	0	2083.08308308308	979.479479479479	835.335335335335	0	1152.15215215215	916.916916916917	0	858.858858858859	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1174.17417417418
GEL-2173379-12	745.715864440078	2139.31606090373	604.459111001965	502.135314341847	622.927308447937	0	1336.6981827112	617.935903732809	0	600.965127701375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	959.847126719059
GEL-2376109-14	0	385.318118563874	629.152240467576	0	878.505241673625	0	913.625382688561	1330.55162816588	692.368494294461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	578.478894146023
GEL-2177786-11	0	281.989436619718	0	465.132042253521	532.367957746479	714.507042253521	0	436.029929577465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	704.973591549296
GEL-2108751-11	301.907172995781	343.030741410488	482.449668474985	722.169981916817	267.804701627486	397.694996986136	0	0	433.803496081977	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	379.13924050633
GEL-2675258-11	846.269362992922	1324.01011122346	424.880080889788	365.037815975733	376.507583417593	576.979170879676	337.610111223458	0	494.197371081901	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	186.508392315469
GEL-2700771-11	968.470660493244	995.884909760937	888.221676273269	397.755834829443	524.858263252386	782.053765472928	0	448.098365302844	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	269.656524614948
GEL-2734834-11	453.591680900231	969.76499547875	559.730131618608	353.961720084397	0	406.530292374159	371.484577514317	0	1047.86687430925	424.553802873506	0	0	0	0	0	0	0	0	0	0	0	0	0	0	395.515924846782
GEL-2709131-11	0	120.48270313757	121.486725663717	131.526950925181	216.366854384554	391.568785197104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	266.567980691874
GEL-2905190-14	230.313977507459	352.008262565986	0	288.143906357586	243.388570117053	523.989442276796	0	241.377094330962	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	311.778746844158
GEL-2867568-11	1076.23234722522	1239.76765277478	1121.74217231699	733.658389116821	0	607.131073202332	0	0	813.675664003455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1355.7927013604
GEL-2637576-13	0	1502.44806880883	1131.96770529049	437.066699123661	489.134209672184	781.012658227848	0	0	0	580.75300227199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1247.617656605
GEL-2504078-14	0	217.242968565351	249.20515244623	227.730560151264	0	231.725833136374	184.781375561333	0	0	0	0	0	0	0	364.568659891279	0	0	0	0	0	0	0	0	0	637.745450248169
GEL-2907359-12	0	307.0131192038	261.085953404207	171.727663424565	196.688079619995	408.352408957249	307.512327527709	162.741913594209	245.61049536304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	146.268038905226
GEL-2796651-11	0	2400.39443994602	1309.17004048583	0	0	1253.31211875843	1346.57489878542	0	1319.14466936572	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1610.40383265858
GEL-2033552-11	0	408.191620533467	0	422.680674383493	1158.12506290891	465.148590840463	0	743.937971816809	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	772.916079516858
GEL-2667483-11	626.334294563708	811.933354694008	616.829221403396	0	398.212538716223	700.373811812453	377.20132436185	0	506.270212538716	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	646.845241909646
GEL-2905995-11	969.845651159172	2755.14112338572	862.418131839635	1536.96302059022	753.991286758985	0	1183.20170115658	652.55972200612	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	919.879363103568
GEL-2062517-11	0	473.194121447028	726.530361757106	383.751937984496	0	268.826227390181	0	270.824935400517	424.225775193798	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	546.646640826874
GEL-2105667-12	460.099618482408	263.777024162781	307.068673166596	294.483891479441	0	628.735693090292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	420.835099618482
GEL-2692062-16	0	262.371029739025	227.321464697552	0	298.42201092454	488.691078292535	181.757030143637	451.137972890957	339.480072830265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	225.819340481489
GEL-2404872-12	0	919.950218634376	0	0	0	983.34342415069	0	0	0	0	4711.06357214934	0	0	0	0	0	0	0	0	0	0	0	0	0	2289.64278506559
GEL-2692062-13	0	236.559220389805	292.811094452774	189.850074962519	283.770614692654	391.754122938531	0	291.304347826087	405.817091454273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	253.133433283357
GEL-2922826-11	0	0	0	433.572835513744	788.041158312509	836.104659708952	0	368.987505512274	299.395560782008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	679.898280170513
GEL-2868141-11	0	714.684605205117	0	474.790471989413	456.298632554036	590.73930304367	253.388178209087	276.378032642259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	632.720776356418
GEL-2384114-11	951.672009864365	0	846.542540073983	0	0	646.295930949445	611.252774352651	0	608.749691738594	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1207.48705302096
GEL-2109571-11	234.910683012259	470.823117338004	553.467600700525	239.919439579685	0	250.938704028021	214.875656742557	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	323.064798598949
GEL-2929051-12	0	690.648748461223	0	476.41280262618	588.274928190398	1035.22404595815	0	318.107919573246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	542.331555190803
GEL-2692062-11	0	170.420957309185	0	284.537645536869	321.738680465718	479.591720569211	0	180.475291073739	209.632858990944	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	296.602846054334
GEL-2183613-11	520.648133069676	0	949.092939397464	494.089566127719	0	0	0	373.323252297313	1050.31615679888	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	920.529952308948
GEL-2308574-14	312.720591861899	0	272.938101109741	250.780764488286	0	453.721824907522	0	0	362.071023427867	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	389.767694204685
GEL-2462731-11	1062.92044643193	4440.98951561384	1352.62620720755	992.491977001992	0	897.088873022434	1464.01307729886	0	1625.84870918041	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1456.02119424298
GEL-2719290-11	449.801104972376	0	0	529.765745856354	0	739.672928176796	1590.79657458564	0	0	318.859005524862	0	0	0	0	0	0	0	0	0	0	0	0	0	0	894.104640883972
GEL-2919977-11	629.501304726008	966.071325021745	0	240.263844592636	0	719.286749782546	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	904.876775877065
GEL-2117934-11	589.08635097493	859.125934613693	265.038850608415	280.041049699458	322.047207154376	509.074622489371	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	586.585984459757
GEL-2970813-12	0	587.171785352683	0	176.653391832602	0	374.384745190685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	348.79007762403
GEL-2306249-11	0	1707.31941221964	1528.68136117556	0	0	1253.9690641918	731.565351894818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1895.46481051818
GEL-2160317-11	786.653250339308	2777.33692142088	1188.49777694576	0	0	0	1474.09800159124	832.75012870314	2582.42729442598	657.882622735995	0	0	0	0	0	0	0	0	0	0	0	0	0	0	406.354003837696
GEL-2656790-11	0	0	97.1335952848723	215.081532416503	108.036345776031	207.152259332024	0	0	141.735756385069	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	239.860510805501
GEL-2976436-13	378.078992558672	368.551803091013	226.145392100744	305.87292501431	0	671.416141957642	256.732684602175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	421.202060675444
GEL-2786684-11	277.377784512805	0	0	430.586452492802	543.740566752538	846.152447340506	869.684497651159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	336.45825125019
GEL-2051216-11	0	1285.72193683409	1037.48601598174	0	475.952340182648	732.195871385084	0	381.362442922374	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1348.28139269406
GEL-2905190-11	0	230.793443666454	0	247.31444939529	174.221514958625	362.961489497136	0	256.325907065563	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	301.383195416932
GEL-2555237-11	189.5	191	179	0	0	413	0	0	173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	356.5
GEL-2398996-11	0	580.510816468946	0	289.257966969063	161.585484996511	517.173296115376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	595.472435450104
GEL-2599922-12	0	0	0	0	1068.33208935042	0	0	0	0	0	0	0	0	7769.68792254854	0	0	0	0	0	0	0	0	0	0	465.97998810104
