GEL-CNS_common_SBS5	GEL-CNS_common_SBS8	GEL-CNS_common_SBS120	GEL-CNS_common_SBS3	GEL-CNS_common_SBS1	GEL-CNS_rare_SBS11_a	GEL-CNS_rare_SBS113	GEL-CNS_rare_SBS11_b	GEL-CNS_rare_SBS14	GEL-CNS_rare_SBS121	GEL-CNS_rare_SBS4	GEL-CNS_rare_SBS17	GEL-CNS_rare_SBS7a	GEL-CNS_rare_SBS119	GEL-CNS_rare_SBS137	GEL-CNS_rare_SBS2+13	unassigned
GEL-2289713-11	625.744228804903	1197.51052093973	458.3126659857	0	2308.05658835547	0	0	0	0	0	0	0	0	0	0	0	303.375995914197
GEL-2856281-11	1190.94656992084	604.750131926121	1073.60699208443	413.697229551451	517.99907651715	0	0	0	0	0	0	0	0	0	0	0	8.18545231595635e-12
GEL-2042454-11	0	253.942572914312	1148.74022156907	544.876780465747	212.451955686186	0	0	0	0	0	0	0	0	0	0	0	50.988469364685
GEL-2115707-11	419.887118798361	139.299044151115	241.285844333182	216.908511606736	0	0	0	0	0	0	0	0	0	0	0	0	75.619481110606
GEL-2736214-11	481.320906036632	1697.60485531592	487.811748130487	618.127885553268	1322.13460496369	0	0	0	0	0	0	0	0	0	0	0	2.72848410531878e-12
GEL-2229821-11	514.364224731479	988.317681079592	0	393.630817956486	1531.61801156706	0	0	0	0	0	0	0	0	0	0	0	195.069264665383
GEL-2726699-11	0	0	0	0	0	0	0	461663.041157065	0	0	0	0	0	0	0	0	9699.95884293498
GEL-2889138-11	2186.00072113651	1452.00778827432	0	1033.58188505084	2023.72337203433	0	0	0	0	0	0	0	0	0	0	0	228.686233504
GEL-2676222-11	348.489019033675	274.098096632504	165.756954612006	0	143.789165446559	0	0	0	0	0	0	0	0	0	0	0	90.8667642752559
GEL-2382046-11	1216.53980078681	1240.48154348372	517.740185820708	2984.23846990876	0	0	0	0	0	0	0	0	0	0	0	0	1.81898940354586e-12
GEL-2478942-11	1466	1295.5	1379.5	0	2498	0	0	0	0	0	0	0	0	0	6321.5	0	220.5
GEL-2102195-11	1150.56745584367	0	259.902292371289	661.751221345359	349.368658399098	0	0	0	0	0	0	0	0	0	0	0	238.410372040584
GEL-2953133-11	0	0	0	0	0	0	0	242662.523003338	0	0	0	0	0	0	0	0	5713.47699666201
GEL-2806005-11	1138.20902255639	3335.00751879699	653.481203007519	0	3094.64661654135	0	0	0	0	0	0	0	0	0	0	0	436.655639097751
GEL-2376395-11	366.96806304438	0	433.323931978432	144.776441310659	266.931563666528	0	0	0	0	0	0	0	0	0	0	0	9.09494701772928e-13
GEL-2718558-11	1867.26243429034	3521.76708451274	0	929.125758188435	2074.01293974929	0	0	0	0	0	0	0	0	0	0	0	273.831783259195
GEL-2602780-11	889.303708729082	1482.84011759385	621.561736770692	552.999773857983	879.294663048394	0	0	0	0	0	0	0	0	0	0	0	0
GEL-2495480-11	326.59165154265	158.787658802178	458.831215970962	170.308529945554	265.480943738657	0	0	0	0	0	0	0	0	0	0	0	0
GEL-2600829-11	579.334411458935	902.02067690886	375.216587732471	349.701859766663	2124.72646413307	0	0	0	0	0	0	0	0	0	0	0	9.09494701772928e-13
GEL-2761646-11	452.410237792703	466.422944273008	1299.17807224542	359.325830459248	0	0	0	0	0	0	0	0	0	0	0	0	179.662915229621
GEL-2207084-11	441.032103927132	1101.07331641033	543.001941167687	380.754367627296	898.138270867553	0	0	0	0	0	0	0	0	0	0	0	1.81898940354586e-12
GEL-2528274-11	300.146849315068	810.597260273973	436.166575342466	285.089315068493	0	0	0	0	0	0	0	0	0	0	0	0	0
GEL-2101775-11	571.172185430464	232.699779249448	264.935246504783	251.839587932303	0	0	0	0	0	0	0	0	0	0	0	0	48.353200883002
GEL-2977103-11	266.5	246	387	141.5	0	0	0	0	0	0	0	0	0	0	0	0	0
GEL-2893306-11	351.425499811392	0	500.818936250471	0	291.768389287061	0	0	0	0	0	0	0	0	0	0	0	184.987174651076
GEL-2834725-11	397.128520556815	0	474.153447717708	0	476.154095176432	0	0	0	0	0	0	0	0	0	0	0	197.563936549045
GEL-2963252-11	195.202772963605	0	619.1431542461	399.915424610052	165.17157712305	0	0	0	0	0	0	0	0	0	0	0	64.5670710571928
GEL-2059082-11	7306.60363320492	0	0	0	0	70405.6344890097	0	0	0	0	0	0	0	0	0	0	1733.76187778538
GEL-2508752-11	775.145954962469	1508.75729774812	1534.7789824854	916.263552960801	0	0	0	0	0	0	0	0	0	0	0	0	65.0542118432095
GEL-2764206-11	232.399158860638	660.634677881858	1049.30223666603	473.81380233225	203.850124259224	0	0	0	0	0	0	0	0	0	0	0	0
GEL-2877400-11	0	1266.11591768165	2268.02066358673	1755.08139437211	400.062662746745	0	0	0	0	0	0	0	0	0	0	0	256.719361612765
GEL-2566255-11	0	0	918.381387619443	1204.50020772746	0	0	0	0	0	0	0	0	0	0	0	0	285.118404653097
GEL-2431610-11	0	287.265856622114	956.550182260024	376.503766707169	282.252490886999	0	0	0	0	0	0	0	0	0	0	0	160.427703523694
GEL-2093690-11	662.875275451741	291.885412075804	0	0	0	0	0	0	0	0	0	0	0	0	0	0	181.239312472455
GEL-2097824-11	519.21071863581	288.116930572473	246.09987819732	157.563946406821	0	0	0	0	0	0	0	0	0	0	0	0	21.0085261875759
GEL-2694121-11	375.620450033091	999.651224354732	442.230476505625	765.264063534083	444.233785572469	0	0	0	0	0	0	0	0	0	0	0	0
GEL-2771545-11	0	211.41078376876	1034.11784324625	316.118954974986	141.605336297943	0	0	0	0	0	0	0	0	0	0	0	90.7470817120609
GEL-2933407-11	298.5	339.5	827.5	264.5	284	0	0	0	0	0	0	0	0	0	0	0	0
GEL-2354900-11	990.389369254574	1333.04305087831	477.410758168745	0	2309.90661691089	0	0	0	0	0	0	0	0	0	0	0	393.25020478748
GEL-2125671-11	510.339473684211	247.148684210526	387.517105263158	154.405263157895	224.589473684211	0	0	0	0	0	0	0	0	0	0	0	0
GEL-2814928-11	551.782007740305	1301.98562514809	567.275886580839	0	3498.11800015797	0	0	0	0	0	0	0	0	0	0	0	408.838480372796
GEL-2734541-11	658.24061673513	2260.6091947555	2751.41578976985	3211.73439873952	0	0	0	0	0	0	0	0	0	0	0	0	0
GEL-2458535-11	1384.59285555802	0	419.391169292212	0	337.619924561793	0	0	0	0	0	0	0	0	0	0	0	119.396050587975
GEL-2481635-11	331.430465618255	0	596.474252235584	269.067221708295	416.928461301264	0	0	0	0	0	0	0	0	0	0	0	17.0995991366019
GEL-2978525-11	294.800251651463	0	605.726329034287	324.532242843661	376.941176470588	0	0	0	0	0	0	0	0	0	0	0	9.09494701772928e-13
GEL-2926788-11	521.5	1168	1342.5	706.5	342.5	0	0	0	0	0	0	0	0	0	0	0	0
GEL-2186602-11	7117.61710098853	37715.6667201875	0	0	0	0	0	0	0	0	0	0	0	0	0	40348.0044475843	8287.71173123966
GEL-2642306-11	2069.94245091401	2017.57041299932	0	1381.12545700745	1609.06851726473	0	0	0	0	0	0	0	0	0	0	0	289.29316181449
GEL-2055764-11	652.319477106101	2590.78302669802	551.847281781712	752.791672430488	2679.25854198368	0	0	0	0	0	0	0	0	0	0	0	0
GEL-2184370-11	1027.82768961639	870.084343371236	375.888416843684	704.353992252905	1016.84555791578	0	0	0	0	0	0	0	0	0	0	0	5.00222085975111e-12
GEL-2967910-11	1248.26163484487	0	940.812947494033	719.709427207637	232.582935560859	0	0	0	0	0	0	0	0	0	0	0	204.633054892601
GEL-2653588-11	597.349531615925	997.083430913349	614.359484777518	449.262880562061	759.944672131148	0	0	0	0	0	0	0	0	0	0	0	0
GEL-2144907-11	1227.5	464	367.5	626	1971	0	0	0	0	0	0	0	0	0	0	0	0
GEL-2716644-11	1348.65493191631	759.742278312853	412.588508801063	372.628362670209	0	0	0	0	0	0	0	0	0	0	0	0	114.385918299565
GEL-2123550-11	877.706718979892	704.461991172143	674.506130456106	870.71701814615	944.608141245709	0	0	0	0	0	0	0	0	0	0	0	0
GEL-2866335-11	572.981118104406	180.466493891151	187.985931136616	286.741206960385	125.825249907442	0	0	0	0	0	0	0	0	0	0	0	0
GEL-2531116-11	332.230987055016	373.697411003236	251.296521035599	199.838187702265	0	0	0	0	0	0	0	0	0	0	0	0	77.936893203884
GEL-2276152-11	949.714073094096	1500.258475277	558.038200760708	0	2767.21002149826	0	0	0	0	0	0	0	0	0	0	0	266.779229369936
GEL-2597814-11	1006.18893581951	1570.51447409086	563.825692799011	761.764499845472	949.706397445143	0	0	0	0	0	0	0	0	0	0	0	3.63797880709171e-12
GEL-2337304-11	0	6649.64875764277	8539.65458566411	0	3334.3597242097	0	0	0	0	0	0	0	0	0	0	0	765.33693248342
GEL-2568624-11	386.483622695543	0	1494.87059244675	372.966708430285	386.483622695543	0	0	0	0	0	0	0	0	0	0	0	156.195453731879
GEL-2758733-12	912.665647298675	148.352021746517	0	304.723071695549	0	0	0	0	0	0	0	0	0	0	0	0	109.259259259259
