GEL-Breast_common_SBS13	GEL-Breast_common_SBS5	GEL-Breast_common_SBS8	GEL-Breast_common_SBS2	GEL-Breast_common_SBS3	GEL-Breast_common_SBS18	GEL-Breast_common_SBS1	GEL-Breast_common_SBS127	GEL-Breast_common_SBS17	GEL-Breast_rare_SBS44	GEL-Breast_rare_SBS6	GEL-Breast_rare_SBS26	GEL-Breast_rare_SBS57	GEL-Breast_rare_SBS116	GEL-Breast_rare_SBS7a	GEL-Breast_rare_SBS96	GEL-Breast_rare_SBS30	GEL-Breast_rare_SBS87	GEL-Breast_rare_SBS94	GEL-Breast_rare_SBS4	GEL-Breast_rare_SBS124	GEL-Breast_rare_SBS105	GEL-Breast_rare_SBS31	GEL-Breast_rare_SBS23+114	GEL-Breast_rare_SBS33+114	GEL-Breast_rare_SBS136	GEL-Breast_rare_SBS123	GEL-Breast_rare_SBS114	unassigned
GEL-2930654-11	438.827570379437	1050.8896878825	636.524632802938	560.141676866585	0	1575.08644430845	878.154375764994	856.687270501836	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	529.68834149326
GEL-2614382-11	0	758.843057440072	253.114427860697	0	201.090909090909	0	406.183627317956	431.194934418815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	161.573043871551
GEL-2745297-11	328.093775762572	482.902102225886	0	489.39406430338	0	190.763808738664	497.883553173949	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	433.962695795549
GEL-2353138-11	0	443.162322580645	0	190.429161290323	198.970838709677	299.461161290323	471.299612903226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	343.676903225806
GEL-2835511-11	0	401.769465648855	0	127.609160305344	171.474809160305	0	274.160305343511	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	330.986259541985
GEL-2369207-11	6912.34949029602	0	2939.96515389139	3306.14585375417	0	2521.18667908253	1892.51803567928	1680.12321113507	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1189.71157616154
GEL-2051779-11	13172.362691285	0	0	25753.8278120756	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4918.8094966394
GEL-2967918-12	0	626.742586002372	537.136417556346	0	310.367734282325	523.119810201661	856.014234875445	274.825622775801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	247.79359430605
GEL-2147329-11	0	824.224205544287	667.992156862745	0	0	294.437322515213	780.158755916159	579.360513860717	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	556.827045300879
GEL-2882933-11	0	971.684210526316	0	0	0	0	464.783933518006	402.612188365651	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	513.919667590027
GEL-2911635-13	3406.31367233615	0	997.763543351843	2009.04420445105	1367.73206243715	1212.53552533776	0	1072.35800795768	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1384.25298412837
GEL-2599195-11	0	620.126674786845	159.058465286236	0	0	0	391.605968331303	213.923568818514	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	268.285322777102
GEL-2064284-12	0	1037.94243070362	0	0	0	264.249111584932	591.677327647477	448.27078891258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	479.860341151391
GEL-2068830-11	335.643611911623	517.492315081652	373.215658021133	297.57060518732	0	253.987031700288	982.884726224784	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	368.2060518732
GEL-2529503-11	3531.44134078212	0	0	4380.88938547486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1495.66927374302
GEL-2167657-11	0	424.857621440536	177.4405360134	0	0	132.955443886097	399.366164154104	134.454941373534	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	222.925293132329
GEL-2387481-11	0	484.632180920198	228.268780868209	0	0	152.513646997661	618.08162204315	185.625162464258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	260.878606706524
GEL-2406360-11	0	506.255903614458	0	0	0	214.896385542169	695.664578313253	191.407710843373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	465.775421686747
GEL-2834018-11	0	344.920970752956	0	393.692594897324	148.326073428749	171.957685127567	309.222153080274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	247.88052271313
GEL-2563101-11	0	816.58560311284	512.996108949416	0	277.037937743191	498.467898832685	599.163424124514	681.823929961089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	218.925097276265
GEL-2482049-11	2816.85399606944	0	0	0	7826.20517523747	0	0	7356.81282345234	11176.436849001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1346.69115623975
GEL-2126449-11	0	276.847096009482	0	86.5776372975109	222.484393520348	0	279.867246147768	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	408.223627024891
GEL-2829955-11	2436.1995819322	981.191402344815	3122.8833045533	973.177587930565	1293.73016450059	769.326183768063	0	865.491956739071	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	579.999818231396
GEL-2507310-11	0	502.073084352865	246.26207340631	0	0	186.455569864778	407.086284610431	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	219.122987765616
GEL-2517033-13	0	590.768924302789	190.940504648074	0	234.313413014608	0	402.321115537849	249.76812749004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	208.88791500664
GEL-2840337-11	1552.41903709841	710.860259596796	1088.48918346681	584.152536131824	631.044370799963	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	852.034612906197
GEL-2985516-11	1429.80248461363	817.244472304536	1731.57738773649	2430.71426943241	0	801.730339639845	811.739457488033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	759.191588785056
GEL-2343877-11	0	643.734731084777	0	0	0	0	308.653600729262	272.752051048314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	415.859617137647
GEL-2299734-11	0	693.696771557009	0	0	0	405.993052717613	682.669799754802	231.566407846342	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	439.073968124234
GEL-2363362-11	0	669.934627768563	556.445702019709	0	1579.8458386184	596.441799199922	498.451361108401	787.423163235438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	435.457508049567
GEL-2022408-11	0	471.055048757471	0	0	0	277.238125196603	399.622522805914	188.821642025794	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	251.262661214218
GEL-2860998-11	0	621.352941176471	349.542372881356	0	0	0	644.421734795613	390.665004985045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	509.017946161515
GEL-2588844-11	0	356.067669172932	148.445112781955	0	0	106.318796992481	465.395488721805	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	257.772932330827
GEL-2886310-11	748.64664968652	461.090321316614	692.135579937304	617.120885579937	0	927.681720219436	742.645474137931	750.146943573668	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	165.53242554859
GEL-2513431-11	498.204301705445	810.332297954639	1591.65269882201	765.814042079353	0	2899.18888823771	1200.99249838833	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	768.815272812512
GEL-2572315-11	935.353093592965	1140.82082286432	764.879868090452	964.348539572864	0	583.908291457286	1224.30771042714	488.923209798995	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	264.458464195978
GEL-2247110-11	0	1045.29286396708	530.671713088851	512.614830601896	564.779157786434	1398.40523260087	1363.29462776512	929.427868009113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	480.513706180636
GEL-2979498-11	0	740.103374397429	3815.4552758436	0	1758.05784681307	593.18211033744	0	641.656132833423	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	848.545259775038
GEL-2550956-11	4340.85313376988	0	0	4010.25007795447	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1272.89678827565
GEL-2462062-11	868.84364931321	1636.64733480301	1484.58719122718	841.332768074162	871.34463851676	655.759369170765	817.823469560794	882.849188853089	789.812390481035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GEL-2031661-11	6120.41552990556	1232.79223504722	0	9512.47114375656	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2691.32109129066
GEL-2250840-11	0	511.563971742543	213.565541601256	241.378728414443	0	0	768.835949764521	398.324568288854	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	397.331240188383
GEL-2562377-11	1126.63837693969	1104.60633756842	2288.82845377392	0	854.242253804048	1747.54130467534	1216.76944709486	905.817255059509	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	726.556571084213
GEL-2910692-11	308.213148788927	787.044290657439	258.678892733564	203.640830449827	0	0	602.916955017301	422.792387543253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	308.713494809689
GEL-2061773-11	1779	1374	2279.5	1080.5	1715	922	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1210
GEL-2269299-11	717.534833869239	501.0718113612	0	870.862808145766	0	0	672.939442658092	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	977.591103965703
GEL-2976705-11	0	635.791593076651	0	0	395.614800423878	502.415754150477	695.459731543624	292.825150123631	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	316.892970681739
GEL-2010775-11	0	368.00136425648	169.230559345157	181.246930422919	0	352.980900409277	528.720327421555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	234.819918144612
GEL-2625236-11	495.245160542483	902.858467601715	396.095977744291	820.734902051698	341.513851860438	0	373.061319114408	724.089486495885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	266.400834589082
GEL-2687692-11	0	527.3177279787	0	0	200.310627912137	179.278011981362	682.558464610606	255.896827157755	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	411.63834035944
GEL-2896849-11	313.659723058399	889.03552077062	613.334617700181	0	335.13642384106	0	650.294521372667	939.480794701987	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	407.058398555086
GEL-2721264-11	996.582056982872	1537.12656455863	2817.23196640316	885.572916666667	1189.59794960474	1468.62092391304	1537.62660573123	1499.12343544137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	213.517580698292
GEL-2859109-11	822.166570070708	889.22093427611	0	0	488.395966152776	310.251535875739	418.339167729222	793.643444998261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	594.982380897184
GEL-2679781-11	2794.62452342885	0	642.183925716394	2495.27186077973	0	0	901.556266141926	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1293.3634239331
GEL-2846560-11	0	693.919351726799	3610.97845520612	0	1447.78853945591	762.362081162776	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1252.95157244839
GEL-2241999-11	0	489.073606729758	145.059936908517	0	0	0	397.403785488959	123.905362776025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	281.557308096741
GEL-2631583-11	3493.17916089202	0	0	3229.77875771702	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1211.04208139096
GEL-2114549-11	0	434.5	156	0	0	104	227	171.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91
GEL-2168440-11	207.966482730431	718.110770488453	350.786838340486	273.613733905579	0	0	450.009401185367	209.97097894952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	241.541794400164
GEL-2004415-11	666.462575859744	1316.86581254214	699.083108563722	1413.2218476062	0	0	611.760451786918	600.217801753203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	646.388401888073
GEL-2297347-11	0	550.5	140	0	0	0	436.5	132.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	285.5
GEL-2776566-11	591.726860687023	587.236521946565	377.188454198473	809.757752862595	0	385.171278625954	785.310353053435	347.25286259542	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	299.355916030535
GEL-2466807-11	1290.8293814433	0	0	3072.16391752577	0	437.450515463917	511.526804123711	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	514.029381443302
GEL-2178749-11	806.538738652193	1116.55362889668	3354.66112685528	0	1504.57226571881	975.046832220568	0	1234.5592967962	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1418.06811086027
GEL-2563148-11	227.001384657989	688.035170312933	588.596510661866	0	283.751730822487	0	880.383688728884	488.655635558017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	470.575879257824
GEL-2841262-11	0	1540.06492137768	3768.15884659163	0	3418.14409173306	848.035748914464	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2286.59639138317
GEL-2086722-11	0	648.643301903576	430.755381604697	0	0	203.830635118306	1020.15726739014	231.443159580146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	287.170254403135
GEL-2134765-11	232.347338935574	1213.59103641457	437.271708683473	342.039215686275	0	0	403.865546218487	464.694677871148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	288.190476190473
GEL-2046863-11	0	787.238642036945	242.925112331503	167.830004992511	175.893909136296	0	279.212680978532	204.621567648527	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	161.278082875686
GEL-2658678-11	538.092889436909	789.571002877106	1382.87864775997	0	847.295519934238	408.589190300041	0	476.854706124127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	441.718043567609
GEL-2235983-11	0	745.543075245365	214.161395856052	0	198.074154852781	0	338.837513631407	183.997818974918	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	163.386041439477
GEL-2158127-11	361.041224163526	693.579193787827	704.080392828594	400.045677743519	361.041224163526	694.079250885006	592.067603060409	516.05892428914	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57.0065090784528
GEL-2294124-11	0	403.386949924127	0	309.030349013657	0	506.230652503794	1243.11077389985	468.787556904401	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	688.453717754171
GEL-2636163-11	0	896.778269109286	255.581806696147	0	0	167.896820383239	431.449989471468	268.037060433776	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	346.256053906084
GEL-2204566-11	278.701958456973	752.695074183976	1081.84308605341	0	1037.89008902077	280.699821958457	0	337.638931750742	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	438.531038575672
GEL-2083438-11	0	902.338419986496	1869.77339635382	0	2226.30222822417	608.402430790007	656.974476704929	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1152.20904794058
GEL-2127255-11	0	597.149782135076	157.171023965142	224.244008714597	0	0	355.887254901961	248.270152505447	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255.277777777777
GEL-2076610-11	0	808.650666666667	0	326.869333333333	243.146666666667	0	659.754666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	405.578666666666
GEL-2582235-11	1211.85737820664	970.385796658037	0	4470.47387620617	0	0	775.908684396329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1068.37426453282
GEL-2201224-11	783.34951947395	982.675096948238	604.454813690777	456.455572416119	933.840330467038	0	763.416961726522	912.911144832237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	473.896560445119
GEL-2748244-11	496.407626561473	874.217866535174	1257.0322156476	0	1415.1620644313	0	705.579388560158	736.60486522025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	603.995973044045
GEL-2034477-11	0	764.864047619048	0	0	297.641666666667	0	311.148095238095	378.680238095238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	348.665952380952
GEL-2784609-11	0	594.723396031951	489.506956969853	0	0	1089.24065962381	698.436743107447	578.189384179335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	438.902860087604
GEL-2618140-11	758.044137931034	0	214.795862068966	232.32	0	0	355.990344827586	549.75724137931	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	430.092413793104
GEL-2806045-11	0	656.066956731931	339.865844815083	0	0	0	291.025864152768	580.541213439691	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	215.500120860527
GEL-2495824-11	0	525.801889667784	0	0	0	248.717464187748	490.849740932642	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	396.630905211826
GEL-2325435-11	409.058565737052	890.392509960159	1566.97035856574	0	1850.04892430279	0	0	761.902948207171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	820.626693227088
GEL-2026457-11	543.005915267786	409.891606714628	0	960.934612310152	0	233.57793764988	398.840607513989	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	595.749320543565
GEL-2385896-11	0	679.565548780488	0	0	0	0	376.143292682927	168.010670731707	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	421.280487804878
GEL-2911635-11	4517.68249929319	0	1060.54742719819	2699.52989821883	1721.33085948544	1373.97038450664	0	1171.34344076901	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1577.5954905287
GEL-2357596-11	0	662.202137998056	240.161321671526	0	0	0	255.234207968902	192.932944606414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	200.469387755102
GEL-2276448-11	0	660	1007	0	1351.5	560	543	657	462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	325.5
GEL-2579313-11	0	461.806508047586	0	534.93421973408	0	313.046710986704	840.467809657103	252.941742477257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	459.80300909727
GEL-2911635-14	13439.2862037941	0	0	7527.72043875266	0	1478.14146518884	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3676.8518922644
GEL-2911635-12	20518.5178582995	0	0	11675.5707789768	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6409.9113627237
GEL-2044972-11	0	2452.89321260713	0	9952.29620541886	0	0	927.472076306331	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1158.33850566768
GEL-2867254-11	179.594452041414	0	0	546.809923813245	498.148857198672	0	761.520609494042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	581.926157452627
GEL-2899454-11	754.230899830221	593.394906621392	0	759.725297113752	0	0	304.689303904924	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	529.959592529711
GEL-2415605-11	899.870390385197	1663.91128788206	1994.49630366175	0	2916.33911201418	741.569106394017	0	0	1676.39561627253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1658.41818339027
GEL-2040902-11	0	430.868894601542	207.177377892031	0	157.134532990574	124.606683804627	410.351328191945	240.205655526992	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	181.655526992289
GEL-2272699-11	0	649.572306238185	0	144.01370510397	0	229.616257088847	579.076086956522	181.779536862004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	346.942107750472
GEL-2072221-11	0	572.280652019844	303.85258681786	378.194188518781	0	289.383416017009	539.849751948972	367.217576187101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	365.221828490433
GEL-2854635-11	0	369.727389187804	274.912631309249	0	181.602869587497	226.752754291571	556.84857801691	208.692800409941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139.462977197028
GEL-2727937-12	0	529.412688031393	175.801177240026	0	0	0	396.80837148463	178.814911706998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255.162851536953
GEL-2822210-11	0	365.473389355742	167.529411764706	0	0	116.173669467787	497.602240896359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	277.221288515406
GEL-2555133-11	641.087724137931	724.795034482759	0	528.308413793103	976.919448275862	914.765517241379	722.288827586207	627.554206896552	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	315.280827586207
GEL-2127182-11	0	719.825487944891	0	545.625717566016	0	265.304247990815	737.846153846154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	783.398392652124
GEL-2119385-11	0	478.583997941857	0	0	228.997170054026	339.478260869565	466.029328531001	243.058399794186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	195.852842809365
GEL-2223163-11	4028.93673157089	0	0	3481.08131497019	0	548.855152762387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1414.12680069653
GEL-2073384-11	0	560.458047945206	196.335616438356	0	0	146.25	416.712328767123	163.279109589041	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	271.964897260274
GEL-2084032-11	0	554.162710301913	199.277713758931	243.952062687255	231.905047245909	0	651.542751786126	212.328647153722	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84.831067066144
GEL-2349705-11	137.284085018144	327.177034733022	158.327630896838	505.546137895283	0	192.398133748056	433.897874546397	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	178.36910316226
GEL-2409886-11	0	416.022801302932	404.46661237785	0	0	505.96009771987	671.263843648209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	470.286644951139
GEL-2553450-11	0	590.524728588661	242.804583835947	0	0	175.858464012867	559.549658222758	0	0	0	0	0	556.052472858866	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	360.210092480901
GEL-2480441-11	0	802.984564725252	244.451944844618	0	0	371.186252315291	510.944638814571	293.542704260136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	210.889895040132
GEL-2342878-11	0	661.55944247062	181.840940147581	0	0	0	507.346269472533	181.3386171085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	305.914730800766
GEL-2040031-11	883.465644209117	874.491388229566	2938.57026352626	483.612683342463	1424.91242164202	537.956788996409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1048.99081005417
GEL-2745201-11	0	554.371136416454	324.424587497095	0	0	0	463.892168254706	468.391122472694	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	339.920985359051
GEL-2841716-11	0	655.608816890187	0	0	670.622759261718	383.856459965476	1227.64002124552	368.342052848227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	462.929889788872
GEL-2879493-11	0	1301.70249653259	0	0	0	210.937933425797	541.123439667129	353.233356449376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	483.002773925108
GEL-2366206-11	0	777.235269880511	177.510506798517	0	0	310.392665842604	345.995055624227	297.856613102596	0	0	0	0	444.277709105892	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80.7321796456531
GEL-2782523-11	0	0	2155.07774082433	0	0	2313.84131131963	856.922615512531	2006.33079938235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1100.82753296116
GEL-2113757-11	0	935.71271393643	410.250916870416	0	0	711.802872860636	412.254584352078	391.716992665037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	416.261919315403
GEL-2869537-11	0	939.98614051973	315.666987487969	185.391722810395	0	197.417131857555	383.309913378248	333.70510105871	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	247.523002887393
GEL-2820049-11	0	1476.33695898482	0	0	436.395196011783	298.270111035577	738.168479492409	904.819397235441	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	563.00985723997
GEL-2509279-11	0	351.845274725275	350.845714285714	234.396923076923	0	225.400879120879	450.301978021978	283.875164835165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	377.334065934066
GEL-2834284-11	9289.92320714066	0	0	8177.55540166205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2050.52139119729
GEL-2028830-11	0	1483.15357193783	0	0	1288.76450876943	466.233922714958	689.106730357907	2166.26372451162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	915.477541708255
GEL-2920963-11	2812.00579735997	0	2039.71905101677	742.718337495541	2380.00633250089	0	0	1477.91928291117	718.16152336782	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1067.46967534784
GEL-2165845-11	0	0	1083.91561590689	545.705787261558	0	1059.42881776053	3234.75600819054	2195.31641340662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1154.87735747386
GEL-2655516-12	0	0	3365.44234841193	0	3341.92877767084	1487.85871029836	1498.36477382098	2018.66506256015	2154.74359961501	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1726.99672762273
GEL-2656182-11	0	439.755647470569	0	0	0	0	566.116449252307	163.968183264397	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	406.159720012727
GEL-2896527-11	310.466370627098	0	1303.35882161811	0	1699.81587782952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1302.35892992527
GEL-2530219-11	377.040239086349	1040.61105774362	0	1823.19457786317	0	390.04162664105	430.045896040132	336.535916319778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	287.530686305901
GEL-2518861-11	6412.13518567994	0	0	5880.70959123698	0	0	1364.09243921988	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3200.0627838632
GEL-2892378-11	0	674.955862278174	0	0	0	328.438343697861	861.774002730168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1079.72849992416	0	0	0	0	366.103291369637
GEL-2283255-11	0	754.52614379085	0	190.874183006536	0	304.501633986928	633.921568627451	200.343137254902	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	355.833333333333
