GEL-Breast_common_SBS13	GEL-Breast_common_SBS5	GEL-Breast_common_SBS8	GEL-Breast_common_SBS2	GEL-Breast_common_SBS3	GEL-Breast_common_SBS18	GEL-Breast_common_SBS1	GEL-Breast_common_SBS127	GEL-Breast_common_SBS17	GEL-Breast_rare_SBS44	GEL-Breast_rare_SBS6	GEL-Breast_rare_SBS26	GEL-Breast_rare_SBS57	GEL-Breast_rare_SBS116	GEL-Breast_rare_SBS7a	GEL-Breast_rare_SBS96	GEL-Breast_rare_SBS30	GEL-Breast_rare_SBS87	GEL-Breast_rare_SBS94	GEL-Breast_rare_SBS4	GEL-Breast_rare_SBS124	GEL-Breast_rare_SBS105	GEL-Breast_rare_SBS31	GEL-Breast_rare_SBS23+114	GEL-Breast_rare_SBS33+114	GEL-Breast_rare_SBS136	GEL-Breast_rare_SBS123	GEL-Breast_rare_SBS114	unassigned
GEL-2400414-11	0	795.870483341154	257.281401532927	394.431409353981	0	576.630689816987	856.43672767089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	319.349288284061
GEL-2053878-11	4196.30660679923	0	0	6688.70686337396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2357.98652982681
GEL-2974946-11	0	1318.55448043753	2574.5826672276	0	1403.59023979806	573.241060159865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1264.03155237695
GEL-2276838-11	1291.47778946517	1533.81802734849	3312.48499069504	981.904442106967	3443.43903228417	776.692936321709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1062.18278177845
GEL-2936607-11	570.749890494963	681.701270258432	1088.02321506789	0	1645.77879982479	363.840560665791	607.733683749452	473.792378449409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	273.380201489273
GEL-2046992-11	0	619.380193362947	0	0	400.183956101385	0	545.476874836687	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	358.958975698981
GEL-2096493-11	0	476.069892473118	226.747725392887	231.764267990074	0	224.239454094293	660.177005789909	507.674110835401	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99.3275434243178
GEL-2722408-11	0	1047.99299883314	0	0	941.689402779251	0	1463.68017396839	490.901983663944	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	782.735440755275
GEL-2411995-11	421.97520098106	1344.60743970568	847.959667529636	920.126447744924	845.955034745878	523.209156560839	1403.2429486306	878.530317481946	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	170.393786619436
GEL-2132275-11	0	593.557657979293	477.851481613709	0	0	681.213852195645	559.99785790789	264.97215280257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	228.406997500893
GEL-2393934-11	176.490326481258	277.054615074567	237.33172108021	0	0	582.26723095526	549.081015719468	448.013905683192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	224.761185006045
GEL-2736216-11	1681.05266122219	917.982680934948	0	2394.65052098001	515.209659250915	0	976.949450858913	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	612.155026753024
GEL-2948741-11	0	1682.18860510806	358.793713163065	0	0	323.862475442043	714.593320235756	416.180746561886	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	314.38113948919
GEL-2217918-11	0	560.663966185277	0	0	255.486086650229	348.344487495597	1341.6784078901	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	343.827051778797
GEL-2088983-11	222.665614644153	536.604071327126	0	309.926463626322	0	0	1023.55972857819	526.574088685498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	558.670033138711
GEL-2194246-11	894.87132745079	783.953456802094	0	587.714147192863	585.706583923204	640.914573838844	744.805973043731	749.322990400466	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	188.710947348008
GEL-2085076-11	5188.71731638686	0	0	5514.13860697461	0	0	1637.62006386544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3494.52401277309
GEL-2234887-11	1306.5	0	728	424	679	0	454	769.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	590
GEL-2944062-11	975.273318771204	1253.70860250035	3108.27754798531	0	3201.25593716596	851.302133197007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1366.18246038017
GEL-2698163-11	0	909.748641080547	940.273760500741	661.544391368803	994.318234228298	2535.08614725745	2443.0103772031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	630.018448361061
GEL-2840848-11	228.154506437768	597.904901739327	187.126722385363	194.131466004066	197.13349898351	0	460.812062344703	258.675175062119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91.0616670431441
GEL-2985058-11	566.349368816104	1023.43841692255	580.883998635278	586.39713408393	1030.45513476629	789.380757420676	396.444558171273	805.418969634937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97.2316615489617
GEL-2147462-11	258.531958762887	1028.11546391753	636.309278350515	253.521649484536	0	0	567.668041237113	394.812371134021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	506.041237113398
GEL-2393808-11	0	408.55497382199	296.628979765105	247.943681901797	290.606056318098	625.380217914249	1420.90802320645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	256.978067072311
GEL-2864249-11	191.36955758427	751.414325842697	230.04529494382	464.108848314607	0	0	705.706636235955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	518.355337078651
GEL-2652626-11	0	574.441558441559	259.002597402597	0	0	0	425.792207792208	322.493506493507	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	164.270129870129
GEL-2834548-11	1127.35107147994	1503.13476197325	3808.30785272544	0	3666.88925643607	0	0	1666.54070185531	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2125.77635552999
GEL-2517585-11	0	378.175715990453	0	0	145.259546539379	0	639.14200477327	203.864260143198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	312.5584725537
GEL-2432214-11	0	313.099139305069	167.019445329933	0	0	330.548932100733	509.533949633408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	243.798533630857
GEL-2558215-11	0	491.930333817126	244.961227451793	265.040016587186	207.313497822932	235.925772340867	833.771718847191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	142.057433132905
GEL-2360275-11	0	826.866202879793	428.430674648115	0	0	344.944183789031	709.885131855687	430.430351075878	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	349.443455751496
GEL-2437385-11	0	0	3380.81757580102	0	5567.9057415239	870.438104795355	0	1498.03297254677	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2624.80560533295
GEL-2385763-11	18832.033086138	0	0	10193.5501045826	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5203.4168092794
GEL-2361377-11	0	815.301575105647	417.873223203995	0	0	275.756434882827	461.754898194391	419.36918939685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	205.94467921629
GEL-2682470-11	0	376.347374495095	0	471.182919792268	0	0	429.754760530871	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	452.714945181766
GEL-2748035-11	0	465.547040971168	141.380880121396	0	0	184.300075872534	231.763657056146	186.824734446131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	121.183611532625
GEL-2972650-11	0	1194.37930138943	0	1202.37514608492	0	1183.38501493313	2420.24224126737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1696.61829632515
GEL-2899098-11	0	592.569068284011	452.788664644986	0	1052.34675311095	488.732197009307	952.00439192722	733.347903377601	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	502.211021645925
GEL-2345843-11	515.695496447654	1301.75562210087	847.643180083377	0	1238.67054195291	1267.70970583054	1594.1499618343	1206.62732663966	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	554.748165110689
GEL-2555990-11	542.940563991323	1026.77874186551	3019.23036876356	0	2402.16138828633	932.114750542299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1312.77418655098
GEL-2875605-11	0	1331.83906289789	812.706900942195	652.66615737204	0	1065.27119938885	735.687293099058	679.673032849503	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	614.156353450464
GEL-2606301-11	0	855.018983587107	0	0	214.881748071979	0	741.316986355547	351.624678663239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	370.157603322128
GEL-2248937-11	0	487.654937570942	178.104426787741	0	0	165.561861520999	314.567536889898	351.191827468785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	270.919409761635
GEL-2682724-11	0	330.006916733174	0	0	192.168661878159	352.141527001862	517.144985368449	260.08167065709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	239.456238361266
GEL-2279503-11	606	525.5	477	377	363	527.5	1596	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	352
GEL-2813816-11	0	946.436536012452	684.677515211547	0	1519.0031130607	830.822131031555	1938.41814065374	661.154238007641	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	493.488326022365
GEL-2390731-11	0	576.328219178082	0	0	0	224.099726027397	595.924383561644	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	437.647671232877
GEL-2293428-11	0	693.953813855843	0	1010.61721483555	0	213.447165850245	488.52344296711	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	457.458362491252
GEL-2974040-11	0	572.360326086956	0	0	323.05	0	326.561413043478	280.913043478261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	343.115217391305
GEL-2550396-11	1085.92772305094	996.892654095131	2426.45572755418	1053.41491697157	1836.22324795947	0	0	615.742527441599	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	871.34320292711
GEL-2873830-11	681.604827333995	943.837521550598	2625.32960660363	758.673214565592	0	1631.94812183272	604.536440102398	1018.40368841753	994.882816989708	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	319.783762603829
GEL-2175843-11	0	700.503946046779	383.370354426747	0	315.126416989525	406.452862677572	642.797675419716	574.051944324867	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	474.696800114794
GEL-2043186-11	0	415.338953888507	215.472814865795	0	0	175.700963523744	458.131452167928	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	198.355815554026
GEL-2506903-11	0	376.5	165	0	0	124.5	337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	292
GEL-2786591-11	0	611.438679245283	199.469339622642	253.095518867925	0	0	545.784198113208	202.977594339623	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	312.234669811319
GEL-2789780-11	0	254.702822357499	0	0	286.289983397897	317.375760929718	542.496956281129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	411.134477033757
GEL-2276777-11	0	1117.98290066843	383.867557904555	0	298.061868490595	0	917.267837711799	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	510.819835224621
GEL-2766074-11	5942.56130721428	0	0	8529.95880256143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1383.47989022429
GEL-2783487-11	0	1062.34434782609	937.126956521739	0	0	0	945.641739130435	1756.04869565217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	770.838260869567
GEL-2586146-11	0	615.642909267818	0	0	0	156.417416686937	672.79542690343	203.041838968621	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	413.102408173194
GEL-2842603-11	1903.41871283048	620.158982511924	598.188777012306	4053.50291467939	0	0	0	595.192839898722	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	709.537773067178
GEL-2342985-11	0	684.483205959797	1109.78344358102	539.380771947852	811.072570804701	2032.93513582943	1612.63843041552	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1000.70644146168
GEL-2204140-11	0	494.16451793722	305.382567264574	0	0	0	322.039798206278	444.697589686099	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	234.715526905829
GEL-2502498-11	0	464.216287215412	340.893169877408	164.932136602452	0	228.598949211909	352.92469352014	508.331873905429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	230.10288966725
GEL-2288971-11	11597.1327662399	0	0	11509.6128975913	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5525.2543361688
GEL-2126293-11	0	485.425314235604	0	0	0	268.235019000292	583.511254019293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	374.828412744811
GEL-2992288-11	0	638.599896614112	299.925562160765	0	0	0	469.011113982941	192.737399844921	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	346.726027397261
GEL-2845955-11	0	529.051094890511	0	0	179.356337093563	0	367.229595222296	151.300597213006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	283.062375580624
GEL-2053198-11	0	876.582728006457	0	0	0	0	612.509685230024	461.753430185634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	523.154156577885
GEL-2176444-11	0	378.295726041943	186.153437748872	0	207.613485532254	225.580037164853	611.860897265729	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	270.496416246349
GEL-2837292-11	855.388367052023	851.38186416185	0	450.731575144509	871.915191473989	680.103865606936	680.103865606936	654.562409682081	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	500.812861271676
GEL-2545404-11	1062.22620298382	860.493328430343	2127.45587308258	0	2929.88217062408	0	703.311882748476	740.855221685228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1104.77532044547
GEL-2079580-11	0	0	0	385.6829700963	361.64039533705	693.227572225038	1511.67688798784	413.231753674607	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	587.540420679165
GEL-2063396-11	182.140199210675	520.542755121218	283.163315166322	265.247885735764	236.384138319865	245.839503852659	722.091336214997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	192.5908663785
GEL-2068239-11	0	564.673532124193	217.066707654473	0	0	0	310.095296649247	242.074392868122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	293.090070703965
GEL-2968923-11	0	454.956180510137	207.347285807717	0	163.562786134729	0	211.876716808371	418.720732504905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82.536298234141
GEL-2405810-11	0	812.831585441086	0	210.734114743985	234.316265679622	0	609.121941188567	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	572.99609294674
GEL-2827551-11	0	1020.76907916347	765.077411584364	318.116391109165	0	312.123617650279	493.405014781561	1159.60166429432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	491.906821416841
GEL-2816462-11	2805.3619272602	1022.94965303411	644.968256311826	1598.92130518234	1482.92701412471	0	1242.93882572961	0	832.959003887987	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	527.974014469217
GEL-2475251-11	0	911.652890587673	753.039297658863	0	661.473721930244	431.308886765408	591.423554706163	435.812111801242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	404.289536550407
GEL-2207816-11	0	483.871602381569	0	0	0	177.68728967124	669.589955992752	196.761066528605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	411.090085425834
GEL-2143816-11	0	745.258091595933	669.435313869975	0	621.048409663278	530.759444081709	1748.41339427292	472.39585859528	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	560.689487920905
GEL-2007643-11	0	843.363099630996	0	0	0	231.511439114391	666.472324723247	344.761623616236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	629.89151291513
GEL-2040920-11	0	0	268.68068640646	0	275.185060565276	307.706931359354	1534.03162853297	297.700201884253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	290.695491251687
GEL-2444519-11	0	839.093006922845	1157.50777565968	482.628674626267	0	344.949332798234	657.356275709842	903.176482391893	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	605.288451891239
GEL-2552958-11	0	788.349148156135	245.264179426353	0	0	0	579.123786931205	367.395729997843	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	340.867155488464
GEL-2023357-11	1049.68229166667	394.820833333333	256.533333333333	659.871875	0	252.525	388.808333333333	351.230208333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.528124999998
GEL-2304780-11	379.533415190317	1182.04683388879	1094.15488510788	462.431503245045	0	622.235046483073	1143.59410629714	481.907560077179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	328.096649710576
GEL-2654816-11	0	732.857142857143	0	151.296296296296	0	0	397.089947089947	279.470899470899	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	339.285714285715
GEL-2204036-11	2077.07404787171	715.148272609362	1221.69083834453	1257.62292182526	0	745.091675509963	0	1174.28045041858	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1274.0917934206
GEL-2429220-11	0	419.224884526559	175.30311778291	125.216512702079	0	0	576.997690531178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	438.257794457274
GEL-2020545-11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82961.6208380822	0	0	0	0	0	0	0	0	0	0	0	0	0	7500.37916191779
GEL-2714181-11	726.204539936878	490.976329206118	330.320466132556	840.81573197378	0	0	877.851663025006	443.43020150522	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	413.401068220442
GEL-2403601-11	0	529.446894950667	0	0	0	0	609.818340104469	179.831108531631	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	411.903656413233
GEL-2305670-11	0	741.449908088235	255.792738970588	0	255.792738970588	179.503676470588	316.624540441176	282.219669117647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	138.616727941178
GEL-2503751-11	1310.18185434901	1875.61298630596	8199.75040830856	0	7110.84593157167	0	0	2215.27126345324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3143.33755601156
GEL-2803690-11	2332.89840171027	1303.06036852285	795.147052835183	1957.59299602973	712.079456377889	898.230937595439	796.648274457905	902.234195256032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133.108317214703
GEL-2574349-11	0	525.004994007191	255.217738713544	0	0	522.995405513384	876.682980423492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	335.098881342389
GEL-2197172-11	0	365.807164971252	0	142.81512605042	0	301.665634674923	465.527200353826	0	0	0	0	0	0	0	0	0	0	0	802.270234409553	0	0	0	0	0	0	0	0	0	187.914639540026
GEL-2933453-11	0	386.858923008456	217.482866043614	0	0	293.651980418336	1010.24299065421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	343.763239875384
GEL-2888581-11	471.378804057661	369.866524292579	0	1434.23785371062	302.526695141484	0	705.560597971169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	481.429524826487
GEL-2294801-11	0	650.408026755853	318.178000743218	0	0	0	856.671683389075	384.925120772947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	490.817168338907
GEL-2843587-11	0	0	368.553090332805	213.030687220862	0	1037.14940210344	1109.15977524852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	743.107045094373
GEL-2569729-11	0	1235.56231928169	1000.38426419114	677.954649216253	0	1137.78039872166	1871.89697154162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	666.421397047638
GEL-2043367-11	3871.07192463982	1222.18056889546	1707.25223494644	2473.36542297747	0	1607.23745844108	836.623605467307	1266.18707055781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	553.081714074613
GEL-2698760-11	0	652.714360041623	277.579604578564	0	0	0	512.415972944849	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	490.290062434964
GEL-2367017-11	0	0	4808.38286180501	0	2734.63955078828	2336.90108703477	0	7140.28094929571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3828.79555107623
GEL-2051694-11	2703.53066666667	1489.39416216216	3206.00100900901	1537.43913513514	1942.31812612613	1081.01189189189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1928.305009009
GEL-2339823-11	532.79402292928	805.188715702692	2308.1076903259	0	1966.23985572588	0	0	982.120314311478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1165.54940100477
GEL-2419895-11	0	879.133161642176	2132.82305711256	0	1079.6635358279	496.075140130283	538.581578548705	790.619754582639	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	685.103772155737
GEL-2682886-11	314.87432708372	652.311304993503	278.77408576202	276.768516799703	0	0	596.656766289215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	581.614999071839
GEL-2076628-11	14819.9071229232	0	0	19410.4490884432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4102.6437886336
GEL-2056762-11	0	390.822175732218	0	275.134787806336	0	0	578.436939629408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	438.606096832038
GEL-2380342-11	898.276414087513	0	5464.76520811099	0	3798.39736748488	0	844.700284596229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3068.86072572039
GEL-2418168-11	1393.5	1317	4252	0	7033.5	0	0	1209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2303
GEL-2644516-11	1871.18629731444	0	3489.21209558046	0	4328.74434341298	0	0	1203.26284626771	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3303.59441742441
GEL-2890759-11	0	424.407823020199	0	0	0	0	707.680025649247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	428.912151330554
GEL-2125702-11	912.329360780065	870.814373420007	0	1160.91910436981	0	0	967.349223546407	839.803178042615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	788.784759841096
GEL-2338352-11	686.641892795081	541.506215746558	0	434.906563293677	379.855099585617	267.249832910039	439.911241812592	643.601657532416	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	350.32749632402
GEL-2671570-11	0	911.695447409733	346.524507238793	195.578231292517	0	0	676.500087214373	530.067155067155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	214.634571777429
GEL-2899035-11	0	836.799713364386	416.649229666786	1053.87746327481	0	770.776065926191	1596.07165890362	388.13901827302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	521.686850591187
GEL-2348966-11	0	819.121834519781	1406.7853891936	0	757.499824950403	0	313.620959271794	406.805461547438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	589.166530516984
GEL-2351580-11	0	417.893106119287	124.864446165763	0	233.617350890782	0	312.161115414407	133.927188226181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77.5367931835801
GEL-2287908-11	0	665.692797648212	0	0	0	371.769965703087	570.87898089172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	428.658255756981
GEL-2779533-11	285.787021056265	351.467897825337	241.665516051087	319.880911287539	455.755091473939	0	891.454953400069	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	358.988608905764
GEL-2666388-11	0	2007.56621300497	1074.26787643119	1065.26982069561	636.362497299633	1216.73709224455	1585.15748541802	1121.25772305033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	549.381291855698
GEL-2475307-11	0	555.758680555556	0	0	195.914930555556	243.894097222222	812.647135416667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	494.785156249999
GEL-2506899-11	3405.25151228733	1006.66559546314	1413.93487712665	1491.98648393195	1120.2406899811	782.017060491493	688.455198487713	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	678.448582230623
GEL-2593522-11	0	514.816442508051	0	368.510702784618	0	246.173138852055	785.457094146619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	721.042621708657
GEL-2781358-11	0	482.128813559322	0	0	288.976271186441	344.162711864407	1032.48813559322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	516.24406779661
GEL-2498429-11	0	619.868046183836	416.929074823812	0	0	511.366021892338	1073.96911081122	438.02669065827	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	289.841055630524
GEL-2626300-11	0	1023.81371657268	0	0	0	550.899763507368	479.912679643442	227.45861378934	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	465.91522648717
GEL-2437014-11	0	478.690409868683	351.139673696777	0	0	715.784719458814	623.74810982889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	344.637087146836
GEL-2146149-11	509.750614854894	849.58435809149	0	262.14313821938	309.759960649287	413.514510575504	996.444663059518	424.541564190851	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	310.261190359076
GEL-2519053-11	0	514.119420989144	150.180940892642	119.143546441496	0	0	464.559710494572	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	411.996381182146
GEL-2900090-11	0	447.241962774958	0	0	243.087986463621	0	608.468697123519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	471.201353637902
GEL-2180471-11	0	515.472048248666	0	0	328.896311760612	203.674321503132	469.70818835537	262.010670378103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	388.238459754117
GEL-2764196-11	0	459.994617868676	203.218514531755	0	0	265.785791173305	525.064585575888	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	405.936490850376
