GEL-Prostate_common_SBS2+13+92	GEL-Prostate_common_SBS17	GEL-Prostate_common_SBS1	GEL-Prostate_common_SBS5	GEL-Prostate_common_SBS18	GEL-Prostate_common_SBS3+8	GEL-Prostate_rare_SBS57	GEL-Prostate_rare_SBS93+121	GEL-Prostate_rare_SBS44	GEL-Prostate_rare_SBS6	GEL-Prostate_rare_SBS32	GEL-Prostate_rare_SBS33	unassigned
GEL-2493920-11	279.216279069767	0	544.421705426357	1600.73992248062	805.123643410853	401.310852713178	0	0	0	0	0	0	242.187596899225
GEL-2487838-11	393.173652694611	0	1158.95958083832	1296.36976047904	440.314371257485	0	0	0	0	0	0	0	396.182634730544
GEL-2332237-11	0	0	1475.00422400872	743.506199754735	579.394467911159	482.328382613435	0	0	0	0	0	0	391.766725711951
GEL-2705290-11	0	0	1332.63600190992	0	773.369091198472	499.738500716218	0	0	0	0	0	0	537.25640617539
GEL-2881866-11	634.119787717968	0	639.629517311094	716.76573161486	0	3202.65554713167	0	0	0	0	0	0	752.829416224407
GEL-2332415-11	512.26694214876	0	455.626859504132	657.12520661157	0	1747.32148760331	0	0	0	0	0	0	266.659504132228
GEL-2773600-11	564.352188037455	460.471431301357	868.503057519587	617.291419835658	1866.35763424422	850.024269061724	0	0	0	0	0	0	0
GEL-2725564-11	211.422894640904	0	1331.01458257382	408.35107546482	404.852351440029	234.414509660955	0	0	0	0	0	0	151.944586219472
GEL-2477293-11	0	0	436.403481012658	330.319224683544	0	279.539556962025	0	0	0	0	0	0	224.737737341773
GEL-2728831-11	452.253195509614	0	480.330999221963	1785.94887184617	1124.11492719796	427.685117261309	0	0	0	0	0	0	240.666888962984
GEL-2649088-11	222.493333333333	0	648.437777777778	727.613333333333	299.664444444444	309.686666666667	832.846666666667	0	0	0	0	0	116.257777777778
GEL-2651527-11	386.408782017773	0	789.377940407737	777.835859905907	774.82488238369	901.28593831678	0	0	0	0	0	0	210.266596968113
GEL-2056953-11	311.836734693878	202.893772893773	413.783359497645	914.02145473574	829.565672422815	0	0	0	0	0	0	0	192.899005756149
GEL-2723388-11	439.122847746179	542.475527181273	0	2750.69375120913	0	0	0	1199.39524085897	0	0	0	0	280.312633004448
GEL-2809878-11	336.546600193879	0	473.065503392882	1406.19470987398	516.571527489267	668.592577205373	0	0	0	0	0	0	210.029081844619
GEL-2113109-11	0	0	1525.21054811542	625.586359243407	862.11901145934	0	0	0	0	0	0	0	609.084081181833
GEL-2076316-11	0	0	1148.85321567962	0	572.920244357713	0	828.499915153572	0	0	0	0	0	408.726624809095
GEL-2478762-11	412.234780307041	0	841.438062466914	1529.16146109052	330.386712546321	475.118051879301	0	0	0	0	0	0	182.660931709903
GEL-2501742-11	228.788198103267	0	599.822971548999	578.933614330875	486.423603793467	351.63751317176	0	0	0	0	0	0	114.394099051632
GEL-2119197-11	0	0	546.594499707431	294.860152135752	374.592744294909	280.81919251024	0	0	0	0	0	0	217.133411351668
GEL-2243811-11	292.752846900042	0	700.908266554197	738.376634331506	237.299662589625	276.766343315057	0	0	0	0	0	0	122.896246309573
GEL-2779963-11	383.446087270105	0	481.304724125496	843.781103498017	0	667.036422646953	0	0	0	0	0	0	393.431662459429
GEL-2661070-11	429.213965087282	0	325.162094763092	1098.54763092269	571.785037406484	389.694264339152	0	0	0	0	0	0	194.5970074813
GEL-2686353-11	0	0	1043.73666666667	826.375	378.129166666667	435.725	0	0	0	0	0	0	321.034166666663
GEL-2363376-11	0	0	888.945892090742	445.22501532802	869.893470263642	827.27621091355	0	0	0	0	0	0	239.659411404046
GEL-2712915-11	688.608870967742	0	1612.09596774194	1229.47983870968	591.452419354839	1226.97580645161	0	0	0	0	0	0	240.387096774189
GEL-2907553-11	376.807423803848	0	429.780350757705	673.655712583007	753.614847607696	535.226460071514	0	0	0	0	0	0	165.91520517623
GEL-2063152-11	0	0	758.959975742874	267.662219526986	280.670103092784	188.114008489994	0	0	0	0	0	0	154.593693147362
GEL-2573546-11	1276.36628073869	0	1689.98497751411	829.237967658597	0	1091.81331929959	0	0	0	0	0	0	339.597454789013
GEL-2524047-11	242.426693629929	0	770.677451971689	749.22817660937	484.354566902595	546.208291203236	0	0	0	0	0	0	167.104819683181
GEL-2390404-11	201.712405063291	0	459.623291139241	557.468860759494	326.151898734177	333.17670886076	0	0	0	0	0	0	103.866835443037
GEL-2928971-11	287.705945558739	0	1058.25752148997	518.37106017192	467.33452722063	335.239971346705	0	0	0	0	0	0	127.090974212036
GEL-2345599-11	0	0	1953.43852197919	778.464323635591	821.628689743045	806.571352728817	0	0	0	0	0	0	366.897111913357
GEL-2539505-11	279.711744583808	0	654.505359179019	420.573774230331	472.893956670468	305.871835803877	0	0	0	0	0	0	72.443329532497
GEL-2329140-11	522.322538860104	0	515.830958549223	1626.39054404145	630.182642487047	336.563471502591	0	0	0	0	0	0	223.709844559585
GEL-2999291-11	190.056578356533	0	631.365963179165	403.497081275258	466.683430624158	440.811854512797	0	0	0	0	0	0	83.5850920520888
GEL-2307838-11	0	0	1484.04884453781	888.33206407563	945.75656512605	0	0	0	0	0	0	0	484.86252626051
GEL-2994865-11	601.759797724399	0	1146.44753476612	807.018963337547	652.824273072061	633.299620733249	0	0	0	0	0	0	118.649810366624
GEL-2609780-11	282.483052567485	0	582.434138420946	754.119951288817	0	443.688045463771	0	0	0	0	0	0	396.274812258981
GEL-2641332-11	184.685976484084	0	488.815600802982	508.388299397763	334.241468310869	171.63751075423	0	0	0	0	0	0	62.231144250072
GEL-2123483-11	290.516976007243	0	966.892409838539	754.245963482722	710.818168100196	433.279613701524	0	0	0	0	0	0	152.246868869776
GEL-2499478-11	187.240663900415	0	601.167358229599	466.3540802213	975.648686030429	0	0	0	0	0	0	0	296.589211618257
GEL-2574734-11	0	0	5009.40945239454	0	0	0	0	0	0	36980.2550213663	0	0	1084.33552623916
GEL-2614603-11	505.171186440678	0	503.670677966102	708.24	633.214576271187	447.651694915254	0	0	0	0	0	0	153.051864406779
GEL-2095189-11	221.257275902212	0	520.104772991851	388.95227008149	304.353899883586	249.790454016298	0	0	0	0	0	0	35.5413271245629
GEL-2784142-11	227.404634581105	190.338680926916	438.780748663102	722.786096256684	576.525846702317	373.163992869875	0	0	0	0	0	0	9.09494701772928e-13
GEL-2258527-11	300.600872776099	0	227.076200067137	1258.9224572004	636.213494461229	387.129909365559	0	0	0	0	0	0	170.057066129576
GEL-2074537-11	0	0	1423.58904109589	1050.61369863014	1397.6602739726	0	0	0	0	0	0	0	678.13698630137
GEL-2812957-11	236.031402783001	0	843.899962391877	580.30650620534	502.631628431741	329.24125611132	0	0	0	0	0	0	172.889244076721
GEL-2146014-11	0	0	913.486097247968	840.246684728362	1215.4732639384	0	0	0	0	0	0	0	548.79395408527
GEL-2509139-11	227.894541600424	0	894.124536301007	351.067302596714	753.996820349762	510.643349231585	0	0	0	0	0	0	85.273449920508
GEL-2287675-11	670.976907081099	0	0	1048.08799387107	1375.55280726716	1072.66039181351	0	0	0	0	0	0	414.721899967161
GEL-2568549-11	464.102964531498	0	802.90815246162	563.338803599788	891.117787188989	936.224986765484	0	0	0	0	0	0	129.307305452621
GEL-2815459-11	820.750149585435	0	0	1386.45644926917	2172.63287460467	1008.14975638944	0	0	0	0	0	0	474.010770151285
GEL-2636535-11	0	0	961.995314940135	628.017699115044	554.632483081728	383.400312337324	0	0	0	0	0	0	348.954190525769
GEL-2146877-11	0	0	777.680008426375	412.564988413735	530.940172740678	413.563935116916	0	0	0	0	0	0	236.250895302296
GEL-2735541-11	278.176957352005	0	709.451304901337	571.363462762572	999.135582431572	455.789942711649	0	0	0	0	0	0	130.082749840865
GEL-2124045-11	0	0	0	0	0	0	0	0	98439.9461976203	0	0	0	13756.0538023797
GEL-2034422-11	1143.69122807018	244.434008097166	0	796.285020242915	401.891497975709	848.770850202429	0	0	0	0	0	0	268.927395411601
GEL-2506379-11	277.427752040591	162.250165453342	0	778.700639752923	496.765938671961	375.078314581955	0	0	0	0	0	0	179.777189499228
GEL-2087954-11	363.483347005742	208.915668580804	539.491058244463	968.790319934372	0	701.039212469237	0	0	0	0	0	0	257.280393765382
GEL-2316411-11	778.074185968446	0	657.485196374622	934.189392413562	1321.47519301779	3407.51460221551	0	0	0	0	0	0	354.26143001007
GEL-2953057-11	618.821671929533	732.973242479641	1008.83953797574	1213.61143426957	1022.35748711983	1428.39662622569	0	0	0	0	0	0	0
GEL-2534850-11	289.307513297872	0	706.529920212766	535.643617021277	998.335771276596	381.246343085106	0	0	0	0	0	0	94.9368351063831
GEL-2012607-11	0	0	0	0	0	0	0	0	0	0	0	0	86
GEL-2106960-11	410	0	1306	762.5	595.5	691	0	0	0	0	0	0	167
GEL-2291745-11	198.86978390462	0	883.643070044709	417.275894187779	844.069485842027	0	0	0	0	0	0	0	345.141766020865
GEL-2319236-11	280.05550049554	0	874.673339940535	533.60574826561	307.060852329039	415.58235877106	0	0	0	0	0	0	112.022200198216
GEL-2691306-11	0	0	507.360844529751	475.869481765835	331.409103372635	277.92377296408	0	0	0	0	0	0	230.436797367699
GEL-2867425-11	440	0	527.5	1511	1055.5	936	0	0	0	0	0	0	230
GEL-2631270-11	336.081455805893	0	1426.46793760832	832.941074523397	405.701906412478	283.991334488735	0	0	0	0	0	0	182.816291161177
GEL-2752095-11	0	0	432.612269690221	810.146588378214	806.641627859891	0	0	0	0	0	0	0	423.599514071674
GEL-2147140-11	0	0	2542.0040155603	0	719.992470824445	0	0	0	0	0	0	0	728.003513615255
GEL-2247202-11	327.502467917078	0	756.729187232642	622.750904902929	839.597235932873	338.915432708128	0	0	0	0	0	0	130.50477130635
GEL-2899770-11	245.961412688031	0	856.347285807718	484.393394375409	681.162524525834	686.684107259647	0	0	0	0	0	0	115.451275343361
GEL-2448857-11	638.295111776661	298.404214354476	528.830249224516	1803.92095411274	942.197561236496	461.351909295112	0	0	0	0	0	0	0
GEL-2604139-11	581.777653942602	268.319866258011	274.83978824185	1384.22959041516	703.650041794372	387.183059348008	0	0	0	0	0	0	0
GEL-2236651-11	254.236719478099	0	891.32991612302	514.979496738117	1001.93289841566	419.390493942218	0	0	0	0	0	0	140.130475302886
GEL-2751192-11	739.094955489614	0	298.442136498516	1132.67804154303	593.379080118694	438.149109792285	0	0	0	0	0	0	173.256676557861
GEL-2515912-11	461.359762759482	0	0	790.254877477759	1335.22350554081	315.799750273139	0	0	0	0	0	0	324.36210394881
GEL-2560836-11	0	0	861.976105744789	432.241653956956	814.84070496526	613.2616505677	0	0	0	0	0	0	236.679884765295
GEL-2105920-11	567.466068036608	0	396.02313935417	832.149887756864	607.068381972026	322.834052840615	0	0	0	0	0	0	177.458470039717
GEL-2495701-11	426.302287581699	0	494.191176470588	664.911764705882	501.179738562091	243.601307189542	0	0	0	0	0	0	113.813725490198
GEL-2166818-11	256.287156477846	0	666.747055524397	770.863712843522	1105.73892316321	643.220695457095	0	0	0	0	0	0	127.14245653393
GEL-2708591-11	635.340619307832	0	546.00364298725	795.548269581057	683.253187613843	464.652094717669	0	0	0	0	0	0	163.202185792349
GEL-2419645-11	0	0	1521.06239067055	340.581341107872	589.738192419825	698.744314868805	0	0	0	0	0	0	295.873760932948
GEL-2077558-11	0	0	694.761823166552	531.817683344757	905.689513365319	413.858122001371	0	0	0	0	0	0	370.872858122001
GEL-2308168-11	346.115597958731	0	706.215664521855	765.150210783226	0	0	0	0	0	0	0	0	433.518526736188
GEL-2735741-11	170.807875084861	0	338.601493550577	364.725050916497	382.810590631365	165.784114052953	0	0	0	0	0	0	57.270875763747
GEL-2298816-11	409.309552120491	0	0	1153.78200554895	499.988902100674	0	0	0	0	0	0	0	464.919540229885
GEL-2251940-11	0	0	628.832567849687	0	1270.70313152401	0	0	0	0	0	0	0	502.464300626303
GEL-2268820-11	0	0	984.298134098831	0	617.873282755793	411.415624359237	0	0	0	0	0	0	424.412958786139
GEL-2483040-11	482.643133824816	0	0	1528.62051730601	1374.7560914657	0	0	0	0	0	0	0	624.980257403474
GEL-2239142-12	0	0	1019.99148320746	596.787562269002	547.763940221758	631.804435159891	0	0	0	0	0	0	316.652579141889
GEL-2325578-11	297.179620754324	0	0	1193.72994373828	431.987914148781	290.163575744947	0	0	0	0	0	0	191.938945613668
GEL-2507595-11	214.860974519446	0	656.631202503353	566.269110415735	381.02682163612	349.902101028163	0	0	0	0	0	0	77.3097898971828
GEL-2597941-11	0	0	1449.29623213512	683.261152013859	637.610076512198	430.42442615851	0	0	0	0	0	0	274.408113180313
GEL-2893321-11	392.21689281582	0	1042.5892500263	1445.27190491217	863.674555590617	822.309876932786	0	0	0	0	0	0	171.937519722307
GEL-2354798-11	362.41725633417	0	308.929468157955	826.811230312714	350.419995434832	258.94088107738	0	0	0	0	0	0	82.4811686829489
GEL-2752095-12	0	0	380.496732026144	841.598692810457	972.269281045752	0	0	0	0	0	0	0	486.635294117647
GEL-2103921-11	477.27842435094	257.69024171889	0	955.058191584602	586.571172784243	873.840644583706	0	0	0	0	0	0	209.561324977619
GEL-2085535-11	315.712256419596	0	816.256055363322	709.853032234566	286.738663267164	521.524676743763	0	0	0	0	0	0	92.9153159715888
GEL-2491292-11	621.700101024679	246.674556213018	256.701977197287	1415.87184297878	529.949199018617	403.102323567614	0	0	0	0	0	0	5.00222085975111e-12
GEL-2467542-11	699.943607912607	0	805.160614112784	946.953055801594	491.513728963685	1925.9722468261	0	0	0	0	0	0	221.45674638323
GEL-2693710-11	584.023819358392	0	271.708935701501	1278.33539859562	942.459038964615	361.443067602919	0	0	0	0	0	0	203.029739776953
GEL-2662906-11	0	0	485.665924276169	575.473982587568	713.447256529662	464.59364243774	0	0	0	0	0	0	238.819194168861
GEL-2469347-11	273.832271762208	0	619.856687898089	382.867303609342	193.674097664544	349.011677282378	0	0	0	0	0	0	56.757961783439
GEL-2342245-11	485.985742871436	0	333.833666833417	1656.15532766383	655.154827413707	655.655327663832	0	0	0	0	0	0	215.215107553778
GEL-2181490-11	428.634011939385	0	661.521812337364	565.656360018368	394.50390326037	1062.04867595285	0	0	0	0	0	0	166.635236491663
GEL-2689116-11	1493.57933598938	0	0	1439.57646746348	1347.57158034529	4641.74656042497	0	0	0	0	0	0	490.52605577688
GEL-2097079-11	387.343147751606	0	904.13517130621	987.925722698073	561.948608137045	729.529710920771	0	0	0	0	0	0	178.117639186295
GEL-2482303-11	0	0	899.839402427638	605.564892623716	359.335200746965	459.428571428571	0	0	0	0	0	0	355.83193277311
GEL-2693422-11	210.084643288996	191.577186618299	410.665457476824	880.854897218863	309.624748085449	479.193067311568	0	0	0	0	0	0	9.09494701772928e-13
GEL-2066495-11	360.824379073454	0	689.074335036111	553.26404791263	823.882332217721	312.213316892725	0	0	0	0	0	0	105.741588867359
GEL-2005733-11	251.493280238925	0	585.979342956695	497.956694873071	432.065455450473	219.302140368342	0	0	0	0	0	0	34.203086112494
GEL-2057036-11	180.432172869148	0	266.638655462185	480.15006002401	0	624.495798319328	0	0	0	0	0	0	118.283313325329
GEL-2118183-11	0	0	952.767293000207	352.65413999587	655.716291554821	241.4478628949	0	0	0	0	0	0	223.414412554202
GEL-2013872-11	444.438173854447	0	242.557783018868	1071.67351752022	813.045653638814	0	0	0	0	0	0	0	409.284871967651
GEL-2860644-11	611.901528409754	0	1092.96884844242	0	715.562478123906	1332.999299965	0	0	0	0	0	0	559.56784505892
GEL-2661121-11	305.329424902289	0	957.964824120603	485.228922389726	446.750418760469	331.814628699051	0	0	0	0	0	0	157.911781127862
GEL-2362997-11	177.247529411765	0	706.981647058824	298.76	429.812705882353	436.842352941177	0	0	0	0	0	0	84.355764705881
GEL-2788050-11	798.736902540548	0	0	1302.44036170518	793.74479689967	294.035022247739	0	0	0	0	0	0	289.042916606863
GEL-2374518-11	225.015053763441	0	476.47311827957	464	428.576344086021	1085.16129032258	0	0	0	0	0	0	104.774193548388
GEL-2225281-11	357.668977469671	0	472.22309752639	1155.04569087758	679.821175358437	300.642035607374	0	0	0	0	0	0	209.599023160548
GEL-2259376-11	302.764099877772	0	783.683603981142	401.350096036319	828.222455037542	426.872359001222	0	0	0	0	0	0	123.107386066003
GEL-2184028-11	234.998983533238	184.283390933116	482.049196991258	747.17625533645	517.198617605204	304.293555600732	0	0	0	0	0	0	1.81898940354586e-12
GEL-2191573-11	0	0	1399.43075284091	384.768110795455	426.962002840909	322.984197443182	0	0	0	0	0	0	294.854936079544
GEL-2889743-11	282.267727272727	0	1367.21863636364	491.336363636364	662.802727272727	344.938181818182	0	0	0	0	0	0	160.43636363636
GEL-2225051-11	248.856983240223	0	966.886991221069	1088.56153232243	318.957541899441	408.085395051875	0	0	0	0	0	0	105.651556264962
GEL-2381511-11	0	0	1234.29056998431	540.722503050375	436.987972808088	391.384870141189	0	0	0	0	0	0	271.614084016038
