GEL-Lung_common_SBS4_a	GEL-Lung_common_SBS2	GEL-Lung_common_SBS3+8	GEL-Lung_common_SBS92	GEL-Lung_common_SBS17	GEL-Lung_common_SBS13	GEL-Lung_common_SBS1+5	GEL-Lung_common_SBS4_b	GEL-Lung_rare_SBS5	GEL-Lung_rare_SBS44	GEL-Lung_rare_SBS148	GEL-Lung_rare_SBS18	GEL-Lung_rare_SBS1+18	GEL-Lung_rare_SBS31	GEL-Lung_rare_SBS33	GEL-Lung_rare_SBS113	GEL-Lung_rare_SBS7a	GEL-Lung_rare_SBS3	GEL-Lung_rare_SBS7a+38	GEL-Lung_rare_SBS144	unassigned
GEL-2260656-11	16528.2263559617	7683.48636744374	3593.83229649986	3341.16832465907	0	5644.66322833238	0	13764.9330560078	0	0	0	0	0	0	0	0	0	0	0	0	2604.69037109545
GEL-2641335-11	0	214.39348510087	0	447.495835646863	216.416065148991	342.321673144549	1066.91097538405	0	0	0	0	0	444.461965574681	0	0	0	0	0	0	0	0
GEL-2308407-11	10922.2751513404	2685.33835399251	0	11558.9997117325	0	6816.05145575094	5613.07185067743	8617.77205246469	0	0	0	0	0	0	0	0	0	0	0	0	2331.49142404153
GEL-2043345-11	5058.23781551805	1895.90172941034	4195.28254522209	8262.5717247456	0	1660.41393548833	0	6506.66273906809	0	0	0	0	0	0	0	0	0	0	0	0	1359.9295105475
GEL-2830895-11	9053.91643179734	0	2951.10249923597	3610.46054195389	0	0	0	9656.74377737784	0	0	0	0	0	0	0	0	0	0	0	0	4192.77674963496
GEL-2908049-11	38662.9081303636	5224.70380475222	0	5678.0913239744	5342.67453742745	0	0	26776.3570613622	0	0	0	0	0	0	0	0	0	0	0	0	9008.26514212013
GEL-2122984-11	0	4674.34286987081	0	0	0	2370.91308221551	1277.68371034005	0	0	0	0	0	0	0	1776.06033757363	0	0	0	0	0	0
GEL-2202592-11	2071.68826852775	0	0	1993.16218012629	0	0	1833.10900631439	662.720172814889	0	0	0	0	0	0	0	0	0	0	0	0	964.320372216681
GEL-2139045-11	5095.34433646113	0	13432.998603664	14195.4242068811	0	25070.9951966041	0	15327.5561885612	0	0	0	0	0	0	0	0	0	0	0	0	7490.68146782847
GEL-2138804-11	1095.42601478407	0	1781.19271171054	746.290234729607	0	0	1179.45869537025	2034.29114252367	0	0	0	0	0	0	0	0	0	0	0	0	877.341200881863
GEL-2037395-11	12625.7955292571	2763.31558185404	0	11712.1952662722	0	4517.4681130835	2582.19658119658	11957.8566732413	0	0	0	0	0	0	0	0	0	0	0	0	1023.17225509528
GEL-2038220-11	4425.00760520534	0	1612.22367753929	1419.11610613487	0	0	1442.56844684806	7494.27032279872	0	0	0	0	0	0	0	0	0	0	0	0	1321.81384147372
GEL-2463616-11	0	729.317413150359	1994.33702523097	850.703117402345	587.366362310227	631.506618401859	3455.4798206278	1035.28964287644	0	0	0	0	0	0	0	0	0	0	0	0	0
GEL-2226277-11	0	124.621271076524	382.945525291829	274.974059662776	0	0	677.596627756161	0	0	0	0	0	0	0	0	0	0	0	0	0	95.86251621271
GEL-2753332-11	21226.3508887251	0	6021.08515949084	4619.59981168445	0	0	3914.85575206303	16508.7171269442	0	0	0	0	0	0	0	0	0	0	0	0	4017.39126109238
GEL-2012269-11	9447.55035897436	1886.80891375291	2746.67755710956	1638.20233100233	0	0	0	9084.89488111888	0	0	0	0	0	0	0	0	0	0	0	0	2019.86595804196
GEL-2633371-11	22223.847341678	0	14545.418341802	0	0	20558.9711488412	0	25017.1396207708	0	0	0	0	0	0	0	0	0	0	0	0	18509.623546908
GEL-2173532-11	2875.97572139971	1836.26146442883	6970.78875270368	5841.51296926611	0	3772.09132978991	2822.93928673228	4701.72996763971	0	0	0	0	0	0	0	0	0	0	0	0	1019.70050803977
GEL-2357998-11	0	0	0	704.671857619577	0	0	929.160177975528	0	0	0	0	0	0	0	0	0	0	0	0	0	176.167964404895
GEL-2620579-11	14745.2811653279	0	12563.0334971826	5232.59935259561	0	0	0	4342.01853494785	0	0	0	0	0	0	0	0	0	0	0	0	4779.06744994604
GEL-2407704-11	0	0	2997.38487422545	0	1617.16812343551	0	3344.31367721285	0	0	0	0	0	2266.53485986294	0	0	0	0	0	0	0	1956.59846526325
GEL-2736334-11	0	0	0	0	1406.27502298932	0	1792.17372851383	0	0	0	0	0	2477.77038975737	0	0	0	0	0	0	0	1408.78085873948
GEL-2649896-11	17884.3657370815	0	11950.9196778764	4209.38059801655	0	0	3970.30218477369	23149.5926329133	0	0	0	0	0	0	0	0	0	0	0	0	5912.43916933856
GEL-2539430-11	4028.01277329363	3964.58343390016	0	9276.66574719849	0	3248.88073035029	5064.35827913173	4436.55765222161	0	0	0	0	0	0	0	0	0	0	0	0	1847.94138390409
GEL-2197620-11	32942.1191839388	0	14718.361907143	0	0	0	0	38242.4489286696	0	0	0	0	0	0	0	0	0	0	0	0	14058.0699802486
GEL-2926752-11	0	4427.27148781458	3831.69686985173	1924.35664375391	0	2567.47713457933	2252.67340794183	1672.11327614611	0	0	0	0	0	0	0	0	0	0	0	0	944.411179912509
GEL-2666890-11	5627.79149329635	0	5676.24664817383	0	0	0	2002.14701803051	6463.01849283403	0	0	0	0	0	0	0	0	0	0	0	0	4001.79634766528
GEL-2445105-11	506.568986652138	0	2477.83744211387	976.132933805503	0	741.100926178153	2003.77288204849	0	0	0	0	0	0	0	0	0	0	0	0	0	637.586829201846
GEL-2320124-11	6925.62942423748	0	5632.91861034089	5977.47480019573	0	2128.3470885663	1875.3058228674	3400.05447724678	0	0	0	0	0	0	0	0	0	0	0	0	1654.26977654542
GEL-2582981-11	20347.8082558186	0	9278.8326480099	4851.74258453431	0	0	0	22444.561339774	0	0	0	0	0	0	0	0	0	0	0	0	5722.05517186319
GEL-2211792-11	0	0	338.537503842607	0	0	0	2199.74146941285	0	0	0	0	0	0	0	0	0	0	0	0	0	724.721026744543
GEL-2617349-11	0	1446.19280996012	5435.70743660771	2613.73382849837	0	2450.9372621838	3460.17609814009	0	0	0	0	0	0	0	0	0	0	0	0	0	998.252564609909
GEL-2942285-11	9643.02383554159	0	3037.37754405136	3292.82519464554	0	0	0	8856.6849815599	0	0	0	0	0	0	0	0	0	0	0	0	4448.08844420161
GEL-2668552-11	6312.69990494297	0	4087.77699619772	10202.9393536122	0	0	0	6341.20532319392	0	0	0	0	0	0	0	0	0	0	0	0	4621.37842205319
GEL-2236100-11	38461.1492695275	0	6148.04244269146	0	0	0	0	34711.7085965544	0	0	0	0	0	0	0	0	0	0	0	0	12355.0996912266
GEL-2440304-11	14049.2059604131	0	5734.9112013558	3471.38074377258	0	0	3370.76826655581	16049.4420746331	0	0	0	0	0	0	0	0	0	0	0	0	4286.29175326961
GEL-2967896-11	7352.75300113885	0	4327.50312715867	0	2938.699811437	0	1909.10426973844	7894.56639844669	0	0	0	0	0	0	0	0	0	0	0	0	2374.37339208035
GEL-2556234-11	13045.0203798055	0	5246.71479851783	9776.26354793886	0	0	0	17381.0243168133	0	0	0	0	0	0	0	0	0	0	0	0	6378.97695692451
GEL-2563685-11	6128.25848987494	1765.12619259414	3909.74203338391	8925.4966598643	0	0	3561.2107512253	2752.79793487171	0	0	0	0	0	0	0	0	0	0	0	0	1585.3679381857
GEL-2809086-11	2868.99906155356	0	0	3398.29970566907	0	0	2896.9357590752	0	0	0	0	0	0	0	0	0	0	0	0	0	2530.76547370217
GEL-2626668-11	5534.12370240071	0	2546.6454673835	2106.31194410723	0	0	1443.814681763	7162.65879642247	0	0	0	0	0	0	0	0	0	0	0	0	1357.44540792309
GEL-2257130-11	0	3201.08644603776	1685.9388208773	0	1692.93027333354	5861.83349510003	1584.06337080059	1091.6653620965	0	0	0	0	0	0	0	0	0	0	0	0	832.48223175428
GEL-2929710-11	17074.2509811841	0	7613.49715083456	4957.34701869298	0	0	0	20767.2645377679	0	0	0	0	0	0	0	0	0	0	0	0	6526.64031152046
GEL-2763186-11	2015.86966208689	1846.21230969179	4167.36511325659	5853.92935388043	0	1745.61901225399	2226.06461195693	3011.29288897141	0	0	0	0	0	0	0	0	0	0	0	0	697.64704790197
GEL-2723198-11	11231.5868564166	0	9068.24030587794	10844.7566728481	0	0	0	10443.4141020565	0	0	0	0	0	0	0	0	0	0	0	0	6446.00206280086
GEL-2045820-11	547.5	0	1616	834.5	0	1038	3024	0	0	0	0	0	0	0	0	0	0	0	0	0	611
GEL-2570682-11	9433.49851497183	5129.77108370063	6820.86044963059	3721.19664732431	0	7827.91366754394	0	12212.1453530773	0	0	0	0	0	0	0	0	0	0	0	0	2162.6142837514
GEL-2935294-11	10630.2448970188	0	4652.60718564254	12345.7844192047	0	2389.05503847394	3020.56958715385	7719.67784407686	0	0	0	0	0	0	0	0	0	0	0	0	2649.06102842931
GEL-2354592-11	23718.8857061662	0	24427.0389487367	13683.2997752856	0	0	6244.94207421363	19599.4028702393	0	0	0	0	0	0	0	0	0	0	0	0	7289.43062535857
GEL-2693490-11	23349.7165315197	0	0	21137.0800680094	0	0	0	19284.5471880722	0	0	0	0	0	0	0	0	0	0	0	0	12710.6562123987
GEL-2876046-11	16100.1338657026	3322.75743923166	9857.34718212966	5177.50565192759	0	0	0	15932.2471740362	0	0	0	0	0	0	0	0	0	0	0	0	5173.00868697229
GEL-2252158-11	3467.05691309584	3593.02264869275	2782.74305582534	5607.47469018298	0	4229.84942309934	0	4317.32562837497	0	0	0	0	0	0	0	0	0	0	0	0	1736.52764072878
GEL-2029532-11	32594.9509177293	0	9996.52576519506	6367.52312147846	0	0	0	23135.0169917155	0	0	0	0	0	0	0	0	0	0	0	0	7237.98320388168
GEL-2955712-11	3942.10758043839	0	3344.9244688229	8045.99386335456	0	0	1612.7938549482	4607.69711871887	0	0	0	0	0	0	0	0	0	0	0	0	2205.48311371708
GEL-2624437-11	1347.87410706002	1728.76240838668	0	5130.23007700158	0	2031.57111049262	4154.73559699416	1152.17459875684	0	0	0	0	0	0	0	0	0	0	0	0	639.6521013081
GEL-2212594-11	0	201.137183383992	502.337588652482	0	0	244.093617021277	715.603647416413	0	521.036271529888	0	0	0	0	0	0	0	0	0	0	0	309.791691995948
GEL-2328858-11	12240.2455872167	0	3875.44452671555	0	0	0	2818.59600640122	16918.0751068861	0	0	0	0	0	0	0	0	0	0	0	0	6008.63877278043
GEL-2245232-11	0	0	682.201420337587	781.303314121037	0	0	2074.1325648415	442.454919720049	0	0	0	0	0	0	0	0	0	0	0	0	882.907780979827
GEL-2948049-11	9721.33512031074	0	5925.27560403559	0	2991.91139570381	0	0	15100.1703088741	0	0	0	0	0	0	0	0	0	0	0	0	6585.30757107576
GEL-2577488-11	6815.52714362219	2973.88452307753	2935.87321736716	3165.9416466668	0	1461.93482357141	1535.95683995478	5959.27246762005	0	0	0	0	0	0	0	0	0	0	0	0	367.609338120081
GEL-2637559-11	5222.34938572199	0	2881.08938163299	8997.15629240005	0	0	0	6078.07891753248	0	0	0	0	0	0	0	0	0	0	0	0	3714.32602271249
GEL-2415288-11	20519.2570065593	0	9992.038163387	6143.33452593918	0	0	0	17322.1645796064	0	0	0	0	0	0	0	0	0	0	0	0	8873.20572450812
GEL-2957573-11	13575.75999457	0	3021.05645829091	2871.60313581755	0	0	2135.33308898391	13005.4381185095	0	0	0	0	0	0	0	0	0	0	0	0	2211.80920382813
GEL-2380197-11	9656.28086487618	3418.39141406209	13126.6630228784	8731.44551594157	0	3123.44392440186	0	6389.86239463902	0	0	0	0	0	0	0	0	0	0	0	0	3297.91286320088
GEL-2499420-11	0	0	0	384.278403275333	0	0	374.165813715455	0	619.901740020471	0	0	0	0	0	0	0	0	0	0	0	103.654042988741
GEL-2337116-11	1374.39538904899	0	0	3229.52776176753	0	0	953.436567403138	1407.04732628882	0	0	0	0	0	0	0	0	0	0	0	0	879.592955491522
GEL-2473064-11	19113.6216380489	6283.08839299281	6505.46764495192	6028.72650704409	0	4987.29198775696	0	24382.7605878395	0	0	0	0	0	0	0	0	0	0	0	0	1762.04324136581
GEL-2829595-11	7389.85618115055	0	3051.21152364114	0	0	0	1501.08799129607	7480.92218595585	0	0	0	0	0	0	0	0	0	0	0	0	2651.92211795639
GEL-2751472-11	10771.7661830015	0	3304.10292041013	12236.7504246567	0	0	0	16106.3122198801	0	0	0	0	0	0	0	0	0	0	0	0	6527.06825205157
GEL-2480961-11	7393.48527671424	0	4255.70372432997	3082.7853811347	0	0	4331.19846849983	6709.03292725374	0	0	0	0	0	0	0	0	0	0	0	0	2955.79422206752
GEL-2914825-11	0	396.596385542169	0	353.030873493976	0	0	1134.20557228916	0	0	0	0	0	471.709337349398	0	0	0	0	0	0	0	304.457831325297
GEL-2984714-11	3622.93195333424	0	3138.14535385174	7778.53066412456	0	0	2128.67202324209	3037.397521449	0	0	0	0	0	0	0	0	0	0	0	0	2268.32248399837
GEL-2892806-11	53740.802257708	16539.9780061617	0	0	0	49470.9207027116	0	69009.1666329578	0	0	0	0	0	0	0	0	0	0	0	0	23863.1324004609
GEL-2368605-11	6453.97288757517	0	5253.10579961268	0	2182.66721027418	0	2258.69044949546	6231.90500458669	0	0	0	0	0	0	0	0	0	0	0	0	2154.65864845582
GEL-2607100-11	26817.8066943079	0	12945.1818995579	15460.8832587386	0	0	0	24802.8444603092	0	0	0	0	0	0	0	0	0	0	0	0	11064.2836870864
GEL-2044739-11	1576.40027033877	1097.38637323646	1994.97550054913	2694.26586128242	0	1427.05182901073	1610.36580214581	1170.81186111346	0	0	0	0	0	0	0	0	0	0	0	0	253.742502323221
GEL-2386068-11	10710.8135845801	0	9346.69109198219	11265.770240593	0	0	0	13416.039628228	0	0	0	0	0	0	0	0	0	0	0	0	6301.68545461671
GEL-2483422-11	23737.9562218239	18326.9295288445	0	0	9045.52956867573	0	0	18506.3309494928	0	0	0	0	0	0	0	0	0	0	0	0	13187.2537311631
GEL-2486683-11	8844.19241095704	0	6332.63169521479	7373.74233618815	0	0	2313.63473694943	2377.11099782491	0	0	0	0	0	0	0	0	0	0	0	0	2171.68782286568
GEL-2101931-11	5983.05646419943	2387.82524105788	3476.28973980715	3116.96651914566	0	1367.32730421397	0	5247.91813653176	0	0	0	0	0	0	0	0	0	0	0	0	1795.61659504415
GEL-2072174-11	0	0	761.865051903114	766.382038376848	0	0	1183.45045611828	0	0	0	0	0	0	0	0	0	0	0	0	0	479.302453601758
GEL-2079868-11	944.129341317365	1457.24311377246	2711.74371257485	1320.57964071856	2292.74251497006	2406.87904191617	2264.70898203593	0	0	0	0	0	0	0	0	0	0	0	0	0	813.973652694605
GEL-2225969-11	10552.2139810715	0	11203.6345911694	0	3852.03054551363	0	4165.49234331208	12879.9302977375	0	0	0	0	0	0	0	0	0	0	0	0	6578.69824119589
GEL-2375185-11	0	659.105453250585	0	1977.31635975176	0	0	5550.01877098382	0	0	0	0	0	0	0	0	0	0	0	0	0	1666.55941601384
GEL-2908320-11	7673	0	0	3538	0	0	2270.5	3967.5	0	0	0	0	0	0	0	0	0	0	0	0	2780
GEL-2843261-11	0	0	0	292.350820985182	0	0	410.993191830196	0	377.953544253104	0	0	0	0	0	0	0	0	0	0	0	168.702442931518
GEL-2152417-11	0	1389.15840427308	0	645.037890168586	983.820397262561	0	2556.13153062928	0	0	0	0	0	0	0	0	0	0	0	0	0	421.851777666493
GEL-2626918-11	11981.0630728016	0	0	0	0	0	0	13968.1564600273	0	0	0	0	0	0	0	0	0	0	0	0	5967.7804671711
GEL-2677097-11	4397.53735076212	1224.78891982445	0	2151.00740880562	0	0	6340.99580010382	5011.18210561087	0	0	0	0	0	0	0	0	0	0	0	0	2070.48841489312
GEL-2455737-11	9378.77720066106	0	2166.21887655958	4770.18406189274	0	0	4255.89468427074	5187.41882934094	0	0	0	0	0	0	0	0	0	0	0	0	1788.50634727494
GEL-2653151-11	7643.45756901158	0	2991.70057880677	3167.15369545859	0	0	2180.91723063223	4802.71665182547	0	0	0	0	0	0	0	0	0	0	0	0	1668.05427426536
GEL-2317666-11	0	0	0	0	3496.18914247303	0	4305.54316443136	0	0	0	0	0	4930.2022982619	0	0	0	0	0	0	0	2905.06539483371
GEL-2867633-11	3320.26146520758	982.557012780887	969.035585999499	889.910199649152	1332.110934759	0	1197.89825411411	3026.79642469301	0	0	0	0	0	0	0	0	0	0	0	0	271.430122796763
GEL-2492985-11	7988.65682433251	0	2939.7177767904	2905.73837702468	0	0	0	8127.57260572767	0	0	0	0	0	0	0	0	0	0	0	0	2780.31441612474
GEL-2693825-11	0	0	4705.72612087331	9117.93813772446	0	4073.69575037242	2888.63880568326	6821.32778035849	0	0	0	0	0	0	0	0	0	0	0	0	3608.67340498806
GEL-2308121-11	16914.6415354557	0	6088.7910480509	8549.80240515719	0	2541.99527744982	6045.79958416483	4844.53809906907	0	0	0	0	0	0	0	0	0	0	0	0	2860.43205065249
GEL-2345065-11	0	246.647091108672	720.774423710209	557.351811196487	0	0	1011.80790340285	0	0	0	0	0	0	0	0	0	0	0	0	0	220.418770581782
GEL-2850924-11	9247.17873672147	0	3853.74196676511	5136.65411909904	0	0	2038.24357561599	11640.3129545555	0	0	0	0	0	0	0	0	0	0	0	0	2151.86864724289
GEL-2192492-11	0	418.865769662021	1368.06158897966	931.701425596668	0	718.769662021464	1891.39388114688	668.285840140958	0	0	0	0	0	0	0	0	0	0	0	0	243.921832452349
GEL-2026118-11	17073.7833436983	0	15443.4924082698	10353.0227676066	0	4556.21044488601	0	11666.6600785718	0	0	0	0	0	0	0	0	0	0	0	0	6865.83095696749
GEL-2966197-11	0	542.907488247146	1104.8819677636	704.976914036266	0	509.791134989926	2570.53148085964	0	0	0	0	0	0	0	0	0	0	0	0	0	543.911014103423
GEL-2370625-11	11863.4568162192	5474.78712928712	7631.36979133102	4711.55005348834	0	3169.56091871061	3313.1996339593	0	0	0	0	0	0	0	0	0	0	0	0	0	2667.07565700441
GEL-2510776-11	6097.51605356567	3088.50161342369	2531.09156179413	10076.873910939	0	3409.44982252339	3483.43788318812	0	0	0	0	0	0	0	0	0	0	0	0	0	2298.129154566
GEL-2178249-11	5937.46026768469	0	5812.47162951349	7298.8365146454	0	3640.66905265071	0	15772.5662281001	0	0	0	0	0	0	0	0	0	0	0	0	5540.99630740561
GEL-2386357-11	8244.48706507751	2859.51577326903	8745.07735697019	8272.49211637221	0	3370.10786919552	0	7160.29150781147	0	0	0	0	0	0	0	0	0	0	0	0	2929.02831130407
GEL-2049131-11	7527.25300902358	0	5579.41122160081	8257.06840908774	0	0	4547.46525153066	5872.03768427219	0	0	0	0	0	0	0	0	0	0	0	0	4082.76442448502
GEL-2427132-11	0	275.099242150848	855.308552869	459.665824612053	589.712739083363	0	1844.16528329123	0	0	0	0	0	0	0	0	0	0	0	0	0	134.048357993506
GEL-2004991-11	61375.9399539592	0	29963.1714418596	24768.6153198136	0	26991.9973089265	0	13445.2627570048	0	0	0	0	0	0	0	0	0	0	0	0	14343.0132184363
GEL-2622607-11	17563.5991064916	0	0	0	12777.0248500689	0	0	14165.8210349299	0	0	0	0	0	0	0	0	0	0	0	0	4824.5550085096
GEL-2681792-11	19221.6974455742	7317.52689320691	6661.93489177219	5363.25264331608	0	6099.85601334914	0	15847.2238943297	0	0	0	0	0	0	0	0	0	0	0	0	3621.50821845178
GEL-2586117-11	8429.09268463517	0	6740.57091095217	8275.40866906426	0	0	4208.53914952654	5679.30018453415	0	0	0	0	0	0	0	0	0	0	0	0	3832.08840128771
GEL-2330245-11	23639.7589953856	0	10368.5082477435	0	0	0	0	31734.25237148	0	0	0	0	0	0	0	0	0	0	0	0	8124.4803853909
GEL-2482215-11	10380.7831275493	14055.6753389924	7731.72125454746	0	0	7826.70554514386	0	8728.05647117186	0	0	0	0	0	0	0	0	0	0	0	0	5694.05826259512
GEL-2175159-11	10168.510729123	0	15927.0347219575	15809.5750276327	4608.91847391089	3686.73491633952	7919.28253992453	5144.23478294012	0	0	0	0	0	0	0	0	0	0	0	0	2305.70880817174
GEL-2498237-11	21757.3738928349	0	7429.87181124903	6857.61210936598	0	0	0	23542.1838721345	0	0	0	0	0	0	0	0	0	0	0	0	5416.95831441559
GEL-2095649-11	4191.565337497	0	16046.1796080551	9048.24434502362	0	3506.46327768436	3267.6020197774	9491.98659820642	0	0	0	0	0	0	0	0	0	0	0	0	4374.9588137561
GEL-2664420-11	5136.71610765214	1472.34215705965	3037.57971480217	7060.54988953605	0	0	2987.63595099418	3543.51004217714	0	0	0	0	0	0	0	0	0	0	0	0	1628.66613777867
GEL-2689948-11	16071.5519190482	0	5163.57089213012	4748.1858571485	0	0	0	19687.5511285031	0	0	0	0	0	0	0	0	0	0	0	0	4913.14020317009
GEL-2011507-11	6381.82851125152	0	0	1189.02699257289	0	0	2381.05531537524	6465.36553597162	0	0	0	0	0	0	0	0	0	0	0	0	1632.72364482873
GEL-2021209-11	2928.53030000665	0	7101.63593427792	4726.58384886583	0	0	1946.68196634072	3518.03964611189	0	0	0	0	0	0	0	0	0	0	0	0	2347.52830439699
GEL-2871861-11	22756.0807773802	0	0	0	0	0	3099.71532529786	25638.7810274758	0	0	0	0	0	0	0	0	0	0	0	0	6087.42286984614
GEL-2129027-11	2603.05739177012	0	9795.36049845611	6491.38375133909	0	5992.08502426114	2397.93466822106	0	0	0	0	0	0	0	0	0	0	0	0	0	4477.17866595248
GEL-2170589-11	0	0	454.988367174281	645.027707275804	0	0	910.47948392555	0	0	0	0	0	0	0	0	0	0	0	0	0	366.504441624365
GEL-2471894-11	0	2300.47983156028	771.158023049645	493.28125	473.290115248227	1210.46320921986	1334.40824468085	0	0	0	0	0	0	0	0	0	0	0	0	0	181.919326241138
GEL-2439024-11	8674.71721358664	0	3504.79983368515	9557.04444444444	0	0	0	12350.5804899891	0	0	0	0	0	0	0	0	0	0	0	0	5009.85801829467
GEL-2344577-11	116384.042035148	0	15541.1597740209	21354.0402682944	52694.7211656778	0	0	41994.9632338612	0	0	0	0	0	0	0	0	0	0	0	0	21292.0735229977
GEL-2422117-11	13616.5232479111	0	6378.4926105092	6246.91024667173	0	0	3001.3787097376	5112.19997601247	0	0	0	0	0	0	0	0	0	0	0	0	3187.4952091579
GEL-2152402-11	21439.5989032511	0	7656.49980415198	7643.00509204857	0	0	0	19233.4633764199	0	0	0	0	0	0	0	0	0	0	0	0	6551.43282412845
GEL-2105698-11	664.694802929892	668.198465294733	590.617370073247	1240.7970003488	0	398.416463201953	1794.37565399372	0	0	0	0	0	0	0	0	0	0	0	0	0	382.900244157655
GEL-2775581-11	4503.40347431097	926.260266404764	2458.53655392548	3832.9389233319	0	0	1516.28905530661	2297.16542876435	0	0	0	0	0	0	0	0	0	0	0	0	743.406297955928
GEL-2747243-11	1945.56123678222	0	2664.63826796948	4403.53366349886	0	1315.55568197029	1271.5203453353	2343.38047115513	0	0	0	0	0	0	0	0	0	0	0	0	1009.81033328872
GEL-2635246-11	30880.6998101166	6161.8380169426	12224.162499932	5733.77980054081	0	0	0	31852.8320211973	0	0	0	0	0	0	0	0	0	0	0	0	5057.68785127069
GEL-2976756-11	990.164221027653	0	2092.79030461524	1138.11404910649	1122.61930359824	791.731512421909	3989.64705312606	0	0	0	0	0	0	0	0	0	0	0	0	0	195.933556104408
GEL-2967285-11	2991.57431357924	8510.16789338137	3579.27649633393	0	2903.96964408855	9801.21042261846	2408.37751382693	4200.51875255077	0	0	0	0	0	0	0	0	0	0	0	0	1175.90496362075
GEL-2166560-11	12162.6775183283	7401.86945709395	5500.04534444337	3053.41484998224	3527.24645544682	3516.25036333689	0	9291.19801052869	0	0	0	0	0	0	0	0	0	0	0	0	1975.29800083974
GEL-2878299-11	8299.55348005159	0	0	5550.03883596123	0	0	11248.6054728127	4329.81043807464	0	14132.1452032284	0	0	0	0	0	0	0	0	0	0	4522.84656987144
GEL-2216894-11	7083.31819269612	1885.11295649261	6877.53295362083	7846.87656152778	0	0	1974.73718470301	3570.44900205811	0	0	0	0	0	0	0	0	0	0	0	0	2144.97314890154
GEL-2498345-11	30959.3259538268	0	9116.62062674559	6526.22291234274	13074.936254388	0	0	32689.5896789402	0	0	0	0	0	0	0	0	0	0	0	0	5159.30457375667
GEL-2453837-11	2566.26363636364	0	0	4915.55454545455	0	0	1147.21212121212	2213.62060606061	0	0	0	0	0	0	0	0	0	0	0	0	2325.34909090908
GEL-2886295-11	35170.1001672369	7370.6257775237	14551.2483126989	7633.1302570841	0	7361.12561540627	0	41448.2073012568	0	0	0	0	0	0	0	0	0	0	0	0	3666.56256879334
GEL-2824722-11	0	404.190173979648	940.279242805559	816.37422037422	0	0	1783.13316555422	0	0	0	0	0	0	0	0	0	0	0	0	0	622.023197286353
GEL-2266451-11	4398.09966963374	7716.54309578426	9234.55976775581	7348.16038678096	0	9725.40348585791	2937.06485495714	3132.50262866174	0	0	0	0	0	0	0	0	0	0	0	0	1048.66611056844
GEL-2950494-11	0	504.255104782375	874.042181622783	321.117678667383	0	249.869693713058	1393.85142396561	0	0	0	0	0	0	0	0	0	0	0	0	0	391.863917248791
GEL-2880333-11	10353.601219604	0	3507.67913874878	0	16102.4364224949	0	0	5673.3636226756	0	0	0	0	0	0	0	0	0	0	0	0	4196.91959647672
GEL-2905967-11	3750.25481756175	1585.18502085955	2823.93887821999	987.303820939011	0	0	1363.22912389908	3631.27845838024	0	0	0	0	0	0	0	0	0	0	0	0	956.809880140379
GEL-2299554-11	9541.19996834692	0	4314.4251008942	0	0	0	2435.76402627206	10274.1775737912	0	0	0	0	0	0	0	0	0	0	0	0	5004.43333069562
GEL-2091216-11	15942.931762322	2896.39916321132	10204.075686223	10474.286403122	0	0	0	8772.60819152329	0	0	0	0	0	0	0	0	0	0	0	0	4951.69879359839
GEL-2729136-11	6432.56772080131	2283.63651253622	3407.21166687665	0	0	2195.66977447398	2222.159758095	5768.81869724077	0	0	0	0	0	0	0	0	0	0	0	0	1491.93586997607
GEL-2687428-11	0	350.770029416854	504.827824883198	0	0	0	748.710849627963	0	796.383457345561	0	0	0	0	0	0	0	0	0	0	0	499.307838726424
GEL-2169787-11	0	435.200555356503	0	1072.22599426729	0	0	2789.49032604801	810.805177355786	0	0	0	0	0	0	0	0	0	0	0	0	483.277946972411
GEL-2483042-11	11689.7673987441	15498.9838282634	0	0	0	30282.1451075259	0	14778.6592506524	0	0	0	0	0	0	0	0	0	0	0	0	6534.44441481421
GEL-2231373-11	0	0	365.711910815568	579.921768042245	0	0	1211.51476628203	0	0	0	0	0	0	0	0	0	0	0	0	0	407.851554860157
GEL-2186431-11	27227.9900672494	0	11683.6412581484	0	0	0	0	36110.6179843505	0	0	0	0	0	0	0	0	0	0	0	0	12280.7506902517
GEL-2569461-11	8180.02011286742	0	4781.75067533232	8940.68506780069	0	0	3136.55674128754	8718.42905667442	0	0	0	0	0	0	0	0	0	0	0	0	3590.55834603761
GEL-2509668-11	0	7482.68832295711	6177.82986615762	4903.46810126033	0	18535.9893273173	3579.61170524306	3368.63459077203	0	0	0	0	0	0	0	0	0	0	0	0	2045.77808629255
GEL-2904074-11	5688.85537998768	0	5246.43889754648	8287.30150762875	0	0	0	5047.25138622114	0	0	0	0	0	0	0	0	0	0	0	0	3349.15282861595
GEL-2857687-11	43421.1560396813	0	16322.5659592652	0	0	0	0	61311.0163926576	0	0	0	0	0	0	0	0	0	0	0	0	14702.2616083959
GEL-2188048-11	14625.3560294572	0	6141.53916369842	5168.71615910575	0	0	0	12542.6645173113	0	0	0	0	0	0	0	0	0	0	0	0	5192.72413042733
GEL-2525627-11	6780.88309094314	2637.67654952874	0	2818.12021721491	0	1495.53311278946	0	6637.92771986767	0	0	0	0	0	0	0	0	0	0	0	0	3653.85930965608
GEL-2063886-11	4970.48123940934	1894.18339385137	3448.33386589204	2403.23267973856	0	0	2062.19966109901	5105.9943597192	0	0	0	0	0	0	0	0	0	0	0	0	772.57480029048
