GEL-Uterus_common_SBS17	GEL-Uterus_common_SBS3+8	GEL-Uterus_common_SBS1	GEL-Uterus_common_SBS18	GEL-Uterus_common_SBS13	GEL-Uterus_common_SBS2	GEL-Uterus_rare_SBS44	GEL-Uterus_rare_SBS10a	GEL-Uterus_rare_SBS20	GEL-Uterus_rare_SBS26_a	GEL-Uterus_rare_SBS10d	GEL-Uterus_rare_SBS14_a	GEL-Uterus_rare_SBS31	GEL-Uterus_rare_SBS5	GEL-Uterus_rare_SBS9	GEL-Uterus_rare_SBS26_b	GEL-Uterus_rare_SBS18+44	GEL-Uterus_rare_SBS14_b	unassigned
GEL-2555719-11	0	1324.35381750466	1642.45841092489	929.844196151459	305.120732464308	492.387957790192	0	0	0	0	0	0	0	0	0	0	0	0	132.834885164491
GEL-2494078-11	0	512.482233502538	1243.09535895577	534.044597534445	0	304.881798404641	0	0	0	0	0	0	0	0	0	0	0	0	171.496011602606
GEL-2753368-11	0	2388.68890516707	2684.52191919761	0	0	986.110046768468	10238.024764749	0	0	0	0	0	0	0	0	0	0	0	1469.65436411785
GEL-2612225-11	0	642	1694	1196.5	0	322	0	0	0	0	0	0	0	0	0	0	0	0	201.5
GEL-2805826-11	0	3944.81833895943	0	0	0	0	46100.4360299375	0	0	0	0	0	0	0	0	0	0	0	5242.74563110308
GEL-2124993-11	0	2384.37963761864	2080.88582111015	0	0	0	9254.55814399387	0	0	0	0	0	0	0	0	0	0	0	1952.17639727734
GEL-2114330-11	0	1351.74435208866	1650.91315004263	895.511935208866	0	526.537084398977	0	0	0	0	0	0	0	0	0	0	0	0	254.293478260867
GEL-2840173-11	0	1917.54278042231	1217.66959599658	326.740510191627	0	364.153545709752	0	0	0	0	0	0	0	0	0	0	0	0	260.893567679731
GEL-2221089-11	0	0	2855.88250298666	0	0	0	23866.0533079332	0	0	0	0	0	0	0	0	0	0	0	4264.06418908014
GEL-2031943-11	0	547.130447372231	1871.28652092081	635.474446213986	0	260.012451136528	0	0	0	0	0	0	0	0	0	0	0	0	153.096134356445
GEL-2901719-11	818.832240647898	679.349787890474	817.828769764751	2585.44273042808	0	0	0	0	0	0	0	0	0	0	0	0	0	0	302.546471268797
GEL-2180477-11	0	0	3987.79202919631	1889.84925819163	0	0	10917.4060508291	0	0	0	0	0	0	0	0	0	0	0	2119.95266178296
GEL-2124686-11	816.835635920358	1824.51605038602	1460.81186509549	410.665989435189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	405.170459162943
GEL-2310268-11	0	1817.0032072205	3587.04509976443	1149.55303266824	0	0	9960.79459597536	0	0	0	0	0	0	0	0	0	0	0	1087.60406437147
GEL-2581521-11	0	0	0	0	11294.3501367526	8574.14538428726	0	0	0	0	0	0	0	0	0	0	0	0	59.5044789601379
GEL-2512256-11	0	2701.9198883661	0	0	0	0	20678.5802994794	0	0	0	0	0	0	0	0	0	0	0	4546.4998121545
GEL-2865819-11	0	1367.20603598375	1586.57864190366	524.695298897272	1447.15960533952	843.010446894951	0	0	0	0	0	0	0	0	0	0	0	0	258.349970980847
GEL-2848835-11	0	1222.69067943428	3786.99332220367	1239.67943427725	0	0	8795.17831606136	0	0	0	0	0	0	0	0	0	0	0	818.45824802344
GEL-2796799-11	0	12015.4769397721	0	2377.20944112859	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2185.31361909931
GEL-2431847-11	0	0	15531.646063224	7915.56479874337	0	0	97280.651466719	0	0	0	0	0	0	0	0	0	0	0	6590.13767131363
GEL-2443578-11	428.221823554242	396.167792317434	1122.89278176446	0	0	216.364710848459	0	0	0	0	0	0	0	0	0	0	0	0	209.352891515405
GEL-2197258-11	0	653.811557788945	1128.26331658291	1277.56281407035	440.383417085427	367.737688442211	0	0	0	0	0	0	0	0	0	0	0	0	120.241206030157
GEL-2274839-11	0	1949.83461962514	4363.6298872021	0	0	0	21365.1878551438	0	0	0	0	0	0	0	0	0	0	0	1796.34763802896
GEL-2788722-11	0	0	4243.70715576915	0	0	0	16058.2319783078	0	0	0	0	0	0	0	0	0	0	0	2431.06086592305
GEL-2593205-11	0	1233.67595252967	1511.45396627108	534.458963148032	0	566.606870705809	0	0	0	0	0	0	0	0	0	0	0	0	174.804247345409
GEL-2216439-11	0	482.111652061019	2328.2099967543	1115.44466082441	0	446.177864329763	0	0	0	0	0	0	0	0	0	0	0	0	241.055826030508
GEL-2684093-11	0	1567.27500591156	1252.51477890754	695.785764956255	0	362.953180420903	0	0	0	0	0	0	0	0	0	0	0	0	367.471269803742
GEL-2018009-11	257.376261412782	935.050456511293	1277.38587217684	444.286400768861	0	0	0	0	0	0	0	0	0	0	0	0	0	0	205.901009130224
GEL-2825943-11	795.867156131697	6088.45887346564	0	1107.90317769875	518.390501319261	0	0	0	0	0	0	0	0	0	0	0	0	0	221.380291384652
GEL-2795900-11	0	2264.85668251027	1663.7927978732	614.554096511722	617.551921372754	791.425763312656	0	0	0	0	0	0	0	0	0	0	0	0	249.818738419398
GEL-2551813-11	0	2444.46968837553	0	0	0	0	22326.4233142543	0	0	0	0	0	0	0	0	0	0	0	4336.10699737017
GEL-2031541-11	0	7748.42514285714	0	942.038	673.884857142857	0	0	0	0	0	0	0	0	0	0	0	0	0	1141.652
GEL-2531547-11	0	1041.08550782818	1076.15576073866	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	378.75873143316
GEL-2512518-11	0	3905.33436110203	0	0	0	0	27847.6882024468	0	0	0	0	0	0	0	0	0	0	0	3425.97743645117
GEL-2988714-11	0	2489.27472077057	1325.1786043652	379.19417973153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	688.3524951327
GEL-2821355-11	0	6329.78030200586	826.968852828488	928.281271129141	1994.30750507099	0	0	0	0	0	0	0	0	0	0	0	0	0	992.662068965521
GEL-2214932-11	0	604.625637005096	1258.42414739318	356.2524500196	0	189.666797334379	0	0	0	0	0	0	0	0	0	0	0	0	151.030968247745
GEL-2283283-11	0	5745.74617264735	4005.21721366295	0	0	0	29841.5690625874	0	0	0	0	0	0	0	0	0	0	0	1538.4675511023
GEL-2833553-11	0	2303	2258	0	0	0	21087.5	0	0	0	0	0	0	0	0	0	0	0	2712.5
GEL-2536466-11	0	0	28712.4235248808	0	0	0	45575.2357601031	0	0	0	0	0	0	0	0	0	0	0	999.340715016093
GEL-2700964-11	0	566.338228327807	1379.76030317385	841.488394126007	0	243.074372335386	0	0	0	0	0	0	0	0	0	0	0	0	143.33870203695
GEL-2275022-11	1492.41763099727	1031.59745156677	1300.49252372903	1892.26160447276	1567.88818099077	4247.3426082434	0	0	0	0	0	0	0	0	0	0	0	0	0
GEL-2901943-11	0	0	28168.5237031902	0	0	0	0	0	0	362571.61237047	0	0	0	0	0	0	0	0	6727.86392633978
GEL-2660473-11	0	2249.63467336683	1323.55008375209	867.515996649916	541.634338358459	711.833668341709	0	0	0	0	0	0	0	0	0	0	0	0	282.831239530996
GEL-2890195-11	0	2745.10367225373	0	0	6784.10649218973	4919.41354836666	0	0	0	0	0	0	0	0	0	0	0	0	1312.37628718988
GEL-2517371-11	0	6437.03751286675	6220.43530249441	0	0	0	45450.9474185235	0	0	0	0	0	0	0	0	0	0	0	6526.57976611534
GEL-2714902-11	5040.0637231802	0	24358.3914946	0	0	0	22500.5523124417	0	0	0	0	0	0	0	0	0	0	0	86.9924697780953
GEL-2349997-11	0	1213.37989840348	1959.42089985486	412.298984034833	0	277.701378809869	0	0	0	0	0	0	0	0	0	0	0	0	274.198838896958
GEL-2279431-11	0	1758.47053900234	2010.68145296284	1275.06628724473	0	381.318881821225	0	0	0	0	0	0	0	0	0	0	0	0	553.462838968865
GEL-2240406-11	0	386.637688912666	2158.47733048014	754.293165708172	0	309.709776648388	0	0	0	0	0	0	0	0	0	0	0	0	125.882038250634
GEL-2236365-11	0	303.9144287665	1663.7687756031	1090.98771051434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	241.32908511606
GEL-2413982-11	0	1767.77665995976	473.475855130785	306.808350100604	0	292.794265593561	0	0	0	0	0	0	0	0	0	0	0	0	144.14486921529
GEL-2833441-11	0	2264.55746732648	0	0	0	0	32461.3237660195	0	0	0	0	0	0	0	0	0	0	0	4680.11876665402
GEL-2532171-11	0	577.132399745385	2022.21196690006	737.030553787397	0	316.298535964354	0	0	0	0	0	0	0	0	0	0	0	0	272.326543602804
GEL-2612099-11	0	670.213307863738	1538.48965297676	1414.95033428844	0	654.708373129577	0	0	0	0	0	0	0	0	0	0	0	0	434.638331741485
GEL-2550978-11	0	378.996684350133	2015.82294429708	1570.41445623342	0	0	0	0	0	0	0	0	0	0	0	0	0	0	552.765915119367
GEL-2772804-11	0	698.527788279773	1176.38884688091	468.353875236295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	303.729489603022
GEL-2675444-11	0	5612.69751092533	0	1664.4482234467	5268.0011400342	4751.70701121034	0	0	0	0	0	0	0	0	0	0	0	0	1134.14611438343
GEL-2517729-11	0	0	217587.793904192	0	0	0	0	1271011.98580155	0	0	0	0	0	0	0	0	0	0	78487.2202942579
GEL-2826598-11	0	0	5249.25367978096	2034.48589646998	0	0	18308.3725904555	0	0	0	0	0	0	0	0	0	0	0	1623.88783329356
GEL-2499407-11	0	0	9362.403651087	0	0	0	25006.0590550626	0	0	0	0	0	0	0	0	0	0	0	1057.5372938504
GEL-2504718-11	0	0	454369.263496229	0	0	0	0	921621.162050854	0	0	0	0	0	0	0	0	0	0	54794.5744529171
GEL-2109592-11	907.786594031265	2201.75864519185	1197.67645665561	0	1388.76302700142	0	0	0	0	0	0	0	0	0	7009.01527711985	0	0	0	5.45696821063757e-12
GEL-2893936-11	0	1798.8927694711	1707.47444766793	0	0	405.138027226066	0	0	0	0	0	0	0	0	0	0	0	0	565.494755634904
GEL-2731819-11	0	0	9192.24885287344	0	0	0	17202.2229321421	0	0	0	0	0	0	0	0	0	0	0	2476.52821498446
GEL-2081843-11	0	0	21716.665466209	0	0	0	30995.2315570311	0	0	0	0	0	0	0	0	0	0	0	610.102976759896
GEL-2417261-11	0	2769.81618481892	0	1949.01882414888	0	0	23138.2875948201	0	0	0	0	0	0	0	0	0	0	0	2521.8773962121
GEL-2814260-11	0	0	3226.73124291651	0	0	0	0	0	0	0	0	0	0	0	0	33173.5177937288	0	0	3313.75096335469
GEL-2706268-11	0	0	56367.1293426013	0	0	0	0	560911.140190161	0	0	0	0	0	0	0	0	0	0	22163.7304672378
GEL-2492180-11	0	1067.4494547598	1300.20159151194	594.922487474212	0	296.959622752726	0	0	0	0	0	0	0	0	0	0	0	0	144.466843501322
GEL-2697940-11	0	0	3926.84545244156	0	0	0	25549.5135693898	0	0	0	0	0	0	0	0	0	0	0	2954.64097816864
GEL-2570336-11	0	0	0	0	0	0	0	852048.008565017	0	0	0	0	0	0	0	0	0	0	14849.991434983
GEL-2627762-11	0	2244.06179734532	2061.73177631102	1594.886777399	0	453.320519329803	0	0	0	0	0	0	0	0	0	0	0	0	551.999129614857
GEL-2449750-11	0	963.573922651934	2021.60607734807	772.158563535912	0	401.822320441989	0	0	0	0	0	0	0	0	0	0	0	0	363.839116022095
GEL-2646443-11	0	875.869234214062	2608.6105388864	2160.17748917749	0	657.901776384535	0	0	0	0	0	0	0	0	0	0	0	0	395.440961337514
GEL-2894555-11	12936.0607409056	6959.22572032484	0	0	0	0	72614.4209589498	0	0	0	0	0	0	0	0	0	0	0	1864.29257981975
GEL-2796894-11	0	0	28006.1336950341	0	0	0	35167.3299374526	0	0	0	0	0	0	0	0	0	0	0	153.536367513298
GEL-2076351-11	0	8965.76076889745	0	0	0	0	79397.4483442706	0	0	0	0	0	0	0	0	0	0	0	7439.79088683195
GEL-2433883-11	0	920.154882154882	2426.9085016835	1802.30336700337	0	532.589646464646	0	0	0	0	0	0	0	0	0	0	0	0	259.043602693602
GEL-2875717-11	440.119887165021	3266.60084626234	2320.26798307475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1073.01128349789
GEL-2041167-11	0	477.447824412784	1492.77358490566	332.11590296496	0	218.747015787447	0	0	0	0	0	0	0	0	0	0	0	0	72.9156719291491
GEL-2792120-11	0	476.04570331253	2838.27249159866	596.557273163706	372.035717714834	716.568795007201	0	0	0	0	0	0	0	0	0	0	0	0	208.520019203069
GEL-2565259-11	0	4845.0119072488	1132.23647378316	1111.73219135158	2302.48088573219	2157.95069981199	0	0	0	0	0	0	0	0	0	0	0	0	420.58784207228
GEL-2832224-11	0	583.899708054268	1371.26446848703	642.389661686416	0	205.96462304654	0	0	0	0	0	0	0	0	0	0	0	0	107.481538725746
GEL-2116526-11	0	10022.382709968	0	2224.69818092256	890.27894866472	0	0	0	0	0	0	0	0	0	0	0	0	0	1061.64016044472
GEL-2038876-11	0	2608.0505651398	2211.31469363474	0	717.426531826294	468.278405710886	0	0	0	0	0	0	0	0	0	0	0	0	722.92980368828
GEL-2132254-11	0	0	8412.35272658658	0	0	0	34387.9418726545	0	0	0	0	0	0	0	0	0	0	0	4898.70540075892
GEL-2575882-11	0	1995.9584974821	5212.42033503477	1877.31235654825	0	0	18628.4453598712	0	0	0	0	0	0	0	0	0	0	0	1512.86345106368
GEL-2027028-11	0	0	8363.17984027993	0	0	0	24128.9039986455	0	0	0	0	0	0	0	0	0	0	0	2949.91616107457
GEL-2427183-11	0	986.838793873206	2684.92176660485	1366.96929734185	843.289511642283	1172.40250017172	0	0	0	0	0	0	0	0	0	0	0	0	227.578130366092
GEL-2878001-11	0	0	57213.2696991314	0	0	0	0	449361.337038135	0	0	0	0	0	0	0	0	0	0	28215.3932627336
GEL-2738136-11	0	0	0	134507.298656077	0	0	0	1609448.90119485	0	0	0	0	0	0	0	0	0	0	24848.8001490729
GEL-2059531-11	0	1240.09801356013	1506.86618294279	1056.10277149994	0	0	0	0	0	0	0	0	0	0	0	0	0	0	388.93303199714
GEL-2759888-11	0	0	29735.3913507342	0	0	0	22893.5712146594	0	0	0	0	0	0	0	0	0	0	0	800.037434606398
GEL-2423921-11	0	785.738203619407	1759.91362273787	1437.02120572888	0	324.891750860442	0	0	0	0	0	0	0	0	0	0	0	0	194.435217053401
GEL-2549638-11	0	391.537990196078	0	230.932598039216	0	156.615196078431	0	0	0	0	0	0	0	1165.63602941176	0	0	0	0	90.2781862745148
GEL-2836279-11	612.798475360741	5151.6025047645	1478.80707868228	1209.11581813232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	719.676123060159
GEL-2715646-11	0	1652.65973601215	1181.53953977339	653.585796051863	291.14729587665	419.770587548184	0	0	0	0	0	0	0	0	0	0	0	0	69.2970447377629
GEL-2757634-11	0	2548.90373343191	4630.73348471247	0	0	0	28162.460791044	0	0	0	0	0	0	0	0	0	0	0	2537.90199081162
GEL-2134351-11	0	518.43935538592	1169.49109414758	337.285835453774	0	259.72010178117	0	0	0	0	0	0	0	0	0	0	0	0	75.0636132315558
GEL-2520591-11	0	1522.27203136669	2390.93004729898	2950.7429673886	0	579.271657953697	0	0	0	0	0	0	0	0	0	0	0	0	573.783295992033
GEL-2887704-11	0	0	5312.44062105496	0	0	0	29115.473014303	0	0	0	0	0	0	0	0	0	0	0	3972.08636464204
GEL-2415490-11	0	503.802873104549	1355.66041500399	301.981245011971	0	287.958898643256	0	0	0	0	0	0	0	0	0	0	0	0	60.5965682362339
GEL-2797877-11	0	2012.08393632417	1191.77279305355	447.850940665702	0	0	0	0	0	0	0	0	0	0	0	0	0	0	488.292329956578
GEL-2903371-11	0	3168.50063031831	1529.56933501418	478.396155058304	517.346990230066	0	0	0	0	0	0	0	0	0	0	0	0	0	644.18688937914
GEL-2444962-11	0	3817.75241474473	0	0	0	0	40488.9796964321	0	0	0	0	0	0	0	0	0	0	0	3896.26788882317
GEL-2064413-11	0	0	7910.89173264333	0	0	0	25344.4681132314	0	0	0	0	0	0	0	0	0	0	0	2317.64015412527
GEL-2770057-11	0	0	3637.94910262195	0	0	0	31648.0081089888	0	0	0	0	0	0	0	0	0	0	0	4591.04278838925
GEL-2096286-11	0	3821.93573844419	0	0	14020.7670048854	0	0	0	0	0	0	0	0	0	0	0	0	0	2122.29725667041
GEL-2215094-11	0	711.360517545579	1299.24524603019	210.958635561655	0	245.451872181925	0	0	0	0	0	0	0	0	0	0	0	0	82.983728680651
GEL-2338197-11	0	3237.12183091817	0	5066.32081296405	0	0	47466.6128626024	0	0	0	0	0	0	0	0	0	0	0	1440.94449351538
GEL-2335929-11	0	8106.74828531635	5126.73019682729	0	0	0	38299.6021320766	0	0	0	0	0	0	0	0	0	0	0	5499.91938577976
GEL-2960305-11	341.520837879119	2268.96028802095	1135.73205324024	338.516255727689	0	347.029238490072	0	0	0	0	0	0	0	0	0	0	0	0	158.24132664193
GEL-2491120-11	0	762.538861356219	2143.70361416657	788.023449776381	0	319.806599782425	0	0	0	0	0	0	0	0	0	0	0	0	119.927474918405
GEL-2799540-11	0	716.364757070341	1838.71960357747	1081.30529369108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	505.610345661109
GEL-2262255-11	0	8050.38232570446	0	0	0	0	31522.9185518367	0	0	0	0	0	0	0	0	0	0	0	5754.69912245884
GEL-2122022-11	0	0	4850.07330822316	2313.22733132789	0	0	29745.7822492985	0	0	0	0	0	0	0	0	0	0	0	2670.91711115045
GEL-2833441-12	0	2689.53611990008	0	0	0	0	37723.4675992229	0	0	0	0	0	0	0	0	0	0	0	4599.99628087702
GEL-2533907-11	0	627.182920667003	1357.31379484588	651.67054067711	0	215.89085396665	0	0	0	0	0	0	0	0	0	0	0	0	114.941889843357
GEL-2852790-11	0	0	5297.85681604091	0	0	0	15004.335621047	0	0	0	0	0	0	0	0	0	0	0	2021.80756291209
GEL-2468476-11	0	654.113154437981	1472.88065303059	219.705948583224	0	211.19797335335	0	0	0	0	0	0	0	0	0	0	0	0	109.102270594855
GEL-2799540-12	0	847.834811748472	2252.21762270846	1320.80051251725	0	323.818844864971	0	0	0	0	0	0	0	0	0	0	0	0	333.328208160847
GEL-2293094-11	0	768.254886764832	3095.55635925256	966.078016016533	0	604.988202876087	0	0	0	0	0	0	0	0	0	0	0	0	381.122535089988
GEL-2810251-11	0	403.447275578205	1603.79040898994	1355.32287991637	0	271.46452371619	0	0	0	0	0	0	0	0	0	0	0	0	191.974911799295
GEL-2461642-11	0	527.822575516693	1297.60540540541	865.569157392687	0	264.410174880763	0	0	0	0	0	0	0	0	0	0	0	0	182.592686804447
GEL-2074342-11	0	4800.12859462286	0	0	0	0	44844.7149802324	0	0	0	0	0	0	0	0	0	0	0	4882.15642514474
GEL-2421380-11	0	566.319322990127	1644.42722143865	858.984344146685	0	296.166995768688	0	0	0	0	0	0	0	0	0	0	0	0	181.10211565585
GEL-2648573-11	0	0	6911.7489274011	0	0	0	7174.27113948853	0	0	0	0	0	0	0	0	0	0	0	743.97993311037
GEL-2716415-11	0	1065.56478698957	1059.06133993283	233.123563726357	0	263.139473219021	0	0	0	0	0	0	0	0	0	0	0	0	209.110836132222
GEL-2158390-11	0	764.644263217098	2484.46709786277	870.942350956131	561.073397075366	549.541057367829	0	0	0	0	0	0	0	0	0	0	0	0	118.331833520806
GEL-2986969-11	4099.48823330842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34778.3837677525	0	0	2605.12799893908
GEL-2150837-11	0	0	103552.579647166	108579.209760723	0	0	0	352980.414765836	0	0	0	0	0	0	0	0	0	0	12736.795826275
GEL-2057842-11	0	393.893821022727	1549.48295454545	523.351917613636	0	237.841619318182	0	0	0	0	0	0	0	0	0	0	0	0	121.429687500005
GEL-2495139-11	0	0	0	0	0	0	0	827374.056392354	0	0	0	0	0	0	0	0	0	0	49445.943607646
GEL-2417558-11	0	5170.03857811319	12729.6748922142	0	0	0	51374.0993468148	0	0	0	0	0	0	0	0	0	0	0	4200.18718285782
GEL-2218778-11	0	2893.32715231788	1430.39205298013	1045.88344370861	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1056.39735099338
GEL-2329821-11	0	0	5948.10405260566	0	0	0	24398.2231105704	0	0	0	0	0	0	0	0	0	0	0	4163.67283682394
GEL-2653089-11	0	1769.0198502585	2936.86303667456	0	0	0	21706.3787111165	0	0	0	0	0	0	0	0	0	0	0	2512.73840195044
GEL-2907633-11	427.898316970547	566.6896914446	1595.85028050491	1295.21914446003	0	295.119565217391	0	0	0	0	0	0	0	0	0	0	0	0	106.223001402522
GEL-2627048-11	0	0	8279.00632097108	0	0	0	0	0	0	0	0	0	0	0	0	40019.1981876154	0	0	5345.79549141352
GEL-2045995-11	0	752.005354752343	2151.87684069612	1237.15394912985	0	454.607764390897	0	0	0	0	0	0	0	0	0	0	0	0	266.356091030791
GEL-2155784-11	0	959.068570091271	1959.70512520477	753.732740463375	0	378.619237069974	0	0	0	0	0	0	0	0	0	0	0	0	228.87432717061
GEL-2537172-11	0	1289.55238911506	1877.30415684594	0	603.258410113563	387.666059567174	0	0	0	0	0	0	0	0	0	0	0	0	511.218984358263
GEL-2268137-11	0	0	0	0	0	0	0	0	1026134.14555661	0	0	0	0	0	0	0	0	0	43235.85444339
GEL-2996234-11	0	486.207781103035	1394.59598118854	1292.05215904233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	337.144078666095
GEL-2174987-11	0	0	2991.77047220562	1064.34136946271	0	0	9735.26917712692	0	0	0	0	0	0	0	0	0	0	0	1284.61898120475
GEL-2619296-11	0	5991.50583420893	0	1642.72742354698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1405.76674224409
GEL-2659333-11	0	475.896687832504	1511.34769177965	607.143984897889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	324.611635489957
GEL-2121403-11	0	632.348765432099	1312.64814814815	620.361111111111	0	242.250514403292	0	0	0	0	0	0	0	0	0	0	0	0	105.391460905348
GEL-2465570-11	0	2230.72673248347	3371.59840889485	0	0	0	18507.5294354452	0	0	0	0	0	0	0	0	0	0	0	1981.14542317648
GEL-2321355-11	3490.43979301423	6261.89198792583	0	0	0	0	16296.2189047003	0	0	0	0	0	0	0	0	0	0	0	2938.44931435964
GEL-2383852-11	640.171398477522	5202.7658352085	1660.35093598889	731.553119165031	1381.71159094173	813.447120218318	0	0	0	0	0	0	0	0	0	0	0	0	9.09494701772928e-12
GEL-2430096-12	0	2069.77175524031	1982.15442162467	2125.84684875432	0	514.689251182158	0	0	0	0	0	0	0	0	0	0	0	0	401.537723198542
GEL-2899869-11	0	1278.31157247213	1944.95255670896	1649.61161091888	0	0	13616.1670895809	0	0	0	0	0	0	0	0	0	0	0	1007.95717031913
GEL-2344474-11	0	294.421568627451	1902.26274509804	991.052941176471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	375.262745098038
GEL-2865146-11	0	273.375774260151	1453.99862353751	663.912594631796	0	323.444597384721	0	0	0	0	0	0	0	0	0	0	0	0	195.268410185822
GEL-2363882-11	0	0	30750.6129496403	0	0	0	38290.3665955678	0	0	0	0	0	0	0	0	0	0	0	123.020454791898
GEL-2095709-11	0	440.491850551655	1628.66725175527	1444.25200601805	0	0	0	0	0	0	0	0	0	0	0	0	0	0	483.588891675025
GEL-2472471-11	0	0	0	0	0	0	35758.1695626822	0	0	0	0	0	0	0	0	0	0	0	7121.8304373178
GEL-2502091-11	0	1556.62154067784	1918.11422397452	0	0	0	21015.1418227311	0	0	0	0	0	0	0	0	0	0	0	1924.12241261654
GEL-2694023-11	0	2546.93871113114	368.99819738621	513.693555655701	0	748.009914375845	0	0	0	0	0	0	0	0	0	0	0	0	266.359621451104
GEL-2337724-11	0	891.421319796954	536.350978970268	408.505680444767	0	0	0	0	0	0	0	0	0	0	0	0	0	0	229.722020788011
GEL-2474896-11	0	842.064804469274	2280.59217877095	544.334748603352	0	613.504357541899	0	0	0	0	0	0	0	0	0	0	0	0	205.503910614525
GEL-2256051-11	0	0	8475.45447858176	0	0	0	27226.1723021847	0	0	0	0	0	0	0	0	0	0	0	5088.37321923354
GEL-2411169-11	0	12804.3251285389	0	6464.21260006508	0	0	52276.1543507973	0	0	0	0	0	0	0	0	0	0	0	5342.30792059873
GEL-2015682-11	0	2884.30759974429	3103.52696198248	2208.67252660475	0	1602.94795622908	15002.7938931298	0	0	0	0	0	0	0	0	0	0	0	1756.7510623096
GEL-2315266-11	0	6661.69895068206	0	1364.14312696747	790.582948583421	0	0	0	0	0	0	0	0	0	0	0	0	0	714.574973767049
GEL-2736223-11	0	821.005269497139	1417.14604034929	385.767539897621	0	490.704305931948	0	0	0	0	0	0	0	0	0	0	0	0	204.376844324002
GEL-2387722-11	4380.22709895103	5965.75720058231	4797.62990979715	0	0	2825.22645950395	18658.0057414185	0	0	0	0	0	0	0	0	0	0	0	159.15358974706
GEL-2554813-11	783.34880952381	0	2530.93422619048	895.967658730159	0	555.12123015873	0	0	0	0	0	0	0	0	0	0	0	0	257.628075396821
GEL-2560726-11	363.595968850206	3980.49821346771	0	0	928.799633531837	0	0	0	0	0	0	0	0	0	0	0	0	0	201.106184150247
GEL-2504812-11	0	8410.63933793577	0	0	0	0	34696.5121564255	0	0	0	0	0	0	0	0	0	0	0	3532.84850563873
GEL-2701897-11	0	607.907949790795	1339.09444112373	276.503287507472	0	196.64674237896	0	0	0	0	0	0	0	0	0	0	0	0	84.8475791990431
GEL-2686033-11	0	704.393144243895	1591.75853177613	529.919611709389	0	267.959350826634	0	0	0	0	0	0	0	0	0	0	0	0	201.969361443952
GEL-2886437-11	0	593.394339622641	1736.61735849057	1079.12641509434	0	276.416603773585	0	0	0	0	0	0	0	0	0	0	0	0	295.445283018864
GEL-2066110-11	0	603.631634078212	1286.34601955307	562.588687150838	0	249.260824022346	0	0	0	0	0	0	0	0	0	0	0	0	165.172835195534
GEL-2265364-11	0	1216.52218296035	2483.52453867295	1694.33451118963	0	464.817432273263	0	0	0	0	0	0	0	0	0	0	0	0	505.801334903807
GEL-2709689-11	0	506.822000653808	1242.24027459954	946.970088264139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	370.967636482513
GEL-2293446-11	4345.07593766929	0	0	0	0	0	0	0	0	0	40991.5844619356	0	0	0	0	0	0	0	1757.33960039511
GEL-2098768-12	2591.30072840791	2719.16753381894	1104.84911550468	1790.13527575442	0	1384.05827263267	0	0	0	0	0	0	0	0	0	0	0	0	490.489073881381
GEL-2738059-11	372.464709556527	1225.52904434728	1321.14834478451	479.097751405372	383.478450968145	1027.28169893816	0	0	0	0	0	0	0	0	0	0	0	0	6.3664629124105e-12
GEL-2484917-11	498.651737676312	1899.98327759197	1928.52057583249	1951.55067616693	0	0	0	0	0	0	0	0	0	0	0	0	0	0	607.293732732298
GEL-2994561-11	0	704.336868099942	1622.2306798373	737.92446252179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	386.507989540968
GEL-2545477-11	0	553.395015576324	1713.77171339564	1335.66018691589	0	0	0	0	0	0	0	0	0	0	0	0	0	0	416.173084112146
GEL-2327050-11	0	698.341463414634	912.832055749129	1590.72209059233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	377.104390243907
GEL-2638044-11	0	530.792641600774	1518.1271583024	694.846700016137	0	233.789575601097	0	0	0	0	0	0	0	0	0	0	0	0	131.443924479592
GEL-2371579-11	0	1233.42126514132	1673.4282830225	1571.31061334359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	728.83983849259
GEL-2911548-11	0	553.2302727462	2510.04476368936	1115.46429315011	0	410.17072662919	0	0	0	0	0	0	0	0	0	0	0	0	216.08994378514
GEL-2118232-11	0	957.439603056918	1562.29668073457	1385.25310824683	0	333.524010493898	0	0	0	0	0	0	0	0	0	0	0	0	158.486597467784
GEL-2287534-11	0	0	0	0	0	0	0	582512.778811756	0	0	0	0	0	0	0	0	0	0	15563.2211882439
