GEL-Uterus_common_SBS17	GEL-Uterus_common_SBS3+8	GEL-Uterus_common_SBS1	GEL-Uterus_common_SBS18	GEL-Uterus_common_SBS13	GEL-Uterus_common_SBS2	GEL-Uterus_rare_SBS44	GEL-Uterus_rare_SBS10a	GEL-Uterus_rare_SBS20	GEL-Uterus_rare_SBS26_a	GEL-Uterus_rare_SBS10d	GEL-Uterus_rare_SBS14_a	GEL-Uterus_rare_SBS31	GEL-Uterus_rare_SBS5	GEL-Uterus_rare_SBS9	GEL-Uterus_rare_SBS26_b	GEL-Uterus_rare_SBS18+44	GEL-Uterus_rare_SBS14_b	unassigned
GEL-2868381-11	0	0	2404.44263265896	0	4599.02119513572	3861.49889135255	22764.2554984782	0	0	0	0	0	0	0	0	0	0	0	2652.78178237457
GEL-2986035-11	0	415.085058413609	1147.23508915761	648.13281410125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	229.547038327531
GEL-2769392-11	456.137618832051	2855.86162667874	2362.71284140637	527.159046325638	0	0	0	0	0	0	0	0	0	0	0	0	0	0	427.128866757201
GEL-2965636-11	0	679.691470054446	1753.20417422868	1442.84505444646	0	327.851179673321	0	0	0	0	0	0	0	0	0	0	0	0	202.408121597093
GEL-2225525-11	459.400047539815	2573.24078916092	2107.33507645987	529.461056968544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	646.563029870851
GEL-2083300-11	0	0	4350.66034998164	0	0	0	20222.8659161233	0	0	0	0	0	0	0	0	0	0	0	4045.47373389506
GEL-2151732-11	0	0	0	0	0	0	0	2053962.79638225	0	0	0	0	0	0	0	0	0	0	136118.20361775
GEL-2716627-11	0	2370.90027675777	2626.99752184216	0	0	0	20180.6629886222	0	0	0	0	0	0	0	0	0	0	0	2473.43921277787
GEL-2054833-11	0	420.569992498125	1429.1359339835	1047.16414103526	0	243.619804951238	0	0	0	0	0	0	0	0	0	0	0	0	200.510127531877
GEL-2884635-11	0	898.554345886132	2534.92164911654	1345.8347313939	0	518.665536319829	0	0	0	0	0	0	0	0	0	0	0	0	296.023737283599
GEL-2451640-11	0	2329.15786332438	1099.54660300408	1071.53267681289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	528.76285685865
GEL-2394177-11	0	2623.7045300879	0	0	0	0	34993.3905015038	0	0	0	0	0	0	0	0	0	0	0	5260.9049684083
GEL-2907264-11	0	886.528152866242	1552.55184713376	1200.24585987261	1037.87439490446	1057.41910828025	0	0	0	0	0	0	0	0	0	0	0	0	166.380636942678
GEL-2690669-11	0	1738.70090076787	1452.49704666273	0	3178.71086828116	0	0	0	0	0	0	0	0	0	0	0	0	0	395.09118428824
GEL-2293684-11	0	0	3632.83221130489	0	0	0	0	44324.2543352601	0	0	0	0	0	0	0	0	0	0	2490.91345343501
GEL-2458670-11	0	2511.3006529174	1161.10135765364	443.229557467095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	711.368431961865
GEL-2937677-11	0	271.229927525934	1659.34773340912	1185.8192411539	0	258.742361801904	0	0	0	0	0	0	0	0	0	0	0	0	139.860736109142
GEL-2796448-11	0	1946.28625413321	2183.44298535664	566.374303259329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	599.896457250821
GEL-2397205-11	0	2064.15945302973	5440.46298554607	1691.40832850203	0	0	14597.4150056976	0	0	0	0	0	0	0	0	0	0	0	1267.55422722457
GEL-2399438-11	0	0	4635.44872207802	0	0	0	18407.1802163657	0	0	0	0	0	0	0	0	0	0	0	3370.37106155628
GEL-2861372-11	0	534.919467244851	699.241133653399	1665.19281400031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	325.64658510144
GEL-2794874-11	0	2760.76322973541	2064.31389122218	0	2991.07717345653	967.318563628727	0	0	0	0	0	0	0	0	0	0	0	0	753.527141957153
GEL-2183897-11	850.100995457621	840.117425340678	2298.71701942592	584.53803034696	0	391.355948584131	0	0	0	0	0	0	0	0	0	0	0	0	200.17058084469
GEL-2033781-11	0	835.189812468322	2943.95641155601	1542.12012164217	0	389.287633046123	0	0	0	0	0	0	0	0	0	0	0	0	220.446021287375
GEL-2604609-11	0	3131.16594898973	2876.77433398003	2888.76922348933	0	837.643117399328	0	0	0	0	0	0	0	0	0	0	0	0	827.647376141582
GEL-2706486-11	0	0	7624.69744917778	0	0	0	44150.6433251327	0	0	0	0	0	0	0	0	0	0	0	6148.65922568952
GEL-2345629-11	0	2793.06183816991	599.868967747151	1807.59849648371	0	438.538679169024	0	0	0	0	0	0	0	0	0	0	0	0	539.932018430205
GEL-2473614-11	0	642.563318777293	2681.09170305677	784.356622998544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	350.988355167393
GEL-2390056-11	0	523.263749498194	2646.27659574468	1350.59965877158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	454.859995985546
GEL-2851219-11	0	0	0	2712.40555252498	0	0	34523.2978795018	0	0	0	0	0	0	0	0	0	0	0	5842.29656797322
GEL-2516413-11	0	2617.77444645473	1749.84922891359	650.443956233308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	784.932368398372
GEL-2942294-11	0	0	3223.31605620825	2269.03501497351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1000.64892881824
GEL-2546824-11	0	2685.47566129285	1626.47112224135	977.081546407889	616.420566598842	0	0	0	0	0	0	0	0	0	0	0	0	0	477.551103459069
GEL-2969389-11	0	3412.56215522771	2286.70660679923	1071.3625400898	0	586.424759461193	0	0	0	0	0	0	0	0	0	0	0	0	436.943938422067
GEL-2875074-11	0	310.693747660052	2330.4532634469	966.602770497941	0	299.186571820791	0	0	0	0	0	0	0	0	0	0	0	0	102.063646574316
GEL-2977964-11	0	1691.84998670095	2289.29701214647	698.938026420782	0	570.949374944587	0	0	0	0	0	0	0	0	0	0	0	0	387.965599787211
GEL-2432893-11	0	568.197461212976	3050.69111424542	1109.93229901269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	581.179125528914
GEL-2457683-11	0	0	195275.364660643	133602.224638913	0	0	0	278889.107543285	0	0	0	0	0	0	0	0	0	0	18446.303157159
GEL-2202552-11	0	4187.17899394056	2432.86092141964	902.392036164278	1308.1186880831	1084.26950081754	0	0	0	0	0	0	0	0	0	0	0	0	475.179859574882
GEL-2019531-11	0	0	10934.5063608947	0	0	0	50959.0202232054	0	0	0	0	0	0	0	0	0	0	0	3436.4734158999
GEL-2231527-11	0	5968.80270574972	0	0	0	0	58162.7998067322	0	0	0	0	0	0	0	0	0	0	0	7329.39748751809
GEL-2305765-11	0	0	2494.369368432	1572.62428467381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	745.00634689419
GEL-2040718-11	0	3298.08261554873	4009.91337228741	2484.419127832	0	0	18859.5216131446	0	0	0	0	0	0	0	0	0	0	0	2701.06327118726
GEL-2818983-11	24612.848599429	0	24576.8444324408	0	0	0	0	365287.276988965	0	0	0	0	0	0	0	0	0	0	259.029979165178
GEL-2272899-11	0	0	1332.48838526912	1501.29688385269	0	295.165155807365	0	0	0	0	0	0	0	0	0	0	0	0	397.049575070825
GEL-2248707-11	0	2065.97214209182	1445.0762383582	647.498557652683	559.659606033133	1067.11777796093	0	0	0	0	0	0	0	0	0	0	0	0	304.675677903234
GEL-2733251-11	0	0	11057.3403828439	0	0	0	27101.3931532259	0	0	0	0	0	0	0	0	0	0	0	1499.26646393019
GEL-2907532-11	0	2420.56772521063	0	1152.74659753726	0	0	0	0	0	0	0	0	3661.87167854828	0	0	0	0	0	1256.81399870383
GEL-2406363-11	734.193446971558	4353.00486319202	1998.97204892666	0	2087.73724026134	1005.00250528074	0	0	0	0	0	0	0	0	0	0	0	0	30.0898953676824
GEL-2081793-11	0	0	3491.37622027534	0	0	0	10873.8282853567	0	0	0	0	0	0	0	0	0	0	0	1602.79549436796
GEL-2282155-11	0	836.857581181284	1676.21324469445	637.510611096906	0	428.670928151368	0	0	0	0	0	0	0	0	0	0	0	0	328.747634875992
GEL-2899599-11	0	0	25845.7042743355	0	0	0	0	292983.155261668	0	0	0	0	0	0	0	0	0	0	6121.14046399645
GEL-2921841-11	0	685.459651449138	1661.47831028604	2239.60087137715	0	467.790017048683	0	0	0	0	0	0	0	0	0	0	0	0	216.67114983899
GEL-2715742-11	577.030584070796	3154.40049557522	826.259752212389	1323.71716814159	0	873.803469026549	0	0	0	0	0	0	0	0	0	0	0	0	313.788530973457
GEL-2883468-11	0	1946.7671903371	1557.91292334412	722.300544722507	913.982237309545	809.156311676008	0	0	0	0	0	0	0	0	0	0	0	0	372.88079261072
GEL-2337397-11	0	1652.88886014193	3698.13265079834	2198.68705647546	0	0	18265.2465996452	0	0	0	0	0	0	0	0	0	0	0	1231.04483293907
GEL-2078224-11	3029.17165754664	0	0	0	0	0	38000.0639837994	0	0	0	0	0	0	0	0	0	0	0	5360.76435865396
GEL-2194625-11	0	0	3582.38273225732	1953.75411228666	0	0	0	0	0	0	0	0	0	0	0	0	0	0	940.86315545602
GEL-2354945-11	0	568.606010247888	1833.72940036006	845.414208558372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	360.25038083368
GEL-2090746-11	0	725.998111912118	1597.09577754892	304.709062821833	213.646584277377	0	0	0	0	0	0	0	0	0	0	0	0	0	73.5504634397521
GEL-2706557-11	0	1030.59890584509	2899.27824167387	551.5529321432	0	429.04117477685	0	0	0	0	0	0	0	0	0	0	0	0	299.52874556099
GEL-2725625-11	0	892.085383363645	2893.77696946492	845.08088446444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	593.056762706995
GEL-2433412-11	0	0	5491.70626960133	0	0	0	25543.9364846156	0	0	0	0	0	0	0	0	0	0	0	4368.35724578307
GEL-2203249-11	0	0	11580.103669454	0	0	0	37187.7066601082	0	0	0	0	0	0	0	0	0	0	0	2086.1896704378
GEL-2727835-11	0	0	5586.77973504149	0	0	0	6548.56966079487	0	0	0	0	0	0	0	0	0	0	0	1599.65060416364
GEL-2113841-11	0	4043.58966963818	1485.5840325118	1053.91432878867	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1047.91196906135
GEL-2875421-11	0	2279.69705648369	3080.64463891099	0	0	0	19793.4171307346	0	0	0	0	0	0	0	0	0	0	0	3162.24117387072
GEL-2454546-11	0	1661.81699065621	1539.14595639566	0	2981.65717967995	2842.96380625067	0	0	0	0	0	0	0	0	0	0	0	0	298.41606701751
GEL-2858753-11	0	0	0	3370.11461843457	0	0	44371.0920960418	0	0	0	0	0	0	0	0	0	0	0	4349.79328552363
GEL-2853282-11	540.663718422487	2263.68546677167	1875.56794087357	2696.81662325074	0	591.179014963349	0	0	0	0	0	0	0	0	0	0	0	0	288.087235718184
GEL-2736958-11	0	368.169941259874	1184.65566133279	610.110188373506	0	222.404699210047	0	0	0	0	0	0	0	0	0	0	0	0	87.6595098237831
GEL-2726228-11	0	0	438.03773352999	0	1495.83628318584	1973.92318092429	0	0	0	0	0	0	0	0	0	0	0	0	165.20280235988
GEL-2073481-11	0	549.732674664785	1369.5796753705	991.419618913197	0	437.185038814397	0	0	0	0	0	0	0	0	0	0	0	0	196.082992237121
GEL-2399240-11	0	1378.42137613483	4618.38608227271	0	0	0	15730.6906302941	0	0	0	0	0	0	0	0	0	0	0	1275.50191129836
GEL-2542759-11	0	0	2213.69089997493	3045.89420907496	0	380.73677613437	0	0	0	0	0	0	0	0	0	0	0	0	362.67811481574
GEL-2299906-11	0	663.444741532977	1384.97219251337	432.115329768271	0	189.770231729055	0	0	0	0	0	0	0	0	0	0	0	0	138.697504456327
GEL-2683323-11	0	0	0	0	0	0	0	0	0	0	585919.991438898	0	0	0	0	0	0	0	10207.008561102
GEL-2652045-11	0	4951.26512591301	1033.96707729205	791.942930339039	1895.77264798866	0	0	0	0	0	0	0	0	0	0	0	0	0	482.052218467241
GEL-2332201-11	735.590994371482	3453.77485928705	2685.1573304744	931.748592870544	916.736531760922	611.991691235594	0	0	0	0	0	0	0	0	0	0	0	0	7.27595761418343e-12
GEL-2603333-11	0	734.442499196916	1740.2332155477	279.358496627048	0	241.810311596531	0	0	0	0	0	0	0	0	0	0	0	0	121.155477031805
GEL-2644489-11	0	177.020519835841	171.472868217054	0	0	94.3100775193798	0	0	0	0	0	0	0	607.720018239854	0	0	0	0	55.4765161878713
GEL-2581329-11	0	5062.46671818081	1896.17303234353	0	1064.43917650955	0	0	0	0	0	0	0	0	0	0	0	0	0	1043.92107296611
GEL-2972068-11	0	0	2033.6623584582	1541.88127644973	0	575.829120439209	0	0	0	0	0	0	0	0	0	0	0	0	222.627244652861
GEL-2367769-11	0	429.691271431752	2199.47906924961	1317.58650634603	0	336.14963259853	0	0	0	0	0	0	0	0	0	0	0	0	210.093520374078
GEL-2392891-11	0	597.642591549296	2004.33194366197	1323.53036619718	0	323.117746478873	0	0	0	0	0	0	0	0	0	0	0	0	197.377352112681
GEL-2494491-11	0	611.109403074466	2062.05629866241	1699.69494909164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	641.139349171484
GEL-2231130-11	0	993.569448455097	3341.05219462893	1110.51876985273	0	0	7552.22733179324	0	0	0	0	0	0	0	0	0	0	0	848.632255270002
GEL-2023670-11	0	400.246240601504	1525.62687969925	425.199248120301	0	198.126879699248	0	0	0	0	0	0	0	0	0	0	0	0	105.800751879697
GEL-2055150-11	0	374.111221449851	1647.39324726912	617.333664349553	525.059582919563	781.82224428997	0	0	0	0	0	0	0	0	0	0	0	0	94.280039721943
GEL-2779680-11	0	0	141134.726313945	105261.812577937	0	0	0	1334522.08947459	0	0	0	0	0	0	0	0	0	0	53775.371633528
GEL-2125354-11	0	0	0	0	0	0	0	276011.179442231	0	0	0	0	0	0	0	0	0	0	6621.82055776898
GEL-2108193-11	0	1346.59463557957	1902.0149748839	1452.48412472751	0	0	0	0	0	0	0	0	0	0	0	0	0	0	568.90626480902
GEL-2631351-11	0	0	32560.6563526214	0	0	0	37036.9028988789	0	0	0	0	0	0	0	0	0	0	0	1046.44074849971
GEL-2567786-11	0	429.148468593182	2696.93303339678	2120.23351790967	0	0	0	0	0	0	0	0	0	0	0	0	0	0	534.684980100368
GEL-2451665-11	0	2249.20757212532	1534.59477556419	0	3494.1619409771	3778.30916756221	0	0	0	0	0	0	0	0	0	0	0	0	1025.72654377118
GEL-2458613-11	0	714.738955823293	3057.8831690398	1098.59875867105	0	348.372763782402	0	0	0	0	0	0	0	0	0	0	0	0	256.406352683454
GEL-2862684-11	0	945.224803742764	3280.28015224804	1159.77583062406	0	514.622393148838	0	0	0	0	0	0	0	0	0	0	0	0	407.096820236298
GEL-2308589-11	0	860.121652639633	1745.71729150727	908.072685539403	0	0	0	0	0	0	0	0	0	0	0	0	0	0	403.088370313694
GEL-2241708-11	0	1850.53972008673	1722.14104080426	805.364478612261	0	347.725606150207	0	0	0	0	0	0	0	0	0	0	0	0	343.229154346542
GEL-2196088-11	0	485.531252672082	2568.09918768705	1877.92253099615	0	641.523215049166	0	0	0	0	0	0	0	0	0	0	0	0	292.923813595552
GEL-2418582-11	1176.42330139852	1260.02444664685	1287.55775795617	0	0	420.508754542451	0	0	0	0	0	0	0	0	0	0	0	0	401.485739456009
GEL-2682286-11	0	0	10137.057762326	0	0	0	78519.0660299862	0	0	0	0	0	0	0	0	0	0	0	5701.87620768779
GEL-2500196-11	0	551.123944913372	1876.32652154598	1002.04353620613	1530.12047978676	563.649489115948	0	0	0	0	0	0	0	0	0	0	0	0	115.73602843181
GEL-2867289-11	0	0	24684.5894962325	0	0	0	40944.5136180901	0	0	0	0	0	0	0	0	0	0	0	650.896885677401
GEL-2345772-11	0	0	0	0	0	0	0	0	317441.515548334	0	0	0	0	0	0	0	0	0	26237.484451666
GEL-2119419-11	0	2115.68514141755	2497.85730982001	0	0	0	12810.5109991429	0	0	0	0	0	0	0	0	0	0	0	1810.94654961954
GEL-2592674-11	0	621.251665657177	1668.51877649909	675.317080557238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	340.912477286495
GEL-2922063-11	0	3601.05730659026	2054.03629417383	703.327602674308	1040.50525310411	679.350525310411	0	0	0	0	0	0	0	0	0	0	0	0	289.723018147081
GEL-2568199-11	0	504.780085449798	1905.28269641586	1241.7290529314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	555.208165202942
GEL-2863528-11	615155.5	0	0	0	0	0	0	2129881.5	0	0	0	0	0	0	0	0	0	0	0
GEL-2477169-11	0	614.28158679202	2342.57383627608	586.268745700527	0	486.222884659482	0	0	0	0	0	0	0	0	0	0	0	0	333.652946571891
GEL-2022624-11	0	10564.7451591943	0	1276.83177387914	2322.60350877193	0	0	0	0	0	0	0	0	0	0	0	0	0	1229.81955815463
GEL-2887436-11	0	641.556929792652	2099.86904328847	472.884685340124	0	661.636958894143	0	0	0	0	0	0	0	0	0	0	0	0	264.052382684611
GEL-2083623-11	0	1198.41231144294	1783.3576108487	2840.66250190462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	745.56757580374
GEL-2364106-11	538.13003021148	5833.40954682779	1001.24193353474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	904.21848942599
GEL-2168375-11	0	668.27515188961	2633.70229636495	1091.18360621975	0	337.628565544228	0	0	0	0	0	0	0	0	0	0	0	0	112.210379981462
GEL-2934128-11	0	845.143198762132	1526.85539457026	635.231818821213	0	366.845125896751	0	0	0	0	0	0	0	0	0	0	0	0	178.924461949644
GEL-2634609-11	536.079332917706	2508.192409601	1856.31195448878	740.727867830424	0	519.108478802993	0	0	0	0	0	0	0	0	0	0	0	0	244.579956359097
GEL-2719185-11	0	0	38916.0503586103	0	0	0	34581.5980234812	0	0	0	0	0	0	0	0	0	0	0	1600.3516179085
GEL-2689419-11	0	684.660289600702	2928.32408951294	1150.60965335674	0	617.095129442738	0	0	0	0	0	0	0	0	0	0	0	0	322.31083808688
GEL-2780176-11	0	3565.68161509184	885.179712063545	450.328313751448	0	710.939599536654	0	0	0	0	0	0	0	0	0	0	0	0	421.870759556513
GEL-2986875-11	0	0	0	0	0	0	0	528781.835028162	0	0	0	0	0	0	0	0	0	0	17428.164971838
GEL-2032548-11	592.954376914396	1966.16459777527	2416.89005320006	0	0	600.967273899726	0	0	0	0	0	0	0	0	0	0	0	0	636.023698210548
GEL-2111089-11	0	1192.49566882466	1927.53396553296	0	430.901796297985	1473.58393361904	0	0	0	0	0	0	0	0	0	0	0	0	470.484635725355
GEL-2133682-11	0	232777.39634786	0	0	0	0	0	0	0	0	971174.186302132	0	0	0	0	0	0	0	33384.4173500082
GEL-2346285-11	0	503.839358600583	383.781924198251	0	0	157.230029154519	0	0	0	0	0	0	0	569.142565597668	0	0	0	0	109.006122448979
GEL-2906092-11	0	990.398587078939	2722.22125524726	720.426231186649	0	330.466161564452	0	0	0	0	0	0	0	0	0	0	0	0	119.4877649227
GEL-2768080-11	0	0	0	0	0	0	0	0	0	0	0	1065779.37766508	0	0	0	0	0	0	40647.6223349201
GEL-2676676-11	0	1172.4064171123	3299.27190456602	2260.13903743315	0	1005.56396544632	0	0	0	0	0	0	0	0	0	0	0	0	788.61867544221
GEL-2556108-11	0	0	3531.71650938807	0	0	0	23229.114894445	0	0	0	0	0	0	0	0	0	0	0	4043.16859616693
GEL-2163273-11	0	681.78733572282	1991.22007168459	919.911589008363	0	414.586857825568	0	0	0	0	0	0	0	0	0	0	0	0	188.494145758659
GEL-2653133-11	0	0	3607.03721817774	0	0	0	24068.9119656201	0	0	0	0	0	0	0	0	0	0	0	3501.05081620216
GEL-2265938-11	1129.50457317073	1623.1621570122	1178.56993140244	529.705602134146	0	636.848323170732	0	0	0	0	0	0	0	0	0	0	0	0	157.209413109752
GEL-2703511-11	0	1077.29765258216	711.366384976526	383.427981220657	0	287.945915492958	0	0	0	0	0	0	0	0	0	0	0	0	201.962065727699
GEL-2349071-11	0	1407.76080150282	1046.30870381966	953.692861615529	894.118346900438	0	0	0	0	0	0	0	0	0	0	0	0	0	495.119286161553
GEL-2365941-11	0	465.996042015527	1835.45379814279	564.601004719135	0	294.813822499619	0	0	0	0	0	0	0	0	0	0	0	0	127.135332622929
GEL-2665377-11	0	0	33080.2169332048	0	0	0	56046.0905467436	0	0	0	0	0	0	0	0	0	0	0	2688.6925200516
GEL-2172138-11	298.253124620798	1249.06006552603	1427.71168547506	364.309185778425	0	631.035553937629	0	0	0	0	0	0	0	0	0	0	0	0	153.630384662058
GEL-2846097-11	0	704.741756293582	1799.72485521806	1238.94102351968	0	339.078595910649	0	0	0	0	0	0	0	0	0	0	0	0	161.513769058029
GEL-2278534-11	0	2222.27271718629	1205.06335293465	667.980805503162	2406.62942416509	2044.91057361589	0	0	0	0	0	0	0	0	0	0	0	0	459.143126594918
GEL-2583287-11	0	948.091656192594	1992.19259402494	1720.16629604563	0	0	0	0	0	0	0	0	0	0	0	0	0	0	511.549453736836
GEL-2764583-11	0	1023.30807628312	748.957378727761	0	2574.29066939716	3158.5375015999	0	0	0	0	0	0	0	0	0	0	0	0	317.906373992058
GEL-2419274-11	0	1002.1665449233	2503.4200146092	1091.00401753104	0	665.282870708546	0	0	0	0	0	0	0	0	0	0	0	0	204.126552227914
GEL-2478974-11	0	4035.40136901058	1669.83849069412	715.216665723822	1004.60202523053	964.118063019743	0	0	0	0	0	0	0	0	0	0	0	0	445.823386321204
GEL-2746778-11	6101.87307856533	1940.34457728437	0	0	3018.6475234842	2323.30732280102	0	0	0	0	0	0	0	0	0	0	0	0	684.827497865081
GEL-2598792-11	0	0	11180.9529034052	0	0	0	46172.8607073337	0	0	0	0	0	0	0	0	0	0	0	2045.1863892611
GEL-2900146-11	0	0	38826.6335370281	0	0	0	0	0	0	82711.8496153187	0	0	0	0	0	0	0	0	1032.5168476532
GEL-2578762-11	485.037810867701	1967.15334840571	2921.72776175255	527.541124191159	0	405.031574023544	0	0	0	0	0	0	0	0	0	0	0	0	107.508380759336
GEL-2543295-11	0	0	114526.177194621	225235.548445471	0	0	0	1733777.85027528	0	0	0	0	0	0	0	0	0	0	11327.424084628
GEL-2140071-11	0	0	3968.26552419355	0	0	0	21884.4940860215	0	0	0	0	0	0	0	0	0	0	0	3924.24038978495
GEL-2870415-11	0	1038.12859699849	756.006608839323	1476.8734682638	0	0	0	0	0	0	0	0	0	0	0	0	0	0	374.991325898387
GEL-2891840-11	0	0	0	0	0	0	0	772997.633462671	0	0	0	0	0	0	0	0	0	0	41264.366537329
GEL-2693379-11	0	3122.28571428571	1273.88053949904	394.045692265345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	673.788053949905
GEL-2103870-11	0	0	218.90298782737	0	0	103.189966801918	0	0	0	0	0	0	0	753.887864256732	0	0	0	0	282.01918111398
GEL-2083484-11	1066.80384	657.26304	1091.77584	1263.08376	974.90688	1189.16664	0	0	0	0	0	0	0	0	0	0	0	0	0
GEL-2430721-11	0	2488.19135879775	0	863.657357545398	0	286.887914840326	0	0	0	0	0	0	0	0	0	0	0	0	345.263368816526
GEL-2748255-11	0	0	4100.39695497374	0	0	0	18850.3108365954	0	0	0	0	0	0	0	0	0	0	0	2501.29220843086
GEL-2839497-11	0	529.624284077892	1477.13565701195	598.27000490918	0	308.655211912944	0	0	0	0	0	0	0	0	0	0	0	0	148.314842088034
GEL-2496046-11	0	3365.21353949018	1114.39531968241	587.735896364396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	922.655244463014
GEL-2238111-11	0	402.242144177449	1737.70609981516	514.449168207024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	326.602587800367
GEL-2715799-11	0	1422.0760289376	2449.26978621942	0	0	0	12782.6890291815	0	0	0	0	0	0	0	0	0	0	0	1793.96515566148
GEL-2098768-11	0	1648.36269015212	1026.73438751001	1249.24339471577	371.180944755805	473.954163330664	0	0	0	0	0	0	0	0	0	0	0	0	215.524419535631
GEL-2927169-11	0	0	11001.877502451	0	0	0	0	0	185222.35545098	0	0	0	0	0	0	0	0	0	7782.767046569
GEL-2663463-11	0	921.476765338184	0	955.04878452125	3753.55217463205	2798.00231519762	0	0	0	0	0	0	0	0	0	0	0	0	661.919960310895
GEL-2757579-11	0	0	0	0	0	0	0	869789.666577632	0	0	0	0	0	0	0	0	0	0	26793.333422368
GEL-2227312-11	0	2827.83169797407	0	0	0	0	39643.16897802	0	0	0	0	0	0	0	0	0	0	0	6368.99932400593
GEL-2764449-11	1046.41807887992	1585.36085077082	1588.35775219005	1783.15634443977	0	0	6698.5741555411	0	0	0	0	0	0	0	0	0	0	0	355.132818178341
GEL-2834070-11	0	414.708600770218	1130.9323919555	555.449080017116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	239.909927257166
GEL-2431224-11	0	845.885659610095	1789.1430450903	921.785671570386	0	402.969142447076	0	0	0	0	0	0	0	0	0	0	0	0	215.216481282143
GEL-2208913-11	0	1450.10574512155	1625.73967077292	490.874305025619	435.331952469203	379.789599912788	0	0	0	0	0	0	0	0	0	0	0	0	208.15872669792
GEL-2847836-11	0	1306.54332743844	1276.39232757448	488.948714460618	0	264.323765474085	0	0	0	0	0	0	0	0	0	0	0	0	357.791865052377
GEL-2279608-11	0	2244.13963262765	927.798023038605	624.37352117061	1717.40270859278	712.997509339975	0	0	0	0	0	0	0	0	0	0	0	0	206.28860523038
GEL-2880460-11	0	404.49946638207	875.995731056563	550.078975453575	200.486659551761	292.67022411953	0	0	0	0	0	0	0	0	0	0	0	0	36.2689434365011
GEL-2622162-11	0	2116.17975597182	1392.9347826087	538.554734490462	1376.41776937618	0	0	0	0	0	0	0	0	0	0	0	0	0	400.912957552838
GEL-2867953-11	1050.40854083232	6470.93657496082	1139.90074873759	0	1405.8775901097	847.926170990771	0	0	0	0	0	0	0	0	0	0	0	0	569.9503743688
GEL-2374953-11	0	912.382864278167	2108.16117567957	1554.91307271156	0	337.065027374892	0	0	0	0	0	0	0	0	0	0	0	0	309.477859955811
GEL-2284665-11	0	801.297876997155	2359.93215145546	492.568395710221	0	468.089844604946	0	0	0	0	0	0	0	0	0	0	0	0	443.111731232219
GEL-2897436-11	0	0	78557.5168726198	0	0	0	0	1057559.57607412	0	0	0	0	0	0	0	0	0	0	56852.9070532604
GEL-2067737-11	0	1832.37653186275	1148.7956495098	1514.07169117647	1919.32322303922	1392.14644607843	0	0	0	0	0	0	0	0	0	0	0	0	348.28645833333
GEL-2780521-11	0	1539.1857522141	2601.65911513343	0	0	0	19088.5044863472	0	0	0	0	0	0	0	0	0	0	0	2582.65064630527
GEL-2073720-11	0	0	324510.812996963	97241.5851893127	0	88192.8793580921	0	746407.722455632	0	0	0	0	0	0	0	0	0	0	2.3283064365387e-10
GEL-2899947-11	0	0	36630.903921965	0	0	0	42397.0693924997	0	0	0	0	0	0	0	0	0	0	0	132.026685535297
GEL-2939270-11	0	1006.46954904695	2523.91594607159	1303.16578335658	0	0	0	0	0	0	0	0	0	0	0	0	0	0	538.44872152488
GEL-2396354-11	0	2317.45623342175	896.950663129974	511.542175066313	1236.81087533157	391.915384615385	0	0	0	0	0	0	0	0	0	0	0	0	306.324668435008
GEL-2444287-11	0	2737.43219272865	1583.80362309725	794.899547112844	1565.81720971191	968.768209837715	0	0	0	0	0	0	0	0	0	0	0	0	292.279217511631
GEL-2472794-11	0	4342.03104815864	2687.7811898017	956.066458923513	0	549.750708215297	0	0	0	0	0	0	0	0	0	0	0	0	285.370594900851
GEL-2524453-11	0	0	10938.468187052	0	0	0	28424.7201277718	0	0	0	0	0	0	0	0	0	0	0	1013.8116851762
GEL-2320553-11	0	949.190449118818	1534.34906196703	1305.70096645821	0	372.0545764639	0	0	0	0	0	0	0	0	0	0	0	0	248.704945992042
GEL-2531345-11	0	3089.35388550763	2534.57202081679	0	0	0	25821.3905795184	0	0	0	0	0	0	0	0	0	0	0	2613.68351415718
