GEL-Kidney_common_SBS13	GEL-Kidney_common_SBS5	GEL-Kidney_common_SBS1	GEL-Kidney_common_SBS125	GEL-Kidney_common_SBS107	GEL-Kidney_rare_SBS150	GEL-Kidney_rare_SBS57	GEL-Kidney_rare_SBS22	GEL-Kidney_rare_SBS17	GEL-Kidney_rare_SBS44	GEL-Kidney_rare_SBS26	GEL-Kidney_rare_SBS6	GEL-Kidney_rare_SBS18	GEL-Kidney_rare_SBS31_a	GEL-Kidney_rare_SBS168	GEL-Kidney_rare_SBS117	GEL-Kidney_rare_SBS13	GEL-Kidney_rare_SBS2+13	GEL-Kidney_rare_SBS141	GEL-Kidney_rare_SBS121	GEL-Kidney_rare_SBS108	GEL-Kidney_rare_SBS152	GEL-Kidney_rare_SBS138	GEL-Kidney_rare_SBS153	GEL-Kidney_rare_SBS127	GEL-Kidney_rare_SBS31_b	unassigned
GEL-2556802-11	0	2240.85718382564	712.295669630054	1127.67651276169	2558.266131345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	332.904502437616
GEL-2966219-11	0	1888.76862272744	0	1720.02126698536	4288.78665261415	0	0	0	0	0	0	0	0	0	4324.33876613844	0	0	0	0	0	0	0	0	0	0	0	1081.08469153461
GEL-2820531-11	579.176291793313	2739.19850362404	1870.18377367314	2004.84101005378	1370.60042085574	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GEL-2864107-11	320.585806451613	851.4	365.527741935484	928.30064516129	1791.18580645161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.72848410531878e-12
GEL-2189444-11	0	2480.36797251767	0	2750.13609037458	1596.12803065337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	735.36790645438
GEL-2964806-11	0	2062.75500114094	748.95869780178	1316.79014223777	2110.15745036891	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	321.3387084506
GEL-2750404-11	438.719481121149	1606.64164929349	577.472627596325	1978.48011736545	1862.68612462358	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.45696821063757e-12
GEL-2533578-11	270.911600319379	883.580928481807	635.619482148968	1110.58788639215	1473.30010265769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.45696821063757e-12
GEL-2662171-11	0	1333.79253792538	389.777231105644	1247.79007790078	545.688123547902	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	162.952029520294
GEL-2781455-11	0	1999.42619431025	481.741277509393	2982.89801395598	1559.16264090177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	424.771873322607
GEL-2134147-11	250.295843520782	994.688671556642	513.581092094539	822.329258353708	1097.10513447433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GEL-2310094-11	618.654768544339	1616.0981595092	712.102621305075	3726.42052426102	4078.72392638037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GEL-2245938-11	322.96739735173	984.448759319016	534.601313007678	1193.57516412596	1471.40736619562	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GEL-2485828-11	365.809606381134	1709.110456043	407.787757933067	1579.67782209121	1701.61435755159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GEL-2278231-11	646.86134680465	1901.00073569081	1009.12374319486	1818.32674481338	4840.6874294963	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GEL-2598992-11	0	377.360571428571	163.873714285714	0	220.502857142857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115.262857142858
GEL-2639430-11	0	3255.94295137183	0	2058.22286155358	1241.11936004491	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	553.71482702968
GEL-2351859-11	317.348910357223	1757.9723657605	1930.20444843855	417.775780723433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46.6984947202945
GEL-2143423-11	0	1315	260	741	258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	107
GEL-2207253-11	0	2937.67626256359	932.920833850354	1035.3572403524	2839.73706415188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	308.308599081776
GEL-2872003-11	0	999.919110212336	277.092012133468	775.061678463094	298.483316481294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109.443882709808
GEL-2726454-11	605.962062698773	2252.07553384825	540.858700590641	3289.22217174012	2129.88153112222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GEL-2374017-11	0	1140.20980502967	0	1581.71022887821	457.482339643967	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	355.597626448153
GEL-2512019-11	642.042276422764	877.424390243902	1814.94634146341	0	1181.41788617886	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104.169105691064
GEL-2188162-11	409.607050092764	1533.77309833024	524.777736549165	1448.14619666048	1481.69591836735	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.09494701772928e-13
GEL-2977598-11	0	2365.95614276242	0	6047.44392515808	0	0	0	0	0	0	0	0	0	0	0	18886.6325662629	0	0	0	0	0	0	0	0	0	0	3630.9673658166
GEL-2335727-11	0	2899.92197276408	467.567169672433	1787.31321310269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	309.197644460797
GEL-2104316-11	0	3045.11060948081	0	2918.39729119639	1118.9683972912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	652.5237020316
GEL-2212214-11	0	678.438779774342	254.539072294191	141.465942331801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117.556205599666
GEL-2526030-11	281.688397790055	1200.17237569061	280.689502762431	1291.57127071823	1013.87845303867	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.09272615797818e-12
GEL-2646003-11	0	1023.23199790521	758.801256873527	1099.71196648337	776.296674522126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	159.958104215767
GEL-2919544-11	0	1873.62252663623	648.810994717522	487.730325006715	2272.08523592085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	287.750917718683
GEL-2986456-11	0	1188.18663077613	318.65918947211	1037.40152534769	0	0	0	0	0	0	0	0	0	0	0	0	816.752654404068	0	0	0	0	0	0	0	0	0	1.81898940354586e-12
GEL-2042719-11	497.285990823057	3058.68368224835	768.669199885288	1378.90658158876	1267.45454545455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GEL-2255230-11	312.39755351682	1227.5621814475	348.944062181447	1185.50866462793	854.5875382263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.72848410531878e-12
GEL-2688437-11	0	2090.17194104878	2110.82183251457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4373.24408774135	0	0	0	0	0	0	0	0	242.7621386953
GEL-2525923-11	0	1054.20729190553	275.815867920202	241.2763127723	510.584728273332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101.115799128636
GEL-2988404-11	0	436.62278978389	395.831041257367	0	507.630648330059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	197.915520628684
GEL-2716309-11	273.668515095502	633.390018484288	1143.20394331485	282.173752310536	915.563770794824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GEL-2505411-11	242.151800276001	864.541964621754	408.756241374984	981.115042027349	1491.43495169991	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.81898940354586e-12
GEL-2373483-11	287.372787610619	1187.97411504425	362.839380530973	998.55796460177	1681.25575221239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GEL-2708235-11	0	1015.45803249097	696.314079422383	0	332.149819494585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	173.078068592062
GEL-2077119-11	367.971076004087	1563.37711231628	0	1900.35062485263	2217.82567004637	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	311.475516780633
GEL-2380776-11	0	1856.06916426513	0	1993.14812680115	984.567146974063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	374.215561959657
GEL-2288997-11	0	2624.59869976359	0	1923.77127659574	3011.05496453901	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	910.57505910166
GEL-2226559-11	0	2085.20486932998	0	2195.2420656007	5089.72049659437	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	983.832568474951
GEL-2721304-11	0	1458.08841340331	543.21921679451	1321.53330641906	2522.51796528058	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	349.64109810254
GEL-2991376-11	0	2245.95309168443	0	2208.82160625444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	487.22530206113
GEL-2544950-11	317.839957604663	1008.66560678325	628.661367249602	1055.79014308426	1719.04292527822	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.54747350886464e-12
GEL-2371208-11	0	1049.24050220121	477.474645361161	649.004402413175	815.017120495679	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85.2633295287751
GEL-2021357-11	309.748530598133	621.492220813645	2190.1864699781	0	1076.38861357612	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130.184165034002
GEL-2315201-11	0	945.819134078212	430.099860335196	839.671089385475	1163.12220670391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	206.287709497207
GEL-2239791-11	0	1727.73254854915	678.269026017845	2800.7401214666	1116.58911299393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	357.669190972475
GEL-2557600-11	0	751.014141414141	227.458585858586	0	139.280808080808	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	122.246464646465
GEL-2952346-11	0	1805.31800563777	0	2749.98440803383	709.625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	412.072586328401
GEL-2149174-11	331.335244945568	1323.83718895801	414.043740279938	1413.06211119751	1674.72171461897	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.63797880709171e-12
GEL-2373631-11	0	1832.6812124935	2436.8893824127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15713.4237584463	0	0	0	0	0	0	0	1240.0056466475
GEL-2788415-11	345.729264475743	1367.42918622848	387.196791862285	1663.1975743349	1344.44718309859	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.81898940354586e-12
GEL-2963931-11	485.379949146386	1142.07046857973	704.777697057755	1321.89647657101	1861.87540864511	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.09494701772928e-12
GEL-2532734-11	0	1289.30291079812	564.75661971831	492.351924882629	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	312.588544600941
GEL-2731938-11	0	1217.15311986864	526.580459770115	826.982074438971	972.92008757526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	121.364258347014
GEL-2704390-11	0	662.481745325022	438.650044523598	260.385871178391	311.461561294153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.0207776788361
GEL-2287187-11	363.020517995291	2090.85856037672	607.859905819038	2077.89354187689	790.367473932055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.45696821063757e-12
GEL-2360272-11	217.640223831468	1272.66754443713	236.740289664253	823.3133640553	503.63857801185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GEL-2622166-11	353.738390348703	1571.61626177491	400.637415303256	1698.34341431168	2013.66451826144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.09139364212751e-11
GEL-2431675-11	338	1189.5	390	1866.5	1437	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GEL-2684918-11	446.174071526823	1950.94745529574	713.077303988996	2964.97943603851	1205.82173314993	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.09494701772928e-13
GEL-2262138-11	0	1823.82957906712	660.800568828214	2716.23549488055	3122.42025028441	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	470.714106939706
GEL-2602692-11	402.682176656151	1829.05638801262	746.410883280757	2195.26735015773	1161.58320189274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.81898940354586e-12
GEL-2975633-11	387.976788402123	1900.4371385566	0	2349.83110195675	1372.64889487444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	292.106076210087
GEL-2060896-11	3225.52999467235	877.316036228023	441.922216302611	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	168.231752797016
GEL-2807622-11	0	1631.27087484151	708.268882448832	1477.10351385619	1440.06330374932	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	270.293425104148
GEL-2204346-11	0	685.581395348837	195.592339261286	502.08755129959	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90.738714090287
GEL-2568488-11	0	2877.48755490483	0	2919.94310813637	816.14557623928	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	550.42376071952
GEL-2082668-11	518.695969289827	1253.68214971209	677.408925143954	915.22802303263	1851.9849328215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GEL-2515852-11	0	732	0	1334	439	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	253
GEL-2060972-11	0	1342.01346690754	237.64821809821	570.156019050747	750.389226473969	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139.793069469534
GEL-2777656-11	1268.21985424028	1064.26490724382	1473.67446996466	0	407.410004416961	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	313.430764134279
GEL-2104642-11	0	1163.76972127944	0	1360.15273063869	1855.11807055436	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	491.95947752751
GEL-2020205-11	397.265039685483	2989.99480750686	481.821452414509	2302.53616200579	573.38253838736	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GEL-2655265-11	0	924.793288277791	600.814728501515	204.618037753437	382.655791190865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39.118154276392
GEL-2405901-11	1474.50101488498	1494.99407983762	2369.19824086604	406.862313937754	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	164.444350473606
GEL-2821447-11	0	1298.58086397715	375.812804950613	1015.34511483994	1354.12709746519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	161.134118767107
GEL-2342697-11	0	2239.98788571429	0	1622.62902857143	1974.04868571429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	724.334399999991
GEL-2418536-11	0	1031.31299099444	573.340103468097	1361.43303314811	1963.24037171872	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	283.673500670633
GEL-2000038-11	0	1306.90407794295	770.506930494174	439.645138609883	2231.31187223785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	242.631980715143
GEL-2373228-11	343.839613314292	985.973854773152	526.019553993189	1486.46819729759	1213.69878062177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.27595761418343e-12
GEL-2713985-11	0	1076.88626575211	217.380762482055	892.563407241984	776.359866007338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	176.809698516513
GEL-2035453-11	0	2312.57812157922	807.931109975918	1590.42735167482	1802.88331022404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	320.180106546002
GEL-2456914-11	467.061597110754	2293.25742375602	854.527487961477	1678.51825842697	2191.63523274478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GEL-2609496-11	0	1315.44823552349	340.219535971924	865.692142717879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67.640085786707
GEL-2765637-11	825.816932624113	2221.0076462766	0	2437.45966312057	3015.83144946809	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	521.884308510627
GEL-2393135-11	0	794.685467625899	325.280575539568	283.244316546763	304.262446043165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31.527194244605
GEL-2188441-11	0	1785.39824797844	0	1434.01667789757	2101.29177897574	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	613.293295148251
GEL-2767893-11	0	809.976817193915	887.570393624728	0	288.347742091282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87.105047090075
GEL-2311255-11	186.886306098964	520.0750287687	819.694361334868	278.57583429229	371.768469505178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GEL-2354397-11	0	758.575987841945	397.301671732523	543.412613981763	801.608662613982	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133.101063829787
GEL-2254698-11	0	1119.79094326114	287.432969393234	849.823518883121	421.169142652586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109.783425809919
GEL-2711735-11	0	1203.14488636364	585.111505681818	908.344460227273	1323.8584280303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	193.540719696969
GEL-2524480-11	0	1264.43639317628	341.888383428107	767.872298943948	528.600487408611	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	178.202437043054
GEL-2812518-11	429.874854481956	1760.4874854482	0	2461.28346915017	1834.9658032596	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	383.388387660074
GEL-2596979-11	0	996.960830793543	707.036008578846	1274.36731008014	1285.88418557399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	171.751664973481
GEL-2484975-11	0	791.820255789837	207.715174559281	400.414794331144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48.049775319738
GEL-2023582-11	0	1302.92210144928	319.963164251208	991.484601449275	563.696859903382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143.933272946855
GEL-2652260-11	0	1258.37040358744	392.647533632287	729.345291479821	1292.83946188341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	225.797309417042
GEL-2989604-11	505.025906735751	1368.27951517395	831.188471502591	1633.81893042191	1076.6871761658	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GEL-2821222-11	0	1186.88658855648	321.157547491753	1222.2937094756	1399.32931407121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	254.332840404957
GEL-2685261-11	267.863369869997	1163.40657659954	0	1306.83341830232	993.992990058629	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	188.903645169514
GEL-2594024-11	0	1480.6173096976	0	719.299895724713	0	0	0	0	0	0	0	0	0	2224.92763295099	0	0	0	0	0	0	0	0	0	0	0	0	372.155161626697
GEL-2744638-11	427.391389159816	1049.18824021179	0	2249.19102689146	3161.59398077191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	304.635362965024
GEL-2031075-11	490.28719252065	1050.75864572933	494.799037850595	1583.15639466279	1903.99872923663	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.54747350886464e-12
GEL-2590233-11	0	1489.86361753252	0	2123.23075648355	1782.03297704864	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	642.87264893529
GEL-2899236-11	318	1329	488	851.5	2331.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GEL-2590494-11	0	1406.9244497323	0	1576.05472932778	1578.05036684513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	470.97045409479
GEL-2919300-11	467.039577836412	1752.39636470243	530.409264145412	1637.13339196716	2421.02140134858	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.3664629124105e-12
GEL-2280122-11	0	1606.89483182937	476.859064807219	1982.07071369975	1695.55455291222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	344.620836751441
GEL-2005118-11	0	1329.20037365717	327.310602522186	1250.36641756189	1117.14701074264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	248.975595516114
GEL-2319632-11	503.5	1394	577	1347	1604.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GEL-2252925-11	880.698024859527	1436.45402690278	701.954878256428	1384.3831942789	1477.50987570237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GEL-2787492-11	0	854.611876550014	348.230642050152	808.214384127859	1428.3443097272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	181.598787544775
GEL-2070030-11	549.129065120288	1311.30820468615	617.645168873913	1471.84593683881	2432.07162448084	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GEL-2688754-11	0	521.577076854731	206.321634828965	128.511772545535	225.397601066193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48.191914704576
GEL-2019332-11	0	873.589840075259	188.381937911571	162.761994355597	289.857008466604	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87.409219190969
GEL-2143744-11	483.646009808292	2913.39144003567	850.636201515827	2076.77396344182	1536.5523851984	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GEL-2374829-11	378.94568638528	2367.40803809216	0	2396.98184165927	681.199983859253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	386.464450004037
GEL-2306550-11	371.272583201268	1991.14338143298	556.6583534907	1130.85319876554	1957.07248310952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GEL-2412160-11	0	1742.76553524804	0	1891.53211488251	670.94725848564	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	474.75509138381
GEL-2580384-11	258.322092026293	1317.74421263218	536.747070591598	790.043440983138	614.14318376679	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.09494701772928e-13
GEL-2677775-12	0	2488.05968740784	0	3790.32922441758	1246.77935712179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	950.83173105279
GEL-2282015-11	0	1545.73174366617	406.79781420765	1235.38599105812	641.18132141083	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	194.90312965723
GEL-2723647-11	0	450.838345014696	930.518200316527	0	766.576983947547	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90.06647072123
GEL-2752929-11	371.313344594595	1233.04054054054	425.358952702703	1337.12837837838	1373.15878378378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.81898940354586e-12
GEL-2859710-11	0	1535.97590551181	357.907086614173	1130.17984251969	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	176.937165354327
GEL-2686504-11	10816.6050588344	0	2878.69330121375	3261.28544426943	9471.28105253405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	561.135143148371
GEL-2589041-11	540.299057714959	2125.24287396938	1104.06766784452	803.957008244994	3905.43339222615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GEL-2880736-11	217.339055793991	968.282965813231	274.296877312417	813.897291697499	1102.18380938286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.81898940354586e-12
GEL-2100252-11	3793.10544093784	2487.77361989602	1098.01735271716	2820.47587508693	4885.62771136206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GEL-2509237-11	560.576725025747	2116.17713697219	1056.08650875386	1387.42739443872	2169.73223480947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.2732925824821e-11
GEL-2421957-11	0	1352.3264604811	300.294550810015	947.929798723613	1295.2704958272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	182.178694158072
GEL-2591201-11	0	1829.78857364944	644.749319860085	797.68985619899	1585.88340458609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	285.888845705395
GEL-2084485-11	367.775785875094	1391.04310847995	619.964896189444	1549.66205286417	2072.55415659134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.81898940354586e-12
GEL-2338634-11	560.769865273577	2005.25295573275	800.599120153973	2550.50151223536	3187.87654660434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GEL-2327744-11	0	2862.24124055961	0	1492.27962114646	2824.79695431472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	885.68218397921
GEL-2774836-11	0	2423.58745992162	501.034912718205	1558.66405415034	2279.93409333808	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	261.779479871755
GEL-2885152-11	0	581.718309859155	455.629107981221	0	181.849765258216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64.8028169014078
GEL-2613616-11	608.056828597617	1708.56461961503	1626.98991750687	3081.82218148488	2802.5664527956	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.63797880709171e-12
GEL-2001628-11	0	951.147877468512	609.0946975587	1004.65619654797	517.580469600373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133.520758824445
GEL-2694161-11	0	1624.81848963677	711.948696901293	1151.68171557562	1168.13431151242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	202.416786373897
GEL-2651382-11	0	622.649244785423	400.596020139055	0	820.696715415967	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	242.058019659555
