GEL-Kidney_common_SBS13	GEL-Kidney_common_SBS5	GEL-Kidney_common_SBS1	GEL-Kidney_common_SBS125	GEL-Kidney_common_SBS107	GEL-Kidney_rare_SBS150	GEL-Kidney_rare_SBS57	GEL-Kidney_rare_SBS22	GEL-Kidney_rare_SBS17	GEL-Kidney_rare_SBS44	GEL-Kidney_rare_SBS26	GEL-Kidney_rare_SBS6	GEL-Kidney_rare_SBS18	GEL-Kidney_rare_SBS31_a	GEL-Kidney_rare_SBS168	GEL-Kidney_rare_SBS117	GEL-Kidney_rare_SBS13	GEL-Kidney_rare_SBS2+13	GEL-Kidney_rare_SBS141	GEL-Kidney_rare_SBS121	GEL-Kidney_rare_SBS108	GEL-Kidney_rare_SBS152	GEL-Kidney_rare_SBS138	GEL-Kidney_rare_SBS153	GEL-Kidney_rare_SBS127	GEL-Kidney_rare_SBS31_b	unassigned
GEL-2103799-11	0	909.543497757847	381.227802690583	544.325261584454	1323.79103139013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	188.112406576986
GEL-2897833-13	341.591746248295	1452.76372783083	0	1427.79357094134	2309.24010914052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	325.610845839015
GEL-2070594-12	0	1434.63371370467	585.963055022031	751.093548751553	1455.14992656197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	202.159755959776
GEL-2016559-12	0	1627.14720260728	567.923954372623	519.845736013036	1650.68549701249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	244.397609994571
GEL-2742145-11	358.05864045864	1676.27452907453	0	1750.28665028665	2145.35135135135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	176.02882882883
GEL-2042474-11	0	788.856132075472	282.665094339623	317.246462264151	246.580188679245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64.6521226415089
GEL-2834648-12	0	2049.28305014505	0	1421.69636690151	2979.91158999862	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	789.10899295482
GEL-2722590-11	337.402332629259	1367.63082009367	574.685278721646	1036.73624758931	2134.54532096611	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.54747350886464e-12
GEL-2179753-13	0	850.195774647887	557.784507042253	783.101408450704	3200.5014084507	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	296.416901408455
GEL-2908534-11	0	2060.56904986696	0	2116.94781563814	1051.73839155437	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	583.744742940529
GEL-2214018-14	275.844892338508	1413.76765147722	327.909989984977	1030.78880821232	950.688657986981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GEL-2001396-13	0	1106.35608308605	335.002225519288	320.523738872404	206.193620178042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50.9243323442161
GEL-2998616-11	439	1126	506.5	941.5	2224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GEL-2160911-11	0	2018.16163396075	440.535282338807	1558.1247897477	1873.15002002403	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	353.028273928713
GEL-2799826-11	0	2279.03968697596	1050.70653996646	3320.21259549096	1075.29327370971	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	353.747903856909
GEL-2427260-11	0	1409.81520591341	431.67793030623	1497.14889123548	1130.8464625132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	256.51151003168
GEL-2183622-11	246.854705882353	1123.83852941176	406.260882352941	583.656470588235	1037.38941176471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.09494701772928e-13
GEL-2932753-11	0	604	172	0	325.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129.5
GEL-2255915-11	0	1668.25503956996	254.657309242945	604.18694938032	680.084814095864	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136.815887710911
GEL-2559246-11	0	713.643211547136	1049.94632386107	0	304.274244474515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151.136220117279
GEL-2466286-11	0	1418.33575914665	372.482105473034	1110.93789253315	1868.41830325989	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	251.825939587276
GEL-2342289-11	248.029804110083	1567.68837880063	261.531426511237	676.58130032448	1407.16909025358	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GEL-2983121-11	431.371765382404	2098.80879815986	502.433007475561	2512.66546866015	1416.72096032202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.54747350886464e-12
GEL-2741280-11	0	1025.89151103565	0	1107.50220713073	579.285738539898	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	236.320543293722
GEL-2346874-11	803.013124825468	1694.24741692265	593.487852555152	2786.98687517453	1302.2647305222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GEL-2559322-11	0	1492.65597241091	453.547392622009	1235.12906259797	1414.14776883687	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	189.519803532241
GEL-2449472-11	441.060386142681	1719.73545118444	672.092016979324	1469.20115021224	3001.91099548131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.45696821063757e-12
GEL-2303191-11	0	1102.32394153985	281.465722464969	921.524785294561	817.352418261263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	201.333132439357
GEL-2730407-11	0	537.740923352757	311.639623487225	128.557597489915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	138.061855670103
GEL-2709738-11	0	603.285775309697	257.548910721914	121.25843656557	182.388722768048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.51815463477101
GEL-2542452-11	0	538.218614091041	644.064946361264	0	405.910698753262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133.805740794433
GEL-2141007-11	0	1578	0	2610.5	2534	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	670.5
GEL-2451840-11	0	1815.87271325436	625.956122520502	1946.86353122591	2338.33609027826	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	405.971542720968
GEL-2850814-11	0	2313.41977037244	0	2219.46364230374	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	821.116587323821
GEL-2409447-11	0	2260.57409087161	522.439350210275	1948.40908716088	1068.85297270553	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	256.724499051705
GEL-2302994-11	0	1084.74009083402	638.520850536746	0	451.188274153592	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	232.550784475642
GEL-2473130-11	0	447.80796460177	335.10796460177	0	232.381415929204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111.702654867256
GEL-2703155-11	746.552367590319	1459.60238512803	0	2021.14177481585	2614.68340933006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	286.020063135741
GEL-2555193-11	327.24436852781	1535.64673855023	422.315362442618	1713.27938507526	688.514145404078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.63797880709171e-12
GEL-2439830-11	0	1075.89786398232	244.658973729438	399.576233734348	222.599558065308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99.267370488586
GEL-2394582-14	0	780.281311291678	292.917904174839	232.434855701877	406.386102549734	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71.979826281872
GEL-2804960-11	0	1238.94259012016	357.425901201602	1495.96795727637	1519.56208277704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	276.101468624828
GEL-2165737-12	0	1093.47828803499	858.660835155681	971.313131313131	1629.20254087264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255.345204623558
GEL-2619045-14	339.096866368226	1586.45318601772	664.189732355462	1132.82360224783	1528.43661301076	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.81898940354586e-12
GEL-2165737-11	0	1062.80986372485	772.9980532122	985.859831278391	1557.48864373783	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	240.843608046729
GEL-2803538-12	470.618028263233	1445.36248850238	404.601471694958	2106.52830504223	1553.8897064972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GEL-2924642-11	0	2492.35805626598	0	2518.42455242967	1943.45780051151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	885.759590792841
GEL-2803538-14	648.046709435594	1603.61558422836	558.540258055215	2248.66207741656	1878.13537086427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.09494701772928e-13
GEL-2470868-11	0	593.682334869432	437.134254992319	343.105376344086	197.060522273426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57.0175115207371
GEL-2632397-14	295.516957014741	868.01845170601	357.625605607669	1192.08535202556	2145.75363364602	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GEL-2394582-12	0	926.311804008909	320.761692650334	205.847067557535	480.143281365999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85.936154417223
GEL-2394582-11	0	722.647058823529	282.448330683625	240.381558028617	269.427662957075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60.0953895071539
GEL-2139967-11	0	1021.42308777872	570.677674287327	831.030623765171	911.984899802427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	205.883714366355
GEL-2920953-13	773.197767557232	1738.94672109968	0	1092.45361996796	5751.59371608702	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	296.808175288108
GEL-2093323-12	163.731838355524	574.059799112357	665.909366970334	280.540527914039	452.758467647746	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GEL-2251590-11	0	1877.99590309939	771.087727110795	2535.64428215176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	426.272087638055
GEL-2853129-11	0	2018.6274225112	0	1681.60614860173	3417.21570607916	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	803.55072280791
GEL-2291405-11	0	1106.22358947506	367.740541955753	1003.65649954182	1134.24191648121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	210.137452546157
GEL-2212877-11	0	1008.3023922499	338.262752075919	1462.81178331356	2003.63305654409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	233.990015816531
GEL-2291405-12	272.097031054488	1235.17074280514	475.296098282334	1085.89182118075	1320.54430667728	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.18545231595635e-12
GEL-2658892-11	0	1709.20409181637	0	2595.5878243513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	710.20808383233
GEL-2093323-11	217.738748627881	671.7365532382	610.169045005488	383.42041712404	852.935236004391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GEL-2449634-13	0	1366.51437216339	449.99868885527	1522.68744326778	1350.49662128089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	273.30287443267
GEL-2538101-11	0	1375.42174526085	310.756384145386	556.563684787717	756.407018643271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	189.851167162776
GEL-2703155-13	988.435463863681	1695.8892733564	0	2139.36031860025	2484.3377946073	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	349.977149572369
GEL-2920953-12	718.805937921727	1560.07881241565	0	928.749257759784	5796.93495276653	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255.431039136309
GEL-2608594-11	0	1755.62891954847	761.272710983695	1183.92411754166	1577.06495251747	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	305.109299408705
GEL-2615769-11	356.796232876712	1046.40239726027	705.59703196347	1459.66638127854	1684.537956621	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.18545231595635e-12
GEL-2205743-11	0	1641.05212987787	0	1534.21149836163	1300.5600238308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	552.176347929701
GEL-2070341-13	0	952.652725351049	294.665861392118	1094.97433187377	819.852634757663	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	156.8544466254
GEL-2594208-13	519.384833164813	1490.60444893832	0	2135.58233906303	2872.12807549713	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	405.300303336708
GEL-2703155-12	756.773232028054	1576.61090005845	0	2037.58189655172	2194.74247516072	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	285.291496201056
GEL-2914664-11	0	1996.20075526861	619.027408941406	834.711170666342	487.415275916677	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	170.645389206965
GEL-2291405-14	0	1299.32125279642	427.263310961969	936.673378076062	1576.31610738255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	238.425950782999
GEL-2449634-11	0	1548.5143101645	472.783113055054	1666.21137206428	1294.66768089759	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	262.823523818576
GEL-2177888-11	0	2234.09946353994	2500.79039614168	0	0	0	0	0	0	0	23209.116151467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	689.99398885138
GEL-2394582-13	0	893.104493485775	342.498803509705	246.218027120447	337.985642116458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66.1930337676149
GEL-2920953-11	489.922034733341	1356.66867840867	0	698.601798251016	5464.70747629018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116.100012316792
GEL-2803538-11	531.157869327325	1462.5579336981	455.206791116833	2176.59800450595	1584.47940135179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.81898940354586e-12
GEL-2070341-12	286.429840142096	996.495422871977	367.551578084438	1030.54652274901	983.97663615248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GEL-2632397-11	0	896.612883181442	381.473487986744	1135.40927920464	2137.15265120133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	283.351698425844
GEL-2779802-11	0	0	903.400766124858	2097.25188942955	5726.37902474376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	946.968319701831
GEL-2803538-13	538.156487687326	1733.83688530763	598.843286392048	2220.3343625273	1568.8289780857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GEL-2924185-12	519.93828314943	1531.2633252291	781.410136525154	1948.51630197619	3253.87195312013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GEL-2794945-11	0	372	649	0	397	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	135
GEL-2619045-11	352.58637922587	1541.06291033807	652.585301322881	1135.88907398334	1428.87633512984	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GEL-2286920-11	0	1793.86313674507	0	1656.49072213686	457.239569790805	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	334.406571327265
GEL-2882206-11	316.947835109895	1300.83803414772	582.8235072163	1253.27082350722	1854.11980001887	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GEL-2165737-14	0	1075.68109414479	829.452927606284	879.601230363616	1553.59441942217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	226.67032846314
GEL-2869151-11	0	1532.31173380035	784.6234676007	1291.73380035026	1249.80735551664	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	271.52364273205
GEL-2392821-11	615.818051329161	2343.21019693403	904.467129815697	1965.01487052879	2884.48975139232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.81898940354586e-12
GEL-2768621-11	0	1796.50209205021	375.313807531381	1881.07280334728	1038.86861924686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	290.242677824269
GEL-2594208-12	576.167701473816	1803.39492003763	0	2167.86842270304	2912.29306992788	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	501.275885857634
GEL-2633427-11	0	992.24371667936	1144.62757044935	0	345.236862147753	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141.891850723537
GEL-2619045-12	359.01540535336	1532.9308684768	621.161563643366	1135.46735990757	1537.42480261891	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GEL-2400271-14	0	1600.26415653721	447.535724873999	1099.90127482953	1618.20545508449	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	277.093388674771
GEL-2145111-11	0	1156.71843215083	458.975440337385	1130.13296948648	1064.42173158025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	233.751426445055
GEL-2155399-11	564.391176470588	984.56568627451	862.305882352941	2142.79019607843	3080.94705882353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.09494701772928e-13
GEL-2373401-11	694.233307581945	2067.73799801346	0	2188.43085752124	3582.88224257808	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	504.715594305275
GEL-2218145-11	4098.7211809587	2796.6329407862	1538.14811743241	577.870570022668	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53.6271908000217
GEL-2319223-11	0	0	865.15494103294	0	237.867425782839	0	1122.59373729158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	242.383895892641
GEL-2400271-11	0	2109.39075116222	698.125764619525	1380.73762335862	1627.95922029198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	319.786640567655
GEL-2488772-11	0	2730.00813468204	464.927141543467	2188.01018603664	1367.75659616609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	324.297941571764
GEL-2120475-11	0	766.158675968532	256.885557369749	793.646430161793	1397.3774677156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152.931868784326
GEL-2180445-11	980.863901490603	2076.65327284511	1496.02981205444	3026.53726506805	2442.9157485418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GEL-2071598-11	289.908680592002	1164.63314789546	0	1268.60039886638	1764.44421118925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	274.413561456908
GEL-2897833-11	353.281463165075	1470.75332537517	0	1453.21452933151	2250.97919508868	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	348.771487039565
GEL-2819717-11	0	2177.43796943797	0	1900.74695674696	1276.68842268842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	451.12665112665
GEL-2128116-11	0	803.577449370553	445.547892720306	0	374.936507936508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	192.938149972633
GEL-2090240-11	0	1682.74592155502	712.257549461992	1785.63866712947	1312.63172509545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	262.726136758068
GEL-2112843-11	0	683.721605916535	199.710776545166	358.37823560486	585.117538298996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68.071843634443
GEL-2897833-14	0	1515.9742522961	462.382133605464	1499.99560405055	2523.12842452312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	359.519585524766
GEL-2837877-11	0	580.894987525516	176.620095259696	850.078022227263	502.341574053073	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96.0653209344523
GEL-2335598-11	0	1419.29697272955	389.121841381036	1280.11108331248	711.893420065049	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	187.576682511885
GEL-2719284-11	293.508006119327	1574.22468128506	311.038347781744	2242.88199898011	489.346965833758	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.09494701772928e-13
GEL-2624010-11	0	1768.49654652769	318.359412281803	1206.36192389803	521.08828331031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	171.693833982167
GEL-2522216-11	0	1580.65496752798	476.197319331215	788.32665469117	657.77255768965	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117.048500759985
GEL-2335200-11	0	1214.84006844807	695.408450704226	320.457812294327	1402.31538765302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	164.978280900357
GEL-2834648-14	0	2221.65290306187	0	1484.43399822132	3297.24278998857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	864.67030872824
GEL-2835990-11	535.863323416915	1556.10310242244	454.384105397365	1748.05414364641	1586.59532511687	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GEL-2905665-11	306.682766845557	1122.66905187835	484.288610614192	1299.77459749553	1820.58497316637	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.09494701772928e-13
GEL-2297885-12	335.482634730539	1455.25577416595	494.737040205304	1351.91514114628	2198.60940975192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.27595761418343e-12
GEL-2695959-11	0	1014.32487233403	371.167768098528	622.119255031541	1164.59522379093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	162.792880744971
GEL-2853148-11	0	1300.22933753943	564.533753943218	1013.95867507886	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	294.278233438492
GEL-2162643-11	0	1798.20096121605	0	2590.2894825081	3635.90633731977	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	923.60321895608
GEL-2202636-11	160.257960499798	784.763200322451	235.378879484079	813.309149536477	491.290810157195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GEL-2878141-11	0	787.654272434752	252.229174115123	665.785126921702	936.993922059349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151.337504469074
GEL-2673492-11	0	454.693457943925	298.110280373832	0	204.260747663551	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116.935514018692
GEL-2344623-11	271.539571926332	989.466152314584	490.975609756098	1274.03160776506	999.987058237929	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GEL-2151355-11	241.963495575221	1739.14380530973	302.329646017699	695.45796460177	1080.10508849558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GEL-2377387-11	0	739.615815691158	298.441469489415	311.417185554172	207.611457036115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45.9140722291399
GEL-2954492-11	0	2040.58391638594	0	2324.96847197029	858.64178975555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	551.80582188822
GEL-2575066-11	355	1236.5	0	2270	1676.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	366
GEL-2592184-11	0	689.751818181818	323.086363636364	703.276363636364	908.649090909091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130.236363636363
GEL-2742709-11	324.323922734027	1192.01515601783	0	1375.6323922734	1886.56731054978	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	258.461218424964
GEL-2988377-11	0	2144.46260056231	2029.99128691924	1535.61517690616	2779.30351028589	0	0	0	0	0	0	0	0	8663.82885616457	0	0	0	0	0	0	0	0	0	0	0	0	803.798569161831
GEL-2869230-11	35181.4203620214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1972.5796379786
GEL-2429462-11	12023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1875
GEL-2775956-11	0	2059.10045542126	986.725345944999	779.362760553512	1583.26843580312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	310.543002277109
GEL-2837695-11	0	1396.07962025316	369.712784810127	623.545443037975	1438.21784810127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	135.444303797468
GEL-2335643-11	636.227401932916	2503.83035815804	0	2302.44184195566	2964.71949971575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	404.780898237634
GEL-2423820-11	0	1661.47167354027	0	1998.95810722813	482.765357065335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	456.804862166265
GEL-2622729-11	0	1177.5	0	1407.5	1621.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	536.5
GEL-2646666-11	0	535.598855455049	1250.73084733247	315.058150267676	528.597563226878	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79.0145837179271
GEL-2070594-11	0	1496.40280537697	519.375219170076	663.395207481005	1413.10204558738	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	200.724722384569
GEL-2834648-11	0	2091.3757543248	0	1492.98498055518	3109.13872871128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	743.50053640874
GEL-2214018-12	511.070482120051	1880.09865900383	598.668263090677	1600.28631864623	1680.87627713921	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.81898940354586e-12
GEL-2897833-12	0	1437.91318936591	0	1441.3972296309	2243.72193065474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	661.96765034845
GEL-2070594-13	0	1375.20907578997	495.674269422666	684.859111427893	1443.59515324305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	202.662390116421
GEL-2834648-13	0	2177.37809306079	475.191635287789	1409.56845077999	3018.71738838085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	358.144432490581
