ICGC-CNS_common_SBS5	ICGC-CNS_common_SBS1	ICGC-CNS_common_SBS126	ICGC-CNS_common_SBS8	ICGC-CNS_common_SBS18	ICGC-CNS_common_SBS120	ICGC-CNS_rare_SBS11	ICGC-CNS_rare_SBS23	unassigned
bdc039d6-4817-4e6f-b8c6-a40b1e8e1a06	863.976119402985	1281.86666666667	0	0	1056.80995024876	258.790049751244	0	0	80.5572139303408
f15989a1-e820-4879-a535-438277acad49	813.917246429879	879.896924203588	0	0	629.577077993409	271.977297693153	0	0	155.631453679971
9be1246b-3dc1-4928-8b89-2d5ed0c866e8	814.501385041551	553.520313942752	0	0	534.485226223453	0	0	0	267.493074792244
4d690424-b015-46ae-885d-aa6d9031f66f	362.608409986859	361.103810775296	0	0	255.781865965834	0	0	0	165.505913272011
96e62134-b8cc-4931-9c99-1193448c7c93	435.531958762887	528.176907216495	0	782.950515463917	551.338144329897	0	0	0	144.002474226804
5fa88c3a-dbc1-43f2-82b2-e0592f35ce57	829.008870818703	628.660875993347	0	247.045647754574	616.609868785807	0	0	0	395.674736647569
90ab64be-2229-4a8e-b864-4260b6cb39e9	830.790258449304	677.683896620278	0	371.471172962227	383.01689860835	0	0	0	262.037773359841
8a8dd718-c46e-462a-9793-83d88f5caa7f	903.049211060772	959.145446024059	0	416.714888298703	721.237306670833	0	0	0	205.853147945633
b0d1fde4-928f-4f4c-bff6-33b885582bb5	793.88195841717	1145.99490274983	281.490006706908	610.562843729041	747.80174379611	0	0	0	154.268544600941
c6224ab0-74f5-4f0a-9fe0-c083f806c853	565.366006517924	519.538982201053	0	200.244171471547	453.289044873402	0	0	0	248.561794936074
49fa7e44-c86f-4b1f-8849-e5fe5b9de734	1858.81328476948	548.182210294259	0	1646.54912297517	829.532349276335	0	0	0	339.923032684756
e76128b3-8629-4ffd-b02a-e3f0aae8b1a9	367.13488372093	708.189147286822	0	0	455.407751937984	244.756589147287	0	0	165.511627906977
97f451e5-a1cc-4f29-8318-0e6ae74efe2f	1660.79303961496	1364.52721214365	0	799.566827101074	989.557941503147	429.109218807849	0	0	172.44576082932
35b951c0-edb0-47c4-9076-ede346ea7cb1	492.150787503227	715.125225923057	0	0	530.317583268784	0	0	0	207.406403304932
5cbd429f-ffab-41ad-8016-422f1c922e99	1125.27920702179	972.221095641646	0	0	702.858958837772	356.967766343826	0	0	169.672972154966
93be2990-bceb-45fd-aca5-3358d96e9d5a	1043.14639175258	323.164948453608	655.849484536082	431.888659793814	832.212371134021	358.738144329897	0	0	0
d609ce92-9edd-4286-bd5f-b93304cae9a2	1250.87165464277	1078.99616011171	0	883.500349080754	661.368861996742	444.262974168024	0	0	0
0ba8f2e2-935a-4123-86aa-6e7f5de85bf4	823.092407504822	991.828862002455	216.946870068385	0	623.220059617745	0	0	0	208.911800806593
6d3d5531-16b4-46ec-bd7e-394946855d62	163.072476656292	147.565584704313	320.642507781236	0	259.615384615385	187.083148065807	0	0	47.020898176967
5f00a760-fbc0-41f0-b92b-b3c553eac0e5	252.074857142857	667.021142857143	238.544	305.697142857143	602.373714285714	565.289142857143	0	0	0
b64173fc-abac-4695-902b-f0acf9444e9f	181.603301081389	0	351.199772339215	857.487763232783	171.097324985771	188.607285145134	0	0	8.00455321570803
ed1f5a41-921f-469a-bc04-306a5435e067	126.465263157895	256.913684210526	0	0	337.572631578947	0	0	0	225.048421052632
f8d89ae2-2c7d-40ae-8d40-34b93b16efc9	150.692840646651	0	499.79792147806	482.719399538106	341.068129330254	165.259815242494	0	0	100.461893764435
bd1ce02b-bfaf-4cde-aaac-06097a12e248	0	65.3269230769231	57.224358974359	0	0	0	0	0	114.448717948718
8efb116f-4ecf-4191-8ebf-90a94c1880cf	108.457347670251	0	188.026523297491	218.435125448029	113.018637992832	0	0	0	79.062365591397
cdc672cc-35df-4f10-88f1-d3e40dabf601	175.57003257329	0	349.133550488599	215.198697068404	0	106.345276872964	0	0	77.752442996743
6d2a5ee7-9e46-4c09-a982-7b61b5d9bdea	222.959452610238	208.86720729853	267.249366447035	0	0	164.073998986315	0	0	129.849974657882
4f3c2c94-fa7f-4945-9dff-e4d4dac95f56	0	119.639987345777	417.231888642835	638.415058525783	334.79088895919	0	0	0	78.9221765264151
1bd74f92-47f6-427e-af6f-299c3a7fe023	142.775924256087	0	483.319206492335	0	176.073489630298	171.028403967538	0	0	145.802975653742
3166f1ae-678d-42ae-9d44-d3d25d6860c7	121.753300903405	105.218902015288	125.260597637248	88.1834607366227	154.32105628909	126.262682418346	0	0	3.41060513164848e-13
391a949d-217a-472c-a6d4-80e548039684	126.130030959752	203.209494324045	294.303405572755	0	192.198142414861	129.133126934985	0	0	25.025799793602
209a9b10-7129-48fe-a899-d14ba17efe6f	0	0	342.335547011534	524.279622509612	0	328.301293254107	0	0	239.083537224747
34b0c838-bf6c-4d0f-8cd2-d2928adbb539	0	131.248106060606	230.435606060606	132.750946969697	295.558712121212	176.83428030303	0	0	91.172348484849
868c95ad-45df-4f8e-9553-b7c2c5679deb	382.672300263389	316.971027216857	473.951931518876	0	451.382791922739	472.447322212467	0	0	187.574626865672
72b62805-76f9-476a-b876-a781e69a2c90	186.038035961272	321.384508990318	0	0	160.185338865837	0	0	0	65.392116182573
571ce258-b453-4cac-b05e-05755791be84	251.767788032152	260.310806787734	398.506698422149	312.573980351295	204.529919618934	260.310806787734	0	0	2.04636307898909e-12
aa4bf69c-a1a6-48dc-96fc-3fe7d2680517	120.704584040747	118.200339558574	138.735144312394	0	75.6281833616299	96.1629881154499	0	0	40.5687606112052
0609b182-0396-4755-b463-10f949c5b8bb	0	0	318.106071179344	326.133984647593	476.155617585485	147.512909979065	0	0	170.091416608513
c955387a-16e5-447c-8e69-e4c04a9861d5	486.555300127714	772.229885057471	0	0	511.286845466156	189.776756066411	0	0	16.1512132822479
bf24366f-fd91-4d84-8b3d-eed80064250d	573.9168	661.5568	0	0	401.1408	0	0	0	241.3856
48fadd0f-6561-4294-bff4-d5e4f7dfe79f	299.382687034861	464.8178613396	0	0	314.876615746181	0	0	0	196.922835879358
4a698352-25e6-4137-bef8-b6520d5b1b95	0	0	278.989615384615	558.476538461538	124.326923076923	157.149230769231	0	0	174.057692307693
ae464652-2f8c-4d94-8b08-cd8f1d29256e	154.586749017406	124.06962380685	295.665918023582	0	152.085345311623	132.574396406513	0	0	32.017967434026
909f3c5d-89fc-419b-a654-75ac1dbb149f	0	0	66.5902140672783	56.651376146789	86.4678899082569	0	0	0	115.290519877676
147e3496-514e-4da7-be42-7cd9be78ed04	0	173.457429931253	165.436277102062	111.794817556848	312.824960338445	95.251189846642	0	0	89.23532522475
aa5907cb-3be3-4e23-982d-719417baeb37	0	189.188247011952	133.132470119522	362.861055776892	164.663844621514	0	0	0	155.15438247012
edc070db-b768-478f-ae75-4c4012bdc3fe	179.04669664476	146.858526461432	483.325492909028	0	251.470079557247	393.299204427534	0	0	0
b16780b0-75ba-4304-87e0-33f1e321b622	0	0	829.671157684631	660.340319361277	0	282.218063872256	0	0	229.770459081836
cb56e4c2-2fff-4f09-be34-fbdaa3794b35	132.788888888889	139.777777777778	251.6	0	501.203174603175	153.755555555556	0	0	78.874603174602
b68f18e1-0117-420c-9405-e8d3a1e8caff	114.84296106119	114.84296106119	279.83568677792	216.145485665383	276.826700898588	169.50620453573	0	0	0
889fb525-5055-4408-a12e-17f1225c9d29	0	107.361290322581	102.867096774194	133.327741935484	239.190967741935	144.313548387097	0	0	46.9393548387091
6c642c0b-4dd0-406c-ac68-ea376802d61b	97.7353177795656	108.260659694288	88.212389380531	0	145.349959774739	161.388576025744	0	0	22.0530973451324
ea121956-77f5-4da3-ab15-0b825469eafe	89.2458059810357	150.879649890591	105.517140773158	0	140.032093362509	126.226112326769	0	0	64.0991976659373
70990332-7702-45e2-84cb-8bbff773f160	0	283.803278688525	0	0	577.742388758782	110.48056206089	0	0	109.973770491803
d9338d73-1d5e-4808-91f2-b5a09f7342de	75.5357142857143	54.3857142857143	112.8	0	84.6	0	0	0	95.6785714285714
