ICGC-Lymphoid_common_SBS9	ICGC-Lymphoid_common_SBS169	ICGC-Lymphoid_common_SBS100	ICGC-Lymphoid_common_SBS1	ICGC-Lymphoid_common_SBS17	ICGC-Lymphoid_common_SBS127_a	ICGC-Lymphoid_common_SBS18	ICGC-Lymphoid_common_SBS3	ICGC-Lymphoid_common_SBS101	ICGC-Lymphoid_common_SBS127_b	ICGC-Lymphoid_common_SBS5+8	unassigned
e6168db0-d12f-4218-8ab9-bd704201cb2b	0	2171.65968114693	1686.2357514983	2455.11526107564	10155.9084766344	0	0	1456.2717889459	0	1671.73802342434	0	5928.07101727449
82b8cda8-fbff-455e-b0db-7ff6528bd6c8	0	0	446.166173171826	0	544.252310453118	0	1339.00152534769	0	815.372454015254	0	1637.28398384926	823.923553162852
a31b6123-c1b7-4cd0-86d8-b2e640cce9da	0	0	201.025641025641	735.753846153846	176.902564102564	192.984615384615	151.774358974359	0	201.528205128205	0	0	300.03076923077
bdbcffb0-c7da-4e7d-8002-9feffe48533c	0	394.869757174393	0	618.362030905077	294.649006622517	0	0	0	285.629139072848	563.240618101545	746.644591611479	501.604856512141
dd8f3e1c-6ed6-41c2-957d-6f679a3cb3ca	0	0	0	810.79704797048	275.771094710947	870.355596555965	588.078105781058	0	0	0	424.917712177122	1099.08044280443
00b9d0e6-69dc-4345-bffd-ce32880c8eef	823.001119681513	0	0	1128.91764120428	303.39661607365	845.17628763374	0	0	0	0	0	950.508335406817
b330c50b-c45f-413d-918f-33275d0d8f91	0	0	0	803.915395284327	132.053814147018	210.681276005548	248.986962552011	0	0	0	0	421.362552011096
ad0700e2-048a-4856-a77a-bc0b6f25f0e2	0	0	0	863.305002428363	0	219.612676056338	351.380281690141	0	0	0	0	644.702039825158
ce85ccf3-6621-4976-b187-2f28d45dd4d9	0	0	1609.43015805211	2039.84750106792	0	1962.68304143528	6071.43998291329	0	5387.9833404528	0	0	2869.6159760786
2f0a660c-ba3c-49bb-90f7-39b0034cea82	198.227272727273	0	0	643.732954545455	338.806818181818	221.488636363636	412.636363636364	0	0	0	214.914772727273	284.193181818181
140d5fa9-afbe-444e-a7e7-6a4cb4ab2923	2030.53660982949	0	0	1960.7776902135	3020.71177819172	1358.04055022209	0	0	1333.95113913168	0	1765.05122510388	2540.93100730764
03ad38a6-0902-4aaa-84a3-91ea88fa9883	501.443957968476	0	0	1181.01278458844	0	0	511.921891418564	0	520.902977232925	611.212784588441	1229.90980735552	1141.59579684763
e98e4e23-a139-4fff-b017-35f3f976eddd	343.172380019589	466.774730656219	0	386.382957884427	0	481.84818805093	0	0	557.717923604309	699.910871694417	864.714005876592	303.478942213517
cc7bba1d-8990-4557-a565-9cff1085f023	254.714079769342	0	0	285.67932083934	373.580650328368	351.105878584014	273.692775909018	0	365.090181002723	0	669.74819798174	544.388915585455
d6ee68e5-ceb3-4a63-b3bd-e64fe5398102	0	0	0	743.228035422978	0	0	0	0	438.018410626893	660.535772547192	1282.98298764857	1176.23479375437
5f18b334-6616-406f-8f33-0592b56c14e6	244.746244015189	0	0	541.256067360079	0	337.719663199604	0	0	272.386990259204	496.528314347036	661.870232788509	489.492488030379
c66926a8-474d-482c-bfb7-043029c8b737	469.560868611538	0	1489.62404035973	1849.58719017328	0	0	1692.22899758719	0	0	0	0	1374.99890326826
4a4309b0-2aca-4d6a-ac50-039b28406bba	0	917.958632019116	0	1923.50873655914	499.521654719235	0	0	0	477.999178614098	719.251120071685	871.910543608124	1292.8501344086
3e012b50-06d1-4120-971b-5e54139b00ee	0	0	2427.48117335732	3476.87923966999	0	7358.25554767629	2707.78617015757	0	4769.67381565975	3709.80171921753	0	4387.12233426155
d733cf1a-4c42-4def-b6cb-5ef2c6a27fcd	1739.99200262478	0	0	3334.2333798138	7276.51232416028	3574.64678259443	0	0	1506.59065742526	3217.03184595825	0	3775.9930074232
b9dbc78e-44ce-427c-bbeb-de8d097bde2c	0	0	0	1852.2812257564	0	548.287238169123	1588.38363072149	0	1111.56865787432	0	836.175523661753	1794.30372381691
2c3ada8b-9650-4859-9857-43209c0f7cea	824.603809523809	1436.66536054422	0	1762.99793197279	0	995.038639455782	0	0	703.29431292517	1517.87254421769	751.918367346939	1218.6090340136
3e94aa64-7dd3-4d63-a5de-b4050d3dfafa	326.427946643341	0	0	875.465777389023	0	0	411.279247758583	0	383.328230920621	668.827902908375	976.788213426635	922.882680953422
9e842227-2bc6-4185-bedb-abeb03836b51	0	0	0	801.136279674352	1240.83895464186	0	0	0	673.014298419648	1097.262570979	1377.93445987549	2096.81343640965
9c27fedd-b1b3-4af0-9e9b-20271854db08	0	2786.98483756307	2252.8919241381	0	3065.5332952201	0	2907.00571698441	2803.48770848351	4153.7226019736	0	0	2149.37391563721
ac2c8928-33a2-4aa0-8bc1-cdfa1ca0b56a	3383.6281573499	0	0	672.387646652864	591.176535541753	0	798.996273291925	0	0	1258.01559696342	0	604.795790200138
858631eb-4e91-4aad-809c-c3948519313d	1253.54757991385	0	1543.75311720698	0	1853.00495919293	1280.61338131943	2351.71741101791	1423.46066651553	1559.29089208796	1845.48668102471	3405.78001020177	1170.34530151893
07835447-5d7e-4828-80fd-89b063989c9a	677.712451986191	0	0	2409.42247289347	785.507657898575	1010.08100354938	1640.88257888851	690.188748966791	1432.27889337288	0	743.587300043759	874.338892400445
3e7ccab5-5b1d-4147-b907-77cab8f0837e	1455.00863370447	0	0	2253.33638422344	0	0	823.353698811096	0	977.513540290621	1455.50915267032	1066.10539724476	2578.17319305529
e2b09705-c5c8-48ee-a90e-19648a7bf2cb	0	1188.63765207576	0	1269.74940423931	0	1049.44587984448	555.765709268782	0	0	2001.25724319579	642.885739370375	1276.2583720055
5bcf473f-417d-47a5-9745-ac7faf830b1f	1040.80615110319	0	1001.23748607087	1058.83744149766	0	0	3800.59531981279	1288.73639402719	0	0	1386.40588366392	1660.38132382438
fdf7dfb7-9285-46b3-be60-672164507705	10576.0063114152	2449.10124822296	0	0	0	3088.32419427911	5295.77410132633	0	0	6568.20377747575	0	4114.59036728065
f2c08ac1-4755-4c36-a11d-338d8df9fa0d	286.744309927361	0	0	580.519128329298	0	0	323.403389830509	0	375.12784503632	322.399031476998	694.513801452784	528.29249394673
d31cce9d-1b38-44fd-9378-0d128e12a011	1361.09396891859	0	0	784.038006280699	0	496.756904742733	489.774377969241	0	548.627103631532	938.651099122313	894.76093083179	680.297608503102
78bd2aa8-e5f6-4b4b-96f0-d406fbdbcee8	0	0	0	1093.78024284215	0	264.171488532454	349.88937190826	0	604.536651176735	0	543.882476390346	487.739769150055
