ICGC-Kidney_common_SBS100	ICGC-Kidney_common_SBS17	ICGC-Kidney_common_SBS107	ICGC-Kidney_common_SBS3	ICGC-Kidney_common_SBS1	ICGC-Kidney_common_SBS5	ICGC-Kidney_common_SBS125	ICGC-Kidney_rare_SBS18	ICGC-Kidney_rare_SBS2	ICGC-Kidney_rare_SBS44	ICGC-Kidney_rare_SBS22	unassigned
f37971bd-ec65-4840-8d4f-678692cee695	298.563479200432	0	1059.49959481361	0	0	855.614802809292	815.038222582388	0	0	0	0	680.283900594278
c9ad6b1c-baa0-45a7-b7c4-733728505b8a	0	0	3336.13272943481	0	0	2279.11541689983	2413.68127448237	0	0	0	18054.3359331281	2522.73464605489
c19a1388-95e6-4708-a24c-3738f1908071	470.185471291688	0	906.893337294808	859.924756740697	765.487929881898	715.521354824333	1791.30171581371	0	0	0	953.362252098344	264.323182054522
f269134a-e3d5-4020-bcf5-01fb42f914b2	0	0	771.170002411382	242.525198938992	0	799.731854352544	0	0	0	0	0	264.572944297082
f4baf913-c4ac-46f3-83b6-306b9182207d	1370.61944151446	0	2569.28662632543	1478.08960195414	640.822072947316	1016.71770388053	1562.56614667185	0	0	0	0	365.898406706274
d926a39f-d057-4e78-8907-b74f52157d99	682.713926701571	0	1206.49445026178	553.268167539267	314.868062827225	828.65277486911	989.08554973822	0	0	0	0	197.917068062827
e5c89fcf-cc57-4fad-a138-ea47ee9ea225	582.145157945669	0	2447.41646505841	1007.34678924449	621.757102370913	697.972489113154	1581.4692749015	0	0	0	0	315.892721365864
50203cff-83f8-4884-8346-b91ef717d00e	0	0	804.173042966451	265.709240729841	318.045909358446	497.7015891701	377.931135962331	0	0	0	0	301.439081812831
a2034620-e4b5-4d4f-ac05-7fc1c098eb40	0	0	1346.2651391162	0	0	950.481178396072	2389.1958537916	0	0	0	1850.48990725586	1707.56792144027
b9d2e29e-8546-4310-aeea-e029f17c0516	446.305038861235	0	2648.84289581696	983.570343201467	0	0	766.66509475155	0	0	0	0	877.616627368788
9a015939-8810-4808-9dfa-fb60a1173bc7	0	0	741.877276890201	433.720565788135	0	1555.79118754452	1415.21970082426	0	0	0	0	769.391268952884
d5c87d16-172f-4790-8867-949dcaa534d4	697.870114068441	611.137693282636	3052.17906210393	859.804055766793	0	801.648212927757	3386.57515842839	0	0	0	0	479.785703422054
3afb3f57-545a-4ed5-9461-2fcb28d89399	904.808258148419	0	1302.6636592701	0	0	1353.70925790458	1771.5825408437	0	0	0	0	824.236283833201
494701ce-05d4-440b-a65e-d925902b9d42	0	0	1163.11774830414	603.561101549053	348.035233370457	934.094563126456	1341.13576997064	0	0	0	0	549.055583679254
c8f64a71-e545-4eb6-9da3-2d43ae0c2627	629.136876802637	0	1375.70597445406	943.455459414916	533.19225381129	1026.40758137618	1258.77346518335	0	0	0	0	297.328388957567
effb868c-f905-41a0-ace1-b5e508732534	1120.17375116351	444.068879925535	939.145671734409	1128.17499224325	0	726.612705553832	1795.27846726652	0	0	0	0	293.545532112944
3afae3fb-2d87-4724-a589-d31cce1f4c28	0	0	1452.07383467993	0	0	0	1442.53722809198	0	0	0	0	1143.38893722809
50515723-b495-42a9-8750-e3da288bf6a3	0	0	1462.64725910793	0	0	651.902735217342	1264.72137101351	0	0	0	0	1035.72863466122
fec30898-f86b-4207-aa78-de77142c8f50	427.64696969697	0	890.34696969697	307.465151515152	233.35303030303	511.774242424242	784.186363636364	0	0	0	0	150.227272727272
