GEL-Ovary_common_SBS8	GEL-Ovary_common_SBS3	GEL-Ovary_common_SBS17	GEL-Ovary_common_SBS5	GEL-Ovary_common_SBS1+18	GEL-Ovary_common_SBS13	GEL-Ovary_rare_SBS44	GEL-Ovary_rare_SBS26	GEL-Ovary_rare_SBS6	GEL-Ovary_rare_SBS1	GEL-Ovary_rare_SBS111	GEL-Ovary_rare_SBS31	GEL-Ovary_rare_SBS116	GEL-Ovary_rare_SBS57	GEL-Ovary_rare_SBS2	GEL-Ovary_rare_SBS103	GEL-Ovary_rare_SBS14	GEL-Ovary_rare_SBS30	GEL-Ovary_rare_SBS10a	unassigned
GEL-2421101-11	0	603.171870643992	468.521884583217	1316.9669640368	3756.18399776972	694.773905770839	0	0	0	0	0	0	0	0	0	0	0	0	0	342.381377195432
GEL-2785881-11	2633.94530876017	3531.26735280038	0	1154.41431306845	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1039.373025371
GEL-2671946-11	9302.9584982472	4660.73866334954	0	1663.19099852991	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2077.11183987335
GEL-2351912-11	6550.89255732717	0	0	0	9141.95453264973	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2053.1529100231
GEL-2631147-11	2183.32899992168	1873.35327746887	0	1189.40684470201	793.93781815334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	343.9730597541
GEL-2060912-13	2776.35416498669	1843.22683654544	0	1135.87226836545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	452.54673010242
GEL-2060912-11	3155.49215406562	1868.8302425107	0	1062.48216833096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	563.19543509272
GEL-2060912-12	3150.75687552087	1837.18918099856	0	1073.32373664672	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	558.73020683385
GEL-2052741-11	0	0	0	1102.60518271175	1596.82467196539	7145.4023420966	0	0	0	0	0	0	0	0	0	0	0	0	0	802.167803226261
GEL-2693800-11	2241.33833474218	2446.09763313609	0	1324.1768808115	674.85460693153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	420.532544378701
GEL-2197374-11	4093.29255876193	5884.13937049104	0	2596.07647777519	1154.98094600884	2910.25133814289	0	0	0	0	0	0	0	0	0	0	0	0	0	586.25930882011
GEL-2558289-12	3558.00162366949	2010.15346683505	0	1278.96139274761	740.688075049612	544.270791989897	0	0	0	0	0	0	0	0	0	0	0	0	0	178.92464970834
GEL-2458075-11	311.421686746988	232.688667714336	0	709.098655491531	1444.77597345905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	174.015016588095
GEL-2399900-11	0	0	0	4727.47998744926	2970.35910811288	0	16206.5032455435	0	0	0	0	0	0	0	0	0	0	0	0	1586.65765889436
GEL-2557570-11	1398.38339031101	1861.3447844576	0	1229.89744017343	1206.89935795881	0	0	0	0	0	0	0	0	0	0	0	0	0	0	299.47502709915
GEL-2066369-11	519.569580962235	0	0	976.432488360062	246.845318158303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	181.1526125194
GEL-2660687-11	2531.08908154291	2792.753360975	0	0	0	1530.46086191733	0	0	0	0	0	0	0	0	0	0	0	0	0	1109.69669556476
GEL-2565110-11	293.333789018	0	0	464.028024606972	1231.4012303486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	208.236956026428
GEL-2356250-11	1098.71006625689	2073.50922008462	0	900.352678215055	1278.58074558953	599.568931108805	0	0	0	0	0	0	0	0	0	0	0	0	0	308.278358745099
GEL-2552623-11	0	264.042989741085	0	966.657384790751	1549.25223904901	0	0	0	0	0	0	0	0	0	0	0	0	0	0	291.047386419154
GEL-2427766-12	0	0	0	3054.38748658558	0	0	35544.3278036129	0	0	0	0	0	0	0	0	0	0	0	0	6142.28470980152
GEL-2084033-11	2981.78249917862	3570.55481327346	0	0	0	1391.09933194612	0	0	0	0	0	0	0	0	0	0	0	0	0	1168.5633556018
GEL-2770545-12	512.697701826753	805.525044195639	0	1002.90866234532	2352.11314083677	1064.37242192104	0	0	0	0	0	0	0	0	0	0	0	0	0	198.383028874478
GEL-2691884-11	0	507.36977676016	0	1077.84773898111	2313.4659416142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	476.31654264453
GEL-2070281-11	1663.5	2691.5	0	490.5	497	809.5	0	0	0	0	0	0	0	0	0	0	0	0	0	136
GEL-2903452-11	0	196.871886120996	0	547.926601423487	241.067615658363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143.133896797154
GEL-2091425-11	3254.73039463242	1491.5426015439	0	1122.66647428036	0	530.259432941346	0	0	0	0	0	0	0	0	0	0	0	0	0	547.801096601974
GEL-2678550-11	2924.586279484	3912.47994818373	0	1063.07583526745	756.833810114967	0	0	0	0	0	0	0	0	0	0	0	0	0	0	629.024126949853
GEL-2310400-11	4179.31364573466	2351.27074162813	0	0	1388.93207778459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1066.48353485262
GEL-2320792-11	364.055717128425	886.570947497321	0	871.025868666769	971.316699831624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	183.030766875861
GEL-2508687-11	1619.55370746572	1007.27729812087	0	863.595099035043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	452.573895378367
GEL-2947957-11	0	368.672758920801	0	937.482158398607	1907.06643458079	0	0	0	0	0	0	0	0	0	0	0	0	0	0	244.778648099802
GEL-2481117-11	373.556564939674	0	0	1248.87551454933	0	260.433782824698	0	0	0	1382.10901348474	0	0	0	0	0	0	0	0	0	277.025124201558
GEL-2165700-11	4280.78785669146	3683.46862087405	0	1011.04034806281	0	682.864955519907	0	0	0	0	0	0	0	0	0	0	0	0	0	632.838218851773
GEL-2121452-11	1269.34266947577	1083.36572065931	0	1082.86578262486	389.951666873218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	208.474160366842
GEL-2835324-11	652.346470333478	689.394543092248	0	1098.92594196622	872.131658726722	0	0	0	0	0	0	0	0	0	0	0	0	0	0	155.201385881332
GEL-2960050-11	0	0	0	823.217550274223	1579.57985707163	261.932856905435	0	0	0	0	0	0	0	0	0	0	0	0	0	337.269735748712
GEL-2749347-11	1631.46158739134	2607.84013004453	0	1246.70648102339	1145.27104389003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	438.72075765071
GEL-2338063-13	2287.28213569261	5152.89985083072	0	742.715189547863	1045.41422766319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	514.688596265616
GEL-2229211-11	3087.4879171001	6167.47343362407	0	975.312074897976	0	1176.37641033848	0	0	0	0	0	0	0	0	0	0	0	0	0	1094.35016403938
GEL-2868695-11	3712.78517440233	2603.10217792957	0	1214.7476625049	0	888.046581938301	0	0	0	0	0	0	0	0	0	0	0	0	0	517.318403224899
GEL-2358594-11	3989.47330385072	4558.75601337504	0	3187.98317333621	1209.47607234027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	943.31143709776
GEL-2933114-11	583.250591016548	371.659681925639	0	1503.64603481625	2062.38609499248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	134.057597249082
GEL-2088245-11	308.583877107123	0	0	1064.28928765634	1360.86990212072	721.196030451332	0	0	0	0	0	0	0	0	0	0	0	0	0	224.060902664485
GEL-2561562-11	3651.50557252211	5676.1126403046	0	1472.12275413477	0	901.60631420299	0	0	0	0	0	0	0	0	0	0	0	0	0	927.65271883553
GEL-2507747-11	3161	2436.5	0	760	651.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	497
GEL-2294881-11	2573.94933046478	3974.37768463222	3443.59434697133	1219.00241106866	1693.80859824177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	569.267628621241
GEL-2369178-11	0	420.52442002442	0	1142.78388278388	683.164224664225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	216.527472527475
GEL-2576695-11	5389.30362617613	5443.91309863622	0	1797.60355217253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1586.17972301512
GEL-2019750-11	2848.35592951262	2581.22876647087	0	2400.14256231148	726.345769169709	599.285283378314	0	0	0	0	0	0	0	0	0	0	0	0	0	297.641689157006
GEL-2408995-11	1541.38275511357	770.192225110182	0	1261.35823256865	618.449881342525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	225.616905865073
GEL-2401426-11	3242.91599297012	2981.14024604569	0	897.445342706503	825.369420035149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	597.128998242538
GEL-2146785-11	635.708716323296	714.984152139461	0	1278.44183835182	475.652614896989	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61.2126782884338
GEL-2226550-11	455.606176134197	0	0	988.974456728936	979.503431185665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	190.915935951202
GEL-2569078-11	874.122350374065	2562.1519638404	0	1083.3697786783	1362.86814214464	0	0	0	0	0	0	0	0	0	0	0	0	0	0	556.487764962595
GEL-2796950-11	625.693504973669	0	0	1379.72159157402	1745.25043885313	279.639555295494	0	0	0	0	0	0	0	0	0	0	0	0	0	236.694909303687
GEL-2614096-11	2882.32657352143	2599.94153553988	0	1170.52346717309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	716.2084237656
GEL-2034228-11	0	0	0	3216.59527603337	0	0	0	0	16725.7955759678	0	0	0	0	0	0	0	0	0	0	1389.60914799883
GEL-2472392-11	789.172941767068	505.39156626506	0	1600.40662650602	958.639558232932	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141.38930722892
GEL-2879815-11	4672.07130813545	4912.31786567374	0	2024.36444428832	0	1115.32341576507	0	0	0	0	0	0	0	0	0	0	0	0	0	1494.92296613742
GEL-2698415-11	0	154.511525795829	0	616.531284302964	549.374313940725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59.5828759604822
GEL-2064879-11	7515.85450546907	6542.53886220267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3199.60663232826
GEL-2559614-11	967.869466145833	1294.65657552083	0	1139.75748697917	1353.6181640625	1242.19075520833	0	0	0	0	0	0	0	0	0	0	0	0	0	141.907552083337
GEL-2135233-11	3708.26041874377	3869.22831505484	0	828.334795613161	0	1150.7704885344	0	0	0	0	0	0	0	0	0	0	0	0	0	471.40598205383
GEL-2910985-11	680.262987012987	1033.87987012987	0	829.101731601731	860.068181818182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	288.68722943723
GEL-2259220-11	571.999649859944	689.705357142857	0	886.048494397759	523.915616246499	0	0	0	0	0	0	0	0	0	0	0	0	0	0	189.330882352941
GEL-2868345-11	1294.17205692109	1028.32858990944	0	685.886157826649	1620.59379042691	0	0	0	0	0	0	0	0	0	0	0	0	0	0	402.019404915911
GEL-2826327-11	4262.2744653089	2380.59476938787	0	1563.73381743916	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	605.39694786407
GEL-2569780-11	0	0	0	0	0	0	0	0	47451.469846824	0	0	0	0	0	0	0	0	0	0	8572.530153176
GEL-2392057-11	1563.88516787816	2781.79127725857	0	836.531498788508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	578.792056074762
GEL-2739905-11	2253.62649210628	1571.92452830189	0	934.332691567193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	447.116288024637
GEL-2617879-11	0	439.765900079302	0	1718.49294210944	768.83901665345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	230.902141157808
GEL-2140670-11	278.072062084257	0	0	947.837028824834	1206.47394678492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	264.616962305989
GEL-2074894-11	0	0	0	991.744663873928	1119.22601236784	0	0	0	0	0	0	0	0	0	0	0	0	0	0	405.029323758232
GEL-2640427-11	0	420.394558676028	0	1245.68756268806	1541.61334002006	677.82998996991	0	0	0	0	0	0	0	0	0	0	0	0	0	101.474548645942
GEL-2474173-11	3812.17910587794	4160.15185063564	0	1048.42435614768	0	724.984941595909	0	0	0	0	0	0	0	0	0	0	0	0	0	927.259745742831
GEL-2585222-11	262.825949892152	0	0	1442.53326696532	771.925833748133	0	0	0	0	0	0	0	0	250.788120126099	0	0	0	0	0	294.926829268296
GEL-2406642-11	538	815	0	1359.5	1273.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	278
GEL-2338063-12	2045.33912409646	4038.56769726052	0	781.157200996173	889.386806778837	0	0	0	0	0	0	0	0	0	0	0	0	0	0	494.54917086801
GEL-2640588-11	6004.2747451284	5726.73893405601	0	1297.16737643567	0	1003.12943605627	0	0	0	0	0	0	0	0	0	0	0	0	0	1468.68950832365
GEL-2243096-11	9885.56114884361	8888.60540684512	0	1720.92360278777	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2030.9098415235
GEL-2326678-11	2787.33914569282	2291.89011350551	0	2117.05521741515	1694.74628502495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	244.969238361571
GEL-2946413-11	0	1431.49503397805	0	1819.9006795609	2179.27600627287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	314.32828018818
GEL-2803218-11	3601.98988945059	1905.69812788178	687.333814788067	1799.99300038887	0	816.58463418699	0	0	0	0	0	0	0	0	0	0	0	0	0	206.400533303702
GEL-2668977-11	5299.44391214323	1715.10003653932	0	3646.40177012708	0	725.176525516625	0	0	0	0	0	0	0	0	0	0	0	0	0	940.877755673746
GEL-2666938-11	6495.65914576556	7243.61989715605	0	1649.41344842061	0	2478.86992339175	0	0	0	0	0	0	0	0	0	0	0	0	0	1189.43758526603
GEL-2255183-11	975.078739024039	1272.95005038146	0	676.70764358716	412.321865553476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	134.941701453865
GEL-2419563-11	2324.29152953404	1915.00433050407	0	1197.3774467348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	333.32669322709
GEL-2313913-11	0	1474.74226190476	0	1348.89226190476	1080.7119047619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	290.65357142858
GEL-2419563-12	2324.50100621227	1933.23842855893	0	1160.24402834894	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	315.01653687986
GEL-2002286-12	942.389931265094	1533.69341754907	0	1693.00575887052	0	0	0	0	0	0	2921.05919871199	0	0	0	0	0	0	0	0	974.851693603326
GEL-2058160-11	0	427.781682407204	0	872.074236766967	815.537008565781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	162.607072260048
GEL-2689238-11	620.887479615872	351.93622032977	0	1098.80086972278	586.393730748324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100.981699583254
GEL-2368490-11	332.692117846676	0	0	903.452876754589	694.576584914392	0	0	0	0	1041.86487737159	0	0	0	0	0	0	0	0	0	290.413543112753
GEL-2118949-11	1265.1425801761	1369.31900799742	0	0	1461.47507876242	7578.33427578964	0	0	0	0	0	0	0	0	0	0	0	0	0	725.72905727442
GEL-2612576-11	347.908462657614	791.154825412221	0	1037.73557225994	852.550436469447	602.974781765276	0	0	0	0	0	0	0	362.883001939864	0	0	0	0	0	121.792919495638
GEL-2704859-11	1965.34872397582	1487.2504197448	0	1317.39313297515	859.777619207522	0	0	0	0	0	0	0	0	0	0	0	0	0	0	321.230104096709
GEL-2789136-11	3584.06333509474	2607.22744772401	1470.00060391032	2606.72778742357	2300.43602325055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	669.544802596811
GEL-2186112-11	1819.74009661836	548.969082125604	0	1168.86956521739	775.749758454106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	339.67149758454
GEL-2619217-11	2067.60743224364	1897.84492875105	0	621.630343671417	0	480.328024587874	0	0	0	0	0	0	0	0	0	0	0	0	0	293.589270746019
GEL-2331620-11	330.901984009476	393.383476458395	0	1282.12022505182	1256.12792419307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113.466390287239
GEL-2586617-11	1831.69774975922	1997.12529550827	0	798.150424656335	0	733.67866211365	0	0	0	0	0	0	0	0	0	0	0	0	0	347.347867962525
GEL-2888655-11	0	265.821039903265	0	1015.72672309553	0	0	0	0	0	787.951632406288	0	0	0	0	0	0	0	0	0	414.500604594917
GEL-2829340-12	593.551774558022	534.997341486109	0	1431.83105144224	964.896982586734	0	0	0	0	0	0	0	0	0	0	0	0	0	0	239.722849926895
GEL-2327117-11	889.04859660278	692.316559178854	0	2291.70297029703	1254.47960759379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	383.452266327546
GEL-2891678-11	3219.85994876174	5149.07771135781	0	760.49454407439	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1402.56779580606
GEL-2268421-11	2917.32016298308	2131.46454294769	0	4072.34284067992	0	2501.63205333992	0	0	0	0	0	0	0	0	0	0	0	0	0	531.24040004939
GEL-2707231-11	2271.0850948997	1679.06512548349	0	960.901682108483	0	521.661059638392	0	0	0	0	0	0	0	0	0	0	0	0	0	154.287037869935
GEL-2166323-11	1329.23254749371	1103.76905470359	0	969.99404898146	645.827649347677	0	0	0	0	0	0	0	0	0	0	0	0	0	0	329.176699473563
GEL-2679987-11	630.52430481851	1379.77074931013	0	1493.00573126725	924.336658883464	0	0	0	0	0	0	0	0	0	0	0	0	0	0	272.362555720646
GEL-2411235-11	0	242.411384739604	0	1282.88494146145	709.776544206702	0	0	0	0	0	0	0	0	0	0	0	0	0	0	235.927129592244
GEL-2839199-11	6412.11266142714	4453.49461621023	0	1767.20423778693	0	1062.02177751619	0	0	0	0	0	0	0	0	0	0	0	0	0	740.16670705951
GEL-2651051-11	568.530140379851	429.145334434352	0	573.526011560694	171.857968620974	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71.940545004129
GEL-2075941-11	237.5	252	0	915	244.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41
GEL-2136568-11	933.705271897053	563.63304275633	0	1399.55500207555	595.224574512246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131.882108758821
GEL-2324460-11	1010.64554340623	2157.90523525514	0	1322.26540755467	1138.28503976143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	389.89877402253
GEL-2588999-11	1817.05919637804	3176.48126768534	0	1868.01878890775	1239.01754385965	543.069383135258	0	0	0	0	0	0	0	0	0	0	0	0	0	184.353820033963
GEL-2649610-11	0	0	0	4916.97956496293	3890.87948692938	0	20510.5004389387	0	0	0	0	0	0	0	0	0	0	0	0	1440.64050916899
GEL-2204961-11	6998.76918525737	4184.56304597501	0	1236.37089757422	1235.37100198378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	709.925869209621
GEL-2383522-11	6566.42864603734	3720.74288418854	0	3791.74751925839	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1240.08095051573
GEL-2160777-11	217.183732333429	0	0	584.686760888376	407.722238246322	0	0	0	0	0	0	0	0	0	0	461.012691087395	0	0	0	72.394577444478
GEL-2475631-11	964.290265486726	1787.83008849558	0	1441.94336283186	836.017699115044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	327.918584070791
GEL-2133693-11	6225.51312757016	2540.69863075602	0	1310.92435265941	0	634.172804916625	0	0	0	0	0	0	0	0	0	0	0	0	0	373.691084097785
GEL-2054170-11	644.653225806452	645.655017921147	0	1743.11827956989	2194.42562724014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	362.147849462371
GEL-2725696-11	517.31503606853	0	0	406.13987826871	3112.90441839495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	406.64066726781
GEL-2793050-11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1218616.89267608	78352.1073239199
GEL-2860011-11	8351.54361452374	8291.10842659494	0	2618.19219109703	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2652.15576778429
GEL-2481368-11	2228.88743726599	2405.45773918585	0	959.882179558671	0	374.148968374094	0	0	0	0	0	0	0	0	0	0	0	0	0	310.623675615395
GEL-2453393-11	9596.08765859285	6236.3578843302	0	2258.13807876092	1547.22425440765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1586.19212390838
GEL-2957648-11	787.083764219235	474.653567735264	0	965.32919682868	476.656325405033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	201.277145811788
GEL-2806603-11	7966.38691851703	8263.34866371948	0	1825.83899326836	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1881.42542449513
GEL-2507372-11	4350.46281563473	2033.47699757869	0	1154.49982704946	0	634.400899342788	0	0	0	0	0	0	0	0	0	0	0	0	0	485.159460394332
GEL-2167869-11	0	0	0	956.493938208839	553.865076261244	0	0	0	0	906.916503715291	0	0	0	0	0	0	0	0	0	143.724481814626
GEL-2784118-11	0	2033.63077877754	0	1079.83493639466	1256.88985417313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	465.64443065467
GEL-2899152-11	1505.38515064562	3036.20078909613	0	983.312195121951	1157.83515064562	0	0	0	0	0	0	0	0	0	0	0	0	0	0	268.266714490679
GEL-2671261-11	1858.30365838432	969.636658758896	0	593.777500312149	0	260.902234985641	0	0	0	0	0	0	0	0	0	0	0	0	0	320.379947558994
GEL-2507547-11	3456.62772740859	3897.15378101026	0	1999.38756600578	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	695.83092557537
GEL-2131895-11	1787.37009031716	761.093047679059	0	2627.36911013093	1070.22467268781	672.698382692712	0	0	0	0	0	0	0	0	0	0	0	0	0	214.244696492329
GEL-2685583-11	1816.91192126142	967.985839108165	0	1269.63724013257	715.359043888721	0	0	0	0	0	0	0	0	0	0	0	0	0	0	211.105955609124
GEL-2014637-11	3999.77744296169	3443.5170038743	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1844.70555316401
GEL-2085148-11	1230.43022980336	2125.15233357024	0	1594.11403300956	740.356313669746	477.085208876254	0	0	0	0	0	0	0	0	0	0	0	0	0	158.86188107084
GEL-2896468-11	0	0	0	3417.31516325401	3308.30510975835	0	22852.1075447334	0	0	0	0	0	0	0	0	0	0	0	0	2951.27218225424
GEL-2121566-11	3799.04924290622	2415.57755439623	0	0	589.774780506426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1051.59842219112
GEL-2005042-11	1203.41466692263	0	0	2854.28489153388	822.676137454406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	345.624304089084
GEL-2751999-11	4884.4138847445	3437.1616001492	0	1164.91043453935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1250.51408056695
GEL-2366558-11	0	0	0	1857.35512897421	2229.72705458908	0	0	0	0	0	0	0	0	0	0	0	0	0	0	918.91781643671
GEL-2848778-11	415.210626185958	622.316888045541	0	1246.13092979127	1131.84819734345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	266.493358633781
GEL-2831465-11	0	0	250.977326035966	724.822517591869	726.328381548084	138.539483971853	0	0	0	0	0	0	0	0	0	0	0	0	0	85.332290852228
GEL-2407744-11	0	505.776798105968	0	0	1316.32296514001	3520.88823577435	0	0	0	0	0	0	0	0	0	0	0	0	0	797.012000979672
GEL-2291562-11	802.210157618214	858.937158751417	0	956.82888637066	1074.29895951375	1014.05789636345	0	0	0	0	0	0	0	0	0	0	0	0	0	166.666941382509
GEL-2493423-11	561.295297119942	525.808239154211	0	1089.60262486329	1743.86401749909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	192.429821363467
GEL-2895550-11	2177.57555084054	8799.76422392688	0	1383.41269789457	1808.23234862086	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1142.01517871715
GEL-2795865-11	998.013166615119	881.895285644855	0	2055.08628993063	1733.25957672425	5398.48044890205	0	0	0	0	0	0	0	0	0	0	0	0	0	261.265232183096
GEL-2895187-11	1728.26074633916	6937.06050586164	0	889.648988706145	1234.90084596556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	862.128913127495
GEL-2430820-11	0	852.52706464584	0	804.997680173214	1169.2228580266	237.146613052892	0	0	0	0	0	0	0	0	0	0	0	0	0	171.105784101454
GEL-2758297-11	0	655.995	0	975.249230769231	743.427692307692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	223.328076923077
GEL-2109914-11	1601.76197631253	2361.33462966237	0	902.774880678805	0	445.128601732367	0	0	0	0	0	0	0	0	0	0	0	0	0	353.999911613928
GEL-2963860-11	2845.97975067153	2227.76692609684	0	881.803567738825	0	741.755355052001	0	0	0	0	0	0	0	0	0	0	0	0	0	564.694400440804
GEL-2764287-11	0	496.750441361917	0	1776.89583858764	1076.04249684741	0	0	0	0	0	0	0	0	0	0	0	0	0	0	617.311223203033
GEL-2836489-11	2782.65883317393	3813.14346222161	0	1661.58764858587	1668.09386528214	721.689575078563	0	0	0	0	0	0	0	0	0	0	0	0	0	341.826615657887
GEL-2768330-11	538.494845360825	359.164948453608	0	922.917525773196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41.4226804123709
GEL-2025513-11	2527.1115904754	2068.45432672364	0	677.493735999336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	748.940346801624
GEL-2015407-11	1558.25832047609	671.542281977812	0	3077.98552641246	0	952.769377709206	0	0	0	0	0	0	0	0	0	0	0	0	0	550.444493424432
GEL-2049395-11	4051.51854376875	1296.52604308699	0	1324.60239978184	0	520.916689391873	0	0	0	0	0	0	0	0	0	0	0	0	0	160.436323970547
GEL-2817499-11	547.428535353535	499.760606060606	0	1464.15808080808	1114.92777777778	300.558838383838	0	0	0	0	0	0	0	0	0	0	0	0	0	47.1661616161609
GEL-2367304-11	226.499032133178	0	0	647.716608594657	0	0	0	0	0	0	0	0	0	374.30352303523	0	0	0	0	0	54.4808362369349
GEL-2722833-11	8432.56976822758	4295.79025609838	0	1321.08926278803	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	750.55071288601
GEL-2018982-11	1151.83773968623	677.374782103428	0	1051.13335270192	0	289.587739686229	0	0	0	0	0	0	0	0	0	0	0	0	0	279.066385822193
GEL-2153126-11	562.741154562384	526.127870887647	0	1038.71384233395	2225.38547486034	376.163873370577	0	0	0	0	0	0	0	0	0	0	0	0	0	118.867783985103
GEL-2650369-11	1214.03304377448	2281.94174757282	0	1304.61011752683	806.686424799864	0	0	0	0	0	0	0	0	0	0	0	0	0	0	268.728666326006
GEL-2226823-11	467.631496881497	961.82726957727	0	887.647782397782	374.405925155925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	201.487525987526
GEL-2987986-11	2434.29741592144	2836.59867229934	0	1818.60158007352	0	1243.38574642015	0	0	0	0	0	0	0	0	0	0	0	0	0	776.11658528555
GEL-2851154-11	0	0	0	0	0	17429.1506524318	0	0	0	0	0	0	0	0	0	0	0	0	0	1138.8493475682
GEL-2806084-11	774.654500207383	367.973454997926	0	1124.53090004148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	156.841144753211
GEL-2158012-11	12758.9267622406	5662.95937342555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3434.11386433385
GEL-2788568-11	1392.84213954246	2091.75934218025	0	1397.83440527558	1082.82243751527	0	0	0	0	0	0	0	0	0	0	0	0	0	0	166.741675486441
GEL-2360348-11	0	458.5	0	1277.5	2727.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	501.5
GEL-2955659-11	5726.79367387033	3665.52836935167	0	871.958271119843	827.40931237721	1313.94400785855	0	0	0	0	0	0	0	0	0	0	0	0	0	333.366365422396
GEL-2486623-11	751.411619428437	1522.32094554863	0	967.886157826649	825.902857814889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	183.478419381395
GEL-2797572-11	670.725341280523	1354.93510863296	0	1115.71140165353	1879.82887906172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	173.799269371267
GEL-2250658-11	4819.11724514895	5114.88794752665	0	900.778901339164	1177.09756764143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	763.118338343806
