ICGC-Prostate_common_SBS5	ICGC-Prostate_common_SBS3+8	ICGC-Prostate_common_SBS1	ICGC-Prostate_common_SBS18	ICGC-Prostate_rare_SBS6	ICGC-Prostate_rare_SBS154	ICGC-Prostate_rare_SBS33	ICGC-Prostate_rare_SBS52	unassigned
8689b53c-8883-479c-85f6-d13b86272b5d	1319.06055670714	633.749777909387	395.968463132958	1032.22120225052	0	0	0	0	0
145f2b89-8878-4390-b0f6-f09b02fb138a	730.791414419373	260.569069895432	1102.67638965327	626.963126031921	0	0	0	0	4.09272615797818e-12
783579bd-e29d-457c-8236-1a80b557600c	1901.51033386327	964.265898251192	362.788155802862	548.435612082671	0	0	0	0	5.00222085975111e-12
e41bc2ec-3e0b-4c37-806b-3f6f25c8c4db	3315.19864239432	0	1127.59814871953	0	0	11536.8512187596	0	0	248.35199012655
5c8da06c-7964-4ad1-ac9e-d1b5507105d2	1020.17874698364	621.999285012065	1842.01715971043	0	0	0	1777.56904102243	0	328.235767271435
c14b2c74-447b-4526-a6e9-415d2728c7ca	769.532813419659	546.44349617422	1603.73646262507	487.287227781048	0	0	0	0	3.18323145620525e-12
acb9750e-7e17-4cef-bee1-5d710f9bf3a7	749.370932754881	691.496746203905	1124.05639913232	425.075921908894	0	0	0	0	0
1f5e70c1-c5de-49e7-941a-46e11a4f4416	3092.52357177934	2766.81044360779	0	0	0	0	0	0	253.66598461287
b41c63e8-bb85-4f83-9bc6-e611fd9ef075	540.356106057674	1155.90090961873	2197.01374104896	1286.72924327463	0	0	0	0	5.45696821063757e-12
7ae9b843-488f-459c-8c0d-c81dcae57f99	1806.32310336361	3984.27252639332	1240.41492757181	1084.98944267125	0	0	0	0	1.00044417195022e-11
39aee9fc-fa27-4b71-b9e8-43ff34bd3930	499.791314837153	623.492159227986	1282.8974668275	901.819059107358	0	0	0	0	2.72848410531878e-12
289790a5-77bd-49a9-a1ec-478a8ecacd7f	893.743116490166	589.352344931921	1124.40257186082	685.501966717095	0	0	0	0	0
59938f45-3e57-43d6-af3b-bb4968249e5a	829.712070302404	779.608684414577	1395.37929697596	872.299948307056	0	0	0	0	3.18323145620525e-12
beafb7c6-ef39-478e-aa47-0f1ad39f95a3	830.621897810219	0	1597.96788321168	471.556204379562	0	0	0	0	195.854014598539
008bad10-d41b-4bbb-86fa-9976ecea46b1	701.019346785937	312.955065529436	1234.2947784481	0	0	0	0	0	158.730809236527
2ea2294d-fab9-43ae-a222-370487495b06	1400.2463878327	797.41825095057	1066.23346007605	693.101901140684	0	0	0	0	0
0a6be23a-d5a0-4e95-ada2-a61b2b5d9485	662.885429046827	1076.06061326361	1744.46173044925	735.592227240314	0	0	0	0	0
a1af7c42-47af-435c-bb51-b932a3cd7b91	472.212486992716	1034.77429760666	1777.53558792924	1512.47762747138	0	0	0	0	4.54747350886464e-12
bc9f105f-6d99-44ac-9871-67defd5e85cd	716.492604059168	522.359133126935	921.633642930856	748.514619883041	0	0	0	0	0
8044a282-bc2c-47c6-8a85-53c3b5eeb08f	782.787185354691	426.974828375286	436.496567505721	324.741418764302	0	0	0	0	0
008aef39-0c97-48ce-9dfd-f12d67116c59	900.379680785758	645.489103744629	1068.63750767342	648.493707796194	0	0	0	0	0
cd0c3b1f-c73a-4991-8724-4e74381900cb	702	366	1066	258	0	0	0	0	0
32d8c373-b5c8-420b-9808-8812b5501649	485.214534317138	734.284699986078	1385.54601141584	965.954754280941	0	0	0	0	3.18323145620525e-12
7fe96e71-436d-49d4-9e47-e104e1203568	1195.00571549534	0	814.344623200677	0	0	0	0	0	353.649661303983
45d0ccb2-641f-4348-b3a8-61f4113cd85b	487.45352743561	343.614781634938	1224.12765957447	0	0	0	0	0	174.804031354982
1d91f9c7-67ba-4606-9f0a-01ec6fc08262	713.359513274336	515.204092920354	963.6875	528.74889380531	0	0	0	0	0
d1875ee6-6677-4117-a7a8-930ab5cde775	428.311827956989	304.933947772657	1391.26113671275	487.493087557604	0	0	0	0	0
7181dd10-1371-4cb6-9219-a9542c62b854	629.878222222222	360.358222222222	971.270222222222	284.493333333333	0	0	0	0	9.09494701772928e-13
dcc938da-3e45-4c2f-ae0f-47817be04518	1633.84961418486	596.059103595469	852.091282219668	0	0	0	0	0	3.18323145620525e-12
07f16397-71bb-4594-ad4d-caa7d2baeabd	1116.9487012987	708.919480519481	700.909090909091	557.222727272727	0	0	0	0	9.09494701772928e-13
44083f54-0953-48e3-a704-11ad0988ad2e	866.661059907834	1775.57373271889	476.336635944701	1247.42857142857	0	0	0	0	5.45696821063757e-12
42a548f0-d86a-4273-8bda-be0fe6a53b20	2473.0498861912	1244.29552352049	775.554059180577	793.100531107739	0	0	0	0	0
ff870342-f0d6-4450-8f9c-344c046a0baf	957.785865181486	393.528327251776	875.174956788938	380.510850777799	0	0	0	0	9.09494701772928e-13
108b67d4-5d66-46da-8675-6acae643b76f	1070.42806551571	320.170429393537	867.737494466578	0	0	0	0	0	19.6640106241748
f7cc504a-37c9-45f5-b50d-599c54dca157	1165.53053281439	880.645282512415	1097.05811300497	580.766071668232	0	0	0	0	0
a6d8467e-88e3-4ea5-8583-61c5ab9747ae	558.134965831435	577.156605922551	1223.8923690205	277.816059225513	0	0	0	0	9.09494701772928e-13
d277e679-9fdd-44cd-9f2c-f9927e44d721	698.23769562259	532.32479020186	724.803810387843	254.633703787707	0	0	0	0	0
41027c0b-85af-4c78-bba0-0da63cd75fa9	1112.5037593985	551.276460381723	1157.28253325622	619.937246963563	0	0	0	0	0
120f01d1-8884-4aca-a1cb-36b207b2aa3a	2415.22327790974	951.755344418052	0	596.413301662708	0	0	0	0	256.6080760095
b2ec0fd0-fbcf-4abc-ad80-4ae444e30b55	0	0	0	367.817871269328	0	0	0	2172.78496943545	250.397159295222
9ed8f0b9-d615-44c4-9ec9-e07ecd744922	1548.54435879467	695.541135248774	720.113244569026	613.801261387526	0	0	0	0	4.09272615797818e-12
8c0a7dfa-6ec3-4262-b718-c3605722df37	541.485201793722	565.506726457399	1394.24932735426	846.758744394619	0	0	0	0	0
61973578-4c0d-4a3f-b9c4-f96ceab24629	979.827555868379	543.40436389231	868.347175787436	449.420904451874	0	0	0	0	9.09494701772928e-13
6218f366-d5d2-4289-a95e-eeedfae7523a	2393.61562032352	2508.88605430058	968.271645407254	1162.22667996865	0	0	0	0	0
f1534b2a-5350-442c-bb9d-8c7142668d31	1075.15786231326	473.509933774834	1169.25920221777	532.073001694132	0	0	0	0	4.09272615797818e-12
887616c5-06a7-4e83-948c-3546202349fb	1166.04929472903	764.565256124722	1081.76258351893	346.62286562732	0	0	0	0	0
f5378545-17d4-4a64-a57e-f6c91ef4cb3a	2177.00202728618	647.744452358775	1137.30710645992	0	0	4882.11100761602	0	0	291.835406279104
f0f2030e-17fd-4dd9-9104-899e59d72ed8	195.60751565762	107.482254697286	184.910229645094	0	0	0	0	0	0
90fd404b-f734-41ed-a601-0f30e43625fc	916.182476466329	315.440019309679	610.286024619841	239.091479604152	0	0	0	0	0
f8a165b0-51df-413c-b7c6-c7fc80547db4	709.869634340223	504.197138314785	673.926868044515	310.006359300477	0	0	0	0	0
dbfdb5c6-f52e-48f3-87e7-fb922df9e7a9	597.452280637479	465.07363986078	1096.99432130427	567.479758197472	0	0	0	0	0
7a95af21-ca7c-4596-9c83-66d11ca0c417	340.222278911565	275.465476190476	1756.9018707483	556.41037414966	0	0	0	0	0
ed7be9ae-e603-4731-8d91-a8285abaee33	1282.2599791739	613.254772648386	627.820201318987	370.66504685873	0	0	0	0	0
734a8251-9ecc-47f5-835f-846b67693ca6	527.319313139109	593.98610843141	1088.72390507428	387.9706733552	0	0	0	0	9.09494701772928e-13
4c5228b5-bf31-4abd-a47c-d088e16dba13	1636.50276582667	625.192071296865	775.738322065151	0	0	0	0	0	217.566840811314
4eac784b-084a-4106-9a76-2d9fbec57033	499.251368840219	306.84718765555	1774.6162269786	431.285216525635	0	0	0	0	0
79914ce9-04d8-4b0d-9f16-2e528044966e	1283.51246284016	638.747999085296	1752.29533501029	710.444203064258	0	0	0	0	0
48c33a30-557b-4ecf-8066-5b4b068b5e3a	709.703140495868	307.304462809917	703.196694214876	0	0	1117.60727272727	0	0	190.188429752069
6f25ca85-4b4a-420f-b0cc-5a4f65a97da3	1157.70988213962	250.045330915685	747.135448776065	603.109338168631	0	0	0	0	0
61a48c69-4f7d-4dc6-aff7-88a6c33137df	1088.30878947856	0	1579.10484393813	0	0	2482.67296471242	0	0	284.91340187089
86874a67-aa86-45f1-be32-3b2722ebedec	0	638.052892561983	1439.37520661157	982.120661157025	0	0	0	0	273.451239669422
caf2e99d-8f1f-4043-b567-c3fe28dc33ac	773.289866883999	0	1535.58272208639	3014.6807932627	0	0	0	0	196.446617766911
c08f65a0-bf4c-462e-9d07-ad56b3adcac8	739.496059928009	0	1672.86000583714	0	0	2005.63323280475	0	0	718.010701430101
0ed2e2e1-2fe3-43eb-8cad-34f3f21a7169	431.031341600902	258.719278466742	1351.3686583991	0	0	0	0	0	186.880721533256
f640d377-98e9-41d3-8761-61eb33072c65	1418.63790274952	0	1377.57602204869	0	0	4661.52496882998	0	0	173.26110637181
43b675e0-22e0-42d6-a060-afc93e22ac95	1124.92567324955	1034.57019748653	1508.43447037702	526.069658886894	0	0	0	0	5.45696821063757e-12
b33b7c8f-0b0d-4009-88a7-48e9d9cae6cb	1524.29101856498	1065.10085298545	987.984947315604	414.623181133969	0	0	0	0	0
126ee433-d345-4cac-882a-c91831a24690	551.80061405093	460.581542351454	1338.37818313166	409.239660465956	0	0	0	0	0
6d936ef9-b5df-44d3-831f-528bf8ddc131	2175.67574750831	760.61023255814	668.475747508306	0	0	0	0	0	163.238272425244
a6045753-60bb-4e65-bc89-1ef0b47aab35	614.335135135135	331.641081081081	1583.28648648649	704.737297297297	0	0	0	0	0
59c18694-8a43-41dd-a6f6-52a20bc8dd54	0	429.30793428871	1447.52534078993	1010.64138413142	0	0	0	0	2.52534078993995
dc85552c-2488-48d9-9da1-67a380945b85	900.860728974613	1091.72528719331	857.89122110339	672.522762728691	0	0	0	0	0
8bbe4006-be0a-4cd5-91f6-529100d4f06e	776.458719211823	332.196256157635	855.505418719212	574.83960591133	0	0	0	0	0
61d941f1-87df-43af-8a29-b6809c809275	381.26125375125	584.166388796265	1251.99983327776	787.572524174725	0	0	0	0	0
98f54445-b151-4aeb-b8cf-91d743ba066e	363.113990514905	299.005589430894	1537.59993224932	757.280487804878	0	0	0	0	2.72848410531878e-12
69dbe6ef-f5de-4c1f-b2f2-963dcb6ccd3e	0	435.531977312732	1223.96929395658	671.465871308429	0	0	0	0	214.032857422259
35553150-e4ef-4539-b220-259f2d634bd7	0	927.271688159437	710.208089097304	1594.46717467761	0	0	0	0	181.053048065649
b1f2442f-a973-47b4-9891-f028f0d44adc	579.704794520548	467.858219178082	831.858904109589	307.578082191781	0	0	0	0	0
982b58c4-02b3-4e7d-8af0-4b133d0c7e50	1130.37324154445	561.676144866806	601.79586950015	1057.1547440886	0	0	0	0	0
3e86e68b-d083-4450-b056-4cd0f8d4a084	224.805272618334	276.992210904733	890.690533253445	282.511983223487	0	0	0	0	1.13686837721616e-12
fe083d2d-d088-4ac1-825b-8c5bbfe974ac	100.640569395018	146.476868327402	229.679715302491	0	0	0	0	0	83.202846975089
0cb4356c-b5d6-4541-b048-ff6d4b3a5d26	892.06319485079	1240.17320070217	998.750146284377	1149.01345816267	0	0	0	0	0
08e1d976-6c39-428e-a4c2-f655b675683e	1519.09111289031	451.513210568455	1162.39567654123	0	0	0	0	0	5.00222085975111e-12
ab8a55ed-ff47-4cad-ad91-52b9dc25aca7	1191.354683747	423.51481184948	1029.46677341874	0	0	2024.35068054444	0	0	339.31305044034
8a9359de-b0ad-4a2d-a543-e3b982697db9	106.526548672566	114.988938053097	186.172566371681	0	0	0	0	0	42.311946902656
836ec5a5-e385-4236-83e7-2641ee35db7f	0	334.802714932127	1917.2334841629	1065.96380090498	0	0	0	0	0
2c9c50ff-01d9-4703-931b-04119178706f	531.949126907741	581.537604839819	2149.33493743985	380.178330812594	0	0	0	0	0
36962459-e81f-4b8c-a08d-df60ef3283a3	599.925986617507	697.332787109108	777.755837771405	1582.98538850198	0	0	0	0	0
1dd96495-5f83-4d36-96cf-b77cd0cbbfda	152.5	133	174	0	0	0	0	0	51.5
d709d214-02ee-46c1-a73a-e7074cb2623e	905.86196192053	359.835471854305	662.458609271523	496.843956953642	0	0	0	0	0
7e4d570e-f26b-41fb-84c5-2a6f7d668bb5	0	0	3053.94873122734	491.635680994303	0	0	0	0	321.415587778357
306ef5bc-97d0-4312-ae0e-343c4e31d869	847.025343041165	369.792775133016	1429.69882385886	922.483057966956	0	0	0	0	3.18323145620525e-12
5d6ad982-bb01-4233-b8fa-d129460eec79	701.413642140941	649.567857647225	1374.91032340065	804.108176811185	0	0	0	0	0
84ae4dd8-f661-46aa-9892-69742e2f3542	847.790614941555	626.453667626631	1149.24953413519	332.506183296629	0	0	0	0	0
186cacaf-4f20-4ad2-a07a-a7dc942a70b0	850.453305550294	425.973100966092	963.913430573972	386.660162909642	0	0	0	0	0
a08ec059-7592-4698-bb45-25a9c3680c23	2363.21182943604	685.316368638239	939.360385144429	0	0	3962.2833562586	0	0	444.828060522692
1bbfe6f2-ad19-4d29-895b-973f5a91c707	650.18574908648	440.803897685749	1504.74421437272	694.266138855055	0	0	0	0	0
c6a28615-1b92-4085-956e-eeedb2573c03	1469.94033722438	805.206225680934	797.17924773022	795.674189364462	0	0	0	0	3.63797880709171e-12
d0f4dd92-a63b-4766-8889-5327fca1bd91	1020.68102246321	619.627575522851	1017.67312161115	578.018280402789	0	0	0	0	0
bb02202f-d140-4bec-95ce-5c2b117a2167	674.565723148507	398.925940286933	918.131058549825	593.377278014734	0	0	0	0	9.09494701772928e-13
304c3e10-583c-421d-ab01-15c937d5014a	674.222971936819	489.02438276338	1325.92179113633	774.830854163472	0	0	0	0	0
6947cd78-0a51-4949-8383-343f9122d953	288.803507373456	369.026703866082	450.754085292945	149.415703467517	0	0	0	0	0
8e7fe8bb-6b3d-428f-a232-97e6042a0f39	303.719298245614	208.307479224377	1220.87165281625	431.101569713758	0	0	0	0	9.09494701772928e-13
8c850df7-d48e-4386-b3a5-cac5da865ea5	926.984889368591	385.657852131678	312.342687533729	236.014570966001	0	0	0	0	9.09494701772928e-13
a9ec7d9e-b179-4782-a589-43c7d1642be9	350.710821733273	303.317467444993	456.971710821733	0	0	0	0	0	9.09494701772928e-13
f9c07ba7-152a-f624-e040-11ac0c484cd5	0	0	0	0	0	0	0	0	44
fc9d5fc6-719b-0525-e040-11ac0d485f83	489.262647486666	427.292710522062	1663.19314692096	512.251495070309	0	0	0	0	2.72848410531878e-12
fc9d93b6-92e8-acb7-e040-11ac0d487dee	0	762.87853577371	1747.64004437049	957.83638380477	0	0	0	0	127.64503605103
fc9d5fc6-7f7d-1313-e040-11ac0d485f85	1346.62190050824	1101.00847066071	2792.78977360234	1255.57985522871	0	0	0	0	0
f9c23d09-74e4-07f9-e040-11ac0d482577	157.88257339163	168.94440974391	478.17301686446	0	0	0	0	0	0
f9c39eb7-39a9-6626-e040-11ac0d4870c2	596.68518193004	319.331516962559	1289.31973984883	637.663561258569	0	0	0	0	1.81898940354586e-12
f9c1df10-25b8-c8ae-e040-11ac0d486375	1348.47931729288	626.222590968354	1710.10785824345	535.190233495318	0	0	0	0	0
f9c4e06c-e8a6-613b-e040-11ac0d4828ba	245.787781350482	187.601286173633	809.594855305466	317.016077170418	0	0	0	0	9.09494701772928e-13
f9c650e7-9053-78eb-e040-11ac0d4874bb	1881.4598540146	446.465067778936	341.355578727841	690.719499478624	0	0	0	0	0
f9c0a0d9-5af6-4476-e040-11ac0d4830d3	1615.06782802076	1045.10291574005	790.725969854213	610.103286384977	0	0	0	0	0
f9c23ce8-7f1c-9417-e040-11ac0d482562	712.822598754721	931.308461774012	2336.00296008982	906.865979381443	0	0	0	0	3.63797880709171e-12
f9c51617-3fcb-91c5-e040-11ac0d484abf	658.28217939567	284.337853913871	796.946942660005	364.433024030454	0	0	0	0	0
f9c3bc8e-dbc4-1ed0-e040-11ac0d4803a9	964.750396539293	777.507714491709	980.771160778659	748.970728190339	0	0	0	0	0
f9c65e3d-f3f7-dd5f-e040-11ac0d487b1f	454.409997341133	400.539218293007	648.94336612603	372.10741823983	0	0	0	0	0
f9c0a08b-d1e5-4c18-e040-11ac0c4864df	522.130157086138	569.18694976696	1236.49231831521	572.190574831693	0	0	0	0	0
f9c0a12c-2651-d9ea-e040-11ac0d483201	943.36809470124	674.974633596392	562.229425028185	474.427846674183	0	0	0	0	0
f9c3e4e3-1b95-b71a-e040-11ac0d4819e7	523.519458544839	493.604060913706	816.19176536943	818.684715172025	0	0	0	0	0
f9c3eaad-a0d9-8bf8-e040-11ac0d481d8e	1788.2924137931	1261.38482758621	0	993.440344827586	0	0	0	0	297.882413793104
f9c26646-d2b0-cf30-e040-11ac0d483918	1360.58223212864	694.552459799395	663.027384174494	424.837923897469	0	0	0	0	1.81898940354586e-12
0bfd1043-8187-e3e4-e050-11ac0c4860c5	2607.37253508616	1448.54029727009	2526.95357375496	1852.13359388879	0	0	0	0	0
0bfd1043-70fb-d2dc-e050-11ac0c4860cb	890.20818456468	1090.59269431475	1668.20104366932	1822.99807745125	0	0	0	0	0
0bfd1068-3fd3-a95b-e050-11ac0c4860c3	1539.94632587859	1236.86645367412	1340.56485623003	2938.62236421725	0	0	0	0	1.00044417195022e-11
0bfd1068-3fc5-a95b-e050-11ac0c4860c3	730.790727902946	834.402837954939	1376.4893847487	1679.31704939341	0	0	0	0	5.45696821063757e-12
0bfd1043-8170-e3e4-e050-11ac0c4860c5	588.955923071167	2278.82945446382	1222.40851605178	2590.80610641323	0	0	0	0	2.72848410531878e-12
0bfd1043-8177-e3e4-e050-11ac0c4860c5	844.95463114239	344.389091366093	1376.05466884504	1417.60160864647	0	0	0	0	7.27595761418343e-12
0bfd1068-3fcf-a95b-e050-11ac0c4860c3	856.095586219501	753.443845380609	1806.37165311158	2037.08891528831	0	0	0	0	0
0bfd1043-8183-e3e4-e050-11ac0c4860c5	2773.88219317603	12054.179256493	0	2473.17815311492	0	0	0	0	383.76039721605
0bfd1068-3fd8-a95b-e050-11ac0c4860c3	1887.39656328583	1098.10343671417	0	2757.27066219614	0	0	0	0	228.229337803859
0bfd1043-8181-e3e4-e050-11ac0c4860c5	0	9109.10977728637	1230.89302637814	2356.99719633549	0	0	0	0	0
ddc422e4-87e2-4fc0-b56b-ddc2d6a92f58	795.754775655264	898.963571745891	1091.91914704576	580.362505553088	0	0	0	0	0
581be6cf-9778-49c3-9c77-1316eaa78929	311.380908248378	303.447636700649	309.893419833179	0	0	0	0	0	145.278035217794
e1b169c3-44e0-43e5-9ee3-2df7a678a5ea	822.792177820964	921.567350904895	1327.69877322969	1055.94169804446	0	0	0	0	0
9e272bea-9193-4c10-a802-f7e18b2937a3	1543.28263624842	623.912125052809	0	1148.83819180397	0	0	0	0	233.967046894801
87e1ffee-a8cd-4d75-937e-ed415cf43546	388.966792842395	551.078114246387	1176.43633860977	800.518754301445	0	0	0	0	2.72848410531878e-12
7303f9fe-88bb-48ba-b9b4-ebf9e4770c1c	228.04367816092	311.425287356322	778.06091954023	430.470114942529	0	0	0	0	0
b68c5ec2-0875-4d77-b4b7-738d2b2f313c	0	0	136.17903930131	73.1331877729258	0	0	0	0	21.6877729257642
f54442d1-80fa-4678-ac94-c3ad03bc37fb	383.717231222386	226.333210603829	552.592783505155	194.35677466863	0	0	0	0	0
0192d529-7340-45d8-a5f0-249cbb11ca19	694.232828460726	476.502994011976	1188.25431489961	483.009862627686	0	0	0	0	1.81898940354586e-12
dcf98acc-736b-4af6-bdca-a320a413165a	933.320373643019	286.637717748043	297.124463519313	460.917445089624	0	0	0	0	9.09494701772928e-13
9f5e6063-d19e-4f56-b3f9-5c2260d3bfc9	97.8715596330275	77.8977719528178	162.786369593709	0	0	0	0	0	42.4442988204457
769e2ac9-a121-4b2a-a0fd-5f755b579811	688.110373019928	405.706693919264	1403.06898313746	422.113949923352	0	0	0	0	0
e1fc4226-40ce-43b7-b92e-aa7cecd0cf4d	284.180291153415	300.719884818429	1760.21372580387	787.886098224284	0	0	0	0	2.27373675443232e-12
25c002f7-e972-421a-b32d-7dd675d81931	0	0	189.806737588652	0	0	0	0	0	97.193262411348
d32f41fb-0744-4a62-81f6-0260c4920049	578.063323318697	882.569909868269	431.301132424312	268.065634388722	0	0	0	0	0
9689cb33-8ac9-4ee5-800d-3900769988af	0	0	56	0	0	0	0	0	28
ab318624-db9d-41d8-b7b8-34712434f28f	0	294.71021611002	977.538801571709	673.83742632613	0	0	0	0	87.913555992141
0c9a5dbc-f7f3-43e7-83d1-77b9fb4b8b54	954.974281846894	883.700105278989	852.798014739059	622.527598135058	0	0	0	0	0
597e4011-ea99-4356-b1d9-8cfe35db7c3b	609.359416954354	291.215957038742	259.800537015727	0	0	0	0	0	139.624088991177
