ICGC-Ovary_common_SBS3	ICGC-Ovary_common_SBS8	ICGC-Ovary_common_SBS18	ICGC-Ovary_common_SBS13	ICGC-Ovary_common_SBS35	ICGC-Ovary_common_SBS1+5	ICGC-Ovary_rare_SBS26	unassigned
9e6806c4-d331-4025-abee-2f576e3bf182	4991.8761630094	5385.94532915361	0	1160.70372413793	6068.06505329154	1220.71425705329	0	1113.69547335423
5d922e48-aa70-454d-9417-c9af686feebc	0	795.638239339752	0	0	278.072558459422	1291.15852819807	0	549.130674002756
4679f37a-4f09-449b-a1d8-1f02847996da	1441.43842435611	2587.19717192122	731.207849361518	521.43510569223	1138.26686386264	503.454584806291	0	0
1659bae5-3140-4d05-891c-81b48277b2fc	1062.98591549296	779.821596244131	666.854460093897	440.422535211268	0	1941.84037558685	0	196.075117370894
3c2b1509-1eb9-4b79-9569-57810f291499	549.84229390681	2022.58064516129	708.652329749104	472.434886499403	796.047789725209	2138.44205495818	0	3.63797880709171e-12
f1504811-8363-41e6-b43c-62452b1262d3	1446.14711776494	1087.35871743487	1188.79889190145	1822.92490864081	697.088883649652	2235.68148060828	0	0
3a6bce45-0431-49d8-82df-b1d9a738e5a6	968.84826658984	477.179007010468	745.49851147604	0	0	2393.88965715932	0	617.584557764332
01df36af-3617-40fc-9892-f54ce433cf71	0	1637.63055872292	557.863169897377	498.431014823261	557.363740022805	2038.17331812999	0	404.538198403647
dce54d09-9827-4fe2-abe1-c5b7d528ba7f	2078.98854515702	1689.11587313956	0	832.093976466921	698.978882568378	708.950050650666	0	389.872672017455
ae82fead-2671-4335-a342-67bb69935ad9	0	0	5012.9296106119	0	603.172015404365	688.696405648267	0	708.201968335468
bbe59385-5f83-43f6-a485-517c860bef6f	2996.58488148623	0	0	0	0	5801.3320849554	31952.5238259498	13.5592076085668
dbbd54db-4470-4df6-b5be-3e175c7133b0	1900.97102597476	2356.06258842171	0	1037.34842397148	2203.36409937185	1191.54886537264	0	157.70499688756
123c9d1c-72ba-4d82-8e57-d5caa52a40ba	963.336175146638	2100.50368299004	0	1448.76142408948	580.606670304188	1737.31141726913	0	514.480630200524
89dad92e-5b3f-479a-a6da-a94ee7df7f8a	0	1088.82332994235	0	0	632.139143212388	2018.7345992992	0	695.302927546062
09508a0d-ebe0-4fa1-b7b2-1710814181cd	4350.00177742668	1677.97235114052	923.410881801126	900.363187518515	0	2044.23027550114	0	252.021526612019
f6189828-eeaa-4d21-b163-53bf3d47a640	3724.65093378608	3282.65835556634	847.444433664807	904.007470288625	1116.74455493573	0	0	443.494251758419
0ae2193f-0d68-485a-b8c2-7568cbcce33e	0	0	328.754408382315	0	232.533605928955	1209.27498083312	0	190.43700485561
129de5b2-d9b0-4762-9ef8-72d98231fb50	988.588173363748	1929.76802947886	0	596.845762414459	0	1441.21284435866	0	731.585190384273
3a5eaed6-fcfd-437a-b61c-fd3725c64717	2404.77606758477	1038.77907649578	1595.50052077306	0	0	2918.40296262007	0	702.541372526321
d67cad13-e849-48b0-926c-10b6046ba0b9	832.500078439576	2629.15839564922	938.627568896094	964.658840140145	775.431522250693	3432.62359462427	0	1.81898940354586e-12
2c9dc04b-e9ec-4cf1-ab2c-a18edb30dd37	1282.34838357659	2815.4936570727	786.725958259446	801.65434456418	1163.91651889237	0	0	445.861137634714
1dc9e7fd-fc62-4b32-9619-4e02a266a385	5664.34141315268	5957.97032533938	2158.27237835192	0	1832.18448777723	2780.4860256047	0	992.745369774089
c9959f68-c385-4c1f-9188-8203844d288e	2662.29417794178	4716.49331693317	0	1268.28388683887	1600.38191881919	1334.40295202952	0	635.143747437469
8a69f3ca-4e17-4daa-8722-a36316e345ba	1343.69464154637	1939.17298752141	0	785.152923905065	814.1032542207	837.063861022755	0	400.8123317837
8658f4f5-9a50-4195-8ea3-227951977647	2783.21210605303	689.405702851426	1033.10505252626	672.847923961981	0	454.586293146573	0	384.84292146073
95fc38ac-2b36-4c46-abbf-8d2d52ff9626	0	1043.27470523885	645.268141485353	0	0	1624.36428831895	0	780.092864956847
e9d98643-01ee-40c3-a617-e004559625cd	365.713309024613	759.78805834093	0	399.050440595564	0	1458.87268307505	0	291.575508963843
ff3fe4a3-7d19-4d4d-81b6-aaa41ba5bf39	0	4059.5369068992	904.287868684278	1772.04390869454	1302.63493203385	1148.00020518082	0	569.496178507312
c691d6b3-8e70-4951-8551-2ee4e4d0d10b	727.997621443601	1439.97328698198	689.444790046656	0	0	2096.87347909615	0	518.710822431613
16df7888-2480-4394-8856-d57a6ef371d2	418.237053746567	1022.80247155747	462.314731267164	890.569438995685	0	1941.92222440173	0	371.154080031384
052665d1-ab75-4f40-be5a-b88154c8beed	1361.18611009843	1979.77123587313	1506.12030623405	0	0	2619.27469923441	0	730.64764855998
5cc7c966-499e-49e3-b509-4eeb00ee03d4	1554.7316518973	1885.85503294706	528.898432174506	485.947284708021	887.990002272211	1250.57759600091	0	0
8093649a-74d6-4832-9154-8cc0182fa381	0	2399.05228289074	917.579804560261	1123.27019267929	818.748081488434	3692.89499254679	0	135.454645834485
5533240d-8fed-440d-b781-6092785a77ce	744	382	0	232	0	1485.5	0	295.5
1292e13b-d7c6-447b-a227-9a8113215580	2925.41560695689	5902.39141369417	1633.90769012787	0	2021.36006517658	1117.30452339627	0	531.62070064822
44eebc04-c027-45ae-beca-c4012b494f29	1503.20035992801	1331.39172165567	1033.35632873425	0	764.874025194961	1829.28614277145	0	217.89142171566
84ca6ab0-9edc-4636-9d27-55cdba334d7d	2143.17671324705	2772.49450832775	0	1494.3800340329	0	2194.62094570206	0	1081.32779869024
b243adb4-b3e7-4e0e-bc0d-625aa8dbb1be	585.01935029905	1039.64583089011	471.61252492084	356.207341386185	477.108009851061	1330.40694265275	0	3.63797880709171e-12
17ed8831-a261-42d9-8ff3-cf75a6cb2a24	1168.53588818756	1256.41460775473	494.129486023444	516.726871055004	0	1759.5830477908	0	373.610099188462
9020b6a5-8325-4b0d-84d9-04371c857910	746.189871287962	0	742.686632455624	649.600572053504	484.447884243291	3026.7983511399	0	299.276688819718
fea5827b-251d-474b-8713-fc76db995fe7	1106.6035738746	3190.91513604383	0	1016.17682585144	1295.950189901	1033.16306581159	0	381.19120851754
33ea81f2-db2c-4567-bd7b-4cb9aadfef88	1879.66361888485	4945.7175389874	1528.01051057466	0	2204.72954496902	754.474001281777	0	428.404785302293
80f02aec-c07a-4bcb-b547-e60f8c33a7b1	1734.93230349841	1534.47796456156	482.593820990459	0	620.907314856883	859.949114039073	0	282.139482053615
2f2eaecc-6509-423f-b63a-8c3bea1ba4a4	1927.91373589914	2055.00132714001	830.339084273391	497.299270072993	668.088918380889	1591.35766423358	0	0
bff518fb-6da7-4dfc-ae4c-bd3f641028e2	3448.34485574306	4908.83798312466	1568.06627653783	1488.01183995645	1901.29286880784	1391.44617583016	0	0
35ceba07-0759-4fbe-b076-af821a528cf0	993.767684720899	6021.71124279972	0	1274.76751895902	2076.19307115329	1300.81384940533	0	419.746632961742
42af8f74-fd4b-486d-bc11-db53cc471d62	1357.38550101215	4745.09973852901	2281.80752361673	947.420082658569	1776.35016025641	746.936993927126	0	5.45696821063757e-12
a1fc7064-abf5-477d-983e-576a784e1d40	1078.52988750827	2240.13910741857	0	474.453054922432	692.661421954268	1866.28211160944	0	454.93441658702
14ed7388-41ed-43d4-afb2-04cd6410d5d2	596.629060630937	498.525624486924	524.553066729213	298.314530315469	0	2045.65685469685	0	304.320863140607
a0bbb3b1-e774-4c75-9301-ba43fb803f20	1615.94472067856	3024.76835331968	790.962415911085	0	1138.66569172273	3109.31778297748	0	583.341035390466
58faf969-bf37-4180-8807-2f44f2cc8eda	709.470185197748	2974.7785089207	647.016823824707	900.327657553761	1269.0523031002	864.35452140289	0	0
7a921087-8e62-4a93-a757-fd8cdbe1eb8f	2841.11014052412	4559.75708317509	1665.71940751994	1091.50558298519	1777.06695784277	1211.84082795291	0	0
46f19b5c-3eba-4b23-a1ab-9748090ca4e5	1751.52459016393	2901.68238993711	811.669914424167	1806.60397979173	1474.12475512939	967.394370553665	0	7.27595761418343e-12
127b0f7d-d24e-48b7-ac25-d3f14a43952d	888.235680134996	1897.41192462736	488.780538108184	344.755882628668	985.590325302334	748.225649198463	0	0
6797443c-eb4a-4654-b957-c0056e5a4206	817.46547593117	1691.89370507515	440.711827488565	0	764.000435634938	735.019385754738	0	138.909170115439
9a5bb831-8cb8-4de0-b94b-088cb38def1a	4704.63411889919	5244.69034514216	1427.32714003345	2111.76472555877	1915.9256499924	1024.65802037403	0	0
1be8fa2c-8fea-4e8c-90db-c04d9fcdbf49	0	609.419002728851	529.756387993054	379.393202679236	0	1933.80997271149	0	561.621433887369
