ICGC-Pancreas_common_SBS2	ICGC-Pancreas_common_SBS18	ICGC-Pancreas_common_SBS13	ICGC-Pancreas_common_SBS1	ICGC-Pancreas_common_SBS5	ICGC-Pancreas_common_SBS3+8	ICGC-Pancreas_common_SBS1+5+18	ICGC-Pancreas_common_SBS17	ICGC-Pancreas_rare_SBS28	ICGC-Pancreas_rare_SBS139	ICGC-Pancreas_rare_SBS26	unassigned
0cf9bbc2-cbd5-4b64-8d90-cfa416307b39	0	1687.53719312791	764.782828980701	1581.7213394132	2374.08649993091	1782.82161116485	839.004375662107	1456.34710515407	0	0	0	401.699046566251
12f038e1-00af-4c64-a2e0-9e63323492ef	602.073462941785	0	1204.64657191091	827.913467298372	1099.22126014268	2892.95049828459	2075.52959756031	0	0	0	0	472.665141861353
f7702c0c-9636-4700-a8ae-7a58afd9fa71	887.069552262213	697.054653806947	0	2679.7101074257	785.561593350584	0	679.553281580805	0	0	0	0	648.050811573751
53534b3c-cd15-4d68-a9b1-6902bb234c45	0	1048.25355860051	1380.15045895969	1464.75162963948	1026.22721830517	3030.62418518026	2431.40760941865	0	0	0	0	907.585339896241
a5346247-3f30-470a-b4ab-732180786291	0	833.874906367041	0	1351.98651685393	440.170037453184	387.209737827715	1054.70936329588	0	0	0	0	601.04943820225
3e4d0e50-8cf4-4eb0-a00a-ccf0484ecc2f	364.275028333963	304.2296939932	0	1012.7646392142	582.439743105402	0	0	0	0	0	0	385.290895353235
75fac59c-3346-4c5a-bb9f-fb67fec8d13b	637.988174767719	0	0	0	1182.16939261307	0	1318.845120172	1418.19980035322	1938.67710972894	0	0	72.1204023650507
51458c86-0fdd-470e-b059-1ffbffc92a7f	4305.62956938618	0	390.600376680079	0	0	413.16394144337	0	0	0	0	0	747.606112490371
f5bb7ae4-4bb4-4e87-b83c-bc8620584989	0	633.40103451916	0	1434.17227910905	643.924311200253	994.199092156656	527.166050881453	0	0	0	0	514.137232133428
60aff7a0-4960-4ed1-922b-3233ccbfdba1	589.736668561683	0	407.509039226833	1084.85514496873	767.458669698692	419.524047754406	614.267310972143	311.388971006254	0	0	0	208.260147811259
046d7386-95c8-4501-9e55-c85bec272a7a	306.617029400535	369.14089347079	418.659793814433	1147.43795341733	751.786941580756	577.720504009164	0	0	0	0	0	358.636884306992
aa4a868a-df23-4eef-a618-e945aa2ce98a	0	0	1709.19859649123	1974.38456140351	1988.39438596491	2891.02736842105	6947.37192982456	2157.01263157895	0	0	0	870.610526315792
6bdf00f6-670f-466e-87fb-e853e41f000e	0	343.079301898347	0	909.384874464176	893.90385793019	623.23576240049	0	0	0	0	0	492.396203306797
cf072bfe-3191-4a71-9e0b-decaa28365e1	0	660.354648038689	0	1054.06609349812	732.393336915637	830.445996775927	506.271896829661	355.190757657174	0	0	0	516.277270284792
9c857452-c81d-4b9e-87a8-5b41f4394f7c	0	406.59938569548	0	649.555068012286	748.94602896007	760.491443615621	418.646774901272	0	0	0	0	447.761298815271
02e5c36f-5bec-45e2-a048-875653b85ca1	484.752282883233	553.859529823198	0	1047.62580143773	0	1414.19467651059	1255.44831940936	0	0	0	0	399.119389935889
9ebac79d-8b38-4469-837e-b834725fe6d5	2146.81754111198	1704.66405638215	3997.36726703211	0	0	2711.87470634299	0	0	0	0	0	1561.27642913077
bb8176a7-ea7c-42d7-a85a-cec1ca386f2e	0	0	294.416730038023	874.766996197719	479.549961977186	545.918479087452	468.072699619772	252.998783269962	0	0	0	365.276349809886
1168944c-5451-4a18-8758-88bf5723bdd9	0	1499.87489711934	999.916598079561	0	1192.16963877458	5429.26602652035	0	0	0	0	0	1856.77283950617
7ccb9a4d-6f48-41c2-a630-27fde8c67d60	466.766849725412	1107.44682975537	0	2128.4368447329	995.502745881178	1150.42536195706	656.671992011982	0	0	0	0	501.749375936098
7b318282-5df4-42bc-b1e0-0e4a66ba9204	0	0	0	621.657217456173	784.460276016412	561.044386422976	371.190973517344	0	0	0	0	347.647146587095
dc856038-f5f7-4dfc-a0a4-3e3a6b8d160f	437.24298245614	675.92149122807	0	1710.86359649123	972.263925438597	439.248684210526	0	0	0	0	0	337.459320175437
3b526846-72d6-4e10-b7cd-8cdb45a92a1c	0	1186.43545583821	684.327961236636	0	1085.81371464686	3944.27213356507	1297.06931058092	726.879443829989	0	0	0	580.201980302316
e0aa815f-668a-4de9-bb32-3f215bb7f843	591.750442627097	631.23379141725	0	1686.28884579715	1151.01458561673	759.179833066352	784.169294325942	0	0	0	0	324.363207149479
8d67c121-37d0-4fc0-a349-2c9452589d65	407.849686847599	633.820459290188	0	1384.38413361169	692.442588726514	419.37369519833	412.86012526096	0	0	0	0	369.269311064719
5255d645-d3d2-422e-8449-046cd21f4935	4412.58873159243	0	0	0	0	0	0	12416.7263127928	0	0	0	2514.68495561477
1ac54c6e-a1e4-4f3b-b4a5-cdb327e0dca6	0	368.54892601432	0	1072.59755369928	558.832338902148	0	748.615005966587	0	0	0	0	608.406175417665
a5d5c238-0447-47fa-9a81-3b823cbdcea6	713.888975276007	2051.18099828954	0	1198.31363707044	649.399004820401	0	871.364484528067	0	0	0	0	945.852900015545
7cb71498-6ada-43c6-912b-bad4f93cf580	0	905.480652503794	2326.73509104704	0	0	4153.70489377845	3574.39738239757	0	0	0	0	2226.68198027315
a492a32b-bf2f-4f8c-b06e-794a4baa2fe7	382.609787600459	710.703932261768	233.066877152698	737.211538461538	438.625861079219	764.219288174512	0	0	0	0	0	218.562715269806
0554ffe5-31f7-43f5-8372-2b73c9cf3527	590.032528243085	2241.42238021036	0	0	1168.04402025711	516.90455784963	0	0	0	0	0	626.596513439815
1c9fbe26-1447-4335-aaab-06d6bb3e2741	304.291818596171	381.239175022789	0	1281.62317684594	804.449635369189	846.920578851413	398.727210574294	0	0	0	0	367.748404740204
d91f487e-0895-44ef-aeb1-a62bd576f8b0	0	2739.6840556972	0	796.006210368046	587.611884683271	669.767340001308	1853.50722363862	0	0	0	0	1016.42328561156
ef3a0ccd-85bc-4e5f-a8c6-5a2e2d9e6717	692.818390804598	827.880459770115	0	1596.23356321839	722.832183908046	878.40367816092	1240.06988505747	0	0	0	0	569.761839080461
0fbd94b1-bb34-4620-841b-861a0b5e0c12	0	0	0	1374.13864783047	1205.12159434914	1139.61498486377	1189.11997981837	4192.42300706357	0	0	0	810.581786074679
4cbe411b-b05e-46bd-bea8-126289a0866c	0	700.506790256521	0	1940.17331321405	469.008838111662	337.726449665876	757.128583746497	0	0	0	0	444.456025005394
78100212-65aa-4365-8b64-4b33f77732d5	0	2233.20531374878	0	1316.71065989848	771.916621665407	1884.01684847176	1164.12830759261	993.53623501458	0	0	0	900.486013608383
71ef8379-03a0-4b81-92c9-1ba666fe4d7a	363	428.5	0	2202	528.5	376	0	0	0	0	0	484
5f94cb62-4019-47ff-bf6a-eeda8e9e033c	688.25442872429	517.315420282963	0	738.736416597313	0	486.826298894305	784.720009511354	454.83771251932	0	0	0	533.309713470455
a3edc9cc-f54a-4459-a5d0-097879c811e5	0	851.891314338235	0	1425.15464154412	0	374.171875	1183.54365808824	0	0	0	0	519.238511029405
60e78c80-41a5-456a-9a81-9007d18fd72c	970.197129186603	527.205219660722	571.055937364071	1015.54275772075	914.885428447151	800.275598086124	771.373988690735	0	0	0	0	157.463940843844
241abdfd-e6de-4830-a233-4bbc5f622725	4146.46234803121	1116.96951551443	1824.18390491744	1572.14207947741	0	1032.62284521865	0	715.698965704954	0	0	0	593.920341135905
2b6d4d66-7f0b-4bc0-b3d6-171956a937c5	414.684813753582	325.931232091691	303.868194842407	1080.08595988539	413.681948424069	545.057306590258	0	824.355300859599	0	0	0	292.335243553004
88d5a8b2-daba-45ce-90bf-480fac85bf1d	0	0	351.503948312994	2128.05096913137	526.254486719311	612.377961234745	1131.6223977028	0	0	0	0	830.190236898779
9df57388-7de1-4c90-910e-ef63a246dff1	0	353.383203624114	341.404111975839	2009.49262399814	0	312.454640492508	662.343942385875	0	0	0	0	617.921477523524
fa54205f-7e51-4e5a-9f0a-5e8a2e40235f	357.795466343658	607.198477245198	0	812.943415815885	607.198477245198	252.915729364942	0	0	0	0	0	261.948433985119
88bc38ba-ad1d-431e-a67e-0a5a23678386	0	230.087156745693	0	706.302404912161	530.353402694866	422.077093638069	661.187276138496	0	0	0	0	388.992665870715
e97ea3d7-9fcd-4df1-9ea8-587cb3be75ec	0	1582.00122000813	308.560593737292	901.057238714925	716.121899145994	763.863359089061	377.408804392029	0	0	0	0	293.986884912569
d4907a1b-8b06-47c5-8bca-c781d9cddaf8	402.272727272727	739.501356852103	512.847693351425	1828.73982360923	687.966417910448	945.641112618724	650.94131614654	0	0	0	0	132.089552238803
90b3c237-29a4-48b3-90b3-9f2c0ccb5928	854.929864253394	734.157239819004	0	1524.94230769231	1052.87669683258	682.5407239819	484.092760180995	614.386877828054	0	0	0	254.073529411763
f4e926fd-006e-4c85-b71c-1433c325acb0	573.09808284834	681.61665525505	957.16381376241	1056.68084560082	481.582420403971	1101.18846285519	865.648151318042	0	0	0	0	126.021567956177
fbea74b5-b1a8-4767-af7c-e179ce8da071	0	0	0	0	520.822250639386	267.624040920716	0	0	0	543.20716112532	0	613.346547314578
ecfe388a-99f5-44b9-9226-a6ae6d892538	419.908963131149	321.547410530868	0	1758.52481349335	729.972537571629	513.776840739539	539.240999026922	0	0	0	0	335.028435506543
079bcb09-a075-4313-9a3e-dd67734a8c5d	1505.84971098266	1388.70581724265	623.265588488501	1695.08215471652	1227.007194687	917.627167630058	635.280346820809	0	0	0	0	148.182019431802
8282283d-247a-431d-9421-0fcc52f0a897	983.714747173562	0	4725.12982979252	0	1483.56980163167	3330.03437279993	1089.18416366422	0	0	0	0	458.367084938098
b8270565-9e02-4d46-9534-08206bfd027a	0	310.402224281742	0	837.084708063021	594.770713623726	496.643558850788	0	0	0	0	0	462.098795180723
d8de6de6-4cfe-4239-9ebd-3437aa65efb2	0	0	0	1024.68556420938	522.094548089114	277.050172070277	375.067922477812	0	0	0	0	562.101793153417
54195db3-94a9-4538-8bb8-9953d936acd4	0	2347.53260779264	729.787322422531	0	1022.10268339287	5393.31851790313	1503.62216499128	0	0	0	0	1053.63670349755
bbdd7393-024b-4073-b5bc-ef7a68c15b8a	0	0	6374.91160433992	0	2823.17513906482	7146.50608580713	0	0	0	0	0	1826.40717078813
2fdfb06c-0d2f-4e1d-9756-bcb08a7f90af	424.96299902629	374.087147030185	407.505598831548	1252.94255111977	622.481012658228	507.262171372931	392.542112950341	0	0	0	0	116.216407010707
e4c8c7f0-5bac-4d59-91c4-c98207150548	0	1555.14572808527	898.35119080664	0	985.690889912841	3670.26369844002	1193.30983178815	0	0	0	0	687.238660967079
31c75873-abb4-4d88-9e2f-07497a6c892d	2083.2452634759	1210.30443226447	0	1808.94963532001	1586.20957231022	1705.3379655604	0	2201.3725777912	0	0	0	1002.5805532778
b04624d2-d8f8-4b51-be1b-72c73d8055f9	0	775.136708414182	0	593.104603986594	738.130181689892	349.061562885871	0	0	0	0	0	379.566943023461
7ef9fd9b-d349-4ec3-ab4d-1a1d11c0204b	0	0	0	725.763425763426	1518.5974025974	0	0	0	0	0	0	607.639171639174
c15a51cc-4fdc-4343-a410-13ddc238dac8	324.945932457162	417.430544002662	294.95092330727	1035.32773249043	309.448511063051	0	444.426052237564	0	0	0	0	178.470304441861
72f82fbd-9838-4082-b605-bc3d80226f16	1384.34525685471	1613.23699968484	0	2215.95193822881	1196.93389536716	3780.7118657422	1531.77552789159	0	0	0	0	963.04451623069
7981bbf3-dceb-4d89-900c-555967e97921	0	1475.63342074329	0	1589.14368387739	881.579708834434	478.543267926576	642.058052265123	0	0	0	0	463.041866353187
441d2f21-b448-4fc8-8c54-9b85aca56237	1151.69364418048	667.322489141034	0	1718.54285967556	1079.7127914192	0	582.844960553142	0	0	0	0	438.883255030584
da1ed4b9-f428-48aa-834d-1d9673999044	324.775233248516	708.100084817642	0	1342.13740458015	932.790500424088	608.015267175573	416.85326547922	0	0	0	0	387.328244274811
fa9a3247-a465-4fdf-bb64-5afaa83a5d76	301.402867268041	566.317493556701	0	1075.65335051546	418.865012886598	0	436.859213917526	0	0	0	0	303.902061855674
ded2689b-8e37-480c-b37c-acc538e54ddf	282.915355805243	0	0	1537.97602996255	706.786766541823	504.632709113608	420.360049937578	0	0	0	0	565.329088639198
3fb8f017-576f-4901-b8bf-3a58e5d43de3	248.976967370441	398.262955854127	0	571.595009596929	272.52207293666	241.462571976967	408.78310940499	0	0	0	0	207.397312859886
29a00d78-b9bb-4c6b-b142-d5b8bfa63455	0	1097.07997065297	0	1001.29126925899	564.255319148936	0	653.059427732942	0	0	0	0	764.314013206162
33bcd589-80db-4a58-8f83-a48cb60e0fda	281.835616438356	0	0	1293.24570096182	920.463130282716	477.721364033809	0	0	0	0	0	455.734188283299
2bd9ccca-3fae-4b66-a762-6f30d6276222	355.750624937506	999.489851014898	324.859114088591	1227.1901809819	488.783421657834	0	1307.40845915408	0	0	0	0	279.518348165191
02c97e2b-914e-4afc-bf50-78f0cfbfa67b	0	301.706674066879	0	943.582628000555	685.833217705009	624.892465658388	559.955598723463	0	0	0	0	484.029415845706
f94c4f69-8119-4eaf-97c1-5106890c14d4	0	0	0	4298.44342309684	0	0	1842.26145779389	0	0	0	0	1582.29511910927
efc39172-083c-4297-b922-3f58df781332	684.819035087719	0	0	2049.44745614035	923.779298245614	600.155964912281	1155.2250877193	0	0	0	0	297.573157894736
569ff1b4-de87-4309-8484-80549aaf9485	0	0	0	835.853783231084	318.825664621677	318.325153374233	202.20654396728	0	0	0	0	282.788854805726
91b6fd6b-547a-47e4-8ecb-a6f1826ccfd3	218.203548085901	0	0	1026.95798319328	730.681605975724	299.77964519141	0	0	0	0	0	404.377217553685
2c48eefe-2a08-47bf-8e4d-cbaab6777150	291.484745762712	328.108474576271	0	404.86779661017	715.918644067797	441.491525423729	295.498305084746	0	0	0	0	186.630508474575
96cca60e-17dc-44c3-90f7-1b57b0e08e5f	426.247423901457	302.82056141182	0	1666.01279166173	845.998697145564	586.652374748312	0	0	0	0	0	391.268151131117
1b0fe1d5-b286-4f49-ae92-94d9c6db9657	336.920062885476	631.160237029871	0	1392.87072197364	774.263393397025	330.894666827911	397.17402346112	0	0	0	0	288.716894424957
4652ae03-b096-42d0-bdfa-3f6281d4f023	1468.20559342422	1243.25070168404	2289.04099839615	1931.61267040898	974.804530874098	1357.2278468324	0	0	0	0	0	709.857658380111
2e43e0ca-54ea-482e-acf2-0048d9187a5c	0	1246.6492965086	0	1644.85669619594	901.46951537259	967.503908285565	986.513809275664	428.223032829599	0	0	0	544.783741532042
7266ec7b-4824-4b88-910e-e9bfb848d55f	0	659.442410588567	0	2148.18361025063	935.209236834694	502.575049281892	626.969867642918	0	0	0	0	449.619825401299
bbff7954-95ec-455c-b0bc-92f67a09ee77	361.770183209181	1362.75085564727	382.228910811355	1209.55989530904	536.417857861888	511.967183410509	485.021542178377	0	0	0	0	107.28357157238
cba4de91-cce7-4edc-8450-d0a52c959586	740.749153689912	318.892010832769	208.929248476642	0	624.288591740014	461.343771157752	398.36509817197	0	0	0	0	200.432125930941
81bc7f0c-865d-4801-a935-2ab04170df53	0	1283.17143471714	966.3759948376	0	865.940847494085	6616.72746827275	2794.19574101957	0	0	0	0	1411.58851365885
53e6a756-bdcc-4217-afe7-27d776159544	0	428.249697295843	0	1012.22655724472	785.124445042379	615.421767792278	526.577424996637	0	0	0	0	342.400107628143
1a0ef226-41a5-4b56-9078-4b7834f0c976	0	880.979822268688	325.415995818087	1145.72503920544	628.268478829064	739.080397281756	677.908207004705	0	0	0	0	398.62205959226
fdbd0277-ddbf-4cc5-8ec3-3644b9553627	0	558.269557021678	0	1582.01319509896	499.39930882815	835.658184103047	835.658184103047	0	0	0	0	453.001570845118
c9e7c629-7b57-4ede-b315-0cea8c97c48e	630.695139627017	337.83669919799	419.797081843656	1294.87409411537	906.561793409991	1023.5052662093	455.779688858827	0	0	0	0	102.950236737849
cc7af465-22ed-485d-a78c-282b840bf7c9	264.710382513661	277.696174863388	0	1346.02732240437	611.331147540984	446.511475409836	489.96393442623	0	0	0	0	219.759562841531
5650dc4e-8bce-4716-9199-cd5750d7a888	657.002291825821	0	0	1478.38044308633	968.213903743316	476.088617265088	0	0	0	0	0	356.314744079445
0b29c893-03bf-4131-b192-c14a2788d411	0	2743.38254205031	1441.27706908081	3214.46337636953	0	0	0	10339.2481096651	0	0	0	1726.62890283425
5187e77d-f412-4303-8049-11d1aa1a0235	938.285849333377	1801.58881246536	1275.20895133162	0	1726.60592626398	6327.55582358118	1430.6734687225	1191.72800469407	0	0	0	643.353163607913
f283ed80-8302-4f26-99ed-ea20d101289d	0	462.684030937216	0	1629.38728389445	839.426751592357	538.132506824386	473.67652411283	0	0	0	0	449.692902638761
6b20f942-7b89-497c-8a2e-ccce74d20ca9	0	1128.37277777778	0	1958.41138888889	1165.85194444444	0	472.2375	0	0	0	0	672.12638888889
1327bbd4-a466-4e26-905f-cf91315f1cc8	710.515851912456	602.361219063203	0	1443.56391900184	463.162200859071	496.710165678053	777.611781550419	0	0	0	0	402.074861934958
40378b7a-a65d-4510-aaba-a34c4058fac7	1030.1989513545	930.583017768715	685.297553160501	1549.30308767842	1032.20128167783	725.344159627148	676.787649286338	0	0	0	0	244.284299446548
52f43b72-15ea-40a0-a3b4-4bf22bc0bf25	0	408.6528	0	1262.016	591.4448	489.7824	533.352	0	0	0	0	470.752
170ad241-9e24-469b-b7ca-3fd783a89b21	996.671970116215	502.582457111234	0	2440.4724681793	1176.02296624239	613.989900387382	970.693552850028	0	0	0	0	521.566685113451
631ab9d0-5400-400c-b0bc-c3e576bcfe06	0	243.64335773244	0	1081.85672013705	561.983958884909	339.897523750195	509.846285625292	0	0	0	0	481.772153870114
c741fb12-8160-43a7-bc70-2c545ea0031d	0	672.366293326264	457.409039697793	2423.01815892372	1476.70634236861	1072.28676519319	1130.27523361389	0	0	0	0	310.938166876534
b80ca528-2c5f-400c-8df3-9c47869a64c2	0	0	0	1875.75846575342	749.402301369863	494.595506849315	747.900493150685	0	0	0	0	700.343232876717
28f41a20-b6d6-4ecc-888f-72f779ad9af7	600.669457247672	448.626563822782	0	0	1781.50258677453	1324.37362430627	853.240711127834	0	0	0	0	308.587056720912
b5cabba2-30a4-458e-897c-00ec3fefa6d2	0	557.404104318085	0	2915.72928601967	0	469.261137238136	959.055579307396	0	0	0	0	955.549893116713
2b3837b3-ee29-4a08-848e-1206404da986	445.007485332794	749.328747724054	0	1840.89419380943	580.205947804977	592.678130689864	427.546429293951	0	0	0	0	296.339065344931
e5193d7e-e8b7-4098-bf98-8b3a62781d13	644.132134800738	1195.96028436667	0	1678.43570989131	1239.86704491079	1069.22940734158	884.122496411238	0	0	0	0	587.252922277674
6867811f-ac89-47da-b5dc-1270033c36e7	252.559410582719	322.437508372405	0	1154.98513060951	727.730475552579	500.127528466175	572.501272605492	0	0	0	0	195.65867381112
2564a262-03e8-467b-9ea2-f3ab38d75ae1	506.113961764462	1349.8034428536	0	1977.58420921956	487.165852851113	0	979.816684598196	0	0	0	0	724.515848713068
9ffe694e-b488-489e-bdbe-0800e505eec4	0	0	0	2359.69195721078	0	433.484152139461	971.344096671949	0	0	0	0	1277.47979397781
fe96d91c-3686-4125-af71-b8703a011ad4	656.508002065049	1477.14300464636	0	1552.20108415075	1040.30498193082	0	2185.69127516779	0	0	0	0	842.151652039231
3fba4880-cb7b-4ac5-ab5f-728614faa1ea	952.145631891433	605.910856658185	0	1986.34690415606	875.593723494487	0	1013.68736217133	0	0	0	0	465.315521628505
4c027164-12de-456f-b933-6bc91f70b46f	667.918000970403	0	0	2692.13884845544	830.654374898916	581.557900695455	641.460860423743	0	0	0	0	759.270014556043
66290cc6-1f1f-4a0b-83d1-423952da4840	0	465.495398966343	0	1766.77801588302	601.285768309593	319.182528677676	430.921467288542	0	0	0	0	391.336820874826
644c669b-937b-4adc-81b9-6a1811cba9da	0	341.896739130435	0	1408.57457729469	501.848429951691	0	593.820652173913	0	0	0	0	464.859601449271
c13fb736-614c-4d5f-83bf-2d7586f4fb53	615.177216405725	390.612525213716	699.701565651715	1422.40975890885	758.718566900394	660.190183459802	480.138315243492	0	0	0	0	180.051868216306
