ICGC-Pancreas_common_SBS2	ICGC-Pancreas_common_SBS18	ICGC-Pancreas_common_SBS13	ICGC-Pancreas_common_SBS1	ICGC-Pancreas_common_SBS5	ICGC-Pancreas_common_SBS3+8	ICGC-Pancreas_common_SBS1+5+18	ICGC-Pancreas_common_SBS17	ICGC-Pancreas_rare_SBS28	ICGC-Pancreas_rare_SBS139	ICGC-Pancreas_rare_SBS26	unassigned
0972bfcf-c6c6-48cc-b820-cdfa6279a4f3	1657.41151104989	1352.04599628676	1077.81972809487	1022.0704318141	972.850332395041	1257.62376474816	0	1015.03898903995	0	0	0	31.1392465712288
7f5fd36f-6e30-45ca-92a5-d8a8a8ee1bc2	0	671.027904550789	0	962.124527317773	792.485460946668	358.349980440735	621.340722388838	0	0	0	0	443.671404355197
96ba50eb-3c12-41ad-ac7b-d23b2001fe44	1057.21690403922	997.090824188653	0	2511.76698575765	2102.40859210834	2486.21340182115	877.840765818352	0	0	0	0	697.462526266634
46e166fe-3b20-49ad-98db-42c854c61c93	332.347280334728	456.977510460251	0	1398.96182008368	424.443514644351	617.144874476987	314.828974895397	0	0	0	0	283.296025104606
42f00950-09c9-461a-8423-d5b04a96af10	669.770700636943	822.631280962491	459.587402689314	1546.70771408351	626.024416135881	783.410474168436	696.420736022647	0	0	0	0	79.4472753007776
b54b9433-ec10-4cb5-a860-4555da64917b	557.72268370607	1086.9595314164	0	2015.49783457579	835.084771033014	1540.23414980476	0	0	0	0	0	1003.50102946397
78103d9b-0b8a-431e-bb58-5c99fbea12e4	0	0	0	0	0	6510.85126264438	8157.32517576584	0	0	0	32606.7873861109	8514.03617547888
4aa7eabc-0419-4897-b7af-5dcccfd6ac2f	1020.42230340988	1404.76969380654	3532.1925539318	0	1301.17606123869	4828.36409185804	0	1960.77223382046	0	0	0	335.30306193459
8c233a11-3b2e-4273-bbe1-b5a5f5a351d5	255.688783803754	640.973252549136	252.18619772425	710.024235259347	504.872764888429	288.713166839072	660.988030146298	0	0	0	0	72.5535687897141
ac02c38e-5fca-4995-b0cc-39b6189976a3	0	2579.62270949146	0	2629.16347539634	1635.34568663784	0	982.80872966852	0	0	0	0	1895.05939880584
73058c80-607e-4b55-b112-8f8f6775d014	1233.33898968803	911.381020754471	1549.79767654353	1157.34891006396	618.419266414306	1448.31092546665	0	0	0	0	0	741.403211069053
e7048a93-a1ed-4cdc-a1ab-fa507408ca77	349.070131247514	622.692827787353	0	1214.20071589553	424.014583057139	443.630916081135	479.342701842768	0	0	0	0	261.048124088561
75cd90ef-e884-4812-bbf3-5a524d95147e	684.578028747433	611.123305954825	0	1305.69517453799	479.70431211499	744.041375770021	690.574332648871	0	0	0	0	351.28347022587
efacd7d6-56cf-4f6a-87f0-1a7ab6b1a643	0	684.676601141408	0	1524.82561826252	374.728387233143	0	1170.527901078	0	0	0	0	960.241492284929
6ad44218-d34e-4126-bf56-1be2140cd3fb	413.59861746014	485.702976920504	0	1833.65391905452	490.710224105251	0	783.133459694503	0	0	0	0	484.200802765082
b710b214-5666-4054-97ef-3b9ac2bd90ac	0	521	0	1628.5	616	805.5	683	394	0	0	0	411
a7a56d67-1bd7-4d69-9237-34c2d261261b	0	777.456040839478	563.655629608622	0	828.788074305162	3482.6043675553	704.195760068066	0	0	0	0	672.300127623372
d333b55b-8bac-4a99-9d23-3cc0c25057bf	264.235309548793	294.148740818468	0	424.272166841553	885.936122770199	657.596930745016	927.316369359916	0	0	0	0	347.494359916055
7d7fff91-3f69-4123-b514-140ed3d9cd66	162.542289667485	420.402588707878	0	623.078777058692	303.010935059139	469.064940861415	211.204641821022	0	0	0	0	58.6958268243689
2bf5b018-9f19-4fbd-9e1f-7d958aabe5d1	0	0	2243.45886654479	0	3504.77907228953	7000.05196294116	0	0	0	0	0	3398.71009822452
6297aa77-37a0-4f46-987b-32bd8653c0c2	0	335.534290271132	0	2050.76555023923	835.33014354067	529.342902711324	0	0	0	0	0	645.027113237644
183b04f5-107f-496c-8e9a-8263dd00cffa	0	1660.8670987358	0	5055.59545527284	1259.89918386942	863.93086893903	2514.29880780925	0	0	0	0	1142.40858537366
25c32aca-6738-43ef-a103-243f2f9a3b43	0	617.791163857585	706.977560586417	1409.94674379176	533.615238855091	592.237758053256	787.646155380473	0	0	0	0	375.785379475418
01b0848c-ae36-4ade-a3da-d297b003c99f	1881.21081376297	4107.73566357182	4008.64554888039	0	1953.77680684508	16359.8780265793	3152.86728563626	0	0	0	0	1523.88585472418
af9cfac8-7fbe-49cb-aeca-8d68aea57994	3705.80952228072	0	0	0	5998.95142545268	2683.0161166046	0	1309.93726724027	0	0	0	1911.28566842173
3ed783cf-2248-44a1-a2a2-d6b6519b91ef	0	1622.62792929293	1075.4103030303	846.109595959596	992.301313131313	4278.11035353535	0	0	0	0	0	1098.44050505051
c3679262-63d7-463e-9501-6ab3f177aee8	0	785.616130179619	0	2851.05050684688	463.158011737507	0	935.829539391784	0	0	0	0	595.345811844209
a3210fd0-344c-468e-8ff2-2d0869a2fb75	1193.99884281581	510.217550626808	1009.46268081003	1340.13153326905	392.014657666345	0	385.032208293153	0	0	0	0	341.142526518805
94652d14-2e4d-4f4a-a4f7-8df77df788c0	341.888198757764	436.857142857143	254.916639424649	922.698267407649	623.29617522066	240.921216083687	0	0	0	0	0	237.422360248448
9078333d-73d3-496a-9fc3-a94353b7e107	303.460253164557	507.770126582278	0	1317.99898734177	520.789873417722	551.836962025316	422.140253164557	0	0	0	0	332.0035443038
09e1fe3e-bfd8-4175-ac42-0e1bf0ba5523	0	854.5	0	1377	1320.5	502	1231.5	393	0	0	0	449.5
9011cf17-0783-4f9d-b355-4f0fc1a2e78b	331.651162790698	748.341085271318	417.190150478796	1063.48472412221	649.796169630643	456.207934336525	658.800273597811	0	0	0	0	62.5284997719991
f4e673a9-5b85-46e7-bcac-2ce6e1026896	1662.41529827479	699.015589274579	790.648721679485	1412.05154853461	0	0	1470.63666597381	871.766576595302	0	0	0	320.465599667424
ffe4bb51-e98a-41a7-a4e1-c3970386889c	1330.23070338137	0	0	829.692966186332	620.505492937652	474.830360964474	0	0	0	0	0	277.740476530172
97c46ede-b280-4344-8dbb-e860c6472239	753.199011756688	609.043704208553	0	1233.05162719373	1084.40705401261	977.163486113478	729.755069006645	0	0	0	0	468.380047708296
e1df938f-1f23-4291-98ef-13db6debb796	0	753.55004439934	0	1331.85589242674	691.463529113282	449.626538120005	352.991881263478	0	0	0	0	367.512114677155
8be6b14d-286a-471b-a282-ab98bc6050c3	529.941533370105	717.920794263651	0	1184.3693325979	441.451296194153	410.954660783232	968.393160507446	0	0	0	0	278.969222283513
89195d56-1ef2-41df-b200-9f18e38f574a	824.715434243176	578.202679900744	361.25141439206	824.715434243176	950.978064516129	442.921290322581	931.938461538462	0	0	0	0	133.277220843672
230f53ef-be3f-495e-9b95-b0f670bd6908	0	131.509671179884	0	255.965183752418	104.300773694391	163.253384912959	285.189555125725	0	0	0	0	101.781431334623
cb4608a7-6aec-4cba-b20f-489e214c9dbd	403.469068128426	339.235186635343	0	822.996606630123	984.083137561994	627.785826155051	0	235.858783607413	0	0	0	431.57139128165
7ccee959-1e87-4a39-b6b3-840ddcb94995	0	895.305766809368	988.441601611685	0	924.348123898263	4773.96262906069	1303.4009569378	0	0	0	0	1056.54092168219
ca284012-bd06-47a3-8a9d-c6b185d87d85	0	932.910250769908	737.324241091069	1046.46018477783	842.870655521337	2948.79674439067	868.381874175099	0	0	0	0	582.256049274087
ef002c3d-358f-4fc0-98f3-2f8b89de4374	0	734.55172071804	491.365664980661	602.222552811663	748.533670534563	1423.16274918179	559.777348011505	0	0	0	0	475.386293761778
1776f326-b12f-4355-8107-80fa6fcd2159	0	303.223910840932	0	1046.72492401216	955.858156028369	903.647416413374	0	0	0	0	0	754.545592705165
65d2dbc3-a163-4696-b246-47a430e66572	1156.5	814	0	1792.5	872.5	0	1737	510	0	0	0	805.5
95cc9620-7686-4805-a96c-cf8e659847c3	0	1785.8150779554	0	702.106769291494	1515.38879021117	0	381.60153937241	0	0	0	0	690.087823169526
32fa6457-c8bd-4d26-8106-925baf13df68	480.832908033071	478.829437582934	0	1404.4327855466	560.971726038583	448.777380830867	1165.51893436766	0	0	0	0	367.636827600285
e7603fc8-9b73-4c17-86f9-46ca1bceeb1d	0	361.210169908889	0	1218.89645407535	641.260773208569	556.093326766806	647.2725929574	0	0	0	0	644.266683082986
5d9ff58c-5702-48fc-a66a-d1276327fd49	0	2699.13247549837	0	0	1727.88399226615	3808.63164210947	2583.84038935929	2093.22514834322	0	0	0	2059.2863524235
4a4e0397-8702-46ef-aaa8-3980f03a40bf	0	76.5703839122486	0	0	0	178.491773308958	0	0	0	0	0	27.9378427787934
7c43c006-d917-4915-b304-65995b6c0d46	0	330.975637335526	0	1678.91272615132	646.9296875	558.803042763158	400.575657894737	771.108141447368	0	0	0	483.695106907891
bcef0b6c-6584-4090-9d28-ef784a7e5fbb	0	779.635087719298	280.868538011696	1413.33847953216	604.716959064327	386.818947368421	556.239649122807	0	0	0	0	251.382339181291
09cb8bc5-13ac-44ac-9b7d-6de143373570	494.928195922554	953.897935632773	776.602769585844	2106.06680343634	1219.09155019874	593.314527503526	701.189896140531	944.90832157969	0	0	0	1.81898940354586e-12
e6eda5db-4d4f-418e-b0d4-ed9b3e5259d3	0	313.808419768151	0	875.46552776083	618.122635753508	766.532031726663	378.269066503966	0	0	0	0	323.802318486882
39c6c3b3-4683-4d11-984c-ed589188da65	703.173776953397	1278.90667748667	557.241479248783	1786.67111059587	927.569673081382	1577.26825875261	1597.25898446557	0	0	0	0	193.910039415718
c0523251-3ac2-4292-bb00-9ae9ea9009f6	0	891.508677248677	0	1900.41354497354	719.92962962963	0	790.166666666667	0	0	0	0	438.981481481486
6fc0cb07-9713-4355-8543-f85d1c5505c2	0	3774.48822013964	1049.02531456521	1934.81327707874	0	1251.82018444536	3931.71683530598	1117.62506067281	0	0	0	351.511107792259
f4ada7a2-c4ac-4f89-ada7-4645861002cb	0	714.339940433398	1830.49609736058	0	876.370699394064	3910.81051658622	1268.65569477252	0	0	0	0	1168.32705145322
db2a1df8-487d-4dad-a347-5c5ed539d5ad	435.961247889077	843.924984445827	0	1522.86463425473	860.423517909519	0	1241.88960981246	0	0	0	0	719.936005688387
39d38c06-3779-4ca4-b103-1d096f93dae8	322.763022743947	456.16507703595	0	1502.396918562	466.657373440939	486.14306676449	552.094644167278	0	0	0	0	299.779897285396
d1804679-e728-4597-ac69-49554c087b9e	0	569.35593220339	327.629378531073	1502.8	932.944632768362	686.223728813559	0	347.107344632768	0	0	0	495.938983050848
4a88981e-e409-440f-9bf0-71ca1bab8b4e	344.990740740741	382.043447293447	0	1652.35042735043	435.619658119658	403.073361823362	917.304843304843	0	0	0	0	82.6175213675187
0fc63b79-7fff-441d-88fc-922d53c787ab	0	815.315219493328	0	1297.00145039644	834.822761554825	952.368207309998	572.221233803906	0	0	0	0	701.271127441503
129459c1-38be-45da-bb87-18848c97c544	0	2160.46311367813	466.856392754004	1189.18141244421	1387.54528747703	970.780782357574	917.683381464951	0	0	0	0	539.489629824101
228fb827-c05e-494c-8a21-e1d925e100cb	0	381.898821218075	0	2050.27249508841	783.766208251473	732.846365422397	481.741650294695	0	0	0	0	651.47445972495
d05ea63c-86a3-463a-a790-2edaa74b4da7	582.474791972589	1024.83537281775	0	2014.64219285365	978.797846304454	896.230543318649	0	0	0	0	0	637.019252732908
70dd8453-11d3-4105-a8d0-6a755c52495d	337.5	335	0	2133	493.5	461	386	0	0	0	0	344
3933c60d-73d6-4f74-ae02-fd545fc1f092	810.673245457784	0	887.689704310652	1348.78824367652	1255.26825792661	1858.89725685786	0	0	0	0	0	857.683291770574
7d04f401-3505-410c-8def-0348ecd8aae2	397.853487944046	742.726486287502	0	2035.25050616602	625.269740474876	604.77728695012	541.800478556967	0	0	0	0	483.322013620469
4c4aa1b1-fda3-4c5b-b588-68aa727500ad	1133.09254817633	540.828219336697	0	1554.06963857415	965.800347365809	662.676867091225	910.868579935489	0	0	0	0	270.6637995203
1c28e44a-6e6c-44ed-b58a-e3262c0e6759	412.228038723557	472.407314449624	328.980040635831	1166.47496115693	673.004900203179	527.070156567468	555.655312537349	0	0	0	0	60.1792757260619
754d26af-f184-497c-856a-cd1ea7a5115c	0	487.932738095238	0	1607.98283730159	1154.4748015873	759.339087301587	413.096428571428	291.861607142857	0	0	0	314.3125
d5796835-d6cd-427e-a398-5fbef88b0648	495.60406779661	718.87620338983	0	1376.67796610169	668.314576271186	0	1510.34088135593	2610.6820338983	0	0	0	3.50427118645439
368e592d-260c-4f58-81c4-a9f1e6177a4b	0	561.961007423853	0	3463.75966141678	0	818.943176299174	1024.42891833761	0	0	0	0	1336.90723652258
