ICGC-Liver_common_SBS16	ICGC-Liver_common_SBS12	ICGC-Liver_common_SBS2+13+107	ICGC-Liver_common_SBS35	ICGC-Liver_common_SBS28	ICGC-Liver_common_SBS4	ICGC-Liver_common_SBS102	ICGC-Liver_common_SBS22	ICGC-Liver_common_SBS1+5	ICGC-Liver_rare_SBS118	ICGC-Liver_rare_SBS133	ICGC-Liver_rare_SBS103	ICGC-Liver_rare_SBS18	ICGC-Liver_rare_SBS24	ICGC-Liver_rare_SBS142	ICGC-Liver_rare_SBS30	ICGC-Liver_rare_SBS6	ICGC-Liver_rare_SBS19	ICGC-Liver_rare_SBS162	ICGC-Liver_rare_SBS53	unassigned
b2d9aaff-5a48-48f0-bf55-bfd4ddaeccaf	0	1058.39282178218	1149.42660891089	1030.38242574257	620.230198019802	1467.04449257426	0	494.183415841584	1585.08830445545	0	0	0	0	0	0	0	0	0	0	0	678.251732673264
e9445993-854d-44fc-a063-eacf70222fdf	634.521997259857	0	0	1234.93530217689	0	792.525498553813	1293.12071852641	0	1606.61972903029	0	0	0	0	0	0	3852.77743948851	0	0	0	0	470.499314964231
b5f90cb8-7304-48fb-a1d3-ff459c7d79d1	0	2067.17275228872	0	0	1649.02526856115	0	0	0	2027.06268190718	0	0	0	0	0	0	0	11334.604513944	0	0	0	1871.13478329895
8b0c4c91-2d07-4a9b-97a1-d2bda003437e	853.059133448873	1774.62301559792	0	0	665.046100519931	962.566724436742	0	0	1234.58558058925	0	0	0	0	0	0	0	0	0	0	0	1723.11944540728
7a6cb147-a576-446d-a605-fa846ea3d1ad	990.839132061354	0	449.565843621399	707.243827160494	422.651702207258	812.40834268612	0	0	1317.79610924055	0	0	0	0	0	0	0	0	0	0	0	628.495043022825
558239c7-a160-4228-8fdf-a0a1d2f62133	0	0	0	369.459078080903	0	0	0	0	1728.66635308874	0	0	0	0	0	0	0	0	0	0	0	1107.87456883036
0040b1b6-b07a-4b6e-90ef-133523eaf412	7266.07853159851	0	0	1723.98513011152	0	1266.55041821561	0	0	2214.34316914498	0	0	0	0	0	0	0	0	0	0	0	2558.04275092938
06ecd127-6c24-422d-a7fb-bf5aee1b8b7b	835.894633507853	1459.04352094241	1083.34358638743	536.139397905759	644.77552356021	1215.61812827225	0	0	1639.09784031414	0	0	0	0	0	0	0	0	0	0	0	271.087369109948
11473a98-d953-45f9-abf5-709b68a4bae8	0	0	590.695726789085	672.653509524627	0	797.089411360906	722.627767290201	0	2040.94868714604	0	0	0	0	0	0	0	0	0	0	0	999.984897889141
3b02a7a7-e5bc-4e77-b691-521603630b00	0	2334.03128668702	3248.06451044846	1679.72335055177	1562.84697111998	3477.32202394928	1879.51203334116	0	1453.46266729279	0	0	0	0	0	0	0	0	0	0	0	1383.03715660954
eb1792ee-6946-4e0d-bdd1-c924328dba5d	720.491210817455	647.144806392133	0	0	0	0	433.093054701905	0	1467.92599877074	0	0	0	0	0	0	0	0	0	0	0	790.344929317767
145f6dbb-9744-44f7-8485-e440689de3fd	357.47123170905	0	663.083960789885	0	0	0	418.895865890041	0	1471.17033669555	0	0	0	0	0	0	0	0	0	0	0	633.378604915474
35f82a33-bde2-47e2-8aba-ff1fd5920219	1658.22058951396	2631.64359620903	0	829.860620815581	746.32431962438	1651.21754630032	1626.2066776802	0	1507.15494304843	0	0	0	0	0	0	0	0	0	0	0	855.371706808099
80ebcecc-4a7a-40dd-914c-f0648a58095f	398.260803868238	0	1140.17810013096	368.704341694369	550.551727611564	499.955072025788	497.951244081797	0	1388.65276518586	0	0	0	0	0	0	0	0	0	0	0	128.745945401424
1cb25b72-3726-4f12-9e22-f5c7e4b05681	737.466811751904	652.585729830561	645.595523084098	0	446.374630809887	631.11580910928	1015.07787968289	0	1658.67620083942	0	0	0	0	0	0	0	0	0	0	0	637.10741489196
5ee1dda9-2e84-4617-af09-2ae02873b44d	2392.18492649748	3264.38243253127	0	1071.17223725591	0	1478.59668690119	2080.50771593652	0	1570.85314122724	0	0	0	0	0	0	0	0	0	0	0	1779.30285965039
50b61288-1412-4104-92e6-8b1a359ef399	993.630044940879	1428.68698459793	0	915.619835071338	0	2785.3645447009	1712.72415899472	0	2097.27448841573	0	0	0	0	0	0	0	0	0	0	0	1527.6999432785
43206cb7-787d-4f68-8019-55e8585c4b4d	1615.38235972152	3500.9978330029	0	882.895200331965	0	1107.00318133616	1286.49011019411	0	1123.04670570335	0	0	0	0	0	0	0	0	0	0	0	1358.18460971
19085f7d-e6a6-406f-bd09-520a27e0283d	1156.81441874	1786.39706096319	1508.3022697512	1582.19460206606	0	2373.5415393569	2918.24785392114	0	1494.32263931325	0	0	0	0	0	0	0	0	0	0	0	906.179615888261
93a49462-4bd3-4efa-87a5-69006abba5a0	2755.07797134026	760.211342137305	1873.75330148918	963.401470450501	1082.01245668259	0	0	0	1576.47513346446	0	0	0	0	0	0	0	0	0	0	0	1676.0683244357
77bf9514-88da-473b-9a91-f669ef3cd343	1163.15582798583	857.272291926061	1513.94885547361	885.215975481276	0	1838.79417680299	1254.97078823867	0	1923.62321616703	0	0	0	0	0	0	0	0	0	0	0	983.018867924533
f0768c67-f38c-40a8-8f27-81a927fb5dca	3669.85124272383	5181.46616772922	1294.24220025255	1407.67578305461	0	0	1297.74015214512	0	1095.85835720225	0	0	0	0	0	0	0	0	0	0	0	2278.16609689242
5042b417-d14e-42bb-b6f3-de303346a252	2852.47374892414	3426.77714250584	0	1350.56513586622	1159.63180868068	1732.932927579	1705.37037378581	1243.32174474364	2368.37507684741	0	0	0	0	0	0	0	0	0	0	0	463.55204106726
4f1fc78e-733d-4c6e-86b2-dbe1f98c141d	1446.27585806152	2746.57433950569	1861.21155187108	1134.32420392035	0	1174.81792825598	1127.32528860308	0	2320.1404276749	0	0	0	0	0	0	0	0	0	0	0	1094.3304021074
ec23a354-e339-4466-9a1b-8e886ef627e6	2487.18648501362	4359.5740599455	1287.57885558583	1603.97536784741	0	1270.08457765668	1858.39215258856	0	1252.09046321526	0	0	0	0	0	0	0	0	3002.01809264305	0	0	1223.09994550409
8a2580c3-9c89-4cb0-b94d-3eca15dac1c3	1375.95373839388	0	2871.05709398925	1492.11215181626	0	3015.63194331324	1251.32024759733	0	846.012135526959	0	0	0	0	0	0	0	0	0	0	0	1389.91268936308
54354d24-c622-11e3-bf01-24c6515278c0	0	3627.32912656426	0	9717.64718380182	0	4539.52875687849	0	1436.95157966303	1836.88146684514	0	0	0	0	0	0	0	0	0	0	0	2341.66188624726
59632e7e-c622-11e3-bf01-24c6515278c0	0	4639.00961719191	1538.3425537247	1655.75421339515	0	0	4795.39195539127	1181.11133387632	0	0	0	0	0	0	0	0	0	0	0	0	2139.39032642065
674819dc-c622-11e3-bf01-24c6515278c0	697.236431478969	940.318860244233	1172.89772727273	0	950.822421981004	1298.44029850746	1428.48439620081	568.692842605156	1732.08734735414	0	0	0	0	0	0	0	0	0	0	0	58.0196743554989
6d9d7ffc-c622-11e3-bf01-24c6515278c0	1452.80648064806	2079.3699369937	1100.9900990099	1129.51575157516	0	3040.23402340234	2133.41854185419	0	1121.00810081008	0	0	0	0	0	0	0	0	0	0	0	730.657065706569
7eac4710-c622-11e3-bf01-24c6515278c0	3569.37912755384	2600.50477636665	2235.86388735505	1822.2040585312	0	3410.81786305908	1581.61109884042	0	1600.61844284925	0	0	0	0	0	0	0	0	0	0	0	1296.00074544451
82aefe8e-c622-11e3-bf01-24c6515278c0	2700.70231213873	1203.47611356681	1057.60022101326	0	1025.12784767086	0	1219.46251275076	2090.7212682761	1118.54836790207	0	0	0	0	0	0	0	0	0	0	0	1338.36135668141
8659a35e-c622-11e3-bf01-24c6515278c0	653.231574449904	0	3223.70780816065	742.626415295877	0	0	923.913159581286	0	2669.85932493057	0	0	0	0	0	0	0	0	0	0	0	1137.66171758171
98d27916-c622-11e3-bf01-24c6515278c0	2705.04288876591	5318.41487963475	1895.03282374101	13260.7213613724	1814.38247094632	0	0	2741.61106115108	0	0	0	0	0	0	0	0	0	0	0	0	1230.79451438853
99bdc3da-c622-11e3-bf01-24c6515278c0	1914.52499178502	2101.72299098178	2470.61316586951	1300.87593559458	1043.10328964183	1254.82722990982	2197.32410821863	0	1165.73299499799	0	0	0	0	0	0	0	0	0	0	0	260.275293000839
9aac83e4-c622-11e3-bf01-24c6515278c0	921.768918387843	0	1352.06148203135	1356.57504039125	1246.24361381599	2460.8923191127	2353.56993144404	0	1531.60080345836	0	0	0	0	0	0	0	0	0	0	0	262.287891358466
a3914a6c-c622-11e3-bf01-24c6515278c0	3051.94245438988	6481.55338341503	2953.13675783856	1351.18043913334	1652.1114946196	0	0	0	1137.51938973809	0	0	0	0	0	0	0	0	0	0	0	664.556080865499
a612b654-c622-11e3-bf01-24c6515278c0	1507.92129025523	1659.4133827444	1468.42335194948	1110.94201158724	672.464899003079	0	1108.94211597683	0	1156.43963672426	0	0	0	0	0	0	0	0	0	0	0	894.45331175948
a7314730-c622-11e3-bf01-24c6515278c0	1832.17645263051	3683.37030629897	1378.76157525186	1506.87880329704	0	1986.81795054442	1285.67640175028	0	2015.84451002341	0	0	0	0	0	0	0	0	0	0	0	1064.47400020351
a94d63fa-c622-11e3-bf01-24c6515278c0	1029.526342711	2138.59335038363	2467.26138107417	945.483375959079	0	2036.04092071611	0	1907.47519181586	1266.14731457801	0	0	0	0	0	0	0	0	0	0	0	923.472122762141
adfbba82-c622-11e3-bf01-24c6515278c0	959.009608504549	2482.2307063273	1489.23847490545	0	0	1478.74384135746	0	0	1405.28140652152	0	0	0	0	0	0	0	0	0	0	0	1963.49596238372
b421b9ca-c622-11e3-bf01-24c6515278c0	2061.71082643337	4018.48726761444	3513.80284330573	2204.12177784721	1704.43422902671	0	2634.85244493048	0	1556.02702702703	0	0	0	0	0	0	0	0	0	0	0	1497.56358381503
b55751c4-c622-11e3-bf01-24c6515278c0	748.865504768168	2999.45596843144	0	0	0	0	699.939625123315	0	1340.46925353502	0	0	0	0	0	0	0	0	0	0	0	1802.26964814206
b77543e4-c622-11e3-bf01-24c6515278c0	1466.86835771153	2123.29568598408	901.154600999815	0	693.310868357712	947.009812997593	2032.58211442326	0	1697.14127013516	0	0	0	0	0	0	0	0	0	0	0	906.63728939085
b86655a4-c622-11e3-bf01-24c6515278c0	496.621840490798	0	0	484.118773006135	0	0	369.090552147239	0	1823.44736196319	0	0	0	0	0	0	0	0	0	0	0	902.721472392638
bdeeb1a6-c622-11e3-bf01-24c6515278c0	1126.44543718977	902.75769377625	0	0	501.420847651776	801.672852233677	1263.06009927453	0	979.321954944635	0	0	0	0	0	0	0	0	0	0	0	978.321114929362
c158ac2a-c622-11e3-bf01-24c6515278c0	0	268.878048780488	304.015521064302	217.954175905395	0	0	502.109386548411	0	0	0	0	0	0	0	0	0	0	0	541.830007390983	0	232.212860310421
c488a170-c622-11e3-bf01-24c6515278c0	681.019351321886	1318.97424366312	768.149768329245	0	497.745025892614	1392.08367402562	953.427091850641	0	1278.91428182066	0	0	0	0	0	0	0	0	0	0	0	458.686563096214
c5ad7238-c622-11e3-bf01-24c6515278c0	1276.62775967038	1749.36021769879	2284.12317815632	1146.06355697682	989.486562942008	3327.63630773015	3608.77455261054	0	1273.12603775906	0	0	0	0	0	0	0	0	0	0	0	613.801826455932
c7d798b8-c622-11e3-bf01-24c6515278c0	1900.25183896227	2904.4418255161	1316.56015186269	1021.21015581745	829.482954994859	2094.98259906668	1104.80922249466	0	953.630071976588	0	0	0	0	0	0	0	0	0	0	0	532.631179308702
cc792058-c622-11e3-bf01-24c6515278c0	916.682986192371	1802.79316639363	945.752211560964	812.935923238942	0	1779.73826351509	2437.80538263515	0	1376.77865668149	0	0	0	0	0	0	0	0	0	0	0	635.513409782363
cdcc04fc-c622-11e3-bf01-24c6515278c0	2270.8569727216	6865.6610900017	0	1359.80958997335	0	1343.28151760903	3043.66956842284	0	1496.04097430953	0	0	0	0	0	0	0	0	0	0	0	1283.68028696195
d0469256-c622-11e3-bf01-24c6515278c0	1816.47104377104	5303.22027972028	1740.39109039109	1864.70473970474	0	2885.07117327117	1844.81455581456	0	1855.75415695416	0	0	0	0	0	0	0	0	0	0	0	1888.57296037296
d2b7bb0a-c622-11e3-bf01-24c6515278c0	1096.70678823595	1576.85950964586	675.511424917996	0	0	1314.54922999944	1128.18402179352	0	1946.09245566242	0	0	0	0	0	0	0	0	0	0	0	1249.09656974481
d4c9e5c6-c622-11e3-bf01-24c6515278c0	1406.69877478639	1697.55001612123	1602.93575689183	807.975737546349	775.93704659036	3120.26813638562	1085.31065613413	0	1512.32633403192	0	0	0	0	0	0	0	0	0	0	0	411.997541512172
d60f880a-c622-11e3-bf01-24c6515278c0	1659.6878299566	4120.70775864452	2543.05392631084	1279.53027999668	0	2922.21106166561	2824.17043036015	0	1390.07609386661	0	0	0	0	0	0	0	0	0	0	0	1357.56261919899
dd2e7b3c-c622-11e3-bf01-24c6515278c0	1784.43510334512	5306.85905629589	2045.13343078597	2350.2803236334	0	0	0	0	1399.88009926571	0	0	0	0	0	0	0	0	0	0	0	1804.41198667391
