ICGC-Liver_common_SBS16	ICGC-Liver_common_SBS12	ICGC-Liver_common_SBS2+13+107	ICGC-Liver_common_SBS35	ICGC-Liver_common_SBS28	ICGC-Liver_common_SBS4	ICGC-Liver_common_SBS102	ICGC-Liver_common_SBS22	ICGC-Liver_common_SBS1+5	ICGC-Liver_rare_SBS118	ICGC-Liver_rare_SBS133	ICGC-Liver_rare_SBS103	ICGC-Liver_rare_SBS18	ICGC-Liver_rare_SBS24	ICGC-Liver_rare_SBS142	ICGC-Liver_rare_SBS30	ICGC-Liver_rare_SBS6	ICGC-Liver_rare_SBS19	ICGC-Liver_rare_SBS162	ICGC-Liver_rare_SBS53	unassigned
e127e9e4-c622-11e3-bf01-24c6515278c0	1823.49689624594	2772.31643511676	918.761897723914	949.320499556606	0	2611.50805498079	1747.35087200709	0	1608.08380135974	0	0	0	0	0	0	0	0	0	0	0	1127.16154300916
e34bcc5e-c622-11e3-bf01-24c6515278c0	1946.46214516645	3033.88233204249	1824.5271609763	1138.89274167762	0	1734.07538991722	1992.43763100863	0	1209.35517106619	0	0	0	0	0	0	0	0	0	0	0	1186.3674281451
e99ccc0c-c622-11e3-bf01-24c6515278c0	2325.65746311712	3890.7539767576	0	1320.23786367757	0	2198.73073436083	3158.67658452155	2558.52303634715	1229.29036511992	0	0	0	0	0	0	0	0	0	0	0	1507.12997609826
eb588266-c622-11e3-bf01-24c6515278c0	1989.32727777007	5373.73471085841	1860.27360976286	1260.5241991402	0	2023.84163084177	2785.15823048121	0	1329.55290528359	0	0	0	0	0	0	0	0	0	0	0	1412.58743586189
ec5e2990-c622-11e3-bf01-24c6515278c0	808.769690643386	2212.86985196432	1361.61226039097	0	700.800436515468	1319.124359461	2024.42351489846	0	1163.66862782312	0	0	0	0	0	0	0	0	0	0	0	943.731258303276
ed52e836-c622-11e3-bf01-24c6515278c0	611.533583842179	1041.59581963363	503.147956787224	0	0	0	870.068107092532	300.297792390794	360.95396899953	0	0	0	0	0	0	0	0	0	0	0	546.402771254111
f064f762-c622-11e3-bf01-24c6515278c0	2035.07094434129	2889.36007599637	948.931948702448	0	0	0	1675.52839069044	0	1590.39993091239	0	0	0	0	0	0	0	0	0	0	0	2457.70870935706
f61e794e-c622-11e3-bf01-24c6515278c0	1757.92417083782	1987.84885624737	1235.59526594003	723.263086494831	0	2343.23244608692	901.704635823549	0	930.695139636057	0	0	0	0	0	0	0	0	0	0	0	804.736398933423
fabf1f6c-c622-11e3-bf01-24c6515278c0	3290.60454589466	5716.57956525949	4059.99951587916	2126.7380180093	0	0	2036.51580654531	0	2082.62938129357	0	0	0	0	0	0	0	0	0	0	0	1393.93316711851
ffad9288-c622-11e3-bf01-24c6515278c0	923.640705363703	898.178177810433	1273.62564290963	701.467670830272	709.955180014695	1701.49595885378	0	0	1262.14254224835	0	0	0	0	0	0	0	0	0	0	0	683.494121969137
10cb8ac6-c622-11e3-bf01-24c6515278c0	1537.5958390765	5358.5765205031	2110.81797036527	2051.29490437629	0	0	7545.9241471399	0	1787.69275499655	0	0	0	0	0	0	0	0	0	0	0	2833.09786354239
15fd8dc8-c622-11e3-bf01-24c6515278c0	0	4870.12187299551	1573.50865939705	1046.67094291212	0	2309.48043617704	1952.75176395125	0	1279.82039769083	0	0	0	0	0	0	0	0	0	0	0	1787.6459268762
1df8939c-c622-11e3-bf01-24c6515278c0	660.567015016234	895.09080762987	1137.61541193182	937.595119724026	2424.74599228896	848.086038961039	0	0	1895.19226866883	0	0	0	0	0	0	0	0	0	0	0	1058.10734577922
23eb72d8-c622-11e3-bf01-24c6515278c0	2631.64624996351	2630.14445450034	0	1211.94893877908	1516.81341780282	2937.51192596269	3605.81090707383	0	1418.69611420897	0	0	0	0	0	0	0	0	0	0	0	1194.42799170876
2572b0bc-c622-11e3-bf01-24c6515278c0	1144.57031707032	2332.18088218088	0	806.253948753949	0	0	1643.53691353691	0	1309.22428922429	0	0	0	0	0	0	0	0	0	0	0	1319.23364923365
27fcccdc-c622-11e3-bf01-24c6515278c0	2243.57610351917	3305.95481920426	1652.47817148386	1876.63608658846	0	3081.29766598138	5973.88332325553	0	0	0	0	0	0	0	0	0	0	0	0	0	2507.17382996734
2ecd8358-c622-11e3-bf01-24c6515278c0	1532.96952510285	3093.00914646323	1055.73375404401	933.417022806247	830.149618564525	0	1719.9537085114	0	2109.46231577266	0	0	0	0	0	0	0	0	0	0	0	1276.30490873508
31bcfd64-c622-11e3-bf01-24c6515278c0	919.211856755943	1325.9693650316	0	559.041107433042	612.640926873307	1260.34715618417	1845.4367739994	0	1117.58128197412	0	0	0	0	0	0	0	0	0	0	0	682.771531748418
34030a28-c622-11e3-bf01-24c6515278c0	1531.72661870504	3402.38848920863	0	682.382955174322	0	873.410071942446	0	0	1563.81516325401	0	0	0	0	0	0	0	0	0	0	0	1912.27670171555
35e33a7a-c622-11e3-bf01-24c6515278c0	703.702375919506	754.181026464869	795.163693244271	0	562.761985287901	0	517.781009554409	0	1651.80138665765	0	0	0	0	0	0	0	0	0	0	0	925.608522871394
38d8e626-c622-11e3-bf01-24c6515278c0	3261.24970791626	3558.40913827402	2791.99794751966	1334.71609460356	0	0	1742.43484164325	0	0	0	0	0	0	0	0	0	0	0	0	0	3154.19227004325
3c78970e-c622-11e3-bf01-24c6515278c0	1507.96439471007	3117.82502543235	0	0	0	855.628687690743	2127.83316378433	0	2067.39471007121	0	0	0	0	0	0	0	0	0	0	0	2107.3540183113
3e2a85d0-c622-11e3-bf01-24c6515278c0	1313.46198830409	1867.81286549708	1140.1649122807	459.961403508772	0	0	712.665497076023	0	0	0	0	0	0	0	0	0	0	0	0	0	1337.93333333334
3faeb03e-c622-11e3-bf01-24c6515278c0	1481.36852394917	2243.54362483395	3389.05531744241	2510.42985688147	0	6487.23462917011	0	0	1400.40303782239	0	0	0	0	0	0	0	0	0	0	0	2427.9650099005
4255582e-c622-11e3-bf01-24c6515278c0	548.605190502485	1764.44643843181	599.160960795141	505.057150745445	583.143290999448	0	0	0	578.137769188294	0	0	0	0	0	0	0	0	0	0	0	860.449199337377
446437de-c622-11e3-bf01-24c6515278c0	1362.15921562298	2620.26807617818	2691.30245319561	1512.73208521627	0	3596.24039703034	3737.30866688186	0	1334.14565848935	0	0	0	0	0	0	0	0	0	0	0	1742.84344738541
45aedf22-c622-11e3-bf01-24c6515278c0	1216.15164945137	2061.10439972837	3725.49622931484	888.976339397405	0	2079.11404982308	0	0	2165.66042388935	0	0	0	0	0	0	0	0	0	0	0	1860.49690839558
47d77750-c622-11e3-bf01-24c6515278c0	2640.05839548845	2248.27233036202	4410.59159541568	1719.061306167	2558.10314717118	3304.6954702565	2979.87283973076	0	0	0	0	0	0	0	0	0	0	0	0	0	2115.34491540841
4c183106-c622-11e3-bf01-24c6515278c0	727.976921877437	601.155153594262	1255.73522532356	655.079370029627	0	0	1302.66926555434	0	1109.94012162794	0	0	0	0	0	0	0	0	0	0	0	751.443941992834
4f6f48bc-c622-11e3-bf01-24c6515278c0	1216.19571487433	1811.55723114957	2233.10515039143	0	0	1707.16918005768	1666.2131025958	0	1506.88397198187	0	0	0	0	0	0	0	0	0	0	0	1980.87564894932
51800588-c622-11e3-bf01-24c6515278c0	828.402412889912	0	1031.86967219621	718.14921819192	451.035796491785	1362.62925629018	752.227478371299	0	1022.84895626637	0	0	0	0	0	0	0	0	0	0	0	146.837209302324
532259b8-c622-11e3-bf01-24c6515278c0	3839.46588775297	4080.4323666458	6218.13498852493	2158.69970095278	2264.68495722929	3789.97277279366	0	4767.83674108074	0	0	0	0	0	0	0	0	0	0	0	0	1634.77258501983
56c846d6-c622-11e3-bf01-24c6515278c0	1566.52409860191	2015.67788815305	0	2418.71320824135	0	965.480132450331	1366.00901398087	0	808.577078734363	0	0	0	0	0	0	0	0	0	0	0	1759.01857983813
5b178f44-c622-11e3-bf01-24c6515278c0	752.304342173687	1218.68304732189	995.741029641186	549.357124284971	856.777171086844	997.740509620385	1032.23153926157	0	1046.72776911076	0	0	0	0	0	0	0	0	0	0	0	240.437467498708
5cf21488-c622-11e3-bf01-24c6515278c0	1036.78055499291	4000.7943285396	0	975.352805347377	0	1174.6184322463	1843.33190196476	0	1661.54571602188	0	0	0	0	0	0	0	0	0	0	0	1635.57626088717
5e9c69d2-c622-11e3-bf01-24c6515278c0	0	0	1047.77453271028	0	0	1183.11623831776	482.935163551402	0	1236.05432242991	0	0	0	1201.09521028037	0	0	0	0	0	0	0	834.024532710278
6172ca02-c622-11e3-bf01-24c6515278c0	681.781124662356	0	1576.96324793321	652.726528607678	415.781288368667	1168.19513792257	0	0	1080.53040844725	0	0	0	0	0	0	0	0	0	0	0	544.022264058269
63fef3fe-c622-11e3-bf01-24c6515278c0	3918.72314389742	8399.40850087067	4791.44095298401	3286.20289694475	0	5387.43115402881	4024.81040050657	0	0	0	0	0	0	0	0	0	0	0	0	0	1802.98295076777
6527aa5a-c622-11e3-bf01-24c6515278c0	959.71160826239	1419.27063947733	809.365142216063	0	608.402032600805	1165.18511185904	783.806242988187	0	1181.72322312413	0	0	0	0	0	0	0	0	0	0	0	666.535999472055
6622f932-c622-11e3-bf01-24c6515278c0	1011.77344974256	0	797.821356615178	662.351690172375	560.374524289232	0	1319.7044996642	0	1419.18222520707	0	0	0	0	0	0	0	0	0	0	0	927.792254309385
69f37546-c622-11e3-bf01-24c6515278c0	3301.40245208383	4100.20962912778	2301.76663679874	2381.39694472977	0	5820.02395261927	2092.42406626309	0	0	0	0	0	0	0	0	0	0	0	0	0	2918.77631837752
6baee028-c622-11e3-bf01-24c6515278c0	1333.1122382199	1077.61158376963	2368.64136125654	1153.25981675393	1224.39921465969	0	0	0	1272.99443717277	0	0	0	0	0	0	0	0	0	0	0	755.981348167539
6ec4456e-c622-11e3-bf01-24c6515278c0	851.740375825292	1589.5154900965	1099.16495683088	865.23626206196	621.810462163535	1923.41371254444	709.783646521077	611.813509395632	1569.52158456069	0	0	0	0	0	0	0	0	0	0	0	0
70c2f91e-c622-11e3-bf01-24c6515278c0	1782.96663305968	4087.00801766767	797.379518939939	0	0	0	0	0	1201.82562773057	0	0	0	0	0	0	0	0	0	0	0	2556.82020260214
74ec279a-c622-11e3-bf01-24c6515278c0	1518.34470621629	5892.33772353108	1454.33017314789	1405.81915980698	0	2458.05804711893	2384.04124325859	0	1467.33312517741	0	0	0	0	0	0	0	0	0	0	0	1038.73582174283
764ded9e-c622-11e3-bf01-24c6515278c0	0	5413.71948239978	1629.67840014478	1802.5686363225	0	4752.22640485024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3015.8070762827
78bc4dfa-c622-11e3-bf01-24c6515278c0	547.006756756757	936.655405405405	390.148198198198	0	0	788.788738738739	525.026576576577	0	602.456756756757	0	0	0	0	0	0	0	0	0	0	0	645.917567567567
7ae510f8-c622-11e3-bf01-24c6515278c0	1430.90910667071	2437.95648216376	1205.95175761779	1021.57691474145	0	2086.24142863335	1467.48346408912	0	1122.28165229075	0	0	0	0	0	0	0	0	0	0	0	786.59919379307
7c405ca0-c622-11e3-bf01-24c6515278c0	1802.15846873733	2382.6927158174	1515.89502965992	0	1105.51737224126	2045.38229984157	1699.06359382484	0	1805.66169264213	0	0	0	0	0	0	0	0	0	0	0	1226.62882723555
7d38018a-c622-11e3-bf01-24c6515278c0	3550.59454651412	1839.64494064963	0	1323.86596325492	1321.87068674662	2576.89961046529	2949.01867926264	0	1355.79038738766	0	0	0	0	0	0	0	0	0	0	0	1345.31518571912
7fba5aac-c622-11e3-bf01-24c6515278c0	1073.31751931918	1051.35195148195	1020.40046952949	0	753.818350777658	1034.37855815318	1756.74620952754	1916.4957937983	1164.17509537318	0	0	0	0	0	0	0	0	0	0	0	436.316052039521
80ab6c08-c622-11e3-bf01-24c6515278c0	614.790586358197	205.593936976466	0	0	0	0	0	0	436.07818109294	0	0	494.819305943359	0	0	0	0	0	0	0	0	744.717989629038
819b4304-c622-11e3-bf01-24c6515278c0	0	1360.95974729693	0	10348.5997702699	0	2978.69490848253	0	0	2500.68219841686	0	0	0	0	0	0	0	0	0	0	0	2856.06337553378
83d57c5c-c622-11e3-bf01-24c6515278c0	1866.42045966652	1032.73264984227	0	847.690964398378	541.121901757548	0	2083.46935556557	0	1329.29945921586	0	0	0	0	0	0	0	0	0	0	0	1177.26520955385
87671312-c622-11e3-bf01-24c6515278c0	2349.36964754853	2359.35634105565	1894.97509297485	1111.51898734177	952.231225903306	2096.70630181855	2192.57855948685	0	1041.11279811662	0	0	0	0	0	0	0	0	0	0	0	637.151045753875
88d82a42-c622-11e3-bf01-24c6515278c0	2760.76364380571	1640.221348008	1406.19037656904	876.488584682554	762.229352374022	1097.99113152629	1213.25263780244	0	818.857831544479	0	0	0	0	0	0	0	0	0	0	0	443.005093687465
8a6d6b2e-c622-11e3-bf01-24c6515278c0	693.72618717023	1190.31435712302	901.344959733407	0	783.561232990836	2526.86020549847	699.216106637045	0	1389.94779227992	0	0	0	0	0	0	0	0	0	0	0	801.029158567072
8c5f9574-c622-11e3-bf01-24c6515278c0	1675.931763397	2900.61264602262	0	0	0	1658.92230669386	789.939180419062	0	1775.98739106249	0	0	0	0	0	0	0	0	0	0	0	1990.60671240497
8d7592e2-c622-11e3-bf01-24c6515278c0	1282.40994483972	2361.2548165321	956.805859780958	0	0	2288.73163322408	1345.93025021984	0	2347.75049964026	0	0	0	0	0	0	0	0	0	0	0	1930.11699576304
8eb90ea4-c622-11e3-bf01-24c6515278c0	835.900795063486	1068.37320517385	0	740.412127684823	559.933546932479	1491.82295004153	1056.87456983505	0	1851.78023021241	0	0	0	0	0	0	0	0	0	0	0	820.902575056372
8fd5e62c-c622-11e3-bf01-24c6515278c0	0	5546.62692344914	0	2218.85057582503	0	3553.0581147779	5079.57935739863	0	1568.98011226169	0	0	0	0	0	0	0	0	0	0	0	2678.90491628761
917564e4-c622-11e3-bf01-24c6515278c0	0	0	481.370449678801	254.223768736617	0	0	379.079229122056	0	1145.7619557459	0	0	0	0	0	0	0	0	0	0	0	549.564596716626
9321341c-c622-11e3-bf01-24c6515278c0	0	0	1295.30969507428	0	0	0	0	0	2880.3004691165	0	0	0	0	0	0	0	0	0	0	0	2223.38983580922
9563a264-c622-11e3-bf01-24c6515278c0	404.204471050416	468.078757833692	1035.46207090076	0	0	1120.79412590029	713.096529791413	0	1117.80001870732	0	0	0	0	0	0	0	0	0	0	0	475.564025816109
96abdbc8-c622-11e3-bf01-24c6515278c0	0	1415.00778063626	1143.21817155048	7374.35784652068	0	1872.49526259647	0	1031.59923448579	2196.3403400891	0	0	0	0	0	0	0	0	0	0	0	920.98136412122
9cb80280-c622-11e3-bf01-24c6515278c0	0	4730.14768864122	2294.52689867872	1368.91094522132	0	1154.76844355658	2338.55619808643	0	953.63459853503	0	0	0	0	0	0	0	0	0	0	0	1435.4552272807
9db994a0-c622-11e3-bf01-24c6515278c0	1481.99567113147	7669.76642931083	0	0	0	1820.02107970764	0	0	1724.73201794285	0	0	0	0	0	0	0	0	0	0	0	3291.48480190721
9fba5db6-c622-11e3-bf01-24c6515278c0	1565.17487948581	2071.71692554901	963.531065881093	1434.53508302089	0	2445.1164970541	2138.78869844671	0	1198.28227102303	0	0	0	0	0	0	0	0	0	0	0	1265.85457953936
a1a75f66-c622-11e3-bf01-24c6515278c0	3647.08318092956	2482.25048874314	2693.67560068109	1491.44459859999	0	0	1477.48256290597	0	2074.85823295705	0	0	0	0	0	0	0	0	0	0	0	1947.2053351832
a2a67c8a-c622-11e3-bf01-24c6515278c0	1722.87679420802	3873.59548764575	0	797.137012249021	0	924.238582312582	1865.99116050006	0	1281.52409816054	0	0	0	0	0	0	0	0	0	0	0	1422.63686492403
a4ca18dc-c622-11e3-bf01-24c6515278c0	2629.92198855041	4429.36861151485	1898.9436715807	1414.45804289147	1183.46489484768	2915.91350517604	0	0	1259.46264052443	0	0	0	0	0	0	0	0	0	0	0	1124.46664491442
a846f5e8-c622-11e3-bf01-24c6515278c0	0	2367.61131198347	1492.88545971074	1065.77518078512	3358.86725206612	0	0	0	1072.77698863636	0	0	0	0	0	0	0	0	0	0	0	2261.08380681819
aabddb20-c622-11e3-bf01-24c6515278c0	0	0	1100.93113645965	0	0	0	0	0	3443.7326573722	0	0	0	0	0	0	0	0	0	0	0	1391.33620616815
abbbe65c-c622-11e3-bf01-24c6515278c0	2125.98190095084	3724.09585520761	1097.26484085319	983.185322515511	910.634751642865	0	2079.94981460406	0	1169.3150629612	0	0	0	0	0	0	0	0	0	0	0	1538.57245126472
af2cbdb6-c622-11e3-bf01-24c6515278c0	1136.38780412689	3362.22999692023	0	0	0	659.064983061288	933.176101016323	0	754.928980597475	0	0	0	0	0	0	0	0	0	0	0	1260.21213427779
b070af2a-c622-11e3-bf01-24c6515278c0	1174.97076612903	1542.08652553763	1520.04956317204	0	606.517305107527	0	0	0	2335.91801075269	0	0	0	0	0	0	0	0	0	0	0	1763.45782930108
b1f19de6-c622-11e3-bf01-24c6515278c0	857.731010710329	1269.62162993968	1025.48282654192	0	561.169764865198	1299.57731133818	899.668964668226	0	1440.86827526776	0	0	0	0	0	0	0	0	0	0	0	756.880216668707
b32449c0-c622-11e3-bf01-24c6515278c0	1351.08041219333	2839.47389298495	2392.95584874747	0	679.549346785668	1146.11309446816	0	0	1834.18186521795	0	0	0	0	0	0	0	0	0	0	0	1379.64553960247
b67208c4-c622-11e3-bf01-24c6515278c0	0	2508.1733830489	577.150652516851	539.543094794206	0	605.230962283092	1060.53312777857	0	785.245805248817	0	0	0	0	0	0	0	0	0	0	0	917.122974329564
b994762c-c622-11e3-bf01-24c6515278c0	2328.68086373404	5079.89454470134	3672.78525748906	1376.60691815757	0	2288.67775677705	2542.197447117	0	0	0	0	0	0	0	0	0	0	0	0	0	2024.15721202394
ba940092-c622-11e3-bf01-24c6515278c0	1209.50803461063	6440.667940218	1492.68052590179	916.293965614114	0	0	0	0	2150.40386560288	0	0	0	0	0	0	0	0	0	0	0	1194.44566805259
bba106ce-c622-11e3-bf01-24c6515278c0	2126.03824694408	771.057881511138	2131.54222922612	1100.79645640785	0	2315.17509263597	1352.97891733038	0	980.70957025427	0	0	0	0	0	0	0	0	0	0	0	969.701605690192
c021b61c-c622-11e3-bf01-24c6515278c0	916.562771637899	710.373773748914	1510.04594561033	573.416118216814	0	1320.91394511362	1422.75425307339	0	933.118092636285	0	0	0	0	0	0	0	0	0	0	0	692.815099962748
c271b7d2-c622-11e3-bf01-24c6515278c0	1180.25079297949	3310.49608796786	775.179530556143	0	0	686.27363078875	1072.86445337281	0	1142.29097060689	0	0	0	0	0	0	0	0	0	0	0	1280.64453372806
cf2d34c4-c622-11e3-bf01-24c6515278c0	0	0	5095.21326022352	2736.11452011218	11772.9927587795	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4287.6794608848
d182b67c-c622-11e3-bf01-24c6515278c0	436.662388392857	416.154761904762	693.2578125	414.654203869048	0	749.778831845238	745.77734375	0	1383.51450892857	0	0	0	0	0	0	0	0	0	0	0	538.200148809525
d3ad5b5a-c622-11e3-bf01-24c6515278c0	2049.54451526678	1472.62455022103	1839.52760357767	794.956615606045	755.860388609026	0	1156.84733216819	0	728.793769918783	0	0	0	0	0	0	0	0	0	0	0	952.845224632476
de4f520c-c622-11e3-bf01-24c6515278c0	1203.88410831294	1417.57353753849	0	0	0	0	1304.70940238415	533.220336306939	1142.68666614036	0	0	0	0	0	0	0	0	0	0	0	751.925949317121
e64e9f76-c622-11e3-bf01-24c6515278c0	687.162507516536	1159.1478502706	0	0	531.171602525556	509.603728202044	767.916641611545	0	2077.53803367408	0	0	0	0	0	0	0	0	0	0	0	940.459636199639
e75fbf08-c622-11e3-bf01-24c6515278c0	1445.02590188073	0	1462.10896191687	531.082189947125	867.216518305334	904.397296031055	676.288200254334	0	988.305267385048	0	0	0	0	0	0	0	0	0	0	0	632.575664279504
f181848a-c622-11e3-bf01-24c6515278c0	696.205800556218	973.083035359555	1145.12812872467	574.319626539531	1042.30234406039	0	987.127532777116	0	1746.53357171236	0	0	0	0	0	0	0	0	0	0	0	410.29996027016
f8733b80-c622-11e3-bf01-24c6515278c0	949.293064047928	1414.43666234328	1095.33815082453	699.215860663331	0	760.234698289173	1331.41103081959	0	1233.38076709283	0	0	0	0	0	0	0	0	0	0	0	614.689765919338
f9718c44-c622-11e3-bf01-24c6515278c0	1029.86656855531	2516.62120840487	1552.5226064917	0	1006.94742866487	1765.77025590712	1505.68784236775	0	1584.41010546971	0	0	0	0	0	0	0	0	0	0	0	1226.17398413867
fbd899a0-c622-11e3-bf01-24c6515278c0	2075.89179328138	6415.84686351672	0	0	3236.4494279534	4120.25485392614	0	0	1592.95168226004	0	0	0	0	0	0	0	0	0	0	0	1761.60537906232
030695f6-c623-11e3-bf01-24c6515278c0	1612.90815718964	2498.66105983924	3336.036692468	1158.56080678773	1114.67214944924	1191.4772997916	1140.10762131587	0	1111.18100625186	0	0	0	0	0	0	0	0	0	0	0	238.39520690682
062e96d4-c623-11e3-bf01-24c6515278c0	1057.54014666295	1794.82521117609	1256.57718369999	703.363965469229	0	1899.58154645874	1818.76951638355	0	1167.28487886383	0	0	0	0	0	0	0	0	0	0	0	1050.05755128562
0be08326-c623-11e3-bf01-24c6515278c0	1551.73296012214	6129.8954523974	0	950.949180268276	0	0	1029.98651350467	1032.4876949362	1735.81991348286	0	0	0	0	0	0	0	0	0	0	0	1330.12828528845
850389d4-c622-11e3-bf01-24c6515278c0	1176.20914322945	1910.5909979368	2678.92116407862	1397.87164730155	0	5576.50939298512	2235.09691606038	1321.98718644804	1122.29123683353	0	0	0	0	0	0	0	0	0	0	0	970.522315126509
94431626-c622-11e3-bf01-24c6515278c0	1253.92373654443	3376.7946238521	3697.77510186706	1199.92702061668	0	4873.20361247947	0	0	1258.92343246366	0	0	0	0	0	0	0	0	0	0	0	781.452472176599
9ba2c970-c622-11e3-bf01-24c6515278c0	2163.2214673501	4395.96612174335	1349.45006217585	1521.00727912408	0	0	3442.14800885627	0	1418.47308240575	0	0	0	0	0	0	0	0	0	0	0	2200.7339783446
9ec31146-c622-11e3-bf01-24c6515278c0	2027.26247573933	1291.57853876772	1395.24536991348	1102.27389058851	0	4134.65390308892	2379.82986282444	0	1806.90785881115	0	0	0	0	0	0	0	0	0	0	0	1086.24810026645
bef21282-c622-11e3-bf01-24c6515278c0	1149.94543276852	2742.06214112094	1775.18762109416	1310.00743297989	0	2160.83700285342	2799.58442244689	822.318526085884	977.878782541304	0	0	0	0	0	0	0	0	0	0	0	461.178638108991
c6bb32f0-c622-11e3-bf01-24c6515278c0	0	3979.05219058359	0	0	0	0	6625.74072737525	0	0	0	0	0	0	0	0	0	30720.527736115	0	0	0	3107.67934592616
c906a13e-c622-11e3-bf01-24c6515278c0	845.948505691156	1098.93310609288	1745.89372451153	0	509.468987765537	1432.41280662244	0	0	1396.41499786962	0	0	0	0	0	0	0	0	0	0	0	1184.92787144684
ca5ded1c-c622-11e3-bf01-24c6515278c0	824.509479241661	1785.35517158627	958.848092152628	0	0	1747.40076793856	1241.00911927046	0	2039.54979601632	0	0	0	0	0	0	0	0	0	0	0	1808.3275737941
cb86fbb6-c622-11e3-bf01-24c6515278c0	1083.82501697217	1947.67815116542	1085.82931658746	0	1492.70213849287	0	0	0	1324.34097080788	0	0	0	0	0	0	0	0	0	0	0	1922.6244059742
d7578910-c622-11e3-bf01-24c6515278c0	3651.30967596421	2734.97331027742	1593.06179986467	1175.99842117134	1281.76810014285	1115.84504924442	0	0	822.597361100669	0	0	0	0	0	0	0	0	0	0	0	959.446282234421
dbfa4e8a-c622-11e3-bf01-24c6515278c0	1088.08464447453	2868.81460385639	750.783416592745	0	0	2091.96927961156	1836.86329894019	0	861.045333582333	0	0	0	0	0	0	0	0	0	0	0	1237.43942294225
e23c591e-c622-11e3-bf01-24c6515278c0	1141.42880682369	2623.08156440826	877.867984879325	0	0	1301.26892507512	1809.85111951149	0	995.618542211883	0	0	0	0	0	0	0	0	0	0	0	1589.88305709023
e88397a6-c622-11e3-bf01-24c6515278c0	924.599007009346	1144.38483255452	688.329244548287	0	0	582.432437694704	946.078076323987	0	0	0	0	0	0	0	0	0	0	0	0	0	845.176401869156
ee7b8074-c622-11e3-bf01-24c6515278c0	1195.85721409574	2977.85006648936	0	0	0	1076.4220412234	1230.98520611702	0	1271.13148271277	0	0	0	0	0	0	0	0	0	0	0	1304.75398936171
f410b432-c622-11e3-bf01-24c6515278c0	1485.08810712305	1641.14990888202	1009.89992869028	1063.42112352428	0	2549.50962681246	2067.81887330639	0	1569.12138499327	0	0	0	0	0	0	0	0	0	0	0	1239.99104666825
f4f48342-c622-11e3-bf01-24c6515278c0	0	3272.8932115919	780.928940055577	0	0	842.001587931719	0	0	1662.47757046447	0	0	0	0	0	0	0	0	0	0	0	2268.69868995633
fdf9a814-c622-11e3-bf01-24c6515278c0	846.790096516995	1218.75862358372	569.686026017625	0	414.907175828787	603.138229122954	764.407805287453	0	1089.44339068401	0	0	0	0	0	0	0	0	0	0	0	441.868652958456
00c27940-c623-11e3-bf01-24c6515278c0	1497.51749258027	2500.86923284468	2097.32556884612	1643.21377821747	0	6005.59088047486	1350.81985790089	0	0	0	0	0	0	0	0	0	0	0	0	0	1605.66318913571
01dc6872-c623-11e3-bf01-24c6515278c0	1125.33357374684	3580.01442481067	811.543454742157	738.359177785792	0	0	769.938694554634	0	1566.9455463397	0	0	0	0	0	0	0	0	0	0	0	1137.86512802021
041e3b42-c623-11e3-bf01-24c6515278c0	919.559334211472	1507.77745180218	0	0	698.665189797629	888.574182732607	1626.22069213268	0	1658.70512513471	0	0	0	0	0	0	0	0	0	0	0	1047.49802418872
0831e45e-c623-11e3-bf01-24c6515278c0	2214.19975691714	7387.15764638593	1893.10583637187	1505.09654202712	0	1832.68225256786	3074.61161554777	0	1423.69948285313	0	0	0	0	0	0	0	0	0	0	0	1623.44686732918
0a9c9db0-c623-11e3-bf01-24c6515278c0	1565.34385113269	2018.0879180151	1052.06715210356	800.931769147789	704.379719525351	1069.57659115426	1301.70172599784	720.888619201726	1897.02265372168	0	0	0	0	0	0	0	0	0	0	0	3.63797880709171e-12
0cdbabf2-c623-11e3-bf01-24c6515278c0	811.088210419486	518.236891069012	642.673714479026	0	389.302351150203	652.668640054127	1320.82941474966	0	1048.9674391069	0	0	0	0	0	0	0	0	0	0	0	525.233338971586
0dd39eca-c623-11e3-bf01-24c6515278c0	1593.29211675477	2866.52114456447	779.589404734544	0	0	0	0	0	1524.06216961618	0	0	0	0	0	0	0	0	0	0	0	1967.53516433004
0eeafcd6-c623-11e3-bf01-24c6515278c0	3640.1637234126	5075.34835046961	1802.34811500929	1800.34994636737	0	1267.83800329644	2725.00248541454	0	0	0	0	0	0	0	0	0	0	0	0	0	2782.94937603015
10136472-c623-11e3-bf01-24c6515278c0	0	702.603415559772	654.65275142315	358.368121442125	0	0	1104.37950664137	259.438330170778	0	0	0	0	0	0	0	0	0	0	0	0	378.557874762805
1295947c-c623-11e3-bf01-24c6515278c0	5998.58844294375	7344.89382242345	0	0	9198.00237894252	3740.73776379403	2318.88719208042	0	0	0	0	0	0	0	0	0	0	0	0	0	3995.89039981583
13bd2b30-c623-11e3-bf01-24c6515278c0	517.670061099796	889.651546009998	0	398.015182373635	424.54952786521	775.503795593409	862.61655249028	0	1135.46972782818	0	0	0	0	0	0	0	0	0	0	0	404.523606739492
15895218-c623-11e3-bf01-24c6515278c0	2749.63073191517	3750.86040184863	1785.40955127995	1108.25422006621	2773.13612376676	0	0	0	1097.25169622079	0	0	0	0	0	0	0	0	0	0	0	1993.45727490249
