ICGC-Breast_common_SBS17	ICGC-Breast_common_SBS8	ICGC-Breast_common_SBS1	ICGC-Breast_common_SBS2	ICGC-Breast_common_SBS13	ICGC-Breast_common_SBS3	ICGC-Breast_common_SBS5	ICGC-Breast_common_SBS18	ICGC-Breast_common_SBS127	ICGC-Breast_rare_SBS26	ICGC-Breast_rare_SBS44	ICGC-Breast_rare_SBS33_a	ICGC-Breast_rare_SBS30	ICGC-Breast_rare_SBS33_b	unassigned
e55f338f-97e2-4394-ae23-c92606069485	0	0	567.716046758767	0	0	518.896493092455	364.888416578108	190.748565356004	285.871200850159	0	0	0	0	0	439.879277364507
eddfbfb9-3ae8-449b-b870-46062a2571c1	0	3093.13442448594	630.925431340109	0	616.92708579532	1576.81363743796	1139.36533916332	0	665.421354289766	0	0	0	0	0	738.412727487585
71fda5a9-7049-406f-9348-2c24f7ddf5f4	0	1477.06548254736	572.688550390647	0	0	3410.57826991175	806.173121241077	0	1524.66426845034	0	0	0	0	0	1122.83030745883
546b982f-60d9-43df-9761-09369afbee2d	0	211.228032576082	784.989284183455	0	0	0	684.61851693099	0	0	0	0	0	0	0	649.164166309473
fe04d042-a4cc-4a14-8197-415ea40951aa	0	6742.70165993719	0	4011.7651733641	4415.73804182956	2463.28573564913	2330.45905701895	0	0	0	0	0	0	0	3410.05033220107
2c6f1862-bb82-4e7e-9cb3-338bdf022ff4	0	380.377271225636	1308.23686818632	0	0	0	878.17971589032	584.616782292699	946.426825239511	0	0	0	0	0	459.162537165514
5a535c49-d42e-43c6-9d32-dc76f28d4f0f	0	0	427.588565594691	0	0	197.502807554875	896.281776416539	0	0	0	0	0	0	0	442.626850433895
d8c6d4b8-f279-4edc-aaa3-a1cc266aec4d	0	0	899.5	4990	2835.5	0	1184	0	0	0	0	0	0	0	2109
987d41ee-6bab-490c-b0f2-bf28c0089de9	0	1136.51248392097	2362.9863781787	3182.13499785613	2477.43728355157	0	1439.88235100102	1876.19519113427	1622.80388535242	0	0	0	0	0	1055.04742900492
f39cc911-36a7-4c06-9e91-4ad86281db3d	0	0	634.254037989404	620.259465047164	0	307.880604729293	777.69841064737	452.824395916785	620.259465047164	0	0	0	0	0	454.82362062282
e7dc7492-3a84-49c7-8dea-8f508b53dc40	0	259.377714489142	669.556425774297	0	0	222.180135279459	722.336774652901	634.369526521894	0	0	0	0	0	0	316.179423282307
8f558713-f32b-403b-aedf-c79efeb41c67	0	0	620.413979348689	0	0	440.229388403495	306.96266878475	1073.62065131056	0	0	0	0	0	0	700.773312152506
1eb62abc-7928-405b-84cc-f091ca5347b2	0	2084.6911010224	826.48108367475	0	1233.2257040564	3754.64260140996	2016.73376887019	996.874100321116	1700.93204886871	0	0	0	0	0	924.419591776474
01658141-8398-4585-9f0f-8355dd9b0604	0	0	2046.77834701002	10018.3624246271	5702.77553611098	0	0	2754.87464297049	0	0	0	0	0	0	1537.20904928141
07b5141f-ac79-439b-883b-b0183bbe7ff5	0	2956.54052934169	586.908789558191	0	694.392085772	1845.71316102968	1732.23079712022	0	795.876314290154	0	0	0	0	0	1040.33832288806
27f87d1e-2c32-4beb-9677-62f7a286673d	0	466.779144005675	838.103452352802	319.848663986758	408.806573658075	391.314849846299	408.806573658075	1108.97528966659	0	0	0	0	0	0	284.365452825726
7456abd5-303e-4e6f-bf4e-47efefc7310f	0	332.557838955668	773.797983714618	0	425.714101072767	954.100426521908	441.240144758951	449.754426780406	322.541036577485	0	0	0	0	0	175.294041618197
74039acd-5aca-4c65-818c-3b577d295be0	0	0	1091.90941928313	0	0	386.822172825785	417.347596554598	449.87468741317	612.51014170603	0	0	0	0	0	643.535982217287
e5593865-5f8e-4a4c-b36f-73fbe64d66da	0	0	1269.29105727364	879.508764095121	326.817461203528	0	1064.90521379926	0	0	0	0	0	0	0	935.477503628451
4d409156-3a36-4c63-9ad6-b6af34f27b06	0	0	1456.33850903478	439.300463089077	0	799.63679288114	899.091618995732	868.605466267139	536.256424225915	0	0	0	0	0	504.770725506217
7b08e810-f3c9-4155-ac11-f45a3a4f8b41	0	2001.6938246563	516.533919314852	0	595.462700022538	2907.37660581474	1069.03538426865	651.911764705882	763.810795582601	0	0	0	0	0	360.175005634437
2290b078-6a5b-4c83-9dfb-b525bbf14e4e	0	438.922415971696	1094.29972201163	0	521.095105719821	888.867997641311	1147.41133855615	660.888888888889	1002.10597253812	0	0	0	0	0	194.408558672383
ea43434b-197e-48ac-ae2e-46bc7f3776de	0	3308.42671886469	0	0	1621.18913628578	6701.41546366528	2188.10496696844	1606.67849278199	1197.87863958894	0	0	0	0	0	1781.30658184488
6c8e9197-fd16-4fed-bfda-e349cab26314	0	2201.59956355701	0	1320.75977450446	760.861611202037	1418.74195308238	1220.77795962902	548.400254591744	0	0	0	0	0	0	775.85888343335
f69e5057-eda6-4391-ba9a-aedbf6b572da	0	2111.48005427408	0	0	1138.33704206242	3613.74454997739	1211.42288557214	884.038353686115	0	0	0	0	0	0	2108.97711442785
36d1a85e-a09b-4537-86e0-eaf1eb03aed8	0	905.236907730673	614.463840399002	0	0	1889.77556109726	816.458852867831	0	0	0	0	0	0	0	1174.06483790523
c67409b2-ac25-42a0-8543-4636ef132fe4	0	303.0401836969	855.291044776119	0	0	331.948622273249	706.263059701493	471.008180252583	570.194029850746	0	0	0	0	0	235.25487944891
b27d75ba-5989-4200-bfe9-f1b7d7cf8008	0	1204.3510108409	0	728.003222970993	1679.70016603184	3422.81350717844	1025.59576130481	0	1008.61900576228	0	0	0	0	0	1155.91732591074
d8fbb398-d1da-4444-984a-22c8523625da	0	3185.69249169435	0	0	1575.83720930233	5095.20697674419	1882.50013289037	0	985.523588039867	0	0	0	0	0	2333.23960132889
8691c87f-2468-44bb-a670-3dccd6da33c6	0	0	1026.32267533284	4315.85690323933	7252.28011321941	0	0	0	0	0	0	0	0	0	1718.54030820842
6d7f44df-e9f0-4542-a6d8-d14ee7804002	0	0	715.225931301403	0	0	251.607160135462	478.153846153846	210.507982583454	0	0	0	0	0	0	416.505079825835
a876398c-5b1d-444f-a360-5fe2db697480	0	3749.11982230266	720.503475792851	0	0	3144.19711241825	1900.82826703961	0	1325.92653531323	0	0	0	0	0	1323.4247871334
9032b7fe-e38a-4641-a45e-67041668adc4	0	1771.5	0	0	704.5	2421.5	1026	0	0	0	0	0	0	0	1626.5
9ddf2119-a222-4fa5-a9f3-0bec7eeea36b	0	2020.03941441441	0	3050.35472972973	5134.53828828829	2882.47747747748	1233.77252252252	0	0	0	0	0	0	0	1698.81756756757
13d05f7a-e16a-40ef-9a15-21257da2cf89	0	184.707039042462	591.95867768595	0	0	0	463.012254203477	0	0	0	0	0	0	0	507.322029068111
3585e133-b3c1-4d90-b5f2-2b867e0ae0ec	0	3925.50237925942	1003.88420937483	0	0	0	1022.39129245747	852.326204671006	1047.40086419078	0	0	0	0	0	1293.49505004649
cc4f9175-a8c8-424a-99d7-8bd11cae0e52	0	0	1187.67858730865	2205.25998856635	2737.06383789621	0	0	0	0	0	0	0	0	0	1745.99758622879
a85cf239-ff51-46e7-9b88-4c2cb49c66b9	0	3169.07267261957	0	0	760.058085049952	3768.82941384493	1165.55556537883	865.926885332862	810.495579524357	0	0	0	0	0	757.061798249499
f6114c69-71a1-47d5-9b28-b0227b1872f7	0	0	1127.12036486219	1745.33184612334	0	0	769.630676184811	0	388.575748562364	0	0	0	0	0	1026.34136426729
2da2b745-068d-408c-9163-3b3a78d4aaed	0	230.668371073776	613.447772096421	0	0	0	652.976625273923	0	256.186997808619	0	0	0	0	0	301.720233747261
fb9135d9-2acf-41dd-8552-359e6b8c9470	0	1474.33851713942	2014.77932318476	3824.08115211915	2556.22001971307	931.897930128135	1668.8172160771	0	0	0	0	0	0	0	1224.86584163836
41f140b8-72b9-4ae3-8b25-6144d9f94d0f	0	0	364.862661482503	1423.96400351185	1154.06559638781	0	475.321083657344	0	0	0	0	0	0	0	566.786654960493
467ef778-f481-44f3-9768-b9900252d2ba	0	2428.29283310073	614.954026762992	0	0	1377.51703472621	564.917083983253	0	491.863147524834	0	0	0	0	0	617.45587390198
2b000af3-2c9d-4eaa-af3f-8101b7425c37	0	0	645.225445648375	0	0	624.218105557497	740.75882558546	916.320167773506	741.759175113597	0	0	0	0	0	624.718280321565
1bb3a1c7-4d7b-4fb6-b54d-e94cbd0e32aa	0	1223.88913122501	0	0	814.091421301345	1370.99600145402	776.063794983642	0	481.349691021447	0	0	0	0	0	839.609960014536
aacaba97-ecde-440b-aae0-0e9c608c4b24	0	345.777837984286	1320.8314819832	0	0	321.862367921972	547.564616635058	469.341099972907	328.837713356814	0	0	0	0	0	343.784882145763
84c77098-03d0-4b22-afb1-797703e85c6c	0	0	1539.2327422102	809.148031259393	1822.45957318906	3078.4654844204	1280.52554854223	0	738.591523895401	0	0	0	0	0	720.577096483315
b752b444-f033-4be4-9d24-e5e80b4181af	0	2310.97637795276	587.485564304462	0	597.976377952756	2709.12773403325	1208.94138232721	655.925634295713	0	0	0	0	0	0	494.566929133849
5dbf3203-ce73-41e4-bf9a-32fc856f73f5	0	6425.45125107852	0	0	0	3612.38050043141	1779.46333045729	989.645383951682	1747.49094046592	0	0	0	0	0	2236.56859361518
f8f749b7-547d-49fa-9da2-44eed962b6fd	0	0	1251.23344585822	3023.98099195014	3029.48641911192	0	0	1028.01339911711	0	0	0	0	0	0	1304.28574396261
1c0e384f-7254-4afe-93c0-b3fc6c6a7894	13256.5392506	2777.82254006348	0	3287.88176434157	0	0	0	0	4100.47611674537	0	0	0	0	0	2414.28032824958
7b0b60c7-5fa0-440e-937f-8d82119330d6	0	0	1378.58182093164	438.161675741077	0	0	483.730490018149	0	482.728977616455	0	0	0	0	0	527.797035692679
47b5d831-5287-4f62-b17a-6e5eff2e4184	0	514.090909090909	836.962025316456	0	0	403.964326812428	374.430379746835	448.01495972382	285.828538550057	0	0	0	0	0	181.708860759495
6dbc5c31-043b-40e9-bf1a-e7b4ec351b4d	0	0	843.914170676618	929.456152410881	1500.73652165374	0	770.378081115585	459.225375626043	0	0	0	0	0	0	590.289698517133
f9f04e42-63a2-4ee1-ade4-9e5bb5c20cdd	0	0	707.699490662139	0	0	0	611.536502546689	753.276740237691	285.984719864177	0	0	0	0	0	296.502546689304
7cdbe0e8-f614-4f54-b864-fd6b39e8ef1c	0	0	0	4199.37153170791	9472.71020832696	0	0	0	0	0	0	0	0	0	2671.91825996513
98bb3025-0637-4106-8621-12df7b5d662f	0	0	0	25376.3480742607	17061.2255282449	0	0	0	0	0	0	0	0	0	1621.4263974944
PD10010a	0	0	522.17780061665	0	0	580.142034943474	422.239465570401	257.840904419322	225.860637204522	0	0	0	0	0	422.739157245631
PD10011a	768.185731559855	1334.82273276904	610.147521160822	0	0	2007.4853688029	0	0	2815.18065296252	0	0	0	0	0	736.177992744863
PD10014a	0	4294.28124098719	0	0	0	2417.90614313378	1411.77742985456	766.336368505624	1720.51007375057	0	0	0	0	0	1514.18874376828
PD11326a	0	3574.15541348303	0	0	925.817350174126	2073.33042257914	828.731638858569	0	863.762565621914	0	0	0	0	0	1362.20260928322
PD11327a	0	4343.88792866402	0	0	749.704010684684	3623.15316023098	0	1400.5130219586	1444.46635503005	0	0	0	0	0	1153.27552343167
PD11336a	561.849100510158	646.826277633581	1316.14651391748	589.841582386109	0	520.860109191802	944.746263313345	848.772039738656	0	0	0	0	0	0	155.958113308869
PD11337a	0	315.691807542263	671.844115734721	232.772756827048	257.248862158648	249.25666449935	266.739596879064	559.453836150845	498.013816644993	0	0	0	0	0	21.9785435630679
PD11338a	0	196.743378202345	701.584889274859	0	0	241.185410334346	796.461137646548	188.753799392097	0	0	0	0	0	0	175.271385149805
PD11339a	0	0	990.238010657194	0	0	0	721.715808170515	0	225.09946714032	0	0	0	0	0	591.946714031971
PD11340a	0	468.453746667983	930.408135057755	443.956165465495	0	522.448415440814	1055.39579425412	893.911738572416	406.959818343371	0	0	0	0	0	342.466186198046
PD11341a	0	285.172622652938	524.317383403998	225.636583888552	0	0	0	0	222.134463961236	0	0	0	0	0	394.738946093276
PD11342a	0	278.21044663134	687.520060560182	767.080242240727	316.239212717638	0	700.029523088569	0	0	0	0	0	0	0	555.920514761544
PD11343a	0	452.691442209342	727.719058983976	0	0	317.687009887487	636.879645414252	294.600750085237	242.405727923628	0	0	0	0	0	272.016365496078
PD11344a	0	0	0	4674.46099323004	5310.81702939707	0	0	0	0	0	0	0	0	0	1042.72197737289
PD11345a	0	0	839.365075522851	3964.30872385747	2197.38260069713	0	0	1245.76810611929	0	0	0	0	0	0	2104.17549380326
PD11346a	0	0	514.458980529425	391.610588492671	209.594399474951	0	391.109166484358	213.104353533144	269.765040472544	0	0	0	0	0	302.357471012907
PD11347a	0	0	473.733251231527	334.164532019704	0	0	605.29802955665	0	0	0	0	0	0	0	617.804187192119
PD11348a	0	684.521791163858	1635.85718559888	0	0	0	726.492470330109	838.913932382567	392.725640769921	0	0	0	0	0	731.488979754665
PD11349a	0	1161.42204174777	965.435196993087	962.435398348882	840.943553258608	714.952010202027	1576.39418752936	515.965366803141	609.459091214175	0	0	0	0	0	101.99315390295
PD11352a	0	232.404416037188	774.848343986055	395.688553166764	0	0	758.820453224869	0	0	0	0	0	0	0	424.238233585124
PD11355a	0	205.220863895681	441.399619668568	0	0	0	354.517794077696	519.293670198316	176.759576202119	0	0	0	0	0	140.80847595762
PD11357a	0	416.678227360308	1175.41322069068	0	0	0	818.331999407144	0	564.418704609456	0	0	0	0	0	404.157847932412
PD11358a	0	337.461005199307	855.901097631427	1392.83905257077	0	0	1089.37411900635	0	0	0	0	0	0	0	651.424725592146
PD11359a	0	312.17093373494	737.767319277108	0	0	0	653.451054216867	220.828313253012	332.74811746988	0	0	0	0	0	409.034262048193
PD11360a	0	0	1004.48354471023	0	0	0	533.756943329587	422.70348370525	544.762241130197	0	0	0	0	0	610.293787124736
PD11361a	0	217.573344998542	717.539807524059	0	0	0	302.994750656168	156.773403324584	0	0	0	0	0	0	328.118693496647
PD11364a	0	281.5601881548	725.655120803934	0	0	0	512.609578789823	0	335.571734017533	0	0	0	0	0	483.60337823391
PD11365a	0	0	0	0	0	0	1546.99584665711	0	3481.36788326534	7432.40430771493	0	0	0	0	1191.23196236262
PD11366a	0	0	753.245351925631	0	0	0	960.761952191235	337.214475431607	353.676128818061	0	0	0	0	0	600.102091633466
PD11367a	0	2490.92410577336	1069.39934965335	0	0	1444.06478925087	1609.85925516903	0	0	0	0	0	0	0	1549.75250015339
PD11368a	0	0	1354.71036652279	1692.38890921062	497.52637354598	0	904.139293291389	910.633111420001	815.223937376546	0	0	0	0	0	653.378008632674
PD11369a	0	441.648	1639.4053877551	787.15493877551	528.275102040816	0	1013.98775510204	656.963918367347	726.065306122449	0	0	0	0	0	340.499591836738
PD11370a	0	0	333.891585127202	0	0	194.728375733855	386.953816046967	0	203.238356164384	0	0	0	0	0	160.187866927592
PD11372a	0	0	0	4259.58822462454	6885.99238191976	0	0	0	0	0	0	0	0	0	2647.4193934557
PD11374a	0	241.673357278682	670.643566448341	0	0	211.967673779844	687.258609761251	0	286.483625607437	0	0	0	0	0	284.973167124445
PD11375a	0	186.591916558018	765.026857887875	0	0	0	412.519426336375	288.461016949153	209.285528031291	0	0	0	0	0	72.1152542372879
PD11376a	0	0	1027.53302708696	0	0	0	897.219071756693	494.294313321717	0	0	0	0	0	0	732.95358783463
PD11379a	0	1156.35796862097	0	6417.48663294798	8535.14218620974	0	0	0	0	0	0	0	0	0	3273.01321222131
PD11380a	0	0	716.341597796143	205.810835629017	0	247.772268135905	949.627180899908	252.767676767677	240.778696051423	0	0	0	0	0	106.901744719927
PD11381a	0	0	405.096589554019	0	0	194.046267588839	828.197471977105	187.044598139757	212.550679704269	0	0	0	0	0	270.064393036011
PD11383a	0	295.468894899536	582.467349304482	0	0	0	741.910935085008	281.019319938176	343.301970633694	0	0	0	0	0	334.831530139104
PD11384a	0	0	543.307086614173	144.88188976378	0	170.538057742782	366.732283464567	138.845144356955	183.617672790901	0	0	0	0	0	177.077865266842
PD11385a	0	314.083222899549	538.142592101776	0	0	0	641.169891333157	0	0	0	0	0	0	0	393.604293665518
PD11386a	0	280.295531632503	801.485621589736	555.603598289338	0	294.260433564371	893.254977142014	0	0	0	0	0	0	0	557.099837782038
PD11388a	0	730.926746166951	1306.36907505762	0	0	403.959514981461	1198.37989778535	624.437418579016	0	0	0	0	0	0	724.927347429602
PD11389a	0	248.574112734864	417.62451535938	0	0	0	643.691917685655	0	0	0	0	0	0	0	367.109454220101
PD11391a	0	169.699803536346	233.274656188605	0	0	0	487.07347740668	0	198.233398821218	0	0	0	0	0	185.718664047151
PD11393a	0	404.298882681564	1534.42963042544	0	0	0	0	1610.67458100559	543.245272883541	0	0	0	0	0	576.351633003865
PD11394a	0	245.277247956403	1245.44663941871	0	0	0	346.598319709355	0	0	0	0	0	0	0	371.677792915532
PD11395a	334.602858266684	570.763865215681	912.32725842402	0	0	0	795.489707617674	519.057034220532	0	0	0	0	0	0	659.759276255409
PD11396a	0	336.707417300185	712.939182247791	0	0	0	624.384631189645	255.657489213068	264.663036778303	0	0	0	0	0	240.648243271008
PD11397a	0	754.921802175039	1226.37296737442	0	306.968203003625	0	796.917452097359	968.399689280166	0	0	0	0	0	0	773.419886069391
PD11398a	0	399.788572651402	597.171624224267	0	0	302.854911191954	394.263856195164	0	342.030173336187	0	0	0	0	0	310.890862401026
PD11399a	0	0	1187.56677664611	249.750107588581	0	0	705.619279873763	492.479127815235	325.979056089514	0	0	0	0	0	534.605651986797
PD11402a	0	0	737.455379323524	0	0	0	905.196254538506	0	326.918402446016	0	0	0	0	0	666.429963691954
PD11462a	0	302.446733579856	979.827434407466	0	0	0	498.912132417679	306.945941186829	331.441627047015	0	0	0	0	0	419.426131361155
PD11464a	0	0	556.995437346984	1038.92410416203	1518.85099042956	0	0	398.354328956154	0	0	0	0	0	0	983.875139105272
PD11465a	0	2413.21769942862	2256.39850290118	4802.96246179741	7199.1997386721	1709.02958763343	0	0	1770.95818753599	0	0	0	0	0	2399.23382203127
PD11740a	0	275.645699614891	653.659820282413	0	0	0	653.160462130937	234.698331193838	324.083440308087	0	0	0	0	0	192.752246469834
PD11741a	0	270.003053435115	505.815776081425	0	131.733333333333	0	0	560.118066157761	284.584223918575	0	0	0	0	0	223.745547073791
PD11742a	0	1704.040436457	417.14270432178	0	954.182712879761	1413.78904578519	1068.08515190415	601.984381685922	0	0	0	0	0	0	845.775566966197
PD11743a	0	604.908596464723	708.39295966158	0	0	400.939416830337	723.390693458226	263.460190361082	345.947726242635	0	0	0	0	0	261.960416981417
PD11744a	0	233	559.5	0	0	0	553	0	214.5	0	0	0	0	0	322
PD11745a	0	521.864586790574	483.801526717557	214.855957517425	0	305.506140059741	375.121473614338	604.000663790242	304.504480584135	0	0	0	0	0	208.345170925988
PD11748a	0	3552.69792552287	860.926798163578	0	0	3695.68576772658	1018.41340758374	810.43109165108	0	0	0	0	0	0	1822.84500935215
PD11750a	0	1515.30429167495	0	0	2773.30220544407	3275.90065567256	0	0	1598.90383469104	0	0	0	0	0	914.589012517381
PD11751a	0	3149.04099393794	0	0	1971.46053658244	5795.47446131685	2007.93205689935	0	0	0	0	0	0	0	3724.09195126342
PD11753a	631.815743440233	647.811078717201	1052.69300291545	0	0	1351.60583090379	1655.51720116618	510.851020408163	670.304518950437	0	0	0	0	0	337.401603498546
PD11755a	0	548.401224563299	304.945074734378	0	0	943.830001800828	311.943814154511	0	266.951917882226	0	0	0	0	0	399.927966864758
PD11756a	0	201.942986169913	636.820208862546	220.437764606266	0	0	375.394016370308	0	0	0	0	0	0	0	336.405023990967
PD11757a	0	436.671113391483	0	0	439.675731144176	582.895844022576	0	0	0	0	0	0	0	0	492.757311441765
PD11760a	0	0	1493.69886015443	0	0	0	0	1369.34930751318	546.536340237774	0	0	0	0	0	681.415492094616
PD11761a	0	0	323.760797342193	237.324658545589	0	316.765965300849	724.464747139166	271.299557032115	491.137135474345	0	0	0	0	0	342.247139165743
PD11762a	0	0	430.994219653179	161.37225433526	0	0	449.536994219653	190.940462427746	237.046820809249	0	0	0	0	0	264.109248554913
PD11765a	0	0	370.243102162565	0	0	285.644543872732	519.534675615212	0	375.21948794432	0	0	0	0	0	451.358190405171
PD11766a	0	0	300.556701030928	0	129.80854197349	156.269513991163	435.357879234168	0	294.565537555228	0	0	0	0	0	378.441826215023
PD11767a	0	129.850574712644	227.737931034483	0	0	0	203.765517241379	87.8988505747126	157.318965517241	0	0	0	0	0	62.4281609195403
PD11769a	0	159.453701015965	664.806966618287	0	0	0	377.890275761974	0	0	0	0	0	0	0	519.849056603774
PD11816a	0	370.092269326683	551.137406483791	487.621571072319	683.170324189526	0	995.24812967581	331.582668329177	333.083042394015	0	0	0	0	0	259.064588528679
PD11818a	0	177.386824851702	409.893849516079	0	0	180.39338120512	522.138620043709	0	0	0	0	0	0	0	315.18732438339
PD11819a	0	210.938337801609	443.472743521001	0	0	195.871313672922	383.706881143878	0	309.376228775693	0	0	0	0	0	142.634495084897
PD13162a	0	0	704.390017626867	541.452824937378	2029.44540309862	813.683273030893	502.849243900176	0	449.205306614714	0	0	0	0	0	362.973930791351
PD13163a	0	544.042650489967	894.248250116659	699.412039197387	723.891460569295	494.084647690154	635.965375641624	0	977.678114792347	0	0	0	0	0	383.677461502567
PD13164a	0	286.157691600809	635.850395147951	0	0	302.166513508546	566.812350670833	358.697665870244	0	0	0	0	0	0	572.315383201617
PD13165a	0	757.431827111984	928.850609037328	1236.30813359528	596.477563850688	0	637.339017681729	1648.41084479371	0	0	0	0	0	0	536.182003929281
PD13166a	0	0	547.792517738121	169.399698989465	283.669318426145	0	286.676413674479	341.806493227263	405.957858525048	0	0	0	0	0	295.697699419479
PD13167a	0	0	844.75625	0	0	443.922916666667	358.745833333333	0	0	0	0	0	0	0	757.575
PD13168a	0	0	886.480650922802	382.285374082159	0	0	445.497916253225	316.062710855328	0	0	0	0	0	0	497.673347886486
PD13296a	0	5004.28710449206	1267.30648673351	0	1928.68362052743	5828.01134439098	1563.02798462324	0	0	0	0	0	0	0	2990.68345923278
PD13297a	0	0	0	0	861.811979532457	3557.47968295375	2923.14598173974	0	0	0	0	0	6017.65225243303	0	1621.91010334102
PD13299a	0	1627.34968981762	0	963.391016372032	3824.52213256215	2231.72232846681	761.098931853165	0	0	0	0	0	0	0	1326.91590092822
PD13302a	0	466.09519918284	1374.78079673136	0	0	0	1052.71501532176	572.61695607763	959.696016343207	0	0	0	0	0	470.096016343203
PD13304a	0	0	609.212723658052	0	0	0	280.981776010603	143.758117958913	210.108018555335	0	0	0	0	0	272.939363817097
PD13306a	0	258.200940361297	521.916852264291	327.890126206385	0	163.443702053947	532.946795347686	0	0	0	0	0	0	0	221.601583766394
PD13307a	0	422.236635514019	885.996542056075	1869.54775700935	840.971308411215	0	527.295514018692	0	0	0	0	0	0	0	806.952242990649
PD13310a	0	170.418833835204	657.114973993978	0	0	0	591.453599781002	0	161.396660279223	0	0	0	0	0	250.615932110593
PD13311a	0	977.266489597167	0	0	0	1536.77401505091	0	351.87583001328	799.581673306773	0	0	0	0	0	844.50199203187
PD13312a	0	0	444.546394289934	0	0	255.313807531381	557.685454097957	0	373.95963573714	0	0	0	0	0	402.494708343588
PD13416a	0	196.710144927536	652.856884057971	0	0	0	584.108695652174	155.059782608696	235.851449275362	0	0	0	0	0	114.413043478261
PD13418a	0	0	1257.02288732394	1084.22593896714	1954.20363849765	650.735328638498	662.221830985916	0	0	0	0	0	0	0	1199.59037558686
PD13419a	0	108.453758542141	336.306150341686	0	0	0	217.405011389522	0	228.349886104784	0	0	0	0	0	201.485193621867
PD13420a	0	218.265557939914	569.887875536481	0	0	215.768240343348	521.43991416309	0	201.283798283262	0	0	0	0	0	135.354613733905
PD13422a	0	173.759336099585	563.219917012448	0	0	0	346.020746887967	314.065006915629	0	0	0	0	0	0	407.934993084371
PD13424a	0	707.373847125711	1262.38256475047	0	0	0	537.024636765635	440.110423246999	326.21124447252	0	0	0	0	0	680.897283638665
PD13425a	0	0	0	5531.6859992184	17414.0491539898	4109.4379423642	0	2921.90076567905	0	0	0	0	0	0	4524.92613874855
PD13426a	0	302.616669760535	820.171338407277	0	0	0	746.020233896417	0	400.816781139781	0	0	0	0	0	429.37497679599
PD13427a	0	0	339.149536832819	0	0	0	315.63917071019	122.053815615351	183.080723423026	0	0	0	0	0	174.076753418614
PD13428a	0	0	764.770824215901	0	0	352.932749817651	1124.69234135667	0	409.342086068563	0	0	0	0	0	770.261998541215
PD13602a	0	501.65175557056	1130.58828494261	0	0	1269.35364618501	1021.77228224173	1007.29675894666	0	0	0	0	0	0	983.33727211343
PD13603a	0	0	708.38718116416	263.015042511445	296.580771746239	289.066056245912	444.370176586004	489.959450621321	379.242642249836	0	0	0	0	0	193.378678875083
PD13604a	0	0	0	41702.8907939475	43739.2516879643	0	0	0	0	0	0	0	0	0	7659.85751808819
PD13605a	0	211.927964386888	330.667745851882	0	0	0	273.051396195872	0	0	0	0	0	0	0	422.352893565358
PD13606a	0	564.822688435835	1517.4936130615	0	0	0	700.420015227138	1535.440318078	707.39928940022	0	0	0	0	0	867.424075797308
PD13607a	0	0	786.02188449848	235.356838905775	293.821276595745	0	652.603039513678	384.266261398176	476.210334346505	0	0	0	0	0	459.720364741641
PD13608a	0	0	835.778993435449	737.422684172137	1092.40408460977	0	631.577315827863	0	366.46462436178	0	0	0	0	0	443.352297593001
PD13609a	0	0	450.38772247682	1217.25055952254	1866.75178514334	0	0	0	336.035383139721	0	0	0	0	0	835.574549717579
PD13618a	0	0	486.398034398034	208.170352170352	0	0	462.878787878788	0	254.708435708436	0	0	0	0	0	420.84438984439
PD13619a	0	217.411764705882	628.189753320683	0	0	0	657.745730550285	0	343.14990512334	0	0	0	0	0	265.50284629981
PD13620a	0	356.309969525468	1310.64018284719	0	0	0	565.992381367	762.163038746191	979.852416195037	0	0	0	0	0	623.042011319114
PD13623a	0	0	571.929824561404	1401.5037593985	355.889724310777	0	716.791979949875	0	0	0	0	0	0	0	753.884711779444
PD13625a	2453.90171891699	2383.83314036338	2028.48534912718	0	0	0	1097.0737442109	1721.68507303171	0	0	0	0	0	0	1554.02097434984
PD13626a	0	123.805425631431	340.716557530402	0	0	0	269.754911131899	0	176.145930776427	0	0	0	0	0	165.577174929841
PD13627a	0	1845.93732227488	0	0	634.150236966825	3164.74976303318	0	0	1509.8577014218	0	0	0	0	0	1287.30497630332
PD13629a	0	178.412068965517	577.715270935961	337.333743842365	0	0	525.241133004926	0	173.914285714286	0	0	0	0	0	236.383497536945
PD13630a	0	600.914740938944	722.296521527609	648.368523473607	728.290683531987	0	593.422038433471	310.197883726587	0	0	0	0	0	0	503.509608367795
PD13631a	0	0	508.097598463016	168.03227665706	0	0	634.121805955812	502.596541786743	374.071853986551	0	0	0	0	0	416.079923150818
PD13752a	177.65811508997	369.328701229289	618.050062355247	0	0	0	712.133796543738	365.325138072332	252.224478888295	0	0	0	0	0	314.279707821129
PD13753a	0	0	637.819108997622	2364.68308096609	3432.21718182956	0	0	0	0	0	0	0	0	0	1560.28062820673
PD13754a	0	0	584.116543604071	0	0	202.040311315107	507.601277190182	259.051686290162	701.639992017561	0	0	0	0	0	251.550189582917
PD13755a	0	224.660436137072	514.155763239875	0	0	0	695.090342679128	0	294.018691588785	0	0	0	0	0	208.07476635514
PD13756a	0	226.955220306513	520.75	0	0	0	711.791427203065	201.017480842912	202.015086206897	0	0	0	0	0	220.470785440613
PD13757a	0	0	374.64152857626	340.948934731146	154.885356780521	0	0	0	174.497463645587	0	0	0	0	0	442.026716266486
PD13758a	0	221.968973747017	364.128878281623	0	0	253.892601431981	844.479713603819	0	371.112171837709	0	0	0	0	0	243.417661097851
