ICGC-Breast_common_SBS17	ICGC-Breast_common_SBS8	ICGC-Breast_common_SBS1	ICGC-Breast_common_SBS2	ICGC-Breast_common_SBS13	ICGC-Breast_common_SBS3	ICGC-Breast_common_SBS5	ICGC-Breast_common_SBS18	ICGC-Breast_common_SBS127	ICGC-Breast_rare_SBS26	ICGC-Breast_rare_SBS44	ICGC-Breast_rare_SBS33_a	ICGC-Breast_rare_SBS30	ICGC-Breast_rare_SBS33_b	unassigned
fc447d56-0d53-e0c3-e040-11ac0c4846a8	0	797.124952972159	0	2360.38943754703	4714.78169676448	1132.96693942814	0	693.673626787058	0	0	0	0	0	0	928.063346501132
fc68c24d-47ad-7961-e040-11ac0c48595c	0	1922.68700999231	468.005995388163	0	390.255803228286	1952.78385857033	601.435357417371	0	487.568946963874	0	0	0	0	0	703.263028439666
fc7eb420-5c13-20bd-e040-11ac0d484574	0	1202.74277769195	383.736984396725	0	1103.68160049436	1920.18584891086	890.549976826819	0	0	0	0	0	0	0	976.102811679286
fc93b9ab-760a-5223-e040-11ac0c482177	0	1720.63652909059	1352.53766218517	0	0	2561.64715552163	687.552515704808	780.329478071978	870.097457875888	0	0	0	0	0	569.199201549936
fca07e09-1fd2-9ef5-e040-11ac0d485bbd	0	2774.74272588055	0	0	837.280245022971	3871.92036753446	1277.45329249617	839.784073506891	1016.55436447167	0	0	0	0	0	1154.26493108729
fc447d55-95d8-0b34-e040-11ac0d483afa	0	757.600043145292	370.060403408478	527.872937115737	395.530147772624	436.980908208392	761.095890410959	403.021249056197	874.96062992126	0	0	0	0	0	102.877790961061
fc63cbab-d27a-5ebb-e040-11ac0c48724f	0	2495.13623948432	0	0	591.176881896646	3326.68174369059	0	0	875.021741505517	0	0	0	0	0	1859.98339342293
fc7f8eeb-9c40-123e-e040-11ac0c484061	0	647.173309788093	2295.34132189707	0	0	975.007820383451	1167.91044399596	1508.23864783047	891.549949545913	0	0	0	0	0	438.778506559043
fca3f7d0-2231-661c-e040-11ac0c4832fd	0	1059.70151353176	1217.02835762111	0	685.924998593372	1796.23164350419	1481.57795532549	1396.40100151916	848.763292634896	0	0	0	0	0	419.371237270023
fca6150f-d555-a29e-e040-11ac0d4873b2	0	567.834450597494	1423.58496065287	0	0	487.857767414748	483.359078985718	1411.58845817546	593.826872631886	0	0	0	0	0	176.948411541824
f393ba16-9361-5df4-e040-11ac0d4844e8	0	444.118837209302	476.163488372093	0	0	211.79511627907	484.675348837209	249.347441860465	0	0	0	0	0	0	286.899767441861
f393cfd8-ddbb-a0e1-e040-11ac0d48516b	0	151.872161480235	475.100084104289	156.86795626577	197.833473507149	0	405.658536585366	0	199.831791421362	0	0	0	0	0	194.835996635829
6764e0a2-7a78-45c1-9189-6001c6518ce4	0	1907.65746277642	0	0	2449.91796765261	3817.81382188867	1544.81771481318	787.652125055183	0	0	0	0	0	0	1945.14090781394
ec4d4cbc-d5d1-418d-a292-cad9576624fd	0	0	520.407696400071	511.909203759532	236.957971271502	349.438020925696	494.912218478454	426.924277354141	0	0	0	0	0	0	278.450611810604
fc6d77a9-121b-48ab-a899-713c3d1319a2	0	2508.01108242554	0	0	0	2001.03028776525	817.245072728418	0	1027.90605125622	0	0	0	0	0	1554.80750582457
987528ac-437a-4eb8-a335-4f2076d5c006	0	4521.7551617515	0	0	0	4191.76217707883	1423.1260431559	1775.65269142534	1548.31306313795	0	0	0	0	0	1600.39086345048
13c312ec-0add-4758-ab8d-c193e2e08c6d	0	0	537.646048109966	0	0	0	914.845360824742	351.288659793814	0	0	0	0	0	0	661.219931271478
6c65cb6d-8c50-4c7c-bc84-eeebe09fbe01	0	0	836.5	335	0	0	1140.5	955	465	0	0	0	0	0	583
43f7a2e0-fec9-4e43-872d-18c6c946fa17	0	383.916008058267	628.180691151402	0	198.715326204866	630.68340306834	497.038586703859	0	477.016891368356	0	0	0	0	0	414.44909344491
8e03e773-5557-4e78-889b-4710c515378f	0	2803.67221721377	811.681338494989	0	0	1682.30322956992	1346.14228138092	1052.43851089781	907.085114281169	0	0	0	0	0	815.677308161423
e8392f20-c9e3-4649-b64f-5b266c393a76	564.194369247428	651.147265836492	714.612885760693	0	0	668.138061721711	514.221440173254	0	0	0	0	0	0	0	579.685977260422
418e916b-7a4e-4fab-8616-15dcec4d79f8	0	1310.36964306342	726.591197874552	0	733.606561164376	2577.14381425436	1255.75002887836	0	1168.05798775557	0	0	0	0	0	904.480767009362
110b5f05-ded7-45ec-b0f6-a941c92d77dd	0	1452.51201242856	0	0	2025.80613660323	2693.73134328358	946.811518615103	0	0	0	0	0	0	0	1905.13898906953
ddc7377d-82c3-480a-be3c-3d1da52c77d4	0	0	0	12151.9568469958	16894.3302622254	0	0	0	0	0	0	0	0	0	2703.7128907788
97064332-1d4f-4571-93ff-354ffe6d7df9	0	1318.35030275847	678.281677506167	0	275.536218883158	1046.83651042835	577.218210361068	381.124915900426	0	0	0	0	0	0	206.652164162361
d5372745-95cf-4572-a6e7-e7f5b796911a	0	906.673591574695	0	0	601.77450768232	2030.48748467143	1513.46288682103	957.824424727692	0	0	0	0	0	0	941.777104522833
9c70688d-6e43-4520-9262-eaae4e4d597d	0	367.570684618316	623.817096405436	0	0	654.406198399594	799.829798043948	611.782039883145	422.229899657056	0	0	0	0	0	468.364282992505
aa58c09a-7799-4675-8310-d270224b163e	0	279.912530712531	915.253562653563	0	0	0	612.686240786241	0	0	0	0	0	0	0	241.147665847665
c61ded54-f80e-4da8-b1d8-e22551c96118	0	0	696.837368363913	0	0	658.207795027684	567.403213549017	1854.21952013896	0	0	0	0	0	0	844.332102920426
25e4cad7-2403-4992-9cbc-433574673549	0	0	653.05553005966	191.986232216613	0	216.677374942634	806.745296007343	0	0	0	0	0	0	0	327.53556677375
25c76a8f-77c0-4650-bddf-45ed0c10a2e6	0	1965.36216779573	489.836438249088	0	0	2372.97427045336	1265.45257946847	0	1029.30829859302	0	0	0	0	0	574.066245440332
207f8a42-5b05-4876-b0ae-ebfaeea27844	0	3681.10001793508	0	0	0	1595.47677407784	736.720153045974	527.657679201291	890.766186405213	0	0	0	0	0	934.279189334602
73936e8b-c893-4afd-bd1f-be90c06a4869	0	0	914.928957957541	0	0	407.362425419731	858.029138337727	497.999306230054	671.71999444984	0	0	0	0	0	278.960177605107
0448206f-3ade-4087-b1a9-4fb2d14e1367	0	9011.43911981724	0	0	0	3731.75240921146	1586.95785521099	1322.79841399049	1224.23892550482	0	0	0	0	0	2175.813276265
74b57d2c-a83f-4798-b86b-a533975e4cc0	0	1076.76006592889	1509.06522251001	1726.21850718154	883.623734400753	0	1299.41723569579	957.676006592889	0	0	0	0	0	0	1047.23922769013
30dbe353-86d5-40ed-84c2-dbddf7beb17b	0	160.274898785425	462.737246963563	0	0	0	326.578947368421	116.563562753036	0	0	0	0	0	0	174.845344129555
15f90ef0-831b-40a3-98bd-ec226a9e8b26	0	0	1101.70539906103	0	0	877.468896713615	587.30985915493	297.650234741784	751.117370892019	0	0	0	0	0	639.748239436622
5b7d5767-2037-4175-aec9-886776343181	0	0	1073.3239375227	1082.33505266981	1326.63639665819	834.529386124228	1279.57835088994	0	653.305848165637	0	0	0	0	0	641.291027969495
df291849-4c35-44e1-b013-8f6b7ee36113	0	0	997	0	627	1472	1056.5	0	974.5	0	0	0	0	0	1177
db45d81f-695c-4f99-beea-6dbec1ff47fc	0	0	0	5503.6694627383	7738.2533102253	0	0	0	4311.09102253033	0	0	0	0	0	4094.98620450607
dabb5a94-9706-4429-8db0-c328e2004340	0	515.643147049641	743.927880112395	0	0	301.375897596004	466.581954417733	582.726818607555	303.87901966906	0	0	0	0	0	292.865282547612
47312f61-5ef4-4f25-9320-8fbb4758790e	2379.93780617678	2290.09116080937	0	0	0	784.16155484558	1116.09499467519	594.485303514377	863.026943556976	0	0	0	0	0	1346.20223642173
6e839eaf-1dbb-43f5-8846-c980e05540c7	0	3432.35717555028	0	0	0	2601.89173220156	2228.4072733325	1011.45791203761	0	0	0	0	0	0	2741.88590687805
a6c14ebc-81a2-44f7-af87-2b7ec85e5696	0	436.32813529541	1586.55699538766	363.440368987481	275.076433121019	362.441906435317	820.23698660224	387.902701515484	0	0	0	0	0	0	314.016472655389
4e84eed6-82a8-4e91-b0fd-61ec6ef69ce9	0	0	2426.5	0	0	343.5	0	0	745.5	0	0	0	0	0	1001.5
f848b66f-bd9e-4fba-afd4-eb58848d1ef4	0	2952.85884995937	0	0	949.954591080732	3251.84455809952	1290.93829166866	0	0	0	0	0	0	0	2014.40370919172
