Hartwig-Colorectal_common_SBS35	Hartwig-Colorectal_common_SBS1	Hartwig-Colorectal_common_SBS88	Hartwig-Colorectal_common_SBS2+13	Hartwig-Colorectal_common_SBS157	Hartwig-Colorectal_common_SBS17_a	Hartwig-Colorectal_common_SBS18	Hartwig-Colorectal_common_SBS93+121	Hartwig-Colorectal_common_SBS17_b	Hartwig-Colorectal_rare_SBS33	Hartwig-Colorectal_rare_SBS44_a	Hartwig-Colorectal_rare_SBS94	Hartwig-Colorectal_rare_SBS88	Hartwig-Colorectal_rare_SBS4	Hartwig-Colorectal_rare_SBS108	Hartwig-Colorectal_rare_SBS128	Hartwig-Colorectal_rare_SBS22+121	Hartwig-Colorectal_rare_SBS44_b	Hartwig-Colorectal_rare_SBS10a	Hartwig-Colorectal_rare_SBS145	Hartwig-Colorectal_rare_SBS124	Hartwig-Colorectal_rare_SBS146	Hartwig-Colorectal_rare_SBS13	Hartwig-Colorectal_rare_SBS112	Hartwig-Colorectal_rare_SBS97	unassigned
HMF001238A	1630.98057882711	4104.74295506474	1750.66260472201	0	2887.89223153085	0	1682.55902513328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1093.16260472201
HMF001723A	2408.12162860705	2704.88308450147	0	0	0	1505.82667923496	0	4314.30103080244	4015.03737038952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1509.83020646456
HMF003777A	0	3412.60841249166	1126.53578803571	0	0	3352.10649045335	1587.05041776535	3320.10547383804	1498.54760618865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1442.04581122724
HMF000512B	0	31385.5708121796	10084.3801398911	0	0	0	0	0	0	0	74018.950251386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6527.09879654329
HMF000041A	0	7261.62175138544	2685.48284922606	0	1991.32409707625	0	3656.60393177909	2488.15344926428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2883.81392126888
HMF003565A	1508.90023879013	4549.70681878482	766.203236932873	0	886.235075616874	0	2292.10798620324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1306.84664367206
HMF002194A	1427.14227005189	3783.52829728694	1096.37752934211	962.770591718037	2023.11928394804	1870.49712673702	1627.80287674572	1083.86751645596	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	492.894507714283
HMF002967A	5235.91841128434	0	6766.91796585004	0	0	4993.25998515219	0	3137.54843355605	8409.99069042316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5153.36451373422
HMF002869A	1737.17671411294	6327.32249511583	1480.72443948274	0	3096.4237603498	2608.51455949391	2868.46618290074	1362.74639501349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2012.62545353055
HMF002696A	0	9844.45746112787	3102.35011990408	2406.32285913205	2602.47144735824	2770.59880869498	4036.55780923648	5326.53500425466	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2252.70649029164
HMF002724A	0	16188.2287091238	14939.4410701272	0	0	8239.39781836989	0	0	0	0	63137.5427604203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3862.38964195881
HMF002148B	5271.39849681142	0	10524.2815441846	0	0	0	0	1745.95684026723	5482.07428636502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3342.28883237173
HMF001655A	3528.6930449069	3377.44194961665	934.96139101862	0	1249.9430449069	0	2357.62020810515	1779.07228915663	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1356.26807228915
HMF000042A	0	3199.87041408478	920.818825612275	0	1109.78164650339	0	1985.60932428445	1593.18653486771	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1355.7332546474
HMF000096B	6097.11689750692	0	0	3496.80221606648	4694.79002770083	0	0	18150.1163434903	1994.80997229917	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1726.3645429363
HMF001960A	0	3765.63234891572	0	0	0	14130.8781288969	0	0	12187.0192828249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2818.47023936248
HMF002660A	5938.62387821095	3427.34276786687	0	0	0	0	1829.11819205755	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2589.91516186463
HMF002017B	3231.5546369023	4797.33884525286	1209.33333333333	0	1598.27972991594	0	0	1996.22488631666	2619.63896927105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2687.62959900786
HMF000286A	4981.21351409248	2772.16663096367	0	0	1963.93004253756	0	1220.59200661015	3585.89463537044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1789.2031704257
HMF000741A	923.425896371955	0	839.113097137993	0	1846.85179274391	0	316.172997127354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	791.436216618788
HMF000642A	1101.84959930175	4652.97631516306	985.812782670793	0	1137.36086646037	851.770253114338	2285.2250654606	1226.88927239546	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	365.115845433629
HMF002864A	1585.77829034738	4998.30118123995	1433.29960858321	869.378451107849	991.861326623331	0	1937.22915356119	1334.31344796254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1154.83854057455
HMF002361A	2431.52586775919	5113.56954592011	0	0	0	3447.62610674861	1427.95151928986	1952.53581427108	6689.82760896779	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	949.963537043361
HMF001302A	1326.35385949696	2846.2593568617	995.265528053906	0	2305.61511775302	4253.1346987791	0	1391.37120555074	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1875.00023350457
HMF002502A	3114.79964724687	5396.31527310809	0	0	1189.83343438241	2104.24246265777	2138.79570633302	1141.75935622554	1868.87978834812	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1216.37433169818
HMF001796A	7667.19518063014	3071.876243817	1893.30738880228	0	3478.22759204727	1617.90813557365	3100.36582173721	3035.88940854938	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2104.23022884307
HMF000595A	1460.51251900659	5035.66284845413	886.024227065383	0	2177.24551444501	0	2504.30816016219	1343.81175874303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1415.43497212367
HMF000023A	2149.55764315811	3266.90692132348	0	0	2130.02531601851	2064.91755888651	1515.0074255716	1136.88160530497	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2237.70352973682
HMF002059A	0	5193.93388299341	0	0	1246.84421476192	0	2505.19160519153	1041.78760503373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2690.24269201941
HMF000742A	851.287986463621	5570.88460236887	905.306260575296	0	963.325888324873	0	2098.20981387479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1434.98544839255
HMF003634A	1664.74277104111	6464.65092918131	997.142857142857	0	1084.28643180024	0	2536.17851761498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1212.9984932195
HMF003468A	625.668736417262	0	722.884197454207	739.834585532443	3520.19677118907	968.664824588637	0	744.321452964918	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	707.429431853463
HMF000641B	0	0	1727.27621059533	20883.7489756151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4832.97481378957
HMF003151A	1333.56266205704	5168.80490567162	0	0	2873.55762524961	1411.53709057312	2763.59368759872	1291.57643131762	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1928.36759753227
HMF002620A	1147.5216888107	3692.46090458775	1043.56502013796	0	1808.74607657053	0	1810.74524327577	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1292.96106661729
HMF002942A	3032.00047064361	2943.51504882927	2038.16420755383	0	2603.57105541828	2893.02336745499	1366.27490292976	4406.27405577127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1961.17689139899
HMF001444A	2891.20056023441	4052.37948510034	2284.36835412712	0	4261.32171092641	3580.01009896246	2786.22958553711	5891.37098944032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1377.11921567183
HMF001756A	4629.05114419631	2487.87110559691	4158.79197684036	0	2891.59360352909	1261.69534050179	2427.83802040254	3002.65481113868	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	914.50399779432
HMF000596A	6795.12897379645	4663.96126016869	0	0	0	4170.8067505144	3337.04552577432	3610.63124259065	11179.5026367068	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2947.92361044869
HMF002107A	1876.63272849462	3215.65714605735	1461.93486783154	0	0	0	1616.32238463262	2878.40286178315	0	0	0	0	0	0	0	0	0	0	0	0	3931.13586469534	0	0	0	0	2862.91414650538
HMF003515A	0	4838.87618816813	7741.20058163018	0	2155.34009209145	0	1945.5636696556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1912.01946845464
HMF002045A	0	3587.50571644646	2683.01276747186	0	1116.2571733618	0	1430.40740246452	1032.85003781307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1376.96690244229
HMF003729A	1078.71607452918	6353.27260585014	996.699646053159	0	2521.50507546414	0	1963.89338186189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2062.91321624149
HMF001486A	1452.65342263594	7509.96299239414	0	0	0	6041.79725280963	0	0	4188.32557611534	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2847.26075604495
HMF002949A	0	3108.76905954368	662.131329994435	0	843.0306065665	0	1251.30328324986	1445.19532554257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	771.570395102955
HMF000614A	1448.24576530093	4729.80264095862	1176.699684307	1231.70901931498	2114.35880376116	910.654536813877	1280.71733595845	1754.79778675447	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85.0144268305121
HMF000401A	2506.03834503727	2945.57123895311	0	0	0	18089.4318014226	2548.58993499495	0	13816.7515627304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4220.61711686167
HMF002223A	5518.36761552438	1935.77816699678	2712.18919317084	0	10024.8511892095	0	2401.22482853448	4874.94134978966	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3074.64765677436
HMF002769A	4567.42471452222	4549.44076070807	0	0	0	2732.0623169334	0	2462.80256399372	5943.19718130492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3281.07246253767
HMF003349A	4607.92899022801	4134.73089809214	1546.64746393671	0	2994.75367612843	2659.11316891577	2040.35414146114	2406.00721265705	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1109.46444858075
HMF002897A	2341.56042436907	4497.85343192413	1498.11927342871	974.276900819804	2586.25323902909	0	1837.69297540588	976.274393184376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	820.969361838941
HMF002679A	2842.09039819396	1630.26504635189	6228.10240645564	0	2319.66568999472	0	0	3981.42619722369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3814.4502617801
HMF003492A	1981.61450734002	5493.54518655272	1225.95217818539	0	4307.57514218503	0	1803.19423517851	1108.00488342316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	864.113867135169
HMF001951A	1556.12125334422	5269.99056817666	1693.76465786968	1279.83340135129	3148.78057407156	0	2190.78247857434	3809.96943726477	2241.33514714551	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	885.422482201971
HMF003369A	1768.66442900835	3668.69252501166	0	1873.5555699549	1193.26159867296	2150.26838940439	1368.57964854077	1379.56824425898	5171.63273028874	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	696.77686485925
HMF000096A	6074.34271363605	0	0	3621.28127333198	5068.79273739225	0	0	18320.6300549786	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3785.95322066112
HMF002694A	2274.58426489	4088.35405115364	1671.82693167591	0	3452.11019942765	2951.31181810052	1771.78668842783	3791.97337238419	1730.30338937578	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	622.749284564481
HMF000287A	0	5424.61842298571	1750.15136314983	0	0	4287.04506054946	5799.47211786681	4627.86664427981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1956.84639116838
HMF001432A	6277.13863570949	1763.89845533915	2161.37557325146	1559.91019859925	4494.74124532284	3068.32336179603	2970.82897438357	1620.90668713422	2138.87686846397	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.18278728425503e-11
HMF001301A	4926.77378570635	4112.72854840502	1413.57855396243	0	1357.0754140269	0	2021.61234300322	1830.6017283539	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2332.62962654218
HMF002811A	2406.24834426283	3262.11510228051	2219.84176698966	0	2263.93794655966	0	1367.98375256925	1716.2433525823	1043.27552119017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1079.35421356562
HMF000527A	1140.11303671864	3958.92011523161	1988.95267273309	0	1040.19077232612	0	998.223421281266	712.445745118661	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1087.15423659061
HMF002232A	3420.90235492235	6540.40141936863	0	0	0	6168.02090294298	4234.64125524578	0	13361.2128652001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3673.82120232016
HMF002480A	2228.61652986131	8936.45740164166	0	0	1861.76195867535	0	5914.15550523634	0	3778.50212284178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3767.50648174356
HMF002301A	4830.21773082223	3656.1786862655	0	0	0	0	1866.85714285714	972.446485989894	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1742.29995406524
HMF001767A	0	3824.71612013159	778.923909582935	0	1246.2782553327	605.163960522127	670.573596519155	1374.6009763345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	909.743181576992
HMF003725A	0	5982.65272692234	1514.79186741183	0	0	7547.45423010214	1528.79456542686	4688.40335324725	2622.50529967238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2065.3979572172
HMF003195A	12129.7983328935	0	0	0	0	3283.13341508467	2571.32129829409	2733.77841764587	0	0	0	0	0	0	0	0	0	0	0	0	0	7057.13726464151	0	0	0	4427.83127144036
HMF001583A	1161.71944565165	4108.00791926216	805.305519339418	0	727.824231010672	733.822782365155	1510.63518277078	625.848857984451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	678.836061615715
HMF001922A	2516.34979006805	6737.7753969403	0	0	0	3457.66768013127	1727.58341778872	2031.1859466242	2441.82462236379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1815.61314608367
HMF002255A	2808.68595554452	3087.10526097935	1508.5627716379	0	1869.45817293762	0	1361.60536446045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1440.58247444016
HMF001832A	4988.24541205412	4167.70504305043	1803.08870848708	1448.57126691267	0	2182.6073800738	1213.55970479705	2143.60546125461	1651.58125461255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	727.035768757691
HMF000572A	0	0	3674.43358268343	24301.0149079527	0	0	0	0	0	0	13936.9198578174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5260.63165154647
HMF000306A	1927.856638186	2875.55720779932	1319.69051922445	0	1575.83930331909	5512.44166940519	1075.02598860773	2023.72518895826	1706.65992989375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	216.203554606211
HMF001131B	5242.25542259429	4342.64061082293	2028.13161453786	0	0	6467.73071062948	2592.88980192765	3948.30945166316	3653.93549381131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	918.106894013319
HMF002292A	2808.24956908646	4672.24273459735	2776.72431554896	0	0	0	1826.96350262557	4242.89880546759	7119.70329097687	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1520.2177816972
HMF002865A	1504.88868687787	4848.8634152993	727.429571383119	0	1234.72914867506	0	690.908004181628	1054.12249443207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	946.058679150952
HMF000555A	2510.40749212664	2747.72962042102	1172.59161279629	1348.83083043262	1656.74878170065	0	1364.35189789491	3528.28910989557	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	774.0506547323
HMF003654A	1883.53375491369	3120.89899162536	0	0	1236.86549307811	2099.92274824816	1917.51632199624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1437.26269013844
HMF002357A	0	2269.64983164983	0	0	1914.12636165577	9389.6198587179	0	2689.67755991285	2736.18062982769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3722.74575823596
HMF001284A	2316.24197204382	3437.68039289762	1230.7374925792	0	2820.81439905014	0	1385.95215607966	0	5365.13708241135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1938.43650493821
HMF002429A	4274.63791419965	6594.61231951802	1410.20014542433	0	0	4025.9262490911	3485.4662927184	0	2532.65540666874	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1764.50167237976
HMF002907A	1187.86864703498	4720.9779604172	1225.36450079239	0	1741.80739321122	0	2186.2582464158	1669.31540928021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	833.407842848201
HMF001249A	0	1462.41586186713	864.519315188762	5528.91425226807	902.608282118818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2335.95624817091	0	0	2605.58604038631
HMF002409A	2416.27544141252	5602.29791332263	1136.86484751204	0	3430.10080256822	1027.32969502408	2069.66420545746	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1455.46709470305
HMF003669A	3619.41556056432	3474.31872443443	0	0	0	1577.05250855664	1818.21345688288	1671.61561899992	11019.8545371066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	793.529593455212
HMF000037A	2149.45878190857	2758.08868827961	2283.98749580652	0	1462.81222361158	1614.84467351856	2067.4412760377	1302.27795907164	2553.04492360243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	206.04397816339
HMF003277A	3328.2425212974	3224.71942559364	5513.22998569235	2091.46660016014	12370.2597692399	2314.51636191801	2303.51390730215	6954.05142879645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HMF000042B	1359.14671733164	3882.77591302512	1363.65051720498	0	1678.91650833861	0	2448.06544226304	2171.832383365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1318.61251847161
HMF002274A	0	0	2894.70697447172	0	5452.8317454501	10620.5938683278	0	11770.3746793697	14592.0638206913	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3803.42891168938
HMF003137A	744.157471777537	2739.60195165508	1263.31379552267	468.042477198801	1297.38969322023	0	730.126219784425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	614.368390841257
HMF000606A	0	3556.77876386688	741.892488114104	0	829.998478605388	0	1245.99892234548	605.728684627575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	916.602662440573
HMF003653A	846.534688431957	4976.26471511537	1118.8849866583	0	1572.13584994506	0	1236.32043635222	2100.84523622665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	884.014087270443
HMF001234A	888.099020749161	3393.14729850031	0	506.201465452304	893.091145655002	0	567.105389303568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1042.35568033966
HMF000468A	2492.55470084477	3859.68167187627	0	0	0	3936.74519806179	0	0	26212.6079782475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6563.41045096967
HMF001140A	2543.79584462511	4177.27009936766	2001.80668473351	0	1668.50587172538	0	1252.13008130081	964.870822041554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1795.62059620598
HMF000112A	3821.33181198694	4004.39561345124	0	0	0	5041.75715508225	0	7606.65107286615	6862.39168330639	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4225.47266330703
HMF002017A	3744.9721416468	4689.09537895976	1240.81909302392	0	1576.54071053161	1867.23260288923	1226.30951492001	1863.73029093311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1212.30026709556
HMF001104A	1022.12310982129	2434.52955552161	3680.24209561631	765.594165266534	1078.51955093936	1164.36192149076	1628.01053917825	1033.10294791508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	263.516114250806
HMF002283A	704.87209724238	4252.2284107402	968.824201741655	0	955.326650943396	1101.80007256894	1366.25208635704	1164.28873367199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	508.4077467344
HMF000062A	1214.31038923869	2713.31077084526	807.538923869491	0	1180.7880175539	0	1075.71789734783	669.446765884373	0	0	0	0	0	0	1991.32894485785	0	0	0	0	0	0	0	0	0	0	836.558290402605
HMF003539A	1530.57894891541	5851.62497795544	1766.24507671507	0	2979.60040561989	0	2251.08685556405	1345.94879783669	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1297.91493739345
HMF001998A	2298.36114037398	3279.44215828285	0	0	1514.8971556492	3296.95252831183	1019.60383197261	960.568870160653	1975.16973926784	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	852.004575981036
HMF003437A	3057.51672928513	6129.54302904143	1283.34649167344	0	2487.14051076361	0	3005.9827376117	2015.32930544273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1730.14119618196
HMF002766A	3612.53757999702	0	3246.4831076053	1820.77094805775	8216.72272659622	4949.23649352582	0	3503.02128292901	6514.96948950737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1736.25837178151
HMF000850A	1738.30633444547	2890.51513215494	1886.70443198221	0	3472.11575684437	5201.92792409077	1688.34064503916	1321.09282790279	2069.57885520929	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	847.418092331001
HMF001522A	7350.11356305206	5230.36920804317	0	2296.22307135751	3358.09500768744	3125.62304422538	2593.68719664767	0	6694.1926682946	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2518.69624069217
HMF003125A	7495.21085080148	2816.76714407664	0	0	3774.35796262923	2847.27003699137	2645.75092478422	2834.76885137058	0	0	0	10123.9601631414	0	0	0	0	0	0	0	0	0	0	0	0	0	4365.91406620508
HMF000566A	0	6259.74058162591	1021.54968054638	0	936.587133729896	0	2695.81163251818	1023.04901960784	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1674.26195197179
HMF000752A	3256.5	2802	3280	0	2041	1726.5	2120	2418.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1237.5
HMF000303A	4789.11961540894	3124.88304130559	0	0	0	4449.46928964514	2220.48276298311	0	6073.18793092542	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3066.8573597318
HMF002148A	4782.80230880231	0	10499.1876479076	0	0	0	0	1586.9412987013	5133.9574025974	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3959.11134199139
HMF002748A	1248.50063037249	7865.65401146132	1029.91297994269	1071.42962750716	1239.49702005731	0	3049.72289398281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1952.28283667622
HMF000906A	0	3219.42809741439	0	0	0	15379.6536342578	0	0	10166.4832842922	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3224.43498403561
HMF000859A	1923.24904325222	3921.04650155246	0	0	0	1429.92865910896	886.575781644884	0	4292.28760199292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1404.91241244856
HMF000707A	3367.78573246786	3720.8156845276	0	0	3220.2732170888	1454.62341436511	2202.68688218574	2900.24606507997	4581.38869797633	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2125.18030630859
HMF003805A	2320.03390020139	4221.69284702021	827.763332587454	1483.78324755725	1032.4575221899	0	2352.48541806519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1148.78373237861
HMF001379B	3970.53348543403	0	0	0	0	24053.5578137853	0	5870.85299778057	25932.390673744	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4563.6650292561
HMF001342A	2144.37857563272	3215.0675985874	4050.71512654503	0	2613.46138905238	0	1444.75506180106	1640.78967039435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1883.83257798706
HMF003100A	1160.73574595909	3738.53846373909	2012.67481047061	1242.68179087398	2272.50373337148	1224.19396366757	0	4316.15814618796	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1498.51334573022
HMF003727A	1307.17416378316	4347.7313853646	2826.20069204152	0	2580.79251569909	0	1436.38908112265	2140.56029732154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	993.151864667439
HMF000523A	2740.40910043156	2922.06879792182	746.656387480622	0	881.274730799849	0	929.31696484686	2178.91549000712	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1545.35852851217
HMF002933A	802.197663528368	4811.68561147533	860.211958397003	0	850.20949376448	882.71750382018	950.734263321339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	988.243505693299
HMF001695A	3129.11049262455	3190.16142499304	1266.55663790704	0	6782.65850264403	0	3440.87058168661	1803.50459226273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1963.137767882
HMF001512A	1176.9106302202	2211.83204252088	1189.40968109339	0	3257.75261958998	0	1699.87091875475	2586.30360668185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1046.92050113895
HMF001508A	3438.7262997952	4696.67490255665	2604.42877716853	0	5430.43657263659	8933.68588227522	2952.55292330052	4630.65135760058	4037.43980973773	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1131.40347492898
HMF003619A	1042.14872109052	6062.45651707765	0	0	2491.16030019911	0	3298.88803798438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3422.34642364834
HMF002100A	933.200602021071	3838.3250913782	863.685658998065	0	1416.30445065577	0	2512.0399913997	776.166845839604	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1290.27735970759
HMF001993A	3396	3846.5	1729	0	2421.5	4077	0	4967.5	2412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1648.5
HMF003404A	0	3485.07889413351	466.475162957968	823.073949202068	0	0	563.865587772533	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1327.50640593392
HMF003445A	1682.46016337161	4165.40137326862	1671.46042381911	1292.96938558068	1967.95340357523	1932.45424411033	1604.46201018113	6289.85107138629	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	509.987924707002
HMF000813A	0	4533.53871869205	1200.90759748231	0	0	4339.47285121053	2324.28888192431	3741.26981639635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3011.52213429445
HMF003394A	0	3172.23199428309	1445.50464499005	1590.10497167067	3469.90921851871	3187.19064876729	0	2594.82793119289	1974.54239191465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2102.68819866265
HMF001156A	0	6217.93411464203	935.140485312899	1032.15505972504	0	0	1834.77563669146	1182.67767260161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2110.31703102696
HMF000667A	1661.17008778862	3878.23173206314	2092.47388769037	0	0	5024.03881068842	2866.01875387146	4603.74276438046	1468.03404746139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1831.28991605614
HMF002450A	6156.79333341092	2373.57689039932	0	2668.71079247215	5659.5677424611	0	6118.77608500832	12074.9784104003	4234.42115431617	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3693.17559153172
