Hartwig-Colorectal_common_SBS35	Hartwig-Colorectal_common_SBS1	Hartwig-Colorectal_common_SBS88	Hartwig-Colorectal_common_SBS2+13	Hartwig-Colorectal_common_SBS157	Hartwig-Colorectal_common_SBS17_a	Hartwig-Colorectal_common_SBS18	Hartwig-Colorectal_common_SBS93+121	Hartwig-Colorectal_common_SBS17_b	Hartwig-Colorectal_rare_SBS33	Hartwig-Colorectal_rare_SBS44_a	Hartwig-Colorectal_rare_SBS94	Hartwig-Colorectal_rare_SBS88	Hartwig-Colorectal_rare_SBS4	Hartwig-Colorectal_rare_SBS108	Hartwig-Colorectal_rare_SBS128	Hartwig-Colorectal_rare_SBS22+121	Hartwig-Colorectal_rare_SBS44_b	Hartwig-Colorectal_rare_SBS10a	Hartwig-Colorectal_rare_SBS145	Hartwig-Colorectal_rare_SBS124	Hartwig-Colorectal_rare_SBS146	Hartwig-Colorectal_rare_SBS13	Hartwig-Colorectal_rare_SBS112	Hartwig-Colorectal_rare_SBS97	unassigned
HMF003387A	0	24068.8678713467	23875.9130228901	0	0	13027.4515689872	0	0	0	0	102135.100328933	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14242.667207843
HMF000364A	8959.73619738954	4559.04065749983	0	0	0	0	2258.79060515111	4337.75710197529	5054.05646681092	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3456.61897117331
HMF001242A	1898.03630228635	6532.22886729885	0	1858.98411774972	0	0	1441.9268136599	1975.64000232707	1850.97341322939	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1654.21048344872
HMF001142A	1149.54530034751	4893.95014893265	878.29865133212	0	908.325955651167	1527.8893347675	1107.00661922886	1196.08762204203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	435.896367698162
HMF002716A	1214.31808150655	0	910.237604825658	3650.96954538767	1189.27026629395	0	0	0	0	0	0	0	0	5632.75268500809	0	0	0	0	0	0	0	0	0	0	0	1022.45181697808
HMF001277A	0	4201.4068202765	2352.80778801843	607.546589861751	0	0	1266.51248847926	827.701105990784	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1577.02520737328
HMF000870A	5181.68634949101	4040.38324806161	0	0	1243.96529352814	0	2849.00102853526	1413.23271269582	1650.10694129437	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2610.62442639379
HMF001501A	2545.26086137619	3832.12876695128	2552.75426921145	1534.15036413862	3680.76192867906	1682.51983927675	1369.29539176293	6636.16197890507	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37.9665996986514
HMF002460A	0	4836.85913439636	1195.06533029613	0	1000.22861047836	0	1713.46123006834	892.542505694761	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1355.84318906605
HMF002864B	1164.86042092955	4971.80648933061	1372.10245542239	888.037123648056	1131.82183572055	0	1910.23092662964	1365.59485530547	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	895.545893013734
HMF002361B	1499.79580519946	5678.69263137293	0	0	0	1199.3358776136	1609.46367876831	1919.93893727371	1682.07482793489	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1762.6982418371
HMF003757A	3640.60584316934	2992.90910365782	0	0	1658.00362276499	1866.56697440692	1416.43024424448	1356.41201355615	7058.14392894706	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1409.92826925324
HMF001840A	3171.14420846787	1859.08454227114	1525.56937559689	0	2148.09768520624	0	2775.62622220201	0	7614.34626404111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2896.13170221474
HMF001796B	10153.1646379342	2798.9778210574	1661.79939893555	0	3369.06594919494	1820.18497003072	3360.07244673528	3802.75262336092	1931.1048336999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	861.877319051091
HMF000318A	0	69908.1779018896	17121.0537540724	0	0	0	0	0	0	0	169945.57051103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11593.197833008
HMF002627A	0	3058.6010321203	1086.70059613845	0	0	0	0	0	0	0	0	0	0	0	6656.04115134798	0	0	0	0	0	0	0	0	0	0	465.65722039327
HMF003522A	0	4132.74879590608	0	1128.06791089705	2755.16586393739	1637.59858518964	0	2411.14515352197	1857.11180012041	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2689.16189042746
HMF000533A	0	4653.59688610032	0	0	0	0	2124.15230886698	1413.76363576005	3495.83368190419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3403.65348736846
HMF003051A	2687.75773962417	3362.69690415033	2432.78072191429	1779.33961966563	7215.84960118967	0	2291.29347483214	1361.3772925961	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1057.90464602767
HMF003058A	3255.73043478261	3905.67569907992	0	0	1168.80072163089	0	1780.21959227855	918.629334295508	1226.34014071802	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1611.6040772145
HMF002777A	852	3359	631.5	671	554	0	541.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	528
HMF003696A	0	4208.12077284187	0	0	0	3710.40217769278	0	1463.67245501174	9579.08408675997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4031.72050769364
HMF000628C	7509.01551976574	0	0	0	4839.52146601804	18202.5062296321	3328.60985217022	3399.67624805176	10108.9445803618	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5593.72610400034
HMF002810A	6738.58760258425	2533.47284791339	1863.21547057796	0	1785.68569931902	4456.21117513532	1925.23928758512	5668.67675921076	3071.67951807229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	603.23163960189
HMF000541A	1981.20972349387	5939.62975645486	0	0	0	8089.81472257828	3411.00023805164	0	3752.95013733748	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4126.39542208387
HMF001297A	1865.02581340228	3109.54397759104	956.782762335703	0	1138.93178194355	1938.08558500323	926.257789269554	0	1396.64262012497	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	280.729670329672
HMF000398A	5833.3913058378	0	2644.67092750296	0	10972.0810130053	0	3071.10159181645	2311.83478692963	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4376.92037490786
HMF001875A	4316.38064516129	3148.30086546027	3000.41093627065	0	0	0	2325.13047993706	4422.1595436664	4803.66542879622	0	0	0	0	0	0	8133.44478363493	0	0	0	0	0	0	0	0	0	1709.50731707318
HMF001704A	0	6557.64341412013	1265.79978925184	0	1653.54478398314	0	1477.4335089568	1083.68472075869	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2205.8937829294
HMF000814A	3485.29498264808	2903.32921592847	0	0	0	3268.30774660314	2308.86418445974	1798.39421210517	2224.86912534557	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1010.94053290983
HMF001346A	1799.4374195792	3506.37805599026	1221.45752043123	0	2299.4200312989	973.466145018258	1146.96011128499	2438.41519735698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	991.465519040183
HMF000015A	863.759030243663	4786.89359617975	807.80702828456	0	0	1028.11803599853	1563.65862617852	2323.00722419493	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	866.756458920046
HMF003139A	1313.93343243069	2701.91947262974	0	0	0	0	2070.97124022491	507.360434304918	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1147.81542040974
HMF002834A	1424.3195164076	4141.38284398388	1237.21185952792	1151.16234887737	2171.24928036845	1259.22452504318	1859.06966033391	1309.25331030512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	220.12665515257
HMF000467A	1541.80072370121	4408.43021452572	4499.9183897648	0	1720.77759110881	0	1823.26434479194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1479.80873610752
HMF000020B	3197.94266563717	5425.29572374366	2444.48495999737	0	0	0	6428.90539008723	6576.49504690247	2017.72571503672	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4363.15049859538
HMF003606A	1622.90007293946	3330.24291445243	0	0	2504.80236011254	4357.04699385225	1840.25276127957	0	3518.11558299469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2007.63931436906
HMF001319A	2793.94745096023	5199.20662261871	0	0	0	0	1962.47510090753	4148.84667197984	2629.15564182328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2749.36851171041
HMF002319A	981.78271471146	5161.87289546	948.221774973875	0	1611.42601695243	0	1528.77594147927	1292.84754421953	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1417.07311220344
HMF001651A	0	8924.63044860473	18425.3015895443	0	0	14705.5388202049	0	0	0	0	86843.634758036	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12660.8943836101
HMF001287A	1038.25322054514	3652.87261569083	650.532094874772	885.363189030796	1093.71333001603	0	1087.2180018798	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	629.047547962631
HMF003029A	902.046772228989	3255.55972391393	1335.5886317499	0	1833.56240357288	0	0	2219.15493300853	1084.85359317905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1671.23394234672
HMF000630A	0	4195.15862512289	0	0	4588.67350449973	0	4143.156658852	2825.60684035393	0	0	0	0	0	0	0	0	5381.20347122438	0	0	0	0	0	0	0	0	5313.20089994707
HMF000698A	20490.3483255638	0	0	0	0	0	0	0	0	0	0	0	0	142672.257566107	0	0	0	0	0	0	0	0	0	0	0	14399.3941083292
HMF001497A	0	1288.25544235925	0	2014.05426273458	438.576300268096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	917.113994638074
HMF001658A	1052.76799679895	4792.7200538358	845.715288639919	0	1148.79244116256	0	4257.08370012004	880.224073333091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	771.69644610964
HMF001176A	0	3151.47282488784	1512.16636022652	0	3089.40442744723	3786.67279546959	1240.86739721997	2238.46672060013	3457.8103993528	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1941.13907479592
HMF003234A	2041.24813081272	4147.50416388062	0	0	0	1318.66029420704	1100.13373047231	5719.69527688286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2125.75840374445
HMF000349A	0	5077.63730700029	964.621072011381	0	1313.16481861166	0	2466.30955270095	850.106699025064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1279.16055065065
HMF000898A	3025.62972528763	7695.41676449871	1190.33787274008	0	3005.61563747359	0	2276.60248884715	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1985.39751115284
HMF001307B	888.041204584474	4443.70618532783	797.537005243376	615.528560159621	1178.55468423739	0	1660.57704978887	957.044406292051	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	235.010904366389
HMF000089A	5009.37371340572	3472.52604616811	2835.29652560617	0	3113.1785753571	4436.61682668888	2408.47769379449	5385.21418357245	4661.5213633578	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	482.795072049281
HMF003187A	1699.11375462824	5497.22105473832	1317.75155108576	1104.54905934154	1997.89752826979	1363.29480636446	4683.4481637146	2120.01350945662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	221.710572400669
HMF000779A	1190.96670776819	4030.96424167694	1248.03699136868	0	2024.49321824908	2244.26387176326	0	1754.16029593095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1717.1146732429
HMF001184B	7238.51472363993	2732.57181497641	0	0	0	5298.10867640193	2329.98757063966	3743.78342000612	6549.87061873098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3169.16317560497
HMF002451A	1103.83485415108	4672.3009723261	1461.78130142109	0	0	987.852206432311	1161.82617801047	3047.04412864622	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	933.36035901273
HMF003014A	0	5786.08099628634	0	0	1052.15091561019	0	3575.91490587783	1389.7180817006	1291.34421820976	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2502.79088231528
HMF002309A	7225.47054176995	2317.54719036853	0	0	0	0	1964.76833819083	1867.32942009642	2304.55533462261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2665.32917495166
HMF000400A	6998.15317692228	3143.221349069	0	0	0	14651.5398072759	0	0	24171.1672577	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3887.91840903282
HMF001107B	0	26995.6259139683	19669.7348779793	0	0	0	0	0	0	0	85984.8267495964	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14811.812458456
HMF003197A	1136.57660936973	6357.92854735423	1199.08082237951	0	1984.13373778227	0	1594.10744860128	1135.0765082575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1429.09632625548
HMF000211A	4952.66882766072	2950.89850081037	1235.66686925986	0	1102.14883846569	0	2521.34049162615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2047.27647217721
HMF001303A	0	2871.91050783592	723.236618994605	1546.14365847392	0	855.462704461763	1317.25229082812	2990.61347092575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1392.38074847992
HMF002111A	900.226369535691	4033.51426128075	757.69052769254	0	1517.88168418935	886.222848231802	962.742089642336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	883.722219427531
HMF003759A	4307.60940720087	3009.32294823615	1779.07770638865	0	0	3421.07237240878	1776.07588798642	1727.54649048369	3330.01721420778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1284.27797308766
HMF003361A	0	34623.8429431294	5671.75426057384	0	0	5487.81087748657	0	0	0	0	45671.9423898081	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1138.6495290021
HMF002492A	2510.20589735741	2892.93235384144	1806.20906029997	1443.96796245281	2128.97836955413	1274.08937863483	1581.86940108152	3185.72308948066	2764.02448729721	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.18278728425503e-11
HMF002612A	8987.2622698022	1960.4297470419	3516.66780344592	2339.10933839447	3212.52356098574	0	2591.72914504315	4669.21440645295	4730.24334984135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1729.82037899232
HMF000930A	0	4508.64525898889	2216.10530403044	0	1091.5667469131	1131.03300458181	1581.14817115788	1525.69558126893	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	811.805933058949
HMF000104A	0	3585.44252990067	5197.66497736334	0	3158.85447858446	6679.70797254641	0	13661.8328265423	0	0	0	0	0	0	0	0	0	15229.9945363104	0	0	0	0	0	0	0	4354.50267875242
HMF003383A	3811.40769350292	1585.75356817829	2714.07822245899	0	4132.8577390069	2790.06641362012	0	5011.72116046259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2476.11520277019
HMF001927A	3023.13178557068	4657.82523121204	4018.16257856977	0	0	2386.97276248122	3048.65822945546	5336.52832744281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1178.72108526802
HMF000167A	1638.81150866839	4666.65842862412	0	0	0	8312.18812246403	1677.35411287348	0	9058.51309479897	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3143.47473257101
HMF002551A	0	18248.2597178324	12876.4495067131	0	0	13315.3114556628	0	0	0	0	47243.1389145023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2096.8404052894
HMF001513A	3760.24107200103	0	0	0	0	11249.7212284414	0	0	42140.7016733987	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5241.33602615888
HMF001944A	1889.31411182959	2370.52146570306	1519.15460885001	0	3053.81589958159	0	0	7603.27627741854	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3289.91763661721
HMF002213A	859.343845371312	1149.12258392675	968.760300101729	835.362156663276	1864.0766785351	0	943.779374364191	861.342319430315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	376.212741607327
HMF003444A	2945.57645636502	2623.67738324453	720.274168271168	703.779339990149	969.695965611427	1362.07294138718	867.228092956611	733.270093583486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	237.425558590428
HMF003627A	3135.61063399848	3305.2248042435	1988.83872189947	0	2157.45221857371	1688.13631388398	3391.28273132946	3425.30563273554	3806.06192641239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	872.087016923469
HMF003440A	1552	1963.5	575	0	1330	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	933.5
HMF001653A	548.347985557912	3981.28706516133	1531.76548799358	0	720.270617227348	683.680669379334	596.466273138862	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	684.181901541634
HMF000720A	1999.3996059057	4980.99551646343	1712.84233372362	0	2678.53533997773	0	1338.76757003741	2573.51435017277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2227.94528371934
HMF000644A	0	22572.8311241329	22110.2628618802	0	0	26946.9766267535	0	0	0	0	83236.7834418307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4377.14594540271
HMF002422A	1139.3141659082	2943.10317253933	1152.32346248862	0	1419.01404238721	5335.8130282148	1543.60307502275	0	1002.71655181381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	857.112501625279
HMF003140A	0	1302.96101720269	0	1336.96	0	7142.78629768138	0	1138.46593866866	3433.39727748691	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2357.42946896036
HMF002205A	815.571653543307	4233.27664041995	637.165354330709	0	1279.3280839895	0	885.534908136483	737.112860892389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	932.010498687661
HMF002000A	0	7283.94124938958	0	0	0	1132.9464708313	1855.09364787198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3032.01863190714
HMF000285A	3256.81853048511	3450.27805025453	1273.23358359871	0	2822.40942795379	4589.53966667441	1315.22479719207	0	2637.44812998303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2161.04781385835
HMF002549A	0	0	0	0	0	0	39122.6401099564	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2389.3598900436
HMF002284A	0	2920.43384661384	4722.31851867672	1411.1928539393	1903.93477564445	2238.09884031352	2252.1057172757	6672.77613565982	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1302.13931187665
HMF001490A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	630476.564206643	0	0	0	0	0	0	73832.435793357
HMF000853A	1559.04240023474	4266.74765258216	2128.87514671361	790.268045774648	2395.29694835681	0	1165.15801056338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1322.61179577465
HMF003188A	1328.16185897436	5535.75861823362	0	877.437250712251	1920.95726495727	852.424786324786	2078.53579059829	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1453.72443019942
HMF002005A	0	5281.53272633568	1163.99896924927	0	1292.60934547329	1073.42123346504	1757.00790242226	2649.27366431885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1347.15615873561
HMF001649A	4269.33865968731	3328.22095185619	1601.75328879399	0	1945.84475514843	0	866.489427646532	1662.35746263517	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	869.995454232379
HMF000369A	1555.95763764316	3524.87322340279	1286.31157720436	1243.3679453567	1978.90247688699	0	1104.55015868635	2728.41865599558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1052.61832482407
HMF001198A	6033.88870649427	3042.44388291495	2330.9570061051	2011.96288986849	8275.84735415091	0	1934.96431008724	2055.46208753712	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1422.47376284192
HMF003344A	0	3773.17643912549	2302.83546165675	0	1646.52236411045	1054.59283278732	0	0	4260.29551380624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1892.57738851375
HMF001027A	5906.4032706228	5200.616091181	0	0	0	2892.67700830044	4849.47321381166	3231.8150009734	3323.35224678336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2858.66316832734
HMF002804A	0	10265.1173391862	0	0	2069.44284990714	0	6270.4018234003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5115.03798750636
HMF001432B	4122.28170731707	1938.66219512195	2245.60871080139	1461.74529616725	4750.17229965157	2997.97761324042	2741.52229965157	1574.7256097561	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1123.30426829268
HMF000821A	0	3876.27447964945	4127.95462206118	0	2860.04710541839	2204.07758911267	1964.40604196511	2394.21368079548	0	0	0	0	0	0	0	0	0	0	0	4956.04733715345	0	0	0	0	0	1367.97914384427
HMF000402A	4457.08666125855	3434.69046239425	1365.36456136285	0	1858.03736238266	1782.43411751072	1949.16180322169	2785.80433422181	3357.08448255881	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	612.336215088661
HMF002236A	973.20553443177	6946.96715251373	0	0	1626.34347275032	0	2289.98362906633	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2368.50021123785
HMF003470A	2200.59182605662	4157.33968955293	1907.77919888379	0	1884.79390733097	1177.24667170513	2569.35585140399	2837.18446601942	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	455.708389047148
HMF000596B	6041.97493261964	5186.1201349492	0	0	1837.68822210076	1585.23105339541	3456.41359292836	4797.68603577285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3618.88602823378
HMF001016A	1939.88601487106	2605.17544692296	870.224568897326	0	1744.44787217212	851.730422401519	1635.9822021832	2080.34155987977	762.258740705585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	147.953171966459
HMF003285A	0	5698.07573784033	0	1934.54423865044	1425.26933951774	1930.54207834292	1423.26825936398	1205.65079264225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2129.64955364234
HMF001424A	861.701583339833	1424.33320333827	686.16051790032	1280.29950861867	1310.30652835192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	849.198658450987
HMF003267A	2838.02599172038	4129.67562752188	3080.24157627207	0	0	0	1749.55719750563	2012.29104438505	0	0	0	10984.2765812503	0	0	0	0	0	0	0	0	0	0	0	0	0	3855.93198134469
HMF002395A	0	5035.61175032135	1626.10383421638	937.289055397059	2046.90704454964	956.826347305389	0	4032.19647615763	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1344.06549205255
HMF001255A	4194.43274481252	5709.17241536221	1399.1450673462	0	1469.70281215872	0	2041.17050418638	4458.64898070623	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2721.72747542774
HMF003558A	798.23559602649	4275.08394039735	817.229304635762	859.215397350993	1137.12334437086	0	1623.96208609272	2040.32417218543	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	524.826158940396
HMF003713A	2267.00216972035	3128.26281742205	984.869816779171	0	1332.17655094825	0	1568.8856075217	2014.77941176471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1159.02362584377
HMF003543A	1227.28936641876	4747.05320366133	1286.82766018307	0	1906.72636584668	0	1404.90360411899	1191.26619708238	966.621710526316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1262.31189216247
HMF002232B	3363.60500677181	6829.77420012524	0	0	0	5070.17300886889	4345.21931932369	0	10697.1945039102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4049.03396100017
HMF000745A	4515.12077508651	4602.20024913495	1145.54549480969	0	1736.58491349481	0	4032.18001384083	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2047.36855363321
HMF001270A	778.934760956175	2513.24252988048	0	2381.91633466135	0	0	0	1641.57744023904	1316.26942231076	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1433.05951195219
HMF003610A	0	5281.31276562254	1088.69825279396	0	824.407366598457	0	2980.2801825909	849.935463560523	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1695.36596883362
HMF000587A	2105.62377850163	3619.93196988306	2195.67183745394	1642.87680888557	2498.83363592674	1143.6103486944	3041.62332461152	1952.54207828269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	536.286217760451
HMF000020A	3821.98245446895	5339.05555820194	2280.86857523937	0	0	1837.61677702091	6392.34203464647	6992.86057257181	2352.99090172915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2525.2831261214
HMF001458A	0	7835.88859672084	0	2728.09083121148	0	20447.1857316232	0	2975.00854294077	2988.00421197915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5034.82208552456
HMF001832B	6154.8140057822	3509.46414466847	1547.20462576293	0	0	1769.23399028741	1909.252508456	3144.91593129381	5842.27267058446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2586.84212316472
HMF003352A	1077.95239908606	4506.2108403148	1044.46940847931	738.624777862402	1371.80312261995	0	1866.55178979436	739.124523990861	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	466.263137852256
HMF001830A	4596.14350243965	4116.41135235335	1885.98133509471	0	2353.23346046492	1679.31212579635	0	5733.32335456928	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3064.59486928174
HMF001946A	2396.69986248503	4617.77516302178	1382.98088098301	0	2765.46140708868	4957.01576986204	1534.5884088187	0	3492.47704387171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1412.00146386905
HMF001408A	0	5824.94870824264	1145.39159647961	0	937.411280401249	0	1237.88284281253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1420.36557206397
HMF000229A	1121.60656003021	6856.0950017533	1625.42982763736	1034.63706740755	3411.80319909368	0	1143.598845521	2313.68839856499	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1023.14109999191
HMF003305A	0	2562.55595980596	0	1546.73198198198	1557.73007623008	0	874.848406098406	2865.50346500346	829.856202356202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1304.77390852391
HMF000747A	2027.27421808256	5953.40030422371	2115.22104144527	0	3192.0699297785	3114.61676147611	2777.3207059657	1409.6476631035	2383.05909441354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1008.39028151111
HMF002082A	1356.61720527993	3275.49021392808	0	574.261265361857	727.831133363678	0	587.26718252162	1152.02412380519	607.276285844333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	511.232589895313
HMF000022A	3949.83545575322	2509.44246783967	0	0	0	1171.50630245293	2450.46732121448	0	2359.50565438579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2983.24279835391
HMF002741A	3992.83340292276	6058.76461377871	1608.3356993737	1470.30688935282	3682.26858037578	1559.82557411273	3054.13747390397	2250.96983298539	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	277.557933194141
HMF000872B	0	14611.9344823147	18968.1696281935	0	0	21164.284041304	0	0	0	0	71632.9229157808	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1771.68893240701
HMF002782B	3048.17188530633	4713.71939626741	0	0	0	1754.52333837737	2161.91266053622	1577.57141194273	10090.7585845652	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2419.34272300474
HMF001859A	0	8436.79230293936	0	1604.22455644805	1907.48344955424	3218.94077147144	2173.27213346279	2154.28722746933	1483.32068143702	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1661.67887721777
HMF003204A	1447.9656077994	4670.93733136669	1894.33845378998	0	1340.11713494262	1289.18868942692	0	0	1789.98507033133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1446.46771234306
