Hartwig-Breast_common_SBS5	Hartwig-Breast_common_SBS31	Hartwig-Breast_common_SBS17	Hartwig-Breast_common_SBS13	Hartwig-Breast_common_SBS2	Hartwig-Breast_common_SBS18	Hartwig-Breast_common_SBS1	Hartwig-Breast_common_SBS8	Hartwig-Breast_common_SBS3	Hartwig-Breast_rare_SBS44	Hartwig-Breast_rare_SBS97	Hartwig-Breast_rare_SBS10d	Hartwig-Breast_rare_SBS4	Hartwig-Breast_rare_SBS90	Hartwig-Breast_rare_SBS119	Hartwig-Breast_rare_SBS106	unassigned
HMF000323A	1844.25619834711	0	0	8467.58496270913	2908.32705099778	2272.08365248942	1691.81767788752	0	0	0	0	0	0	0	0	0	2651.93045756904
HMF001851A	2284.67522747285	0	0	2351.22402406809	0	0	0	3944.89257411212	3069.25051364837	0	0	0	0	0	0	0	1987.95766069857
HMF000171A	0	0	0	9294.95999718785	6731.41943194601	1761.87151996625	2599.54815804274	2824.59561304837	1818.38343644544	0	0	0	0	0	0	0	3423.22184336334
HMF000828A	832.888965596594	345.992405937176	0	329.946381314003	528.515936025774	710.036589575423	1015.41249568519	437.254170981475	0	0	0	0	0	0	0	0	157.953054884365
HMF001092B	3440.97723638096	0	0	7290.77355473136	2182.03436659975	0	0	6595.58120385178	5285.16111470278	0	0	0	0	0	0	0	4581.47252373337
HMF000411A	0	0	0	7076.68264292167	3312.08548199768	0	0	3671.59476061427	0	0	0	0	0	0	0	0	5312.63711446638
HMF003389A	1114.91783567134	0	0	977.051651690478	830.693710000646	630.388131100912	2367.2023401642	731.789708449156	549.966190445407	0	0	0	0	0	0	0	524.990432477861
HMF002037A	664.612559098072	0	0	336.550612195418	321.570614619954	483.853921687477	624.665898896836	824.898533155534	558.25457631228	0	0	0	0	0	0	0	304.593284034429
HMF000964A	15282.6144607085	0	0	0	0	0	0	0	0	0	229296.278945493	0	0	0	0	0	11136.1065937985
HMF000598A	1331.20209535378	0	0	478.572654114789	686.104160340115	1072.6628454297	767.116459155785	1326.70141208624	0	0	0	0	0	0	0	0	924.640373519591
HMF000435A	1528.14064405953	0	0	1887.64424249817	0	1036.95257989754	0	8126.88427055379	2057.88271529641	0	0	0	0	0	0	0	1781.49554769456
HMF000101A	670.894447066226	323.949032562529	0	0	0	498.921503854019	893.359446279692	376.940695296524	0	0	0	0	0	0	0	0	413.93487494101
HMF001945B	3724.0318627451	0	0	0	0	0	1203.8486676722	4334.45512820513	4224.96889140271	0	0	0	0	0	0	0	2422.69544997486
HMF001684A	2068.56587242227	594.300673148841	0	0	0	604.288919756384	807.050325889518	3738.10129287317	723.149054386152	0	0	0	0	0	0	0	812.543861523665
HMF002915A	0	0	0	3415.81423728814	9043.12677966102	1105.74915254237	1464.99254237288	0	0	0	0	0	0	0	0	0	1944.31728813559
HMF003034A	893.53974010275	424.756572982774	0	0	0	356.215170746449	925.058779087338	294.177697189483	0	0	0	0	0	0	0	0	417.252039891206
HMF002822A	0	0	0	54747.4761602491	33427.3603561335	0	0	0	0	0	0	0	0	0	0	0	2452.16348361741
HMF001172A	0	0	0	8222.60193003619	6419.86034043694	1377.68462672564	0	1721.23066613055	1408.18871464951	0	0	0	0	0	0	0	3236.43372202117
HMF002147A	439.499715424018	134.152532726238	0	0	0	222.252703471827	629.215424018213	185.210586226522	0	0	0	0	0	0	0	0	148.669038133182
HMF000867A	0	447.564065855404	0	0	0	2469.85354330709	1528.71882605583	1258.68017179671	693.099212598425	0	0	0	0	0	0	0	588.084180386541
HMF000567A	0	3667.19467849224	0	0	0	0	1240.96503009186	931.852834969908	895.221032625911	0	0	0	0	0	0	0	1185.76642382008
HMF000218A	0	0	0	661.766014286544	528.614902142982	1833.69527847146	2540.84238341367	1059.72327080551	939.538184563563	0	0	0	0	0	0	0	1022.81996631627
HMF002980B	879.183253301321	698.24843937575	0	0	0	4316.94471788715	1302.03091236495	0	0	0	0	0	0	0	0	0	1130.59267707083
HMF003745A	1601.75702134489	454.072861498957	0	0	537.08618199326	767.123094206387	1845.79618038838	636.602150537634	0	0	0	0	0	0	0	0	389.562510030492
HMF000374A	750.555979899497	303.031959798995	0	0	163.556984924623	197.673165829146	720.955175879397	237.308140703518	0	0	0	0	0	0	0	0	122.918592964824
HMF001971A	0	0	62624.6965127169	0	0	0	0	0	0	0	0	0	0	0	0	0	5189.3034872831
HMF002642A	0	0	0	93706.1995834669	75391.4062035119	0	0	0	0	0	0	0	0	0	0	0	4057.39421302121
HMF002862A	792.753846153846	272.4	0	275.393406593407	603.171428571429	428.057142857143	889.540659340659	0	0	0	0	0	0	0	0	0	370.683516483516
HMF000372A	0	0	0	26851.2752946917	32691.9877396038	0	0	0	0	0	0	0	0	0	0	0	6041.73696570451
HMF003754A	756	0	0	377	0	0	620.5	559.5	347	0	0	0	0	0	0	0	584
HMF001654A	1132.27574725105	1079.9708843116	0	0	0	528.528186464302	1322.06767848846	664.022688555057	1264.28325847917	0	0	0	0	0	0	0	441.851556450361
HMF001597A	0	0	0	35904.7889734062	47268.8619986721	0	0	0	0	0	0	0	0	0	0	0	2700.34902792171
HMF002638A	1430.57765029089	421.612314156432	0	0	0	1530.72309308339	1224.27803813833	623.906108597285	0	0	0	0	0	0	0	0	965.902795733673
HMF003730A	662.949274379493	319.716668927167	0	0	777.026583480266	397.269225552692	818.554726705547	322.718703377187	0	0	0	0	0	0	0	0	390.764817577648
HMF001628A	0	0	0	25438.5261227722	7790.24240487866	0	0	0	0	0	0	0	0	0	0	0	2761.23147234914
HMF002562A	1604.12893893189	0	670.681054030808	0	0	2336.87301587302	662.172413793103	0	452.459457346157	0	0	0	0	0	0	0	674.685120025022
HMF002896A	0	0	0	0	0	0	0	0	0	0	0	0	0	47663.0293288038	0	0	979.970671196199
HMF000797A	1045.561716673	206.202430687429	0	0	0	429.462969996202	569.941511583745	0	0	0	0	0	0	0	0	0	390.831371059624
HMF000100A	794.938433437198	0	0	0	0	0	1769.58901901794	363.429031911465	667.287740410444	0	0	0	0	0	0	0	1063.75577522295
HMF002878A	1512.90342924714	532.789909341742	0	0	0	1804.28852975956	707.720930232558	731.711470240441	485.308632242806	0	0	0	0	0	0	0	565.277098935753
HMF000021A	919.95240613432	555.960397203126	0	0	0	851.142957870615	0	3064.01492449615	1855.36200716846	0	0	0	0	0	0	0	1239.56730712733
HMF000342A	777.902008120268	379.208493361132	0	657.994184132558	0	653.997256666301	1003.22879403051	474.135520684736	329.746515966202	0	0	0	0	0	0	0	276.787227038293
HMF002181A	1007.72428674179	0	0	0	0	530.38120354831	1101.79189642772	547.393430831935	0	0	0	0	0	0	0	0	986.709182450245
HMF003449A	1902.27495985643	758.915462359497	754.92641919335	0	0	3019.20704637763	1902.7735902522	828.723717767073	824.734674600926	0	0	0	0	0	0	0	566.444129592894
HMF000915A	451.313101838343	0	0	285.330172162241	312.408958272542	615.290195506274	1190.96512985118	0	0	0	0	0	0	0	0	0	581.69244236942
HMF001330A	1465.47539070099	0	0	1793.68601258025	1852.04565203294	565.140782050451	0	653.428441735296	527.730756760262	0	0	0	0	0	0	0	834.492964139811
HMF001902A	558.395529367752	0	0	416.422091283202	475.411054994388	1141.78638234194	1555.7089412645	476.910774410774	0	0	0	0	0	0	0	0	720.365226337444
HMF001690A	1178.35507183283	0	0	427.35411406182	358.716935132782	1314.6274270788	505.510317805834	832.664170657379	701.902829777971	0	0	0	0	0	0	0	434.869133652584
HMF002272A	7394.58532385427	0	0	0	0	0	0	3276.82211999705	0	24823.0018449731	0	0	0	0	0	0	5129.59071117558
HMF002813A	2067.26925730053	0	0	759.067601747528	1913.95263278915	1470.03587031502	1364.31754426305	0	1581.26557829386	0	0	0	0	0	0	0	1739.09151529086
HMF002743A	1067.38764044944	0	0	663.05139409072	0	725.603412401165	0	4441.6937161881	1579.31335830212	0	0	0	0	0	0	0	1142.95047856845
HMF001223A	0	0	0	36575.6051153394	17421.5974334495	0	0	4857.7483330003	0	0	0	0	0	0	0	0	8703.0491182108
HMF002796A	1675.60353287537	398.953222113183	0	0	379.005561007524	564.518809290154	1532.47906444226	664.755806346091	605.411514556755	0	0	0	0	0	0	0	277.272489368663
HMF002454A	1243.35997683174	0	0	3914.13321749204	1816.02577468868	2241.14885606719	1640.47494931943	1672.48421662323	2170.1282942369	0	0	0	0	0	0	0	845.244714740791
HMF001641A	943.260233918129	0	0	0	0	1052.34815486993	1283.0340794515	682.049707602339	598.98275862069	0	0	0	0	0	0	0	403.325065537412
HMF002952A	1716.26010286554	0	0	0	0	1028.25495958854	901.161645848641	4456.27185892726	2529.85745775165	0	0	0	0	0	0	0	1626.19397501837
HMF001405A	961.660708107485	329.569138507669	0	307.0302156614	0	0	1697.93218775228	0	482.33294891016	0	0	0	0	0	0	0	564.474801061006
HMF003666A	1232.85475681454	794.617316942811	0	0	0	1212.88949759487	1752.94975948691	817.57736504543	906.422768572956	0	0	0	0	0	0	0	753.688535542483
HMF001933A	1724.63830299142	481.538615767102	0	0	0	897.07193840725	1059.08493062796	1181.59475499238	555.544550485203	0	0	0	0	0	0	0	335.526906728685
HMF001066A	631.080863887494	520.804620793571	0	0	0	488.223003515821	734.33952787544	885.217478653943	575.441486690105	0	0	0	0	0	0	0	156.893018583626
HMF003800A	0	0	0	4392.27371293977	3856.8136613452	1071.92096309867	1577.85564736232	1266.08778554604	0	0	0	0	0	0	0	0	1220.048229708
HMF002721A	1127.3031026253	351.159904534606	0	291.303102625298	0	470.374701670644	521.751789976134	815.050119331742	614.529832935561	0	0	0	0	0	0	0	197.527446300715
HMF001064A	562.506562193927	0	0	0	166.705582761998	311.949069539667	885.436238981391	268.026640548482	0	0	0	0	0	0	0	0	353.375905974535
HMF003291A	1448.84951598709	0	0	0	0	585.8435024934	698.909797594603	1329.77970079202	2172.27368729833	0	0	0	0	0	0	0	586.343795834557
HMF003414A	479.492326835338	0	0	574.689340522605	240.497718788884	0	1043.65989216093	418.866860223973	413.856491082538	0	0	0	0	0	0	0	452.937370385732
HMF000390A	1287.16941910151	0	0	0	343.24517842707	730.892712784386	682.998036724795	512.872156138122	0	0	0	0	0	0	0	0	762.822496824117
HMF002809A	2028.94369855175	0	0	874.114099573007	1019.46678698772	2392.57516397412	869.119161861161	2103.36827045825	784.205220759783	0	0	0	0	0	0	0	1275.20759783421
HMF000497A	2765.5954074142	0	3924.29743989723	1545.93535511103	0	0	0	7065.13442833548	3967.7675032116	0	0	0	0	0	0	0	2512.26986603046
HMF000417A	0	0	0	7647.79394477678	4610.78733575403	1504.74647997701	1794.39016744599	0	0	0	0	0	0	0	0	0	3592.28207204619
HMF003645A	810.189532117367	300.497541633624	0	0	0	742.966375892149	636.613322759714	0	0	0	0	0	0	0	0	0	672.733227597146
HMF001128A	1262.30106965823	511.933211583616	0	510.931385337855	0	1071.45316984086	1201.69058178972	1896.45708322463	943.720323506392	0	0	0	0	0	0	0	281.513175058697
HMF000476B	0	0	0	8475.16142404975	4471.87664211087	1589.81165793675	0	0	0	0	0	0	0	0	0	0	3317.15027590263
HMF003802A	0	0	0	54991.0372297479	15759.5228381558	0	0	0	0	0	0	0	0	0	0	0	1723.4399320963
HMF003374A	0	0	0	24825.3960758985	29068.6730235481	0	0	0	0	0	0	0	0	0	0	0	3416.9309005534
HMF002841A	1029.8105690262	0	0	0	0	2563.75224872898	1754.43640007822	2251.55176965194	1088.44211967149	0	0	0	0	0	0	0	1563.00689284317
HMF001228A	1855.19639504318	0	0	5020.88471648517	1300.98835899362	800.800600826136	0	1715.14382275629	0	0	0	0	0	0	0	0	1294.9861058956
HMF000504A	1903.69386884158	0	0	2833.99900422021	1850.59082934231	726.910474655033	676.813267580255	1444.30247996586	669.799658589786	0	0	0	0	0	0	0	458.890416804967
HMF003568A	553.250699720112	0	0	347.786218845795	0	567.282420365187	975.705717712915	615.391176862588	0	0	0	0	0	0	0	0	700.583766493403
HMF003319A	1628.8985823337	0	0	1093.11624863686	1167.29378407852	555.329116684842	790.892911668484	0	734.257360959651	0	0	0	0	0	0	0	924.211995637943
HMF003376A	2205.87140373064	0	0	1032.90803825482	0	1504.59437243124	0	4490.27383022447	1958.27359310781	0	0	0	0	0	0	0	1465.07876225102
HMF003104A	683.407177669473	329.937970757643	0	0	0	0	1277.69605671245	429.069561364643	0	0	0	0	0	0	0	0	669.889233495791
HMF001391A	2218.00762655045	0	0	947.138367415354	0	2192.44992457258	1846.16811934294	2591.35052799195	864.95281595709	0	0	0	0	0	0	0	1298.93261816964
HMF002747A	939.433256963704	333.798625346678	0	0	0	364.779934884843	1788.92077655854	356.285059688894	0	0	0	0	0	0	0	0	360.782346557341
HMF003370A	2391.95659131826	0	0	0	0	1353.54130826165	0	5347.63862772555	3199.77965593119	0	0	0	0	0	0	0	2710.08381676335
HMF001174A	0	0	0	14152.2327935223	19190.2315123251	0	2397.40284682007	0	0	0	0	0	0	0	0	0	3317.13284733253
HMF000768A	2433.41574495771	0	1948.73129472999	0	0	0	1372.60637605725	1682.90435914118	2828.15875081327	0	0	0	0	0	0	0	1254.1834743006
HMF003325A	594.516668862828	0	0	0	0	442.757148504414	1524.10633812096	367.628673079457	0	0	0	0	0	0	0	0	871.991171432341
HMF001392A	0	0	0	0	0	5346.08934781369	0	5315.07432586512	0	0	0	0	21749.5342625848	0	0	0	2688.30206373639
HMF001729A	720.849218280216	322.70865904991	0	0	328.703247143716	405.134245339747	1033.06734816597	273.253307276007	0	0	0	0	0	0	0	0	239.283974744434
HMF000370A	2500.69305405822	0	1780.9179115971	2322.5011550901	0	0	0	6560.06468504543	4184.00585245649	0	0	0	0	0	0	0	2151.81734175266
HMF000221A	1002.7469909521	0	0	0	0	780.470573586785	1970.45040258986	0	876.089482858803	0	0	0	0	0	0	0	1401.24255001245
HMF003448A	1414.59758537427	0	0	5558.3834425664	3247.22400827872	0	1857.12811314246	0	0	0	0	0	0	0	0	0	2418.66685063815
HMF001461B	0	0	0	25138.8206017213	18116.6723768297	0	0	0	0	0	0	0	0	0	0	0	5492.507021449
HMF000851B	3237.11221284996	0	687.554827709978	2012.62410265614	0	2371.914034458	0	0	1309.55675699928	0	0	0	0	0	0	0	1534.23806532664
HMF000941A	1737.8025065418	0	0	0	0	1280.61754579259	1420.5211403388	627.067896983886	1468.98774273516	0	0	0	0	0	0	0	721.003167607764
HMF003001A	0	0	0	0	0	0	4688.61005610704	1616.67565817868	0	0	0	0	0	0	0	0	663.714285714281
HMF003513A	471.326462660536	0	0	1314.12208657048	2785.51942286349	0	942.652925321072	0	0	0	0	0	0	0	0	0	784.379102584422
HMF001778A	1815.58797892151	0	0	1195.03252902254	0	1146.44989896589	0	4944.40952494156	1535.11093941915	0	0	0	0	0	0	0	2004.40912872935
HMF001924A	0	0	0	16271.1249332069	8197.23902439024	0	0	0	0	0	0	0	0	0	0	0	4504.63604240286
HMF002568A	712.41421863713	0	0	2942.64567782326	1586.80893330123	0	1636.80291355647	0	538.935107151457	0	0	0	0	0	0	0	887.393149530453
HMF003678A	823.688959166589	613.012743000651	0	0	1590.33020184169	1068.89405636685	1036.36684959539	0	0	0	0	0	0	0	0	0	247.70719002883
HMF001423B	0	2997.9488076457	0	0	0	1731.56956352745	0	7357.41804421885	7552.70784461669	0	0	0	0	0	0	0	2261.35573999131
HMF000637A	783.381757644791	0	0	1597.23946376939	1347.93621309034	621.009900990099	688.456672215894	0	0	0	0	0	0	0	0	0	663.975992289485
HMF003518A	3554.75835101726	3509.280632763	0	2766.1447311796	0	0	0	12620.3166931307	7642.25568729874	0	0	0	0	0	0	0	3584.2439046107
HMF000415A	497.214212678937	0	0	0	0	158.929192229039	682.548568507157	297.431748466258	0	0	0	0	0	0	0	0	312.876278118609
HMF001191A	625.42761353246	285.238951539165	0	0	341.687290460226	577.471502590673	1055.5339835416	0	0	0	0	0	0	0	0	0	392.640658335876
HMF003447A	2881.76456079552	4119.09283629154	0	2083.05265458406	0	3601.45550195913	0	13987.210946159	0	0	0	0	0	0	0	0	5365.42350021075
HMF002252A	1336.92383068421	0	0	557.468239047456	0	873.950207941662	822.953113427904	3033.82715205378	1211.43098045918	0	0	0	0	0	0	0	939.446476385808
HMF002569A	1827.52860203883	603.518732549834	0	673.405103564704	895.543925719109	535.629114992533	1501.05941172651	901.534186091812	524.147782611519	0	0	0	0	0	0	0	225.633140705149
HMF000668A	688.23568753344	0	0	0	260.27822364901	619.662386302836	1438.03718566078	0	0	0	0	0	0	0	0	0	735.786516853934
HMF001504A	1749.85110589398	0	0	0	0	1417.47436055851	625.268132954405	1859.3105152601	1133.57963672309	0	0	0	0	0	0	0	1304.51624860992
HMF001340A	1245.02989739356	1814.35764830758	0	0	0	603.287651845737	952.874867319259	1734.95140936431	1383.86596296733	0	0	0	0	0	0	0	734.632562802224
HMF003459A	1452.7540798522	387.800882685005	0	0	0	400.294467823052	833.572000410551	739.12049676691	651.165657395053	0	0	0	0	0	0	0	404.292415067229
HMF000624A	2146.85533354122	0	0	5239.90985631701	3427.15450118736	1403.52044903931	0	5659.16275276452	1520.73093621819	0	0	0	0	0	0	0	1484.66617093239
HMF002801A	0	0	0	15807.183054125	6535.90264212001	0	0	0	0	0	0	0	0	0	0	0	2999.91430375499
HMF002655A	559.49482560368	0	0	175.029129934841	201.458029896512	255.31314679954	888.609428899962	288.224607129168	0	0	0	0	0	0	0	0	233.870831736297
HMF001163A	0	0	0	23372.6179659203	10591.1863183182	0	0	0	0	0	0	0	0	0	0	0	6211.1957157615
HMF002073A	827.718089725036	272.736613603473	0	0	0	514.946743849493	1278.60926193922	0	0	0	0	0	0	0	0	0	563.989290882778
HMF003429A	2098.51395919219	672.184156969159	582.726191097427	0	766.639774565569	1571.76146741116	2521.31529509993	738.153159734906	0	0	0	0	0	0	0	0	625.705995929658
HMF001339A	1088.2514390974	789.908358277688	0	0	0	726.335252129864	902.537877043518	1370.57609947041	1380.08703661064	0	0	0	0	0	0	0	264.30393737048
HMF003331A	1034.67252593309	0	0	2213.36906707581	1294.21580334212	3902.15066208599	2027.83813081618	2134.85597545112	1458.74323738368	0	0	0	0	0	0	0	927.154597912011
HMF001671A	2984.20515648697	869.453559446666	3986.9582241831	0	0	0	1303.92977618457	0	0	0	0	0	0	0	0	0	1759.45328369869
HMF000735A	2785.28202091968	613.282284060259	0	0	506.233010986119	898.913755673969	1588.73126767976	0	0	0	0	0	0	0	0	0	1211.55766068021
HMF001161A	332.05500778412	0	0	0	0	217.345096004152	918.685521536066	187.661390762844	0	0	0	0	0	0	0	0	283.252983912818
HMF000848A	1308.12242366412	819.202910305343	0	0	0	744.138501908397	731.627767175572	3493.49756679389	2885.97628816794	0	0	0	0	0	0	0	506.434541984738
HMF002524A	0	221.56759231004	0	0	302.59231003967	1293.8947207812	760.732072017089	0	256.078120231919	0	0	0	0	0	0	0	443.135184620082
HMF000054B	4450.78722692289	0	0	0	0	1596.92365791864	1389.93355322912	6334.19718915818	4320.79344136909	0	0	0	0	0	0	0	2825.36493140208
HMF002995A	1031.61135510152	571.844440201133	0	925.511297816816	1009.69397237604	1779.29297944116	791.018267455923	1098.85787028197	531.496531092865	0	0	0	0	0	0	0	86.6732862325725
HMF000371A	1308.13374607752	809.988380968535	0	0	0	0	632.724959715037	0	0	0	0	0	0	0	2584.12908150284	0	586.023831736068
HMF000025A	848.083496956607	0	1351.33634400157	2534.75515413312	1200.41046534459	1242.88960337718	767.623011977224	1123.44826232083	793.610249361869	0	0	0	0	0	0	0	318.843412527011
HMF002917A	2471.58786262087	0	0	987.335361787262	0	1200.79976658886	0	4048.32494164722	1857.69023007669	0	0	0	0	0	0	0	1428.2618372791
HMF000785A	1349.33763110428	0	0	1442.61901262609	1034.57532233282	0	1921.49669316588	0	695.370298617142	0	0	0	0	0	0	0	1023.60104215379
HMF002025A	2111.07923159699	859.328723446654	0	0	0	1785.64409549241	0	4845.03431509306	1526.19580726157	0	0	0	0	0	0	0	1415.71782710932
HMF001559A	0	0	0	0	0	3263.9357097836	1899.9103578682	550.422578611948	0	0	0	0	0	0	0	0	1443.73135373625
HMF000817A	1129.04036892515	0	0	4508.15409719759	2667.95842497339	1159.5684994679	2636.92983327421	0	1136.04682511529	0	0	0	0	0	0	0	870.301951046469
HMF000766A	2111.02103028361	0	3776.72119852588	0	0	1219.37858516263	1550.11688831918	1410.01594295786	1518.09381509373	0	0	0	0	0	0	0	905.652539657111
HMF002579A	0	1005.410751316	0	651.645876535333	416.1352687829	441.083426383793	568.817993300367	1149.61110224916	1542.29510288722	0	0	0	0	0	0	0	481.000478545227
HMF001945A	4488.71679277309	0	0	0	0	0	1126.29980724417	4698.99272130959	4732.45706148048	0	0	0	0	0	0	0	2314.53361719267
HMF000984A	0	0	0	27011.6397751166	11596.7092513027	2548.81524819453	0	0	0	0	0	0	0	0	0	0	2612.83572538617
HMF002680A	1005.67786321327	0	0	338.227977876703	452.304869823283	281.189531903413	586.395251585053	492.331849453662	0	0	0	0	0	0	0	0	552.872656144616
HMF002342A	616.247486465584	0	0	482.627481309616	373.936581593194	447.726733694251	1325.23124516628	0	0	0	0	0	0	0	0	0	622.230471771075
HMF003005A	0	0	0	0	0	5927.32751393963	0	5630.61088252259	0	0	0	0	23159.408575274	0	0	0	4318.65302826378
HMF003283A	0	0	0	6312.67419078893	8570.73649935153	0	0	0	0	0	0	0	0	0	0	0	3236.58930985954
HMF000629A	1114.16253641238	0	0	2106.02676573648	1574.90268923882	2153.94773504454	0	3163.78232785916	918.485245071136	0	0	0	0	0	0	0	792.692700637484
HMF003665A	0	0	0	1274.73600776448	1493.44807505662	1921.86347460369	1095.56227758007	1069.0365577483	0	0	0	0	0	0	0	0	880.35360724684
HMF002265A	762.280049566295	0	0	340.795814401762	0	0	1116.60746248107	551.28734682638	0	0	0	0	0	0	0	0	869.029326724493
HMF000701A	0	0	0	18991.0156992654	9816.10940515627	0	0	0	0	0	0	0	0	0	0	0	5918.87489557833
HMF002846A	0	776.380185067007	0	2142.78932673899	510.592373962987	1014.68993299298	467.127074026803	497.602744097001	517.586790044671	0	0	0	0	0	0	0	336.231573069561
HMF003581A	5704.07037405339	0	0	0	0	0	1303.10227185803	6994.18159565517	2949.4680639486	0	0	0	0	0	0	0	2645.17769448481
HMF001349A	1213.25336091003	0	0	0	0	694.717683557394	799.325749741468	1728.78593588418	627.147880041365	0	0	0	0	0	0	0	744.769389865563
HMF001327A	0	0	0	73667.0856809468	0	0	0	0	6844.11437025218	0	0	0	0	0	0	0	3457.79994880102
HMF000737A	728.350955414013	317.807643312102	0	0	536.363057324841	318.810191082803	793.516560509554	0	0	0	0	0	0	0	0	0	453.151592356687
HMF002481A	747.324676893345	0	0	267.079961347989	514.690542336031	673.940089382776	1111.25232516004	319.497523855538	0	0	0	0	0	0	0	0	499.214881024281
HMF003450A	882.159969755887	402.212788939296	0	0	378.140203067617	1479.96251890257	986.976020738821	0	0	0	0	0	0	0	0	0	513.548498595809
HMF002414A	2287.43119598172	0	1168.9758812616	0	0	0	955.889135254989	3094.75985338703	2122.86420200009	0	0	0	0	0	0	0	1424.07973211457
HMF000907A	821.343644544432	317.713160854893	0	0	246.553430821147	242.043307086614	559.255343082115	330.241282339708	0	0	0	0	0	0	0	0	155.849831271091
HMF001478A	0	499.541640222833	0	0	410.123686622946	2819.91255905789	1541.58550172766	672.882589380157	0	0	0	0	0	0	0	0	1139.95402298851
HMF002701A	859.101160092807	0	0	0	0	1284.40371229698	2827.68723897912	0	0	0	0	0	0	0	0	0	1490.80788863109
HMF000261A	0	0	0	57573.1360292283	28545.7526126416	0	0	0	0	0	0	0	0	0	0	0	4092.1113581301
HMF000889C	1518.08084358524	0	0	1787.09516962241	2925.15577568302	0	1473.07844703627	0	0	0	0	0	0	0	0	0	1685.58976407306
HMF001836A	520.399267399267	0	0	0	239.875457875458	205.750915750916	967.531135531136	0	0	0	0	0	0	0	0	0	258.443223443223
HMF001708A	0	0	0	34899.5844263427	24711.0162022561	0	0	0	0	0	0	0	0	0	0	0	1967.3993714012
HMF001931A	543.444358278402	435.154711128344	0	0	536.95696006204	541.947266382319	1441.20046529663	0	0	0	0	0	0	0	0	0	362.296238852265
HMF003362A	0	0	2047.4064133227	0	0	1207.53459119497	596.263973779786	0	602.266631233945	0	0	0	0	0	0	0	1193.5283904686
HMF001041A	0	3000.3740880843	0	1958.70267044943	1637.34128163559	2289.57475457084	1554.24783842205	1747.96568495001	2016.76796811673	0	0	0	0	0	0	6514.82628568855	1511.1994280825
HMF000133A	2260.74969623329	0	659.198055893074	0	0	780.55042527339	1166.08140947752	1284.43742405832	1201.03888213852	0	0	0	0	0	0	0	867.944106925886
HMF001947A	2243.55754534929	0	0	0	0	3656.5384793516	2882.50111925897	1198.33191817831	0	0	0	0	0	0	0	0	2983.07093786183
HMF000727A	623.147937411095	346.47226173542	0	0	0	435.349928876245	732.110953058321	266.633001422475	374.591749644381	0	0	0	0	0	0	0	398.694167852063
HMF001427A	1518.08353637313	0	0	0	0	922.462234597981	1469.03237034459	1474.53811347024	764.297250261051	0	0	0	0	0	0	0	1041.58649495301
HMF002625A	1995.22382198953	0	0	819.529543754675	0	0	0	3620.75766641735	2260.71933433059	0	0	0	0	0	0	0	2019.76963350785
HMF003231A	2211.59643499335	963.670549605191	0	0	0	2312.50957704636	0	3255.69775623485	2463.87929012587	0	0	0	0	0	0	0	1572.64639199438
HMF002652A	974.0775910141	847.067473910619	1278.60184816379	1897.65115908548	1429.61387716084	1357.60814148012	885.07050107544	1427.61371783637	2456.69569027324	0	0	0	0	0	0	0	1.81898940354586e-12
HMF000035A	724.34132466477	335.767574156847	0	0	160.411214953271	183.327102803738	524.574563185697	391.064607882974	0	0	0	0	0	0	0	0	132.513612352703
HMF001148A	0	0	0	12962.8456297773	5026.16467264872	0	2510.08283482885	0	0	0	0	0	0	0	0	0	3568.90686274513
HMF002225A	0	0	0	6302.40863840354	11532.9280816457	0	0	0	0	0	0	0	0	0	0	0	4100.66327995076
HMF001036B	1368.34635679802	0	0	0	0	1143.37161782867	564.936566745257	622.430111148535	0	0	0	0	0	0	0	0	753.915347479518
HMF001423A	0	2829.98786283542	0	0	0	1649.99115303064	0	7008.32865394458	6977.76398332968	0	0	0	0	0	0	0	2092.92834685968
HMF001263A	4074.50561831601	0	1701.0071998795	1370.01934026209	0	1470.66769091731	1146.69016418135	2336.94453984034	3248.78855249285	0	0	0	0	0	0	0	1273.37689411055
HMF001447A	1210.43273529236	0	0	9270.31418012756	3150.6263634738	0	0	1267.95329915956	0	0	0	0	0	0	0	0	1883.67342194672
HMF001970A	1010.73752528658	0	0	0	316.322488199595	227.154416722859	871.754888739043	0	0	0	0	0	0	0	0	0	529.030681051923
HMF002363A	941.382150456878	0	0	0	0	314.960570784829	1633.79546876956	0	382.452121667293	0	0	0	0	0	0	0	721.40968832144
HMF003363A	848.94748603352	382.426815642458	0	0	0	871.973184357542	785.376536312849	288.822346368715	0	0	0	0	0	0	0	0	406.453631284916
HMF002368A	0	0	0	22063.1420246289	14166.7279882921	0	0	0	0	0	0	0	0	0	0	0	1707.129987079
HMF000625A	1075.36480686695	0	0	0	0	587.467811158798	595.931330472103	341.527896995708	458.523605150215	0	0	0	0	0	0	0	537.184549356226
HMF002824A	4151.77358490566	0	4632.05330937406	0	0	0	2242.63671758011	2921.11919736448	5380.4309673555	0	0	0	0	0	0	0	2342.98622342019
HMF002951A	0	0	0	25309.9879401778	12308.0215532415	0	0	0	0	0	0	0	0	0	0	0	6408.9905065807
HMF000275A	560.030962343096	0	0	0	0	1194.99916317992	2183.67112970711	479.598326359833	667.4410041841	0	0	0	0	0	0	0	884.25941422594
HMF002435A	965.739086035231	498.881797293847	0	0	0	494.878733724789	994.761296910901	1309.00178708195	983.752872095992	0	0	0	0	0	0	0	632.98442685729
